source_tables,level,seed,token_class,contrast,n_rows_joined,n_units,n_checkpoints,delta_true_source_nll_mean,delta_true_source_nll_median,delta_true_source_nll_se,delta_true_source_nll_frac_positive,delta_unrelated_source_nll_mean,delta_unrelated_source_nll_median,delta_unrelated_source_nll_se,delta_unrelated_source_nll_frac_positive,delta_neutral_nll_mean,delta_neutral_nll_median,delta_neutral_nll_se,delta_neutral_nll_frac_positive,delta_true_adv_N_minus_T_mean,delta_true_adv_N_minus_T_median,delta_true_adv_N_minus_T_se,delta_true_adv_N_minus_T_frac_positive,delta_unrel_adv_N_minus_U_mean,delta_unrel_adv_N_minus_U_median,delta_unrel_adv_N_minus_U_se,delta_unrel_adv_N_minus_U_frac_positive,delta_gain_U_minus_T_mean,delta_gain_U_minus_T_median,delta_gain_U_minus_T_se,delta_gain_U_minus_T_frac_positive,max_abs_identity_error,mean_identity_error
original_three_seed,token,43022,overlap,VminusR,9480,3160,3,-0.8442640794002766,-0.0084116193465889,0.024422379500632523,0.41930379746835444,-0.02515115403353612,-0.002831935882567471,0.01610482053717263,0.49873417721518987,-0.04060637718484096,-0.042575836181640625,0.016359792964600738,0.4869198312236287,0.8036577022154356,0.3314261883497238,0.02844988136077231,0.5798523206751055,-0.015455223151304837,0.010952472686767578,0.015834045757126883,0.5035864978902953,0.8191129253667404,0.35811319202184677,0.02838485356670628,0.5896624472573839,3.552713678800501e-15,-2.0586117199091857e-21
original_three_seed,pair,43022,overlap,VminusR,4857,1619,3,-0.853414616388164,-0.08300486765801905,0.025725118453080342,0.342804200123533,-0.01882561364417559,-0.016101360321044922,0.016489100307226508,0.49351451513279804,-0.043278826617936646,-0.06407499313354492,0.016451669717725208,0.4778669960881202,0.8101357897702273,0.46987737715244293,0.029640780718647345,0.623018324068355,-0.024453212973761063,0.008098542690276211,0.01603094781362501,0.5038089355569282,0.8345890027439883,0.49411183735355735,0.029823766325910998,0.6394893967469631,3.552713678800501e-15,3.674456479483095e-18
original_three_seed,token,43122,nonoverlap,RminusC,8196,2732,3,0.6931114426860381,0.4434518814086914,0.02805701178662576,0.5917520741825281,-0.3501995984035244,-0.30173635482788264,0.01984058330469201,0.4233772571986335,-0.3166681952022172,-0.2588787078857422,0.018623496507669073,0.43289409468033185,-1.0097796378882553,-0.7703435420989981,0.029365104234789517,0.35334309419228893,0.033531403201307215,0.01448965072631836,0.017899716548470352,0.5053684724255735,-1.0433110410895625,-0.7762825489044172,0.030017769553622776,0.357369448511469,1.7763568394002505e-15,1.6602209548025958e-18
original_three_seed,pair,43122,nonoverlap,RminusC,4395,1465,3,0.7087538935712393,0.5447626654058695,0.029403176795574457,0.6313993174061433,-0.3462825405524262,-0.357999324798584,0.02072232456630629,0.3924914675767918,-0.32495743518603054,-0.281857967376709,0.019166729420739843,0.4036405005688282,-1.03371132875727,-0.8446857929229736,0.03092465869011348,0.3037542662116041,0.021325105366395605,0.02323007583618142,0.018376135360751545,0.5085324232081911,-1.0550364341236655,-0.8761057853698722,0.03138879070328598,0.2992036405005688,1.7763568394002505e-15,1.5788154502633056e-19
original_three_seed,token,43122,nonoverlap,VminusC,8196,2732,3,-1.3543801780278977,-1.094339370727539,0.02785620867280704,0.287701317715959,-0.46059142499005357,-0.37780189514160156,0.020345575208012986,0.3964128843338214,-0.5307377842727075,-0.4732608795166011,0.019699013245206662,0.38653001464128844,0.8236423937551902,0.6773404181003571,0.027877695149531305,0.6194485114690093,-0.07014635928265392,-0.054326534271240234,0.01795882775475713,0.4813323572474378,0.8937887530378441,0.7188909053802499,0.02731271382697835,0.6349438750610054,1.7763568394002505e-15,-1.883305208545831e-18
original_three_seed,pair,43122,nonoverlap,VminusC,4395,1465,3,-1.3517099837965383,-1.2102742791175842,0.02911942868771614,0.23208191126279865,-0.4626582615076436,-0.3796415328979492,0.021350719699704014,0.38088737201365186,-0.5448982478223796,-0.47866225242614746,0.020142522780274168,0.35221843003412967,0.8068117359741586,0.7338914871215818,0.028844077432377005,0.6625711035267349,-0.08223998631473602,-0.0940521955490099,0.018290123882605966,0.4657565415244596,0.8890517222888946,0.8014214038848886,0.028383037857348827,0.6853242320819113,1.7763568394002505e-15,-3.6628518446108692e-19
original_three_seed,token,43122,nonoverlap,VminusR,8196,2732,3,-2.0474916207139358,-1.5795670747756954,0.0325864919006157,0.22010736944851148,-0.11039182658652921,-0.05673861503601074,0.019361173390152087,0.48279648609077597,-0.21406958907049034,-0.12947320938110374,0.017900077829274757,0.46193265007320644,1.8334220316434455,1.3679074048995972,0.033632192392818956,0.7321864324060517,-0.10367776248396114,-0.05506694316863925,0.0182009833240523,0.4792581747193753,1.9370997941274066,1.4555759429931645,0.034589356296270524,0.7415812591508053,3.552713678800501e-15,-1.85198028487031e-18
original_three_seed,pair,43122,nonoverlap,VminusR,4395,1465,3,-2.0604638773677775,-1.7133885622024536,0.035050912316843014,0.14948805460750852,-0.11637572095521743,-0.0561985969543457,0.02002325555870091,0.4794084186575654,-0.21994081263634904,-0.1886601448059082,0.018354366262657518,0.42571103526734927,1.8405230647314286,1.5148680210113525,0.035620028526157976,0.8018202502844141,-0.10356509168113161,-0.07283329963684171,0.01836889237412144,0.468259385665529,1.94408815641256,1.636623740196228,0.03662969837062608,0.8127417519908987,1.7763568394002505e-15,1.2093726349016921e-18
original_three_seed,token,43122,overlap,RminusC,9480,3160,3,-0.06382148656189145,-0.0443339259363711,0.01965606240863372,0.2941983122362869,-0.347168550526459,-0.30457210540771484,0.018179487655813367,0.414662447257384,-0.2719352044247165,-0.21799206733703702,0.017757684890255986,0.43871308016877636,-0.20811371786282512,-0.10718691255897284,0.024256999157517105,0.4751054852320675,0.07523334610174247,0.07919549942016624,0.01726407884149326,0.5240506329113924,-0.28334706396456755,-0.20032461173832417,0.024601426002432352,0.4541139240506329,1.7763568394002505e-15,-5.848744630897542e-19
original_three_seed,pair,43122,overlap,RminusC,4857,1619,3,-0.07171003679429688,-0.059265986084938105,0.020208966119443464,0.339715873996294,-0.35796294172449467,-0.30916666984558105,0.01879295777261389,0.39283508338480544,-0.2718023193908757,-0.23553133010864258,0.018174967758319137,0.42124768375540456,-0.2000922825965788,-0.12409642385318964,0.025025482971657336,0.4663372452130945,0.08616062233361901,0.07619762420654297,0.017441032437402075,0.5309862054766317,-0.2862529049301978,-0.20520609617233188,0.025459879973407498,0.44266007823759523,3.1086244689504383e-15,-7.776789986806465e-18
original_three_seed,token,43122,overlap,VminusC,9480,3160,3,-0.977098411853491,-0.09176918119192123,0.02258528719054759,0.23069620253164558,-0.31886385437359005,-0.25885424017906183,0.018851471412666167,0.429746835443038,-0.3565458375662919,-0.2958042621612549,0.018360228749904364,0.4218354430379747,0.6205525742871991,0.30990349967032627,0.026511166449350358,0.564873417721519,-0.037681983192701815,-0.017258167266844815,0.017110784761970605,0.49451476793248944,0.6582345574799009,0.3326655105338432,0.026644333786996235,0.5694092827004219,1.7763568394002505e-15,-7.013918864366141e-19
original_three_seed,pair,43122,overlap,VminusC,4857,1619,3,-0.9900084702883214,-0.2835444863885642,0.023807569342123993,0.18468190240889437,-0.32572730672689065,-0.2893354892730713,0.019303304413604692,0.40395305744286597,-0.35767036265307617,-0.2880361080169678,0.01921829106462505,0.40230595017500514,0.6323381076352452,0.4282123101875186,0.027860643979030694,0.6036648136709903,-0.03194305592618552,-0.016044616699219638,0.017490318857133196,0.4943380687667284,0.6642811635614307,0.4832156989723444,0.027564943808493343,0.6059295861642989,2.6645352591003757e-15,1.4772115084702644e-18
original_three_seed,token,43122,overlap,VminusR,9480,3160,3,-0.9132769252915995,-0.00267754634842275,0.02521840849175636,0.4723628691983122,0.028304696152868937,0.021862872876226923,0.016786155477772798,0.5068565400843882,-0.08461063314157534,-0.06959795951843262,0.016066950019952942,0.47943037974683544,0.8286662921500243,0.3413464205805212,0.028318282172900368,0.5767932489451477,-0.11291532929444426,-0.10237598419189453,0.01691750623326621,0.4629746835443038,0.9415816214444686,0.4473941018804908,0.028750171596554713,0.5982067510548523,1.7763568394002505e-15,-8.225297494214924e-20
original_three_seed,pair,43122,overlap,VminusR,4857,1619,3,-0.9182984334940245,-0.05666172923520211,0.026213854420148917,0.3901585340745316,0.03223563499760404,0.027223587036132812,0.016784337605255835,0.5108091414453366,-0.08586804326220047,-0.08626317977905273,0.01607489684793111,0.4718962322421248,0.832430390231824,0.4784640911966562,0.029133533026242216,0.6300185299567634,-0.11810367825980451,-0.1074444055557251,0.017122944592462358,0.456248713197447,0.9505340684916285,0.5566834554774687,0.029568323925528963,0.6489602635371629,3.552713678800501e-15,1.0316193716309264e-17
original_three_seed,token,43222,nonoverlap,RminusC,8196,2732,3,0.41559257040391967,0.2962913513183594,0.0261349163355207,0.5574670571010248,-0.43472275395435406,-0.3745526373386382,0.020009136768171648,0.40263543191800877,-0.33329624291878124,-0.2839152812957768,0.01895516322453498,0.4220351390922401,-0.7488888133227009,-0.543974637985229,0.02742057459443444,0.39324060517325526,0.1014265110355728,0.07143831253051758,0.018099110639081917,0.5239141044411908,-0.8503153243582737,-0.6420352458953857,0.027787620774379452,0.38201561737432893,1.7763568394002505e-15,4.774934311619908e-19
original_three_seed,pair,43222,nonoverlap,RminusC,4395,1465,3,0.4225960247063653,0.3396880626678467,0.02722877500029564,0.5806598407281001,-0.42665557155175826,-0.4185386896133423,0.020492246959356437,0.3690557451649602,-0.3331949243308506,-0.3000929355621338,0.019399375514964724,0.39408418657565414,-0.7557909490372159,-0.6420531272888166,0.028238494528340135,0.34562002275312853,0.09346064722090767,0.07101917266845703,0.01790035005834399,0.5271899886234357,-0.8492515962581236,-0.7122693061828613,0.02856993950294021,0.3385665529010239,8.881784197001252e-16,1.0862250297811543e-18
original_three_seed,token,43222,nonoverlap,VminusC,8196,2732,3,-1.3680078738549495,-1.093338251113892,0.02867028517771903,0.28928745729624206,-0.5287590559172908,-0.4282863140106201,0.0211594773588011,0.3990971205466081,-0.5120521211164212,-0.4355762004852295,0.02003860396763139,0.40226939970717424,0.8559557527385283,0.6914032697677612,0.027366736418882456,0.6318936066373841,0.0167069348008697,0.010184288024901456,0.018372368049556168,0.5030502684236213,0.8392488179376586,0.6917743682861328,0.02783735614348013,0.6312835529526598,1.7763568394002505e-15,2.870040304324732e-19
original_three_seed,pair,43222,nonoverlap,VminusC,4395,1465,3,-1.3770776534035583,-1.1968987584114084,0.029389232543282358,0.229806598407281,-0.5285505212152608,-0.44498205184936523,0.02226907010453126,0.36382252559726963,-0.5160564294956895,-0.43094635009765625,0.021299890570084794,0.3676905574516496,0.8610212239078686,0.7709980010986337,0.027595927356373996,0.689419795221843,0.01249409171957121,0.03357887268066495,0.018472018486368775,0.5139931740614334,0.8485271321882973,0.7907657623290998,0.02850540604186412,0.6810011376564278,8.881784197001252e-16,2.324016342787586e-18
original_three_seed,token,43222,nonoverlap,VminusR,8196,2732,3,-1.783600444258869,-1.405853033065796,0.030910438718547626,0.24365544167886774,-0.09403630196293677,-0.08835107088089,0.01939574598886107,0.4759638848218643,-0.17875587819763988,-0.14803385734558105,0.017756835856282262,0.4568081991215227,1.6048445660612292,1.2375988960266113,0.031916394798395524,0.7198633479746218,-0.08471957623470311,-0.05986547470092707,0.017953312217522922,0.4802342606149341,1.6895641422959322,1.3181001618504524,0.03221552998869924,0.7165690580771108,1.7763568394002505e-15,-3.996044317525881e-19
original_three_seed,pair,43222,nonoverlap,VminusR,4395,1465,3,-1.7996736781099234,-1.565712332725525,0.03216794863389482,0.18225255972696247,-0.1018949496635025,-0.07619071006774902,0.020155182207321442,0.4700796359499431,-0.18286150516483898,-0.15358257293701172,0.018319429919982054,0.4448236632536974,1.6168121729450844,1.3571281433105469,0.032769185818241495,0.7929465301478953,-0.08096655550133647,-0.0963053605519235,0.018198472008889244,0.46552901023890786,1.697778728446421,1.4333539009094236,0.03311510544461608,0.79613196814562,1.7763568394002505e-15,1.9451006347243924e-18
original_three_seed,token,43222,overlap,RminusC,9480,3160,3,0.215128694891281,-0.014444847125560049,0.021401531772780348,0.40875527426160335,-0.4968150833269919,-0.40449953079223633,0.019095481688027004,0.3963080168776371,-0.4203757790623641,-0.37400388717651456,0.0186243987621675,0.4138185654008439,-0.6355044739536452,-0.4727984736673534,0.026136371527520887,0.4073839662447257,0.07643930426462778,0.08439113153144714,0.01798066781002567,0.5290084388185654,-0.7119437782182729,-0.5173801919445391,0.02634539242709661,0.39061181434599157,1.7763568394002505e-15,-1.3271183554347883e-18
original_three_seed,pair,43222,overlap,RminusC,4857,1619,3,0.20386240574262593,-0.015160962939262418,0.022000259813145552,0.4502779493514515,-0.5066795992446975,-0.4313392639160156,0.020260826576991256,0.3592752728021412,-0.4237626572977502,-0.40547657012939453,0.019004050979871224,0.37451101502985384,-0.6276250630403761,-0.46760015469044447,0.027089089881090638,0.3743051266213712,0.08291694194694725,0.08704745769500843,0.018375065834606075,0.5328392011529751,-0.7105420049873235,-0.5437887730076909,0.02791641122558215,0.36936380481778874,3.1086244689504383e-15,2.03723753489226e-18
original_three_seed,token,43222,overlap,VminusC,9480,3160,3,-0.8526292548455774,-0.0784456674009561,0.02259744922650067,0.2389240506329114,-0.4486104808666474,-0.3479878902435303,0.01977218324529998,0.41782700421940927,-0.45864118430645595,-0.3976380228996279,0.018928119834417872,0.4036919831223629,0.39398807053912144,0.15300361253321193,0.027121343326254304,0.5356540084388186,-0.01003070343980852,-0.0019036196172228098,0.017884899535842283,0.4985232067510548,0.40401877397893,0.16851621633395553,0.027216025636025265,0.5367088607594936,1.7763568394002505e-15,-1.7530222468204444e-19
original_three_seed,pair,43222,overlap,VminusC,4857,1619,3,-0.8736881839700367,-0.25250738020986324,0.023357507747919774,0.2036236359892938,-0.4538135646571527,-0.37688082456588745,0.020297715820550063,0.3856289890879144,-0.46183341724342875,-0.4197378158569336,0.01940137808251668,0.3751286802553016,0.411854766726608,0.2957141175866127,0.027990814920200658,0.5701050030883261,-0.00801985258627598,-0.02089643478393466,0.018437784182469816,0.491455631047972,0.41987461931288395,0.26761305006220937,0.027749841213319106,0.5719579987646696,3.552713678800501e-15,-1.3290617662764864e-17
original_three_seed,token,43222,overlap,VminusR,9480,3160,3,-1.0677579497368583,-0.0233706708531827,0.02575156443394537,0.36656118143459915,0.048204602460344484,0.0127531317993998,0.016909475693321005,0.5035864978902953,-0.038265405244091805,-0.06301474571228116,0.01620178751377765,0.47858649789029534,1.0294925444927665,0.46987415035255253,0.029014202003653216,0.6088607594936709,-0.08647000770443629,-0.06957405805587769,0.01668103769592153,0.47246835443037977,1.115962552197203,0.591424157842994,0.029236241881483202,0.62584388185654,1.7763568394002505e-15,9.16265203068024e-19
original_three_seed,pair,43222,overlap,VminusR,4857,1619,3,-1.0775505897126627,-0.17801391333341587,0.026962384671921465,0.29236154004529546,0.052866034587544734,0.052568674087524414,0.016958969988411624,0.5182211241507103,-0.0380707599456785,-0.02039480209350586,0.016368393633093104,0.49310273831583284,1.039479829766984,0.663091647438705,0.030160855654530687,0.679431747992588,-0.09093679453322323,-0.06874692440032981,0.016918352433154264,0.473337451101503,1.1304166243002074,0.7456247634254387,0.030069981224304352,0.6854025118385835,2.6645352591003757e-15,-1.40863689299002e-17
split_seed43022_common,token,43022,nonoverlap,RminusC,8196,2732,3,0.44799824108598274,0.303853839635849,0.025185171038469217,0.5632015617374329,-0.3037103284821923,-0.2444847524166105,0.018000963916984716,0.43692044899951193,-0.23483615904603755,-0.18015003204345703,0.018619825954862418,0.44973157637872135,-0.6828344001320203,-0.4684890508651729,0.026911648990321103,0.39604685212298685,0.06887416943615478,0.02153086662292547,0.016831601453837445,0.5102489019033675,-0.7517085695681751,-0.5336040258407602,0.02614295200715731,0.38530990727183995,1.7763568394002505e-15,-8.042885808579633e-20
split_seed43022_common,pair,43022,nonoverlap,RminusC,4395,1465,3,0.4837496102750471,0.3586275577545166,0.02644103957539011,0.5956769055745165,-0.30142249046847125,-0.25884246826171875,0.018098926514032478,0.4116040955631399,-0.22956317967340029,-0.21864533424377441,0.018648781658497437,0.4334470989761092,-0.7133127899484474,-0.6288819313049316,0.027710982302615733,0.34425483503981796,0.07185931079507095,0.04625892639160156,0.017190496149901195,0.5199089874857793,-0.7851721007435183,-0.6188458204269411,0.027424761865285977,0.340386803185438,1.7763568394002505e-15,-1.8377411841064876e-18
split_seed43022_common,token,43022,nonoverlap,RSminusC,8196,2732,3,-0.5469299703585884,-0.47500383853912354,0.02167420903702979,0.3933626159102001,-0.578202376907565,-0.5175495147705078,0.018441360954054867,0.36383601756954614,-0.5375491891309925,-0.4496731758117667,0.018486703025615954,0.377867252318204,0.009380781227595952,-0.011512041091920722,0.02284955648775734,0.4974377745241581,0.04065318777657256,0.03236770629882901,0.01621882798715993,0.5130551488530991,-0.0312724065489766,-0.026934027671814187,0.0219564870137482,0.49353343094192287,1.7763568394002505e-15,7.128536685077948e-19
split_seed43022_common,pair,43022,nonoverlap,RSminusC,4395,1465,3,-0.5285477931830032,-0.47647833824157715,0.02298871923556787,0.3631399317406143,-0.5755716835738788,-0.5334451198577881,0.01876908703012835,0.3292377701934016,-0.5328475587014893,-0.48996448516845703,0.01932193245974104,0.32718998862343573,-0.004299765518486108,-0.003340482711791992,0.023861593509279064,0.4992036405005688,0.0427241248723895,0.02741837501525879,0.01663910738685295,0.5137656427758817,-0.04702389039087561,-0.03553110361099254,0.02310199263621165,0.4912400455062571,1.3322676295501878e-15,1.7951131669493786e-18
split_seed43022_common,token,43022,nonoverlap,RminusRS,8196,2732,3,0.9949282114445711,0.7955458164215083,0.025132223667576618,0.6660566129819424,0.27449204842537267,0.2856266498565674,0.01740529597670936,0.58199121522694,0.30271303008495487,0.3180654048919678,0.018392813710291757,0.5873596876525135,-0.6922151813596162,-0.49996352195739746,0.02685607321677333,0.39873108833577353,0.028220981659582225,0.008957862854003462,0.01660386283075546,0.5036603221083455,-0.7204361630191984,-0.4973583221435547,0.026209815344212583,0.3993411420204978,1.7763568394002505e-15,-4.986589201319372e-19
split_seed43022_common,pair,43022,nonoverlap,RminusRS,4395,1465,3,1.0122974034580503,0.843142032623291,0.026207600659177602,0.7174061433447099,0.2741491931054076,0.30039095878601074,0.017738113558215765,0.6097838452787259,0.303284379028089,0.31457579135894775,0.01853980648594693,0.6052332195676906,-0.7090130244299613,-0.5699691772460955,0.027649114913100258,0.35062571103526735,0.02913518592268144,0.004668712615966797,0.017109494936229975,0.5030716723549488,-0.7381482103526427,-0.5692400932312012,0.026971543074357535,0.3449374288964733,1.7763568394002505e-15,-2.4621626946856253e-18
split_seed43022_common,token,43022,nonoverlap,VminusC,8196,2732,3,-1.178756618376625,-0.929435670375824,0.028574266071715898,0.32186432406051735,-0.49506759217783686,-0.4402768611907959,0.019838579276882182,0.3945827232796486,-0.46723357384720804,-0.4004302024841304,0.019661730059252966,0.3999511957052221,0.7115230445294168,0.5962142944335938,0.028289598689628374,0.6096876525134212,0.027834018330628808,0.03622138500213623,0.01762149045100271,0.5104929233772572,0.683689026198788,0.6080256700515729,0.02763942916291463,0.612249877989263,1.7763568394002505e-15,-3.428809213131317e-19
split_seed43022_common,pair,43022,nonoverlap,VminusC,4395,1465,3,-1.1550487909175717,-1.035352349281312,0.029501139724177006,0.2712172923777019,-0.4839828724241302,-0.4139399528503418,0.02021348523363885,0.36496018202502845,-0.4538569959113639,-0.3859083652496338,0.02017873298510316,0.3802047781569966,0.7011917950062079,0.6122266054153442,0.029048703696631394,0.6484641638225256,0.030125876512766228,0.008728027343751776,0.01775639129741085,0.5032992036405005,0.6710659184934417,0.6363589763641357,0.028493571899682806,0.6511945392491467,1.7763568394002505e-15,-7.894077251316528e-19
split_seed43022_common,token,43022,nonoverlap,VSminusC,8196,2732,3,-0.8517705906915904,-0.7337944507598873,0.023589023112967185,0.3456564177647633,-0.8219627485132839,-0.6764262914657593,0.020883472833768523,0.3346754514397267,-0.7360290267563613,-0.6099724769592276,0.020465105565542163,0.34956076134699854,0.11574156393522915,0.08200293779373169,0.0237028228071092,0.5159834065397755,0.08593372175692254,0.04822373390197843,0.01790431155126145,0.5185456320156173,0.0298078421783066,-0.030114173889160156,0.023034912307722283,0.4932894094680332,1.7763568394002505e-15,9.295882755600459e-19
split_seed43022_common,pair,43022,nonoverlap,VSminusC,4395,1465,3,-0.8249765165844154,-0.7568213939666748,0.024906235372017155,0.3042093287827076,-0.8209859652251886,-0.7242598533630371,0.02165219039864197,0.2823663253697383,-0.7375571688373316,-0.625178337097168,0.021058685246652765,0.29032992036405003,0.08741934774708386,0.09900760650634788,0.02517624014916503,0.5301478953356087,0.08342879638785705,0.08513700962066828,0.018451960428811354,0.5351535836177475,0.003990551359226794,0.039740800857543945,0.024359015002352057,0.5089874857792946,1.7763568394002505e-15,1.0814885834303644e-18
split_seed43022_common,token,43022,nonoverlap,VminusVS,8196,2732,3,-0.3269860276850345,-0.2757577896118164,0.025239972021609876,0.4347242557345046,0.32689515633544697,0.3053504228591919,0.017674880105974584,0.5808931185944363,0.26879545290915324,0.22069424390792847,0.01804957996956071,0.5588091752074182,0.5957814805941877,0.5505185127258283,0.027082673870155758,0.5965104929233772,-0.05809970342629373,-0.05750065110623859,0.016953315962571335,0.47767203513909223,0.6538811840204815,0.5833598226308823,0.026536328630400726,0.6112737920937042,1.7763568394002505e-15,-2.528111830015248e-18
