ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.4997036158861885,1068,0.31653823355068167,0.6327014218009479,1688,0.0278211310505867
variable swap,2564,0.5035101404056163,985,0.3841653666146646,0.7737627651217597,1273,0.08643849741201848
material,840,0.46904761904761905,257,0.305952380952381,0.5762331838565022,446,-0.13020014762878418
other,490,0.5204081632653061,129,0.26326530612244897,0.548936170212766,235,0.1831899220123887
negation,190,0.6052631578947368,36,0.18947368421052632,0.48,75,0.6611623088829219
number,80,0.5625,19,0.2375,0.5428571428571428,35,0.18395125499228016
active-passive,30,0.4,9,0.3,0.5,18,0.876999020576477
variable_swap,30,0.5666666666666667,7,0.23333333333333334,0.5384615384615384,13,0.11515478789806366
game,20,0.7,5,0.25,0.8333333333333334,6,1.1669907663017511
