subset,seed,checkpoint,base0_loss,base0_sd_across_checkpoints,dose21_loss,dose21_sd_across_checkpoints,dose25_loss,dose25_sd_across_checkpoints,dose21_minus_base0,dose25_minus_base0,dose25_minus_dose21
heldout2647_full,43022,late_mean_80_90_100,2.585786980648941,0.01583351533247924,2.5905362567685506,0.019085017357735302,2.6096908106480226,0.02079315486668826,0.0047492761196097355,0.023903829999081694,0.01915455387947196
heldout2647_inherited_aln_text_hit,43022,late_mean_80_90_100,2.9554269513593314,0.01736066815995011,2.9613920934278526,0.02120460199124762,2.980815334624685,0.02258672125055614,0.005965142068521168,0.025388383265353642,0.019423241196832475
heldout2647_no_inherited_aln_text,43022,late_mean_80_90_100,2.3940746837343148,0.015041905329354718,2.398193355827639,0.01798578721001965,2.4172085561013206,0.0198640687885348,0.004118672093324172,0.023133872367005814,0.019015200273681643
strict_complement_ngram_3000,43022,late_mean_80_90_100,3.139229564302498,0.03208015669233327,3.1780616734491454,0.04053048528337062,3.170687771883276,0.03458009163348466,0.038832109146647475,0.03145820758077811,-0.007373901565869367
