arm,checkpoint,predictions,source_payload,score_from_payload,is_clean_reference,group,numops_group,split_group,macro_score_pp,micro_accuracy_pp,n_scored,subtask_count,pred_correct_option_frac_micro,pred_not_in_options_frac_micro
regmax_adultprose,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_100M/Entity/chck_100M/regmax_adultprose_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_100M.json,26.96,False,ambiref_zero_ops,zero,ambiref,27.95275590551181,27.95275590551181,508,1,0.2795275590551181,0.0
regmax_adultprose,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_100M/Entity/chck_100M/regmax_adultprose_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_100M.json,26.96,False,ambiref_nonzero_ops,nonzero,ambiref,25.885534932301958,24.958494742667405,1807,5,0.24958494742667406,0.0
regmax_adultprose,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_100M/Entity/chck_100M/regmax_adultprose_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_100M.json,26.96,False,split_regular,all,regular,26.710298361454633,26.050044682752457,2238,6,0.2605004468275246,0.0
regmax_adultprose,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_100M/Entity/chck_100M/regmax_adultprose_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_100M.json,26.96,False,regular_zero_ops,zero,regular,40.61895551257253,40.61895551257253,517,1,0.40618955512572535,0.0
regmax_adultprose,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_100M/Entity/chck_100M/regmax_adultprose_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_100M.json,26.96,False,regular_nonzero_ops,nonzero,regular,23.928566931231053,21.673445671121442,1721,5,0.2167344567112144,0.0
regmax_adultprose,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_100M/Entity/chck_100M/regmax_adultprose_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_100M.json,26.96,False,split_move_contents,all,move_contents,27.935810535456586,27.525819488100584,2227,6,0.27525819488100584,0.0
regmax_adultprose,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_100M/Entity/chck_100M/regmax_adultprose_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_100M.json,26.96,False,move_contents_zero_ops,zero,move_contents,46.31782945736434,46.31782945736434,516,1,0.4631782945736434,0.0
regmax_adultprose,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_100M/Entity/chck_100M/regmax_adultprose_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_100M.json,26.96,False,move_contents_nonzero_ops,nonzero,move_contents,24.259406751075037,21.858562244301577,1711,5,0.21858562244301577,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,all_18_subtasks,all,all,26.11153647998951,25.92920353982301,6780,18,,
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,numops_0,0,all,37.96055872890838,38.02725502920182,1541,3,0.3802725502920182,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,numops_1,1,all,17.955019594221305,17.974882260596548,1274,3,0.17974882260596547,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,numops_2,2,all,19.089835910135246,19.14543960558751,1217,3,0.1914543960558751,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,numops_3,3,all,22.600956409880368,22.580645161290324,1240,3,0.22580645161290322,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,numops_4,4,all,27.15401887703816,27.48936170212766,1175,3,0.27489361702127657,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,numops_5,5,all,31.908829359753614,32.132132132132135,333,3,0.3213213213213213,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,zero_ops,zero,all,37.96055872890838,38.02725502920182,1541,3,0.3802725502920182,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,nonzero_ops,nonzero,all,23.74173203020574,22.37068142775339,5239,15,0.2237068142775339,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,split_ambiref,all,ambiref,26.123652485122197,25.31317494600432,2315,6,0.2531317494600432,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,ambiref_zero_ops,zero,ambiref,25.590551181102363,25.590551181102363,508,1,0.2559055118110236,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,ambiref_nonzero_ops,nonzero,ambiref,26.230272745926165,25.23519645821804,1807,5,0.2523519645821804,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,split_regular,all,regular,25.17970616415205,25.469168900804288,2238,6,0.2546916890080429,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,regular_zero_ops,zero,regular,41.77949709864603,41.77949709864603,517,1,0.41779497098646035,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,regular_nonzero_ops,nonzero,regular,21.859747977253253,20.569436374201047,1721,5,0.20569436374201047,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,split_move_contents,all,move_contents,27.031250790694287,27.031881454872025,2227,6,0.27031881454872025,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,move_contents_zero_ops,zero,move_contents,46.51162790697674,46.51162790697674,516,1,0.46511627906976744,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,move_contents_nonzero_ops,nonzero,move_contents,23.135175367437796,21.157218001168907,1711,5,0.21157218001168906,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,all_18_subtasks,all,all,25.83701391308419,26.01769911504425,6780,18,,
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,numops_0,0,all,36.227385064789175,36.27514600908501,1541,3,0.3627514600908501,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,numops_1,1,all,16.007942929125576,16.012558869701728,1274,3,0.16012558869701726,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,numops_2,2,all,21.581438425526045,21.61051766639277,1217,3,0.2161051766639277,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,numops_3,3,all,25.482122635750198,25.483870967741936,1240,3,0.25483870967741934,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,numops_4,4,all,27.908285496528606,28.0,1175,3,0.28,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,numops_5,5,all,27.814908926785524,27.92792792792793,333,3,0.27927927927927926,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,zero_ops,zero,all,36.227385064789175,36.27514600908501,1541,3,0.3627514600908501,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,nonzero_ops,nonzero,all,23.75893968274319,23.000572628364193,5239,15,0.2300057262836419,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,split_ambiref,all,ambiref,24.667858897739944,24.578833693304535,2315,6,0.24578833693304536,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,ambiref_zero_ops,zero,ambiref,27.165354330708663,27.165354330708663,508,1,0.27165354330708663,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,ambiref_nonzero_ops,nonzero,ambiref,24.168359811146196,23.85168788046486,1807,5,0.23851687880464859,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,split_regular,all,regular,25.70001278304481,26.273458445040216,2238,6,0.26273458445040215,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,regular_zero_ops,zero,regular,37.33075435203095,37.33075435203095,517,1,0.3733075435203095,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,regular_nonzero_ops,nonzero,regular,23.373864469247582,22.95177222545032,1721,5,0.22951772225450318,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,split_move_contents,all,move_contents,27.143170058467806,27.256398742703187,2227,6,0.27256398742703186,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,move_contents_zero_ops,zero,move_contents,44.18604651162791,44.18604651162791,516,1,0.4418604651162791,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,move_contents_nonzero_ops,nonzero,move_contents,23.73459476783579,22.150789012273524,1711,5,0.22150789012273525,0.0
regmax_childspeech,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_80M/Entity/chck_80M/regmax_childspeech_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_80M.json,25.52,False,all_18_subtasks,all,all,25.516863428856002,25.722713864306783,6780,18,,
regmax_childspeech,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_80M/Entity/chck_80M/regmax_childspeech_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_80M.json,25.52,False,numops_0,0,all,35.58024796740721,35.62621674237508,1541,3,0.35626216742375083,0.0
regmax_childspeech,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_80M/Entity/chck_80M/regmax_childspeech_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_80M.json,25.52,False,numops_1,1,all,16.09869247003131,16.09105180533752,1274,3,0.1609105180533752,0.0
regmax_childspeech,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_80M/Entity/chck_80M/regmax_childspeech_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_80M.json,25.52,False,numops_2,2,all,21.50746189600387,21.52834839769926,1217,3,0.2152834839769926,0.0
regmax_childspeech,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_80M/Entity/chck_80M/regmax_childspeech_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_80M.json,25.52,False,numops_3,3,all,25.717416753397256,25.725806451612904,1240,3,0.25725806451612904,0.0
