arm,checkpoint,predictions,source_payload,score_from_payload,is_clean_reference,split,numops,n_gold_filtered,n_pred,n_scored,correct,score_pp,pred_correct_option_frac,pred_wrong_option_frac,pred_not_in_options_frac
regmax_adultprose,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_100M/Entity/chck_100M/regmax_adultprose_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_100M.json,26.96,False,regular,4,388,388,388,101,26.030927835051546,0.2603092783505155,0.22422680412371135,0.0
regmax_adultprose,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_100M/Entity/chck_100M/regmax_adultprose_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_100M.json,26.96,False,regular,5,94,94,94,34,36.170212765957444,0.3617021276595745,0.1702127659574468,0.0
regmax_adultprose,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_100M/Entity/chck_100M/regmax_adultprose_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_100M.json,26.96,False,move_contents,0,516,516,516,239,46.31782945736434,0.4631782945736434,0.2868217054263566,0.0
regmax_adultprose,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_100M/Entity/chck_100M/regmax_adultprose_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_100M.json,26.96,False,move_contents,1,437,437,437,79,18.07780320366133,0.18077803203661327,0.34782608695652173,0.0
regmax_adultprose,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_100M/Entity/chck_100M/regmax_adultprose_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_100M.json,26.96,False,move_contents,2,399,399,399,66,16.541353383458645,0.16541353383458646,0.3107769423558897,0.0
regmax_adultprose,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_100M/Entity/chck_100M/regmax_adultprose_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_100M.json,26.96,False,move_contents,3,406,406,406,99,24.38423645320197,0.2438423645320197,0.2881773399014778,0.0
regmax_adultprose,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_100M/Entity/chck_100M/regmax_adultprose_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_100M.json,26.96,False,move_contents,4,353,353,353,86,24.362606232294617,0.24362606232294617,0.22946175637393768,0.0
regmax_adultprose,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_100M/Entity/chck_100M/regmax_adultprose_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_100M.json,26.96,False,move_contents,5,116,116,116,44,37.93103448275862,0.3793103448275862,0.09482758620689655,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,ambiref,0,508,508,508,130,25.590551181102363,0.2559055118110236,0.2795275590551181,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,ambiref,1,428,428,428,76,17.757009345794394,0.17757009345794392,0.34579439252336447,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,ambiref,2,413,413,413,102,24.69733656174334,0.2469733656174334,0.21307506053268765,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,ambiref,3,409,409,409,95,23.227383863080686,0.23227383863080683,0.21026894865525672,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,ambiref,4,434,434,434,143,32.94930875576037,0.3294930875576037,0.16589861751152074,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,ambiref,5,123,123,123,40,32.520325203252035,0.3252032520325203,0.12195121951219512,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,regular,0,517,517,517,216,41.77949709864603,0.41779497098646035,0.2746615087040619,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,regular,1,409,409,409,70,17.114914425427873,0.17114914425427874,0.3202933985330073,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,regular,2,405,405,405,70,17.28395061728395,0.1728395061728395,0.3111111111111111,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,regular,3,425,425,425,90,21.176470588235293,0.21176470588235294,0.26588235294117646,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,regular,4,388,388,388,97,25.0,0.25,0.19329896907216496,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,regular,5,94,94,94,27,28.72340425531915,0.2872340425531915,0.1702127659574468,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,move_contents,0,516,516,516,240,46.51162790697674,0.46511627906976744,0.28875968992248063,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,move_contents,1,437,437,437,83,18.993135011441648,0.18993135011441648,0.33867276887871856,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,move_contents,2,399,399,399,61,15.288220551378446,0.15288220551378445,0.2982456140350877,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,move_contents,3,406,406,406,95,23.399014778325125,0.23399014778325122,0.29802955665024633,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,move_contents,4,353,353,353,83,23.51274787535411,0.23512747875354106,0.21529745042492918,0.0
regmax_adultprose,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_adultprose_chck_80M/Entity/chck_80M/regmax_adultprose_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_adultprose_chck_80M.json,26.11,False,move_contents,5,116,116,116,40,34.48275862068966,0.3448275862068966,0.06896551724137931,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,ambiref,0,508,508,508,138,27.165354330708663,0.27165354330708663,0.33070866141732286,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,ambiref,1,428,428,428,64,14.953271028037383,0.14953271028037382,0.38317757009345793,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,ambiref,2,413,413,413,98,23.728813559322035,0.23728813559322035,0.24213075060532688,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,ambiref,3,409,409,409,109,26.65036674816626,0.2665036674816626,0.21271393643031786,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,ambiref,4,434,434,434,128,29.493087557603687,0.29493087557603687,0.18202764976958524,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,ambiref,5,123,123,123,32,26.016260162601625,0.2601626016260163,0.13821138211382114,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,regular,0,517,517,517,193,37.33075435203095,0.3733075435203095,0.3307543520309478,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,regular,1,409,409,409,66,16.13691931540342,0.16136919315403422,0.32273838630806845,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,regular,2,405,405,405,91,22.469135802469136,0.22469135802469137,0.34074074074074073,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,regular,3,425,425,425,108,25.41176470588235,0.2541176470588235,0.27058823529411763,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,regular,4,388,388,388,106,27.31958762886598,0.27319587628865977,0.2860824742268041,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,regular,5,94,94,94,24,25.53191489361702,0.2553191489361702,0.20212765957446807,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,move_contents,0,516,516,516,228,44.18604651162791,0.4418604651162791,0.2771317829457364,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,move_contents,1,437,437,437,74,16.933638443935926,0.16933638443935928,0.34324942791762014,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,move_contents,2,399,399,399,74,18.546365914786968,0.18546365914786966,0.3583959899749373,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,move_contents,3,406,406,406,99,24.38423645320197,0.2438423645320197,0.31773399014778325,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,move_contents,4,353,353,353,95,26.912181303116146,0.26912181303116145,0.2804532577903683,0.0
regmax_childspeech,chck_100M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_100M/Entity/chck_100M/regmax_childspeech_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_100M.json,25.84,False,move_contents,5,116,116,116,37,31.896551724137932,0.31896551724137934,0.15517241379310345,0.0
regmax_childspeech,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_80M/Entity/chck_80M/regmax_childspeech_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_80M.json,25.52,False,ambiref,0,508,508,508,137,26.968503937007874,0.26968503937007876,0.328740157480315,0.0
regmax_childspeech,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_80M/Entity/chck_80M/regmax_childspeech_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_80M.json,25.52,False,ambiref,1,428,428,428,60,14.018691588785046,0.14018691588785046,0.37616822429906543,0.0
regmax_childspeech,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_80M/Entity/chck_80M/regmax_childspeech_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_80M.json,25.52,False,ambiref,2,413,413,413,92,22.276029055690074,0.22276029055690072,0.22760290556900725,0.0
regmax_childspeech,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_80M/Entity/chck_80M/regmax_childspeech_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_80M.json,25.52,False,ambiref,3,409,409,409,109,26.65036674816626,0.2665036674816626,0.21026894865525672,0.0
regmax_childspeech,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_80M/Entity/chck_80M/regmax_childspeech_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_80M.json,25.52,False,ambiref,4,434,434,434,123,28.341013824884794,0.2834101382488479,0.1889400921658986,0.0
regmax_childspeech,chck_80M,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/official_outputs/regmax_childspeech_chck_80M/Entity/chck_80M/regmax_childspeech_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,experiments/archive/frontier_consolidation/data/register_decisive_gpu_eval/per_target/regmax_childspeech_chck_80M.json,25.52,False,ambiref,5,123,123,123,33,26.829268292682926,0.2682926829268293,0.12195121951219512,0.0
