contrast_name,quantity,n,mean,median,min,max
register_childspeech_minus_adultprose,official_all18_delta_pp,2,-0.8581930120382424,-0.8581930120382424,-1.1217129729429764,-0.5946730511335083
register_childspeech_minus_adultprose,zero_ops_delta_pp,2,-2.2247196609307807,-2.2247196609307807,-2.380310761501171,-2.06912856036039
register_childspeech_minus_adultprose,nonzero_ops_delta_pp,2,-0.5848876822597369,-0.5848876822597369,-0.9322298554594965,-0.23754550905997718
register_childspeech_minus_adultprose,balanced_zero_nonzero_delta_pp,2,-1.4048036715952588,-1.4048036715952588,-1.5006792079099434,-1.3089281352805742
register_childspeech_minus_adultprose,nonzero_minus_zero_spread_pp,2,1.6398319786710438,1.6398319786710438,1.1368987049008936,2.142765252441194
regmax_adultprose_minus_clean,official_all18_delta_pp,2,2.0961756250835766,2.0961756250835766,2.058181959862896,2.134169290304257
regmax_adultprose_minus_clean,zero_ops_delta_pp,2,-1.3705993612837872,-1.3705993612837872,-1.5023327596622948,-1.2388659629052796
regmax_adultprose_minus_clean,nonzero_ops_delta_pp,2,2.789530622357052,2.789530622357052,2.770284903767937,2.8087763409461672
regmax_adultprose_minus_clean,balanced_zero_nonzero_delta_pp,2,0.7094656305366325,0.7094656305366325,0.6339760720528211,0.7849551890204438
regmax_adultprose_minus_clean,nonzero_minus_zero_spread_pp,2,4.160129983640839,4.160129983640839,4.047642303851447,4.272617663430232
regmax_childspeech_minus_clean,official_all18_delta_pp,2,1.2379826130453342,1.2379826130453342,1.0124563173612806,1.4635089087293878
regmax_childspeech_minus_clean,zero_ops_delta_pp,2,-3.595319022214568,-3.595319022214568,-3.882643521163466,-3.30799452326567
regmax_childspeech_minus_clean,nonzero_ops_delta_pp,2,2.2046429400973153,2.2046429400973153,1.8765464854866707,2.53273939470796
regmax_childspeech_minus_clean,balanced_zero_nonzero_delta_pp,2,-0.6953380410586263,-0.6953380410586263,-0.7157240188894995,-0.674952063227753
regmax_childspeech_minus_clean,nonzero_minus_zero_spread_pp,2,5.799961962311883,5.799961962311883,5.1845410087523405,6.415382915871426
