model,temperature,calib_mean_nll_T1,calib_best_mean_nll,qwen_delta_spec_T1,qwen_delta_spec_Tfit,qwen_delta_spec_rank,common_both_T1,common_both_Tfit,common_both_rank,common_delta_swing_T1,common_delta_swing_Tfit,common_delta_rank_swing
coherent86,1.1,3.984628357910193,3.970562728207845,0.0,0.0,0.0,20,20,20,0.0,0.0,0.0
ordinary_inherited_wwm_seed62064,1.1,3.978598254231306,3.9657362829034146,0.0002771908025412574,7.541712528715642e-05,-1.2386458333333323,21,21,21,-0.01596763917378018,-0.014699184781029056,-3.493333333333321
densemask_sparselabel_seed62064,1.1,4.020668818443441,4.002054445789411,0.16915153004888758,0.14678872493386735,66.97135416666667,21,21,20,0.6098596606084277,0.5443552198083627,117.79809523809524
clean_pres_lambda1_eval_seed62064,1.1,4.004602551574891,3.988107125002604,0.11859498270761427,0.10074627038440666,42.69649305555556,21,21,20,0.38721974897952294,0.34587322203885923,74.87380952380953
clean_pres_lambda1_eval_seed62065,1.1,4.001655842134586,3.9855348968161985,0.1179661767725419,0.10040739396522338,43.14302083333334,21,21,20,0.38279460685593725,0.341943695630346,73.13380952380952
densecorr_pres_lambda1_seed62064,1.1,3.9803196284633415,3.969116255067862,0.0025264052684522416,0.003914044635215155,1.5825,21,21,21,0.07468872328599278,0.06798864500863208,7.215238095238107
