family,seed,group,contrast,n_min,gain_delta,true_source_delta,unrelated_source_delta,excess_true_cost
rewrite,43222,ALL,RminusC,5892,-0.7761038366117696,0.30807969758994513,-0.46802413902182494,0.7761038366117701
rewrite,43222,ALL,VminusC,5892,0.6058260516597249,-1.0915997889823061,-0.4857737373225808,-0.6058260516597254
rewrite,43222,ALL,VminusR,5892,1.3819298882714945,-1.3996794865722513,-0.017749598300755842,-1.3819298882714954
rewrite,43222,token_nonoverlap,RminusC,2732,-0.8503153243582737,0.41559257040391984,-0.4347227539543548,0.8503153243582746
rewrite,43222,token_nonoverlap,VminusC,2732,0.8392488179376587,-1.3680078738549488,-0.5287590559172912,-0.8392488179376576
rewrite,43222,token_nonoverlap,VminusR,2732,1.6895641422959324,-1.7836004442588687,-0.09403630196293644,-1.6895641422959322
rewrite,43222,token_overlap,RminusC,3160,-0.7119437782182727,0.21512869489128095,-0.4968150833269913,0.7119437782182723
rewrite,43222,token_overlap,VminusC,3160,0.4040187739789296,-0.8526292548455775,-0.44861048086664734,-0.40401877397893016
rewrite,43222,token_overlap,VminusR,3160,1.1159625521972023,-1.0677579497368583,0.04820460246034397,-1.1159625521972023
