family,arch,arm,checkpoint,seed,role,group,n,mean_gain,mean_a_nll,mean_b_nll,sd_gain,se_gain
copy,RBT,RBT_RS_43022,chck_100M,43022,R,ALL,2000,0.33019862610194833,4.865292392804287,5.195491018906235,0.5874893492540334,0.01313666120989134
copy,RBT,RBT_RS_43022,chck_100M,43022,R,domain_bnc_spoken,180,0.317802966468864,5.191115628100103,5.508918594568968,0.4076165717649422,0.03038194544072774
copy,RBT,RBT_RS_43022,chck_100M,43022,R,domain_childes,642,0.31865112446654714,3.7739193002864533,4.092570424753,0.7223315694877618,0.028508153074362743
copy,RBT,RBT_RS_43022,chck_100M,43022,R,domain_gutenberg,468,0.2967172567852033,5.500702901273711,5.797420158058914,0.4701509345644501,0.021732734638197942
copy,RBT,RBT_RS_43022,chck_100M,43022,R,domain_open_subtitles,434,0.4316556119287069,5.305333700528892,5.736989312457599,0.5805131460416927,0.027865522720995923
copy,RBT,RBT_RS_43022,chck_100M,43022,R,domain_simple_wiki,272,0.2640693581608288,5.4473987962393196,5.711468154400149,0.5045390472481687,0.03059217329489263
copy,RBT,RBT_RS_43022,chck_100M,43022,R,domain_switchboard,4,0.14740478992462158,3.69788134098053,3.8452861309051514,0.09508194624796404,0.04754097312398202
copy,RBT,RBT_RS_43022,chck_100M,43022,R,span_1,1000,0.3300002272799611,4.836365468572825,5.166365695852786,0.6171428407699181,0.019515770184995635
copy,RBT,RBT_RS_43022,chck_100M,43022,R,span_4,1000,0.3303970249239355,4.894219317035749,5.224616341959685,0.5562572303674852,0.017590398128982342
copy,RBT,RBT_RS_43022,chck_60M,43022,R,ALL,2000,0.3237601530700922,5.92551397138834,6.249274124458432,0.5469634246445968,0.012230473987114021
copy,RBT,RBT_RS_43022,chck_60M,43022,R,domain_bnc_spoken,180,0.29031574461195203,5.885566467709012,6.175882212320963,0.49423257602160925,0.03683792122263836
copy,RBT,RBT_RS_43022,chck_60M,43022,R,domain_childes,642,0.33170848894527766,5.152451347060664,5.484159836005942,0.5825780001919272,0.022992519652720197
copy,RBT,RBT_RS_43022,chck_60M,43022,R,domain_gutenberg,468,0.2784015673857469,6.444269339753013,6.72267090713876,0.5244217839964279,0.024241405540633604
copy,RBT,RBT_RS_43022,chck_60M,43022,R,domain_open_subtitles,434,0.42388996578031973,6.238995419943937,6.662885385724256,0.5766635346393225,0.027680735460395203
copy,RBT,RBT_RS_43022,chck_60M,43022,R,domain_simple_wiki,272,0.24599090678726926,6.4007803252076405,6.64677123199491,0.4537097881136681,0.02751019676131267
copy,RBT,RBT_RS_43022,chck_60M,43022,R,domain_switchboard,4,0.28422921895980835,4.774475514888763,5.058704733848572,0.24833087686554117,0.12416543843277059
copy,RBT,RBT_RS_43022,chck_60M,43022,R,span_1,1000,0.30006583762168887,5.849199459016323,6.149265296638012,0.5286384464183522,0.01671701549414874
copy,RBT,RBT_RS_43022,chck_60M,43022,R,span_4,1000,0.34745446851849554,6.001828483760357,6.349282952278853,0.5636989689516427,0.01782572656575729
copy,RBT,RBT_RS_43022,chck_70M,43022,R,ALL,2000,0.24560272104106842,5.68861446950864,5.934217190549709,0.5730795958054292,0.01281444932739043
copy,RBT,RBT_RS_43022,chck_70M,43022,R,domain_bnc_spoken,180,0.2493568456835217,5.7340640746884874,5.9834209203720095,0.5124336162129042,0.03819454666026974
copy,RBT,RBT_RS_43022,chck_70M,43022,R,domain_childes,642,0.21210385962879733,4.958913686476369,5.171017546105166,0.6701522397500053,0.026448799195455733
copy,RBT,RBT_RS_43022,chck_70M,43022,R,domain_gutenberg,468,0.23222366930582586,6.17742712642902,6.409650795734846,0.4521665655653016,0.020901406887130058
copy,RBT,RBT_RS_43022,chck_70M,43022,R,domain_open_subtitles,434,0.3422420730788587,5.975851360828646,6.318093433907505,0.6007709922447829,0.028837930456289674
copy,RBT,RBT_RS_43022,chck_70M,43022,R,domain_simple_wiki,272,0.19064432525021188,6.093991935581846,6.284636260832057,0.48177155608621014,0.02921169137002393
copy,RBT,RBT_RS_43022,chck_70M,43022,R,domain_switchboard,4,0.27038463950157166,4.838406652212143,5.108791291713715,0.16358773072616895,0.08179386536308447
copy,RBT,RBT_RS_43022,chck_70M,43022,R,span_1,1000,0.22739324042201042,5.6135431018546225,5.840936342276633,0.6216269842860875,0.019657571253657347
copy,RBT,RBT_RS_43022,chck_70M,43022,R,span_4,1000,0.2638122016601264,5.763685837162659,6.0274980388227855,0.5193815247923061,0.01642428592954899
copy,RBT,RBT_RS_43022,chck_80M,43022,R,ALL,2000,0.29669422159250824,5.148552638658322,5.445246860250831,0.5737518385610065,0.012829481132378957
copy,RBT,RBT_RS_43022,chck_80M,43022,R,domain_bnc_spoken,180,0.2949813738465309,5.354394102427695,5.649375476274225,0.4263496512134299,0.03177822674321849
copy,RBT,RBT_RS_43022,chck_80M,43022,R,domain_childes,642,0.2852452471591184,4.157020999429126,4.442266246588245,0.6991377400562536,0.02759276564323746
copy,RBT,RBT_RS_43022,chck_80M,43022,R,domain_gutenberg,468,0.26180531543034774,5.773996759301577,6.035802074731925,0.45738577099076616,0.02114266474326714
copy,RBT,RBT_RS_43022,chck_80M,43022,R,domain_open_subtitles,434,0.3836899203364201,5.549092017835187,5.9327819381716065,0.5891602314647099,0.028280596103861525
copy,RBT,RBT_RS_43022,chck_80M,43022,R,domain_simple_wiki,272,0.24790782497867064,5.656350090332768,5.9042579153114385,0.4642317015063362,0.028148181471629903
copy,RBT,RBT_RS_43022,chck_80M,43022,R,domain_switchboard,4,0.1717764437198639,3.86080339550972,4.032579839229584,0.09707421622805638,0.04853710811402819
copy,RBT,RBT_RS_43022,chck_80M,43022,R,span_1,1000,0.29158183139562605,5.103209522165358,5.394791353560984,0.6173450226802185,0.019522163738377965
copy,RBT,RBT_RS_43022,chck_80M,43022,R,span_4,1000,0.30180661178939044,5.193895755151287,5.4957023669406775,0.5265122927427058,0.016649780611442927
copy,RBT,RBT_RS_43022,chck_90M,43022,R,ALL,2000,0.3258064881516621,4.9063691506898035,5.232175638841465,0.5715169511375554,0.012779507530369995
copy,RBT,RBT_RS_43022,chck_90M,43022,R,domain_bnc_spoken,180,0.31442021139793924,5.221360745363765,5.5357809567617045,0.4129008696202094,0.03077581374798553
copy,RBT,RBT_RS_43022,chck_90M,43022,R,domain_childes,642,0.3141488831496081,3.8222647117207122,4.13641359487032,0.6788869299020482,0.026793529918063018
copy,RBT,RBT_RS_43022,chck_90M,43022,R,domain_gutenberg,468,0.292583128867241,5.5362123889036665,5.828795517770907,0.47202541279892113,0.021819382425238027
copy,RBT,RBT_RS_43022,chck_90M,43022,R,domain_open_subtitles,434,0.42376313492449746,5.353330366622468,5.7770935015469655,0.580270709207467,0.02785388538055224
copy,RBT,RBT_RS_43022,chck_90M,43022,R,domain_simple_wiki,272,0.2641633448793608,5.478802501415724,5.742965846295085,0.508402788178338,0.030826447000261898
copy,RBT,RBT_RS_43022,chck_90M,43022,R,domain_switchboard,4,0.15980514883995056,3.618091195821762,3.7778963446617126,0.0969479499369661,0.04847397496848305
copy,RBT,RBT_RS_43022,chck_90M,43022,R,span_1,1000,0.3253907951340079,4.872762628283351,5.198153423417359,0.588476558987075,0.018609262760175868
copy,RBT,RBT_RS_43022,chck_90M,43022,R,span_4,1000,0.32622218116931617,4.939975673096255,5.26619785426557,0.55403812576076,0.017520223879748102
