family,arch,arm,checkpoint,seed,role,group,n,mean_gain,mean_a_nll,mean_b_nll,sd_gain,se_gain
rewrite,RBT,RBT_RS_43022,chck_100M,43022,R,ALL,5892,0.8185811070099382,8.437830544821033,9.256411651830971,1.4291978742025153,0.018619198949531412
rewrite,RBT,RBT_RS_43022,chck_100M,43022,R,token_nonoverlap,2732,0.6559394448777418,8.754195621910766,9.410135066788508,1.5202584028320463,0.029085535562938483
rewrite,RBT,RBT_RS_43022,chck_100M,43022,R,token_overlap,3160,0.9591940883216978,8.164314914881428,9.123509003203127,1.3295725397742408,0.023652034050416573
rewrite,RBT,RBT_RS_43022,chck_60M,43022,R,ALL,5892,0.3600664819816465,9.069330418061336,9.429396900042983,0.8739305807763139,0.011385328543560384
rewrite,RBT,RBT_RS_43022,chck_60M,43022,R,token_nonoverlap,2732,0.11811274342446167,9.410389867918035,9.528502611342496,0.7969500515129584,0.015247223118112661
rewrite,RBT,RBT_RS_43022,chck_60M,43022,R,token_overlap,3160,0.5692492711393139,8.774465096223203,9.343714367362518,0.8835092190834513,0.015716923679220226
rewrite,RBT,RBT_RS_43022,chck_70M,43022,R,ALL,5892,0.5636268425619044,9.069009211463177,9.632636054025081,1.1119630511386536,0.014486350453908425
rewrite,RBT,RBT_RS_43022,chck_70M,43022,R,token_nonoverlap,2732,0.4076914268042647,9.274955250420996,9.68264667722526,1.1532456354030356,0.022063858932687173
rewrite,RBT,RBT_RS_43022,chck_70M,43022,R,token_overlap,3160,0.698441891881484,8.890957129680658,9.589399021562143,1.0566060740317724,0.018796178541051894
rewrite,RBT,RBT_RS_43022,chck_80M,43022,R,ALL,5892,0.785677165885564,8.652992366024693,9.438669531910255,1.4188480885520829,0.018484364773250585
rewrite,RBT,RBT_RS_43022,chck_80M,43022,R,token_nonoverlap,2732,0.6351608941181512,8.919991350409576,9.555152244527727,1.5089228989530454,0.028868665062119464
rewrite,RBT,RBT_RS_43022,chck_80M,43022,R,token_overlap,3160,0.9158070565401754,8.42215653522105,9.337963591761227,1.3223501241638265,0.023523553042548592
rewrite,RBT,RBT_RS_43022,chck_90M,43022,R,ALL,5892,0.8194550323955719,8.42896104121969,9.248416073615262,1.4313548417795405,0.01864729933308868
rewrite,RBT,RBT_RS_43022,chck_90M,43022,R,token_nonoverlap,2732,0.6610205105422705,8.742270712883895,9.403291223426166,1.5263445382208363,0.029201975312234882
rewrite,RBT,RBT_RS_43022,chck_90M,43022,R,token_overlap,3160,0.9564307012889959,8.158086983312534,9.11451768460153,1.328689038388241,0.023636317266081657
