arm,checkpoint,copy_pairs,elapsed_sec,entity_items,rewrite_pairs,scored_records
RBT_RS_43022,chck_60M,2000,10.45,1221,5892,25552
RBT_RS_43022,chck_70M,2000,9.44,1221,5892,25552
RBT_RS_43022,chck_80M,2000,9.21,1221,5892,25552
RBT_RS_43022,chck_90M,2000,9.23,1221,5892,25552
RBT_RS_43022,chck_100M,2000,9.25,1221,5892,25552
