case_id,family,train_group,event_pol,affected_query,mode,layer,alpha,margin_correct_foil,state0_minus_state1,head_correct
P196_01019,clean_dirty,heldout_family,0,0,none,4,1.0,2.576790764927864,-2.576790764927864,True
P196_01020,clean_dirty,heldout_family,0,1,none,4,1.0,-2.693781793117523,-2.693781793117523,False
P196_01021,clean_dirty,heldout_family,1,1,none,4,1.0,-3.1410874873399734,3.1410874873399734,False
P196_01022,clean_dirty,heldout_family,1,0,none,4,1.0,2.7458420395851135,2.7458420395851135,True
P196_01023,clean_dirty,heldout_family,1,0,none,4,1.0,3.1249199211597443,3.1249199211597443,True
P196_01024,clean_dirty,heldout_family,1,1,none,4,1.0,-2.6515884399414062,2.6515884399414062,False
P196_01025,clean_dirty,heldout_family,0,1,none,4,1.0,-2.461105450987816,-2.461105450987816,False
P196_01026,clean_dirty,heldout_family,0,0,none,4,1.0,2.8295764923095703,-2.8295764923095703,True
P196_01027,clean_dirty,heldout_family,0,0,none,4,1.0,2.4721480309963226,-2.4721480309963226,True
P196_01028,clean_dirty,heldout_family,0,1,none,4,1.0,-2.7462140172719955,-2.7462140172719955,False
P196_01029,clean_dirty,heldout_family,1,1,none,4,1.0,-2.679864853620529,2.679864853620529,False
P196_01030,clean_dirty,heldout_family,1,0,none,4,1.0,2.535133421421051,2.535133421421051,True
P196_01031,clean_dirty,heldout_family,1,0,none,4,1.0,2.7920046895742416,2.7920046895742416,True
P196_01032,clean_dirty,heldout_family,1,1,none,4,1.0,-2.4582967162132263,2.4582967162132263,False
P196_01033,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3456439077854156,-2.3456439077854156,False
P196_01034,clean_dirty,heldout_family,0,0,none,4,1.0,2.7174052298069,-2.7174052298069,True
P196_01035,clean_dirty,heldout_family,0,0,none,4,1.0,2.368310868740082,-2.368310868740082,True
P196_01036,clean_dirty,heldout_family,0,1,none,4,1.0,-2.606019988656044,-2.606019988656044,False
P196_01037,clean_dirty,heldout_family,1,1,none,4,1.0,-2.938820004463196,2.938820004463196,False
P196_01038,clean_dirty,heldout_family,1,0,none,4,1.0,2.7733774334192276,2.7733774334192276,True
P196_01039,clean_dirty,heldout_family,1,0,none,4,1.0,3.046909436583519,3.046909436583519,True
P196_01040,clean_dirty,heldout_family,1,1,none,4,1.0,-2.7145367711782455,2.7145367711782455,False
P196_01041,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3386955559253693,-2.3386955559253693,False
P196_01042,clean_dirty,heldout_family,0,0,none,4,1.0,2.6947668939828873,-2.6947668939828873,True
P196_01043,clean_dirty,heldout_family,0,0,none,4,1.0,2.3559675216674805,-2.3559675216674805,True
P196_01044,clean_dirty,heldout_family,0,1,none,4,1.0,-2.590685933828354,-2.590685933828354,False
P196_01045,clean_dirty,heldout_family,1,1,none,4,1.0,-2.793079376220703,2.793079376220703,False
P196_01046,clean_dirty,heldout_family,1,0,none,4,1.0,2.6418446600437164,2.6418446600437164,True
P196_01047,clean_dirty,heldout_family,1,0,none,4,1.0,2.9136209934949875,2.9136209934949875,True
P196_01048,clean_dirty,heldout_family,1,1,none,4,1.0,-2.570793181657791,2.570793181657791,False
P196_01049,clean_dirty,heldout_family,0,1,none,4,1.0,-2.5239200443029404,-2.5239200443029404,False
P196_01050,clean_dirty,heldout_family,0,0,none,4,1.0,2.8436194360256195,-2.8436194360256195,True
P196_01051,clean_dirty,heldout_family,0,0,none,4,1.0,2.5310658663511276,-2.5310658663511276,True
P196_01052,clean_dirty,heldout_family,0,1,none,4,1.0,-2.7518501430749893,-2.7518501430749893,False
P196_01053,clean_dirty,heldout_family,1,1,none,4,1.0,-2.6981420814990997,2.6981420814990997,False
P196_01054,clean_dirty,heldout_family,1,0,none,4,1.0,2.5678874254226685,2.5678874254226685,True
P196_01055,clean_dirty,heldout_family,1,0,none,4,1.0,2.803227335214615,2.803227335214615,True
P196_01056,clean_dirty,heldout_family,1,1,none,4,1.0,-2.490606278181076,2.490606278181076,False
P196_01057,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3680926263332367,-2.3680926263332367,False
P196_01058,clean_dirty,heldout_family,0,0,none,4,1.0,2.7149390131235123,-2.7149390131235123,True
P196_01059,clean_dirty,heldout_family,0,0,none,4,1.0,2.371089905500412,-2.371089905500412,True
P196_01060,clean_dirty,heldout_family,0,1,none,4,1.0,-2.611377775669098,-2.611377775669098,False
P196_01061,clean_dirty,heldout_family,1,1,none,4,1.0,-2.815926656126976,2.815926656126976,False
P196_01062,clean_dirty,heldout_family,1,0,none,4,1.0,2.6746883243322372,2.6746883243322372,True
P196_01063,clean_dirty,heldout_family,1,0,none,4,1.0,2.934463396668434,2.934463396668434,True
P196_01064,clean_dirty,heldout_family,1,1,none,4,1.0,-2.6135443449020386,2.6135443449020386,False
P196_01065,clean_dirty,heldout_family,0,1,none,4,1.0,-2.4039543867111206,-2.4039543867111206,False
P196_01066,clean_dirty,heldout_family,0,0,none,4,1.0,2.7506447434425354,-2.7506447434425354,True
P196_01067,clean_dirty,heldout_family,0,0,none,4,1.0,2.4202060252428055,-2.4202060252428055,True
P196_01068,clean_dirty,heldout_family,0,1,none,4,1.0,-2.652670919895172,-2.652670919895172,False
P196_01069,clean_dirty,heldout_family,1,1,none,4,1.0,-2.832097128033638,2.832097128033638,False
P196_01070,clean_dirty,heldout_family,1,0,none,4,1.0,2.6885929256677628,2.6885929256677628,True
P196_01071,clean_dirty,heldout_family,1,0,none,4,1.0,2.93385511636734,2.93385511636734,True
P196_01072,clean_dirty,heldout_family,1,1,none,4,1.0,-2.6286832094192505,2.6286832094192505,False
P196_01073,clean_dirty,heldout_family,0,1,none,4,1.0,-2.4844807535409927,-2.4844807535409927,False
P196_01074,clean_dirty,heldout_family,0,0,none,4,1.0,2.853570818901062,-2.853570818901062,True
P196_01075,clean_dirty,heldout_family,0,0,none,4,1.0,2.495970845222473,-2.495970845222473,True
P196_01076,clean_dirty,heldout_family,0,1,none,4,1.0,-2.7600870728492737,-2.7600870728492737,False
P196_01077,clean_dirty,heldout_family,1,1,none,4,1.0,-2.694430261850357,2.694430261850357,False
P196_01078,clean_dirty,heldout_family,1,0,none,4,1.0,2.536603808403015,2.536603808403015,True
P196_01079,clean_dirty,heldout_family,1,0,none,4,1.0,2.797151669859886,2.797151669859886,True
P196_01080,clean_dirty,heldout_family,1,1,none,4,1.0,-2.463141441345215,2.463141441345215,False
P196_01081,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3767261058092117,-2.3767261058092117,False
P196_01082,clean_dirty,heldout_family,0,0,none,4,1.0,2.726169690489769,-2.726169690489769,True
P196_01083,clean_dirty,heldout_family,0,0,none,4,1.0,2.400289550423622,-2.400289550423622,True
P196_01084,clean_dirty,heldout_family,0,1,none,4,1.0,-2.6485739797353745,-2.6485739797353745,False
P196_01085,clean_dirty,heldout_family,1,1,none,4,1.0,-2.8922386318445206,2.8922386318445206,False
P196_01086,clean_dirty,heldout_family,1,0,none,4,1.0,2.7482433915138245,2.7482433915138245,True
P196_01087,clean_dirty,heldout_family,1,0,none,4,1.0,2.9883985817432404,2.9883985817432404,True
P196_01088,clean_dirty,heldout_family,1,1,none,4,1.0,-2.6686086654663086,2.6686086654663086,False
P196_01089,clean_dirty,heldout_family,0,1,none,4,1.0,-2.534073829650879,-2.534073829650879,False
P196_01090,clean_dirty,heldout_family,0,0,none,4,1.0,2.6484242379665375,-2.6484242379665375,True
P196_01091,clean_dirty,heldout_family,0,0,none,4,1.0,2.616664856672287,-2.616664856672287,True
P196_01092,clean_dirty,heldout_family,0,1,none,4,1.0,-2.6577672362327576,-2.6577672362327576,False
P196_01093,clean_dirty,heldout_family,1,1,none,4,1.0,-2.904484748840332,2.904484748840332,False
P196_01094,clean_dirty,heldout_family,1,0,none,4,1.0,2.9976464211940765,2.9976464211940765,True
P196_01095,clean_dirty,heldout_family,1,0,none,4,1.0,3.132532998919487,3.132532998919487,True
P196_01096,clean_dirty,heldout_family,1,1,none,4,1.0,-3.0464687198400497,3.0464687198400497,False
P196_01097,clean_dirty,heldout_family,0,1,none,4,1.0,-2.397680312395096,-2.397680312395096,False
P196_01098,clean_dirty,heldout_family,0,0,none,4,1.0,2.50015164911747,-2.50015164911747,True
P196_01099,clean_dirty,heldout_family,0,0,none,4,1.0,2.487781435251236,-2.487781435251236,True
P196_01100,clean_dirty,heldout_family,0,1,none,4,1.0,-2.499178782105446,-2.499178782105446,False
P196_01101,clean_dirty,heldout_family,1,1,none,4,1.0,-3.1788805723190308,3.1788805723190308,False
P196_01102,clean_dirty,heldout_family,1,0,none,4,1.0,3.2505484521389008,3.2505484521389008,True
P196_01103,clean_dirty,heldout_family,1,0,none,4,1.0,3.388138845562935,3.388138845562935,True
P196_01104,clean_dirty,heldout_family,1,1,none,4,1.0,-3.2976893484592438,3.2976893484592438,False
P196_01105,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3716525733470917,-2.3716525733470917,False
P196_01106,clean_dirty,heldout_family,0,0,none,4,1.0,2.481524497270584,-2.481524497270584,True
P196_01107,clean_dirty,heldout_family,0,0,none,4,1.0,2.4593506157398224,-2.4593506157398224,True
P196_01108,clean_dirty,heldout_family,0,1,none,4,1.0,-2.474990740418434,-2.474990740418434,False
P196_01109,clean_dirty,heldout_family,1,1,none,4,1.0,-3.0678606927394867,3.0678606927394867,False
P196_01110,clean_dirty,heldout_family,1,0,none,4,1.0,3.154735490679741,3.154735490679741,True
P196_01111,clean_dirty,heldout_family,1,0,none,4,1.0,3.2795466631650925,3.2795466631650925,True
P196_01112,clean_dirty,heldout_family,1,1,none,4,1.0,-3.2043943852186203,3.2043943852186203,False
P196_01113,clean_dirty,heldout_family,0,1,none,4,1.0,-2.5470656752586365,-2.5470656752586365,False
P196_01114,clean_dirty,heldout_family,0,0,none,4,1.0,2.6663647890090942,-2.6663647890090942,True
P196_01115,clean_dirty,heldout_family,0,0,none,4,1.0,2.6229028403759003,-2.6229028403759003,True
P196_01116,clean_dirty,heldout_family,0,1,none,4,1.0,-2.664083555340767,-2.664083555340767,False
P196_01117,clean_dirty,heldout_family,1,1,none,4,1.0,-2.9295950531959534,2.9295950531959534,False
P196_01118,clean_dirty,heldout_family,1,0,none,4,1.0,3.0191936790943146,3.0191936790943146,True
P196_01119,clean_dirty,heldout_family,1,0,none,4,1.0,3.1409378945827484,3.1409378945827484,True
P196_01120,clean_dirty,heldout_family,1,1,none,4,1.0,-3.061731234192848,3.061731234192848,False
P196_01121,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3948354721069336,-2.3948354721069336,False
P196_01122,clean_dirty,heldout_family,0,0,none,4,1.0,2.491272911429405,-2.491272911429405,True
P196_01123,clean_dirty,heldout_family,0,0,none,4,1.0,2.4786691069602966,-2.4786691069602966,True
P196_01124,clean_dirty,heldout_family,0,1,none,4,1.0,-2.4918004274368286,-2.4918004274368286,False
P196_01125,clean_dirty,heldout_family,1,1,none,4,1.0,-3.097460627555847,3.097460627555847,False
P196_01126,clean_dirty,heldout_family,1,0,none,4,1.0,3.165409177541733,3.165409177541733,True
P196_01127,clean_dirty,heldout_family,1,0,none,4,1.0,3.2957077771425247,3.2957077771425247,True
P196_01128,clean_dirty,heldout_family,1,1,none,4,1.0,-3.2057247310876846,3.2057247310876846,False
P196_01129,clean_dirty,heldout_family,0,1,none,4,1.0,-2.4329557716846466,-2.4329557716846466,False
P196_01130,clean_dirty,heldout_family,0,0,none,4,1.0,2.5626669973134995,-2.5626669973134995,True
P196_01131,clean_dirty,heldout_family,0,0,none,4,1.0,2.5243683457374573,-2.5243683457374573,True
P196_01132,clean_dirty,heldout_family,0,1,none,4,1.0,-2.5723342299461365,-2.5723342299461365,False
P196_01133,clean_dirty,heldout_family,1,1,none,4,1.0,-3.0931185483932495,3.0931185483932495,False
P196_01134,clean_dirty,heldout_family,1,0,none,4,1.0,3.177963301539421,3.177963301539421,True
P196_01135,clean_dirty,heldout_family,1,0,none,4,1.0,3.2878628075122833,3.2878628075122833,True
P196_01136,clean_dirty,heldout_family,1,1,none,4,1.0,-3.2226858735084534,3.2226858735084534,False
P196_01137,clean_dirty,heldout_family,0,1,none,4,1.0,-2.5669201612472534,-2.5669201612472534,False
P196_01138,clean_dirty,heldout_family,0,0,none,4,1.0,2.6694221943616867,-2.6694221943616867,True
P196_01139,clean_dirty,heldout_family,0,0,none,4,1.0,2.6337833404541016,-2.6337833404541016,True
P196_01140,clean_dirty,heldout_family,0,1,none,4,1.0,-2.6727132946252823,-2.6727132946252823,False
P196_01141,clean_dirty,heldout_family,1,1,none,4,1.0,-2.879595845937729,2.879595845937729,False
P196_01142,clean_dirty,heldout_family,1,0,none,4,1.0,2.9799557626247406,2.9799557626247406,True
P196_01143,clean_dirty,heldout_family,1,0,none,4,1.0,3.104382574558258,3.104382574558258,True
P196_01144,clean_dirty,heldout_family,1,1,none,4,1.0,-3.040449023246765,3.040449023246765,False
P196_01145,clean_dirty,heldout_family,0,1,none,4,1.0,-2.4065304696559906,-2.4065304696559906,False
P196_01146,clean_dirty,heldout_family,0,0,none,4,1.0,2.504422187805176,-2.504422187805176,True
P196_01147,clean_dirty,heldout_family,0,0,none,4,1.0,2.4725874960422516,-2.4725874960422516,True
P196_01148,clean_dirty,heldout_family,0,1,none,4,1.0,-2.511294350028038,-2.511294350028038,False
P196_01149,clean_dirty,heldout_family,1,1,none,4,1.0,-3.129396438598633,3.129396438598633,False
P196_01150,clean_dirty,heldout_family,1,0,none,4,1.0,3.220220595598221,3.220220595598221,True
P196_01151,clean_dirty,heldout_family,1,0,none,4,1.0,3.3320771157741547,3.3320771157741547,True
P196_01152,clean_dirty,heldout_family,1,1,none,4,1.0,-3.2536412179470062,3.2536412179470062,False
P196_01153,clean_dirty,heldout_family,0,1,none,4,1.0,-2.7132396399974823,-2.7132396399974823,False
P196_01154,clean_dirty,heldout_family,0,0,none,4,1.0,2.678154930472374,-2.678154930472374,True
P196_01155,clean_dirty,heldout_family,0,0,none,4,1.0,2.903997480869293,-2.903997480869293,True
P196_01156,clean_dirty,heldout_family,0,1,none,4,1.0,-2.7228783518075943,-2.7228783518075943,False
P196_01157,clean_dirty,heldout_family,1,1,none,4,1.0,-3.078045889735222,3.078045889735222,False
P196_01158,clean_dirty,heldout_family,1,0,none,4,1.0,3.134757936000824,3.134757936000824,True
P196_01159,clean_dirty,heldout_family,1,0,none,4,1.0,2.9613581895828247,2.9613581895828247,True
P196_01160,clean_dirty,heldout_family,1,1,none,4,1.0,-2.9006892144680023,2.9006892144680023,False
P196_01161,clean_dirty,heldout_family,0,1,none,4,1.0,-2.5686245262622833,-2.5686245262622833,False
P196_01162,clean_dirty,heldout_family,0,0,none,4,1.0,2.546264737844467,-2.546264737844467,True
P196_01163,clean_dirty,heldout_family,0,0,none,4,1.0,2.793018326163292,-2.793018326163292,True
P196_01164,clean_dirty,heldout_family,0,1,none,4,1.0,-2.5907544791698456,-2.5907544791698456,False
P196_01165,clean_dirty,heldout_family,1,1,none,4,1.0,-3.386574700474739,3.386574700474739,False
P196_01166,clean_dirty,heldout_family,1,0,none,4,1.0,3.422632247209549,3.422632247209549,True
P196_01167,clean_dirty,heldout_family,1,0,none,4,1.0,3.2346514463424683,3.2346514463424683,True
P196_01168,clean_dirty,heldout_family,1,1,none,4,1.0,-3.180929258465767,3.180929258465767,False
P196_01169,clean_dirty,heldout_family,0,1,none,4,1.0,-2.567251294851303,-2.567251294851303,False
P196_01170,clean_dirty,heldout_family,0,0,none,4,1.0,2.509388953447342,-2.509388953447342,True
P196_01171,clean_dirty,heldout_family,0,0,none,4,1.0,2.766031265258789,-2.766031265258789,True
P196_01172,clean_dirty,heldout_family,0,1,none,4,1.0,-2.5350065529346466,-2.5350065529346466,False
P196_01173,clean_dirty,heldout_family,1,1,none,4,1.0,-3.1846466958522797,3.1846466958522797,False
P196_01174,clean_dirty,heldout_family,1,0,none,4,1.0,3.2769318521022797,3.2769318521022797,True
P196_01175,clean_dirty,heldout_family,1,0,none,4,1.0,3.0607433170080185,3.0607433170080185,True
P196_01176,clean_dirty,heldout_family,1,1,none,4,1.0,-3.0339697897434235,3.0339697897434235,False
P196_01177,clean_dirty,heldout_family,0,1,none,4,1.0,-2.7353944182395935,-2.7353944182395935,False
P196_01178,clean_dirty,heldout_family,0,0,none,4,1.0,2.7003144323825836,-2.7003144323825836,True
P196_01179,clean_dirty,heldout_family,0,0,none,4,1.0,2.91318042576313,-2.91318042576313,True
P196_01180,clean_dirty,heldout_family,0,1,none,4,1.0,-2.7337236553430557,-2.7337236553430557,False
P196_01181,clean_dirty,heldout_family,1,1,none,4,1.0,-3.0898026823997498,3.0898026823997498,False
P196_01182,clean_dirty,heldout_family,1,0,none,4,1.0,3.1572741270065308,3.1572741270065308,True
P196_01183,clean_dirty,heldout_family,1,0,none,4,1.0,2.973478227853775,2.973478227853775,True
P196_01184,clean_dirty,heldout_family,1,1,none,4,1.0,-2.936674952507019,2.936674952507019,False
P196_01185,clean_dirty,heldout_family,0,1,none,4,1.0,-2.5832320153713226,-2.5832320153713226,False
P196_01186,clean_dirty,heldout_family,0,0,none,4,1.0,2.521807551383972,-2.521807551383972,True
P196_01187,clean_dirty,heldout_family,0,0,none,4,1.0,2.77338407933712,-2.77338407933712,True
P196_01188,clean_dirty,heldout_family,0,1,none,4,1.0,-2.5515890568494797,-2.5515890568494797,False
P196_01189,clean_dirty,heldout_family,1,1,none,4,1.0,-3.2352791726589203,3.2352791726589203,False
P196_01190,clean_dirty,heldout_family,1,0,none,4,1.0,3.3104801028966904,3.3104801028966904,True
P196_01191,clean_dirty,heldout_family,1,0,none,4,1.0,3.1091423630714417,3.1091423630714417,True
P196_01192,clean_dirty,heldout_family,1,1,none,4,1.0,-3.082461416721344,3.082461416721344,False
P196_01193,clean_dirty,heldout_family,0,1,none,4,1.0,-2.654028058052063,-2.654028058052063,False
P196_01194,clean_dirty,heldout_family,0,0,none,4,1.0,2.6280308663845062,-2.6280308663845062,True
P196_01195,clean_dirty,heldout_family,0,0,none,4,1.0,2.849238470196724,-2.849238470196724,True
P196_01196,clean_dirty,heldout_family,0,1,none,4,1.0,-2.6625785678625107,-2.6625785678625107,False
P196_01197,clean_dirty,heldout_family,1,1,none,4,1.0,-3.1910696923732758,3.1910696923732758,False
P196_01198,clean_dirty,heldout_family,1,0,none,4,1.0,3.232933983206749,3.232933983206749,True
P196_01199,clean_dirty,heldout_family,1,0,none,4,1.0,3.0689888298511505,3.0689888298511505,True
P196_01200,clean_dirty,heldout_family,1,1,none,4,1.0,-3.0202760100364685,3.0202760100364685,False
P196_01201,clean_dirty,heldout_family,0,1,none,4,1.0,-2.7726278603076935,-2.7726278603076935,False
P196_01202,clean_dirty,heldout_family,0,0,none,4,1.0,2.746970161795616,-2.746970161795616,True
P196_01203,clean_dirty,heldout_family,0,0,none,4,1.0,2.9690934270620346,-2.9690934270620346,True
P196_01204,clean_dirty,heldout_family,0,1,none,4,1.0,-2.7909059077501297,-2.7909059077501297,False
P196_01205,clean_dirty,heldout_family,1,1,none,4,1.0,-3.0026272535324097,3.0026272535324097,False
P196_01206,clean_dirty,heldout_family,1,0,none,4,1.0,3.070841684937477,3.070841684937477,True
P196_01207,clean_dirty,heldout_family,1,0,none,4,1.0,2.8995495438575745,2.8995495438575745,True
P196_01208,clean_dirty,heldout_family,1,1,none,4,1.0,-2.857979714870453,2.857979714870453,False
P196_01209,clean_dirty,heldout_family,0,1,none,4,1.0,-2.60824117064476,-2.60824117064476,False
P196_01210,clean_dirty,heldout_family,0,0,none,4,1.0,2.5809497982263565,-2.5809497982263565,True
P196_01211,clean_dirty,heldout_family,0,0,none,4,1.0,2.8113251328468323,-2.8113251328468323,True
P196_01212,clean_dirty,heldout_family,0,1,none,4,1.0,-2.639146849513054,-2.639146849513054,False
P196_01213,clean_dirty,heldout_family,1,1,none,4,1.0,-3.321519747376442,3.321519747376442,False
P196_01214,clean_dirty,heldout_family,1,0,none,4,1.0,3.3706331700086594,3.3706331700086594,True
P196_01215,clean_dirty,heldout_family,1,0,none,4,1.0,3.184255689382553,3.184255689382553,True
P196_01216,clean_dirty,heldout_family,1,1,none,4,1.0,-3.142393037676811,3.142393037676811,False
P196_01217,clean_dirty,heldout_family,0,1,none,4,1.0,-2.4844217896461487,-2.4844217896461487,False
P196_01218,clean_dirty,heldout_family,0,0,none,4,1.0,2.482122376561165,-2.482122376561165,True
P196_01219,clean_dirty,heldout_family,0,0,none,4,1.0,2.446535184979439,-2.446535184979439,True
P196_01220,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3867120146751404,-2.3867120146751404,False
P196_01221,clean_dirty,heldout_family,1,1,none,4,1.0,-2.787265807390213,2.787265807390213,False
P196_01222,clean_dirty,heldout_family,1,0,none,4,1.0,2.855320930480957,2.855320930480957,True
P196_01223,clean_dirty,heldout_family,1,0,none,4,1.0,2.7885951101779938,2.7885951101779938,True
P196_01224,clean_dirty,heldout_family,1,1,none,4,1.0,-2.7400712072849274,2.7400712072849274,False
P196_01225,clean_dirty,heldout_family,0,1,none,4,1.0,-2.347422644495964,-2.347422644495964,False
P196_01226,clean_dirty,heldout_family,0,0,none,4,1.0,2.349438637495041,-2.349438637495041,True
P196_01227,clean_dirty,heldout_family,0,0,none,4,1.0,2.3140915781259537,-2.3140915781259537,True
P196_01228,clean_dirty,heldout_family,0,1,none,4,1.0,-2.2429686188697815,-2.2429686188697815,False
P196_01229,clean_dirty,heldout_family,1,1,none,4,1.0,-2.983589291572571,2.983589291572571,False
P196_01230,clean_dirty,heldout_family,1,0,none,4,1.0,3.065529942512512,3.065529942512512,True
P196_01231,clean_dirty,heldout_family,1,0,none,4,1.0,2.983602464199066,2.983602464199066,True
