BLiMP_vc_max,BLiMP_vc_mean,BLiMP_vc_min,COMPS_vc_max,COMPS_vc_mean,COMPS_vc_min,EWoK_vc_max,EWoK_vc_mean,EWoK_vc_min,Entity_vc_max,Entity_vc_mean,Entity_vc_min,Reading_vc_max,Reading_vc_mean,Reading_vc_min,Supplement_vc_max,Supplement_vc_mean,Supplement_vc_min,cheap5_vc_max,cheap5_vc_mean,cheap5_vc_min,cheap6_vc_max,cheap6_vc_mean,cheap6_vc_min,complete_checkpoint_count,complete_checkpoints,displaced_clean_words,exEntity5_vc_max,exEntity5_vc_mean,exEntity5_vc_min,label,rho,unique_docs,words_admitted
,,,,,,,,,,,,,,,,,,,,,,,,0,[],105962,,,,quarter_1x,0.0105962,2861,105962
,,,,,,,,,,,,,,,,,,,,,,,,0,[],211853,,,,half_1x,0.0211853,4247,211853
,,,,,,,,,,,,,,,,,,,,,,,,0,[],423559,,,,full_1x_maxgeom,0.0423559,4529,423559
2.729999999999997,0.8050000000000015,-0.6799999999999997,0.21000000000000085,0.027500000000001634,-0.4299999999999997,1.230000000000004,0.6100000000000012,-0.18999999999999773,2.8000000000000007,1.0275000000000007,-0.7300000000000004,1.040000000000001,0.3737499999999998,0.03999999999999915,2.3500000000000014,0.34000000000000163,-2.6399999999999935,1.6499999999999986,0.5620000000000012,-0.08599999999999852,1.3816666666666677,0.5306250000000023,0.10166666666667368,4,"['chck_10M', 'chck_20M', 'chck_30M', 'chck_40M']",1118587,1.240000000000002,0.43125000000000036,-0.4379999999999953,max_2p64x,0.111872,5261,1118587
