column,subtask,n_items,gain_prev_to_best,gain_prev_to_best_per_item,loss_prev_to_best,loss_prev_to_best_per_item,gain_best_to_next,gain_best_to_next_per_item,loss_best_to_next,loss_best_to_next_per_item,transient_gain_best_only_vs_neighbors,transient_gain_best_only_vs_neighbors_per_item,persistent_gain_prev_to_best_through_next,persistent_gain_prev_to_best_through_next_per_item,recovered_loss_best_only_vs_neighbors,recovered_loss_best_only_vs_neighbors_per_item,gain_best_to_final,gain_best_to_final_per_item,loss_best_to_final,loss_best_to_final_per_item,net_prev_to_best,net_best_to_next,net_best_to_final,mean_flip_count_all,frac_any_flip_all
BLiMP,animate_subject_trans,923,14,0.015167930660888408,25,0.027085590465872156,24,0.02600216684723727,7,0.007583965330444204,3,0.0032502708559046588,11,0.011917659804983749,12,0.013001083423618635,18,0.01950162513542795,15,0.016251354279523293,-11,17,3,0.4799566630552546,0.17659804983748645
BLiMP,wh_vs_that_with_gap,919,21,0.022850924918389554,10,0.01088139281828074,10,0.01088139281828074,13,0.014145810663764961,5,0.00544069640914037,16,0.017410228509249184,2,0.002176278563656148,21,0.022850924918389554,9,0.009793253536452665,11,-3,12,0.5331882480957563,0.20130576713819368
BLiMP,irregular_plural_subject_verb_agreement_2,892,29,0.032511210762331835,19,0.021300448430493273,12,0.013452914798206279,20,0.02242152466367713,11,0.01233183856502242,18,0.020179372197309416,8,0.008968609865470852,17,0.01905829596412556,17,0.01905829596412556,10,-8,0,0.7107623318385651,0.25112107623318386
BLiMP,passive_2,903,20,0.0221483942414175,10,0.01107419712070875,7,0.007751937984496124,16,0.017718715393133997,8,0.008859357696566999,12,0.013289036544850499,3,0.0033222591362126247,8,0.008859357696566999,16,0.017718715393133997,10,-9,-8,0.4230343300110742,0.1638981173864895
BLiMP,principle_A_domain_3,941,39,0.04144527098831031,29,0.030818278427205102,20,0.021253985122210415,18,0.019128586609989374,8,0.008501594048884165,31,0.03294367693942614,7,0.007438894792773645,20,0.021253985122210415,27,0.028692879914984058,10,2,-7,0.9872476089266737,0.3740701381509033
BLiMP,existential_there_object_raising,812,16,0.019704433497536946,7,0.008620689655172414,9,0.011083743842364532,5,0.006157635467980296,3,0.003694581280788177,13,0.01600985221674877,3,0.003694581280788177,10,0.012315270935960592,5,0.006157635467980296,9,4,5,0.3977832512315271,0.14901477832512317
BLiMP,sentential_subject_island,961,27,0.02809573361082206,18,0.018730489073881373,18,0.018730489073881373,13,0.013527575442247659,7,0.007284079084287201,20,0.02081165452653486,4,0.004162330905306972,25,0.026014568158168574,12,0.012486992715920915,9,5,13,0.7075962539021852,0.259105098855359
BLiMP,determiner_noun_agreement_1,929,12,0.012917115177610334,4,0.004305705059203444,6,0.006458557588805167,8,0.008611410118406888,5,0.005382131324004306,7,0.007534983853606028,0,0.0,7,0.007534983853606028,5,0.005382131324004306,8,-2,2,0.3455328310010764,0.14208826695371368
BLiMP,regular_plural_subject_verb_agreement_2,945,22,0.02328042328042328,14,0.014814814814814815,11,0.01164021164021164,6,0.006349206349206349,3,0.0031746031746031746,19,0.020105820105820106,3,0.0031746031746031746,14,0.014814814814814815,5,0.005291005291005291,8,5,9,0.5079365079365079,0.19788359788359788
BLiMP,distractor_agreement_relative_clause,871,25,0.02870264064293915,18,0.02066590126291619,13,0.014925373134328358,11,0.012629161882893225,8,0.009184845005740528,17,0.01951779563719862,5,0.0057405281285878304,23,0.02640642939150402,11,0.012629161882893225,7,2,12,0.6544202066590127,0.2502870264064294
BLiMP,ellipsis_n_bar_1,802,13,0.016209476309226933,20,0.02493765586034913,11,0.01371571072319202,10,0.012468827930174564,1,0.0012468827930174563,12,0.014962593516209476,3,0.003740648379052369,18,0.022443890274314215,9,0.011221945137157107,-7,1,9,0.6047381546134664,0.23316708229426433
BLiMP,matrix_question_npi_licensor_present,929,26,0.02798708288482239,19,0.02045209903121636,28,0.030139935414424113,11,0.011840688912809472,4,0.004305705059203444,22,0.023681377825618945,10,0.010764262648008612,21,0.022604951560818085,17,0.01829924650161464,7,17,4,0.7115177610333692,0.2604951560818084
BLiMP,regular_plural_subject_verb_agreement_1,890,17,0.019101123595505618,10,0.011235955056179775,8,0.008988764044943821,10,0.011235955056179775,6,0.006741573033707865,11,0.012359550561797753,1,0.0011235955056179776,9,0.010112359550561797,15,0.016853932584269662,7,-2,-6,0.5292134831460674,0.20112359550561798
BLiMP,adjunct_island,928,12,0.01293103448275862,18,0.01939655172413793,11,0.011853448275862068,13,0.014008620689655173,3,0.003232758620689655,9,0.009698275862068966,6,0.00646551724137931,20,0.021551724137931036,15,0.016163793103448277,-6,-2,5,0.5754310344827587,0.22844827586206898
BLiMP,anaphor_number_agreement,931,17,0.018259935553168637,12,0.01288936627282492,13,0.013963480128893663,5,0.0053705692803437165,4,0.004296455424274973,13,0.013963480128893663,6,0.00644468313641246,16,0.017185821697099892,14,0.015037593984962405,5,8,2,0.5574650912996778,0.22448979591836735
BLiMP,determiner_noun_agreement_with_adjective_1,933,21,0.022508038585209004,16,0.01714898177920686,10,0.010718113612004287,10,0.010718113612004287,4,0.004287245444801715,17,0.01822079314040729,7,0.007502679528403001,12,0.012861736334405145,10,0.010718113612004287,5,0,2,0.5166130760986066,0.18435155412647375
BLiMP,intransitive,868,9,0.010368663594470046,14,0.016129032258064516,12,0.013824884792626729,8,0.009216589861751152,3,0.0034562211981566822,6,0.0069124423963133645,3,0.0034562211981566822,8,0.009216589861751152,8,0.009216589861751152,-5,4,0,0.43548387096774194,0.17972350230414746
BLiMP,anaphor_gender_agreement,971,26,0.026776519052523172,22,0.02265705458290422,18,0.018537590113285273,20,0.02059732234809475,15,0.015447991761071062,11,0.01132852729145211,10,0.010298661174047374,13,0.013388259526261586,28,0.028836251287332648,4,-2,-15,0.6961894953656025,0.2584963954685891
BLiMP,animate_subject_passive,895,9,0.01005586592178771,5,0.00558659217877095,5,0.00558659217877095,12,0.013407821229050279,2,0.0022346368715083797,7,0.00782122905027933,0,0.0,6,0.0067039106145251395,14,0.01564245810055866,4,-7,-8,0.34972067039106147,0.14078212290502792
BLiMP,complex_NP_island,846,17,0.02009456264775414,13,0.015366430260047281,6,0.0070921985815602835,14,0.016548463356973995,7,0.008274231678486997,10,0.01182033096926714,2,0.002364066193853428,11,0.013002364066193853,17,0.02009456264775414,4,-8,-6,0.5283687943262412,0.20685579196217493
BLiMP,coordinate_structure_constraint_complex_left_branch,906,18,0.019867549668874173,22,0.024282560706401765,20,0.02207505518763797,15,0.016556291390728478,7,0.00772626931567329,11,0.012141280353200883,9,0.009933774834437087,22,0.024282560706401765,19,0.02097130242825607,-4,5,3,0.7163355408388521,0.26600441501103755
BLiMP,determiner_noun_agreement_irregular_1,681,10,0.014684287812041116,14,0.020558002936857563,10,0.014684287812041116,5,0.007342143906020558,2,0.002936857562408223,8,0.011747430249632892,5,0.007342143906020558,13,0.01908957415565345,9,0.013215859030837005,-4,5,4,0.5124816446402349,0.2011747430249633
BLiMP,determiner_noun_agreement_irregular_2,820,11,0.013414634146341463,7,0.00853658536585366,6,0.007317073170731708,9,0.01097560975609756,2,0.0024390243902439024,9,0.01097560975609756,2,0.0024390243902439024,6,0.007317073170731708,9,0.01097560975609756,4,-3,-3,0.3463414634146341,0.14268292682926828
BLiMP,drop_argument,920,15,0.016304347826086956,19,0.020652173913043477,9,0.009782608695652175,8,0.008695652173913044,4,0.004347826086956522,11,0.011956521739130435,4,0.004347826086956522,10,0.010869565217391304,16,0.017391304347826087,-4,1,-6,0.6239130434782608,0.25
BLiMP,irregular_past_participle_adjectives,961,10,0.01040582726326743,14,0.014568158168574402,7,0.007284079084287201,3,0.003121748178980229,1,0.001040582726326743,9,0.009365244536940686,1,0.001040582726326743,6,0.006243496357960458,13,0.013527575442247659,-4,4,-7,0.45369406867845996,0.17793964620187305
BLiMP,left_branch_island_simple_question,951,20,0.02103049421661409,24,0.025236593059936908,9,0.00946372239747634,18,0.01892744479495268,9,0.00946372239747634,11,0.011566771819137749,4,0.004206098843322818,11,0.011566771819137749,21,0.022082018927444796,-4,-9,-10,0.6256572029442692,0.21556256572029442
BLiMP,transitive,868,16,0.018433179723502304,12,0.013824884792626729,7,0.008064516129032258,7,0.008064516129032258,2,0.002304147465437788,14,0.016129032258064516,1,0.001152073732718894,10,0.01152073732718894,10,0.01152073732718894,4,0,0,0.47580645161290325,0.1716589861751152
BLiMP,determiner_noun_agreement_2,931,4,0.004296455424274973,7,0.007518796992481203,6,0.00644468313641246,1,0.0010741138560687433,0,0.0,4,0.004296455424274973,3,0.00322234156820623,8,0.008592910848549946,1,0.0010741138560687433,-3,5,7,0.23200859291084855,0.09774436090225563
BLiMP,determiner_noun_agreement_with_adj_irregular_2,840,12,0.014285714285714285,15,0.017857142857142856,11,0.013095238095238096,6,0.007142857142857143,2,0.002380952380952381,10,0.011904761904761904,5,0.005952380952380952,15,0.017857142857142856,7,0.008333333333333333,-3,5,8,0.41904761904761906,0.15357142857142858
BLiMP,existential_there_quantifiers_1,930,3,0.0032258064516129032,6,0.0064516129032258064,4,0.004301075268817204,0,0.0,0,0.0,3,0.0032258064516129032,4,0.004301075268817204,5,0.005376344086021506,1,0.001075268817204301,-3,4,4,0.07634408602150537,0.023655913978494623
BLiMP,principle_A_c_command,946,22,0.023255813953488372,19,0.0200845665961945,13,0.013742071881606765,19,0.0200845665961945,11,0.011627906976744186,11,0.011627906976744186,5,0.005285412262156448,19,0.0200845665961945,21,0.022198731501057084,3,-6,-2,0.813953488372093,0.3224101479915433
BLiMP,wh_questions_subject_gap,898,20,0.022271714922048998,17,0.01893095768374165,13,0.014476614699331848,18,0.0200445434298441,7,0.0077951002227171495,13,0.014476614699331848,6,0.0066815144766146995,12,0.013363028953229399,21,0.02338530066815145,3,-5,-9,0.5979955456570156,0.22605790645879734
BLiMP,wh_questions_subject_gap_long_distance,857,2,0.002333722287047841,5,0.005834305717619603,8,0.009334889148191364,1,0.0011668611435239206,0,0.0,2,0.002333722287047841,4,0.004667444574095682,8,0.009334889148191364,6,0.007001166861143524,-3,7,2,0.21586931155192532,0.08634772462077013
BLiMP,wh_vs_that_with_gap_long_distance,910,11,0.012087912087912088,8,0.008791208791208791,8,0.008791208791208791,11,0.012087912087912088,6,0.006593406593406593,5,0.005494505494505495,2,0.002197802197802198,13,0.014285714285714285,5,0.005494505494505495,3,-3,8,0.432967032967033,0.17142857142857143
BLiMP,determiner_noun_agreement_with_adj_2,941,8,0.008501594048884165,10,0.010626992561105207,9,0.009564293304994687,4,0.004250797024442083,0,0.0,8,0.008501594048884165,4,0.004250797024442083,14,0.01487778958554729,2,0.0021253985122210413,-2,5,12,0.281615302869288,0.10839532412327312
BLiMP,determiner_noun_agreement_with_adj_irregular_1,718,14,0.019498607242339833,12,0.016713091922005572,11,0.01532033426183844,7,0.009749303621169917,3,0.004178272980501393,11,0.01532033426183844,7,0.009749303621169917,15,0.020891364902506964,5,0.006963788300835654,2,4,10,0.4331476323119777,0.15598885793871867
BLiMP,distractor_agreement_relational_noun,788,25,0.031725888324873094,23,0.02918781725888325,14,0.017766497461928935,20,0.025380710659898477,15,0.01903553299492386,10,0.012690355329949238,6,0.007614213197969543,21,0.0266497461928934,19,0.024111675126903553,2,-6,2,0.8654822335025381,0.3350253807106599
BLiMP,ellipsis_n_bar_2,828,2,0.0024154589371980675,0,0.0,2,0.0024154589371980675,2,0.0024154589371980675,0,0.0,2,0.0024154589371980675,0,0.0,3,0.0036231884057971015,1,0.0012077294685990338,2,0,2,0.10144927536231885,0.035024154589371984
BLiMP,inchoative,855,11,0.012865497076023392,9,0.010526315789473684,9,0.010526315789473684,5,0.005847953216374269,1,0.0011695906432748538,10,0.011695906432748537,3,0.0035087719298245615,10,0.011695906432748537,8,0.00935672514619883,2,4,2,0.391812865497076,0.15321637426900586
BLiMP,only_npi_licensor_present,882,27,0.030612244897959183,29,0.032879818594104306,32,0.036281179138321996,8,0.009070294784580499,4,0.0045351473922902496,23,0.026077097505668934,11,0.012471655328798186,26,0.02947845804988662,12,0.013605442176870748,-2,24,14,1.064625850340136,0.42857142857142855
BLiMP,passive_1,840,12,0.014285714285714285,10,0.011904761904761904,5,0.005952380952380952,17,0.02023809523809524,7,0.008333333333333333,5,0.005952380952380952,1,0.0011904761904761906,9,0.010714285714285714,11,0.013095238095238096,2,-12,-2,0.43214285714285716,0.15595238095238095
BLiMP,expletive_it_object_raising,759,8,0.010540184453227932,9,0.011857707509881422,2,0.002635046113306983,8,0.010540184453227932,2,0.002635046113306983,6,0.007905138339920948,0,0.0,7,0.00922266139657444,5,0.006587615283267457,-1,-6,2,0.3544137022397892,0.1383399209486166
BLiMP,principle_A_case_2,915,10,0.01092896174863388,9,0.009836065573770493,10,0.01092896174863388,5,0.00546448087431694,1,0.001092896174863388,9,0.009836065573770493,3,0.003278688524590164,11,0.012021857923497269,6,0.006557377049180328,1,5,5,0.32131147540983607,0.11475409836065574
BLiMP,wh_vs_that_no_gap_long_distance,875,2,0.002285714285714286,3,0.0034285714285714284,2,0.002285714285714286,1,0.001142857142857143,0,0.0,2,0.002285714285714286,1,0.001142857142857143,2,0.002285714285714286,4,0.004571428571428572,-1,1,-2,0.15314285714285714,0.06742857142857143
BLiMP,irregular_past_participle_verbs,942,6,0.006369426751592357,6,0.006369426751592357,6,0.006369426751592357,6,0.006369426751592357,2,0.0021231422505307855,4,0.004246284501061571,2,0.0021231422505307855,6,0.006369426751592357,3,0.0031847133757961785,0,0,3,0.23991507430997877,0.1040339702760085
BLiMP,irregular_plural_subject_verb_agreement_1,804,11,0.013681592039800995,11,0.013681592039800995,11,0.013681592039800995,7,0.008706467661691543,4,0.004975124378109453,7,0.008706467661691543,5,0.006218905472636816,17,0.021144278606965175,9,0.011194029850746268,0,4,8,0.49502487562189057,0.19900497512437812
BLiMP,principle_A_case_1,912,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.003289473684210526,0.0021929824561403508
BLiMP,sentential_negation_npi_licensor_present,919,3,0.003264417845484222,3,0.003264417845484222,0,0.0,1,0.001088139281828074,1,0.001088139281828074,2,0.002176278563656148,0,0.0,2,0.002176278563656148,2,0.002176278563656148,0,-1,0,0.10119695321001088,0.042437431991294884
BLiMP,wh_vs_that_no_gap,861,7,0.008130081300813009,7,0.008130081300813009,4,0.004645760743321719,4,0.004645760743321719,2,0.0023228803716608595,5,0.005807200929152149,1,0.0011614401858304297,1,0.0011614401858304297,6,0.006968641114982578,0,0,-5,0.27990708478513354,0.11498257839721254
COMPS,wugs_dist_in_between,13896,875,0.0629677605066206,388,0.027921704087507198,391,0.028137593552101325,394,0.028353483016695453,171,0.012305699481865285,704,0.050662061024755324,91,0.006548647092688544,367,0.026410477835348303,546,0.03929188255613126,487,-3,-179,1.1727115716753023,0.4222078295912493
COMPS,wugs_dist_before,13896,466,0.03353483016695452,866,0.062320092112838225,415,0.029864709268854348,375,0.026986183074265976,86,0.006188831318364997,380,0.02734599884858952,165,0.011873920552677029,535,0.03850028785261946,350,0.025187104202648244,-400,40,185,1.1773172135866437,0.4208405296488198
COMPS,wugs,13896,415,0.029864709268854348,341,0.02453943580886586,301,0.02166090961427749,299,0.02151698330454807,123,0.00885146804835924,292,0.021013241220495107,110,0.00791594703511802,349,0.025115141047783535,338,0.024323546344271734,74,2,11,0.8721214738054116,0.31872481289579735
COMPS,base,49340,1468,0.02975273611674098,1498,0.03036076205918119,1190,0.024118362383461694,1068,0.021645723550871503,441,0.008937981353871098,1027,0.020814754762869883,486,0.009850020267531415,1396,0.028293473854884475,1265,0.025638427239562223,-30,122,131,0.9590798540737738,0.35180381029590596
EWoK,material-dynamics,770,43,0.05584415584415584,69,0.08961038961038961,20,0.025974025974025976,8,0.01038961038961039,5,0.006493506493506494,38,0.04935064935064935,12,0.015584415584415584,24,0.03116883116883117,26,0.033766233766233764,-26,12,-2,1.287012987012987,0.4662337662337662
EWoK,physical-relations,818,16,0.019559902200488997,23,0.028117359413202935,14,0.017114914425427872,19,0.023227383863080684,4,0.004889975550122249,12,0.014669926650366748,5,0.006112469437652812,17,0.02078239608801956,21,0.02567237163814181,-7,-5,-4,0.8031784841075794,0.28117359413202936
EWoK,agent-properties,2210,38,0.017194570135746608,44,0.019909502262443438,28,0.012669683257918552,34,0.015384615384615385,12,0.005429864253393665,26,0.011764705882352941,13,0.0058823529411764705,31,0.014027149321266969,49,0.022171945701357467,-6,-6,-18,0.7357466063348417,0.2828054298642534
EWoK,physical-dynamics,120,2,0.016666666666666666,8,0.06666666666666667,4,0.03333333333333333,4,0.03333333333333333,2,0.016666666666666666,0,0.0,3,0.025,3,0.025,4,0.03333333333333333,-6,0,-1,1.1,0.36666666666666664
EWoK,social-properties,328,16,0.04878048780487805,10,0.03048780487804878,13,0.039634146341463415,13,0.039634146341463415,8,0.024390243902439025,8,0.024390243902439025,4,0.012195121951219513,17,0.051829268292682924,8,0.024390243902439025,6,0,9,1.2164634146341464,0.47865853658536583
EWoK,material-properties,170,3,0.01764705882352941,8,0.047058823529411764,3,0.01764705882352941,4,0.023529411764705882,0,0.0,3,0.01764705882352941,0,0.0,9,0.052941176470588235,8,0.047058823529411764,-5,-1,1,1.276470588235294,0.5
EWoK,social-relations,1548,35,0.02260981912144703,40,0.025839793281653745,34,0.021963824289405683,30,0.01937984496124031,8,0.00516795865633075,27,0.01744186046511628,12,0.007751937984496124,35,0.02260981912144703,40,0.025839793281653745,-5,4,-5,0.8791989664082688,0.332687338501292
EWoK,physical-interactions,556,20,0.03597122302158273,16,0.02877697841726619,9,0.01618705035971223,13,0.023381294964028777,2,0.0035971223021582736,18,0.03237410071942446,2,0.0035971223021582736,17,0.030575539568345324,19,0.0341726618705036,4,-4,-2,0.8633093525179856,0.3381294964028777
EWoK,quantitative-properties,314,6,0.01910828025477707,10,0.03184713375796178,5,0.01592356687898089,11,0.03503184713375796,2,0.006369426751592357,4,0.012738853503184714,1,0.0031847133757961785,9,0.028662420382165606,12,0.03821656050955414,-4,-6,-3,1.105095541401274,0.3662420382165605
EWoK,social-interactions,294,7,0.023809523809523808,3,0.01020408163265306,0,0.0,7,0.023809523809523808,3,0.01020408163265306,4,0.013605442176870748,0,0.0,2,0.006802721088435374,9,0.030612244897959183,4,-7,-7,0.8197278911564626,0.3231292517006803
EWoK,spatial-relations,490,17,0.03469387755102041,13,0.026530612244897958,10,0.02040816326530612,7,0.014285714285714285,5,0.01020408163265306,12,0.024489795918367346,6,0.012244897959183673,6,0.012244897959183673,9,0.018367346938775512,4,3,-3,0.6714285714285714,0.2571428571428571
Entity,regular_0_ops,517,8,0.015473887814313346,18,0.03481624758220503,9,0.017408123791102514,9,0.017408123791102514,2,0.0038684719535783366,6,0.01160541586073501,6,0.01160541586073501,13,0.025145067698259187,7,0.013539651837524178,-10,0,6,0.6479690522243714,0.25338491295938104
Entity,move_contents_2_ops,399,14,0.03508771929824561,5,0.012531328320802004,2,0.005012531328320802,2,0.005012531328320802,2,0.005012531328320802,12,0.03007518796992481,2,0.005012531328320802,6,0.015037593984962405,10,0.02506265664160401,9,0,-4,0.45112781954887216,0.16040100250626566
Entity,regular_3_ops,425,15,0.03529411764705882,6,0.01411764705882353,2,0.004705882352941176,5,0.011764705882352941,3,0.007058823529411765,12,0.02823529411764706,1,0.002352941176470588,6,0.01411764705882353,12,0.02823529411764706,9,-3,-6,0.5858823529411765,0.20941176470588235
Entity,ambiref_3_ops,409,12,0.029339853300733496,5,0.012224938875305624,6,0.014669926650366748,7,0.017114914425427872,5,0.012224938875305624,7,0.017114914425427872,2,0.004889975550122249,3,0.007334963325183374,10,0.02444987775061125,7,-1,-7,0.5061124694376528,0.16625916870415647
Entity,ambiref_4_ops,434,14,0.03225806451612903,7,0.016129032258064516,7,0.016129032258064516,4,0.009216589861751152,3,0.0069124423963133645,11,0.02534562211981567,3,0.0069124423963133645,5,0.01152073732718894,14,0.03225806451612903,7,3,-9,0.46543778801843316,0.1497695852534562
Entity,move_contents_4_ops,353,16,0.0453257790368272,9,0.025495750708215296,11,0.031161473087818695,9,0.025495750708215296,8,0.0226628895184136,8,0.0226628895184136,5,0.014164305949008499,10,0.028328611898016998,17,0.04815864022662889,7,2,-7,0.6260623229461756,0.2096317280453258
Entity,ambiref_1_ops,428,9,0.02102803738317757,15,0.035046728971962614,9,0.02102803738317757,3,0.007009345794392523,3,0.007009345794392523,6,0.014018691588785047,6,0.014018691588785047,12,0.028037383177570093,7,0.016355140186915886,-6,6,5,0.4649532710280374,0.1425233644859813
Entity,move_contents_3_ops,406,13,0.03201970443349754,8,0.019704433497536946,3,0.007389162561576354,7,0.017241379310344827,6,0.014778325123152709,7,0.017241379310344827,2,0.0049261083743842365,7,0.017241379310344827,12,0.029556650246305417,5,-4,-5,0.5541871921182266,0.19458128078817735
Entity,regular_2_ops,405,13,0.03209876543209877,8,0.019753086419753086,2,0.0049382716049382715,10,0.024691358024691357,6,0.014814814814814815,7,0.01728395061728395,1,0.0024691358024691358,3,0.007407407407407408,12,0.02962962962962963,5,-8,-9,0.4888888888888889,0.16049382716049382
Entity,ambiref_0_ops,508,11,0.021653543307086614,9,0.017716535433070866,7,0.013779527559055118,6,0.011811023622047244,2,0.003937007874015748,9,0.017716535433070866,4,0.007874015748031496,9,0.017716535433070866,10,0.01968503937007874,2,1,-1,0.6023622047244095,0.21456692913385828
Entity,ambiref_2_ops,413,11,0.026634382566585957,9,0.021791767554479417,6,0.014527845036319613,7,0.01694915254237288,3,0.007263922518159807,8,0.01937046004842615,4,0.009685230024213076,8,0.01937046004842615,14,0.03389830508474576,2,-1,-6,0.5980629539951574,0.18886198547215496
Entity,move_contents_1_ops,437,4,0.009153318077803204,6,0.013729977116704805,7,0.016018306636155607,3,0.006864988558352402,2,0.004576659038901602,2,0.004576659038901602,1,0.002288329519450801,11,0.02517162471395881,4,0.009153318077803204,-2,4,7,0.4805491990846682,0.1853546910755149
