example_id,source,words,loss,n_masked,arm,role,checkpoint,seed
5433,childes,160,0.8366818428039551,39,OFF,OFF,chck_80M,43022
10152,childes,160,1.901771068572998,34,OFF,OFF,chck_80M,43022
2397,bnc_spoken,160,3.378809690475464,35,OFF,OFF,chck_80M,43022
39156,open_subtitles,160,3.02832293510437,48,OFF,OFF,chck_80M,43022
55308,simple_wiki,160,1.9536124467849731,41,OFF,OFF,chck_80M,43022
5825,childes,160,1.1256201267242432,30,OFF,OFF,chck_80M,43022
35857,gutenberg,160,2.5144643783569336,29,OFF,OFF,chck_80M,43022
57669,simple_wiki,160,2.0322265625,34,OFF,OFF,chck_80M,43022
20822,childes,160,0.9561821818351746,32,OFF,OFF,chck_80M,43022
57321,simple_wiki,160,1.8260523080825806,33,OFF,OFF,chck_80M,43022
12881,childes,160,2.10211181640625,33,OFF,OFF,chck_80M,43022
29039,gutenberg,160,3.2467408180236816,39,OFF,OFF,chck_80M,43022
7182,childes,160,0.41281184554100037,35,OFF,OFF,chck_80M,43022
21853,childes,160,1.0064586400985718,36,OFF,OFF,chck_80M,43022
37536,gutenberg,160,2.888026475906372,37,OFF,OFF,chck_80M,43022
3724,bnc_spoken,160,2.979788303375244,28,OFF,OFF,chck_80M,43022
43719,open_subtitles,160,3.4523537158966064,41,OFF,OFF,chck_80M,43022
29677,gutenberg,160,3.308908462524414,41,OFF,OFF,chck_80M,43022
9435,childes,160,1.2621715068817139,35,OFF,OFF,chck_80M,43022
12464,childes,160,0.8953614234924316,44,OFF,OFF,chck_80M,43022
43943,open_subtitles,160,3.813023328781128,34,OFF,OFF,chck_80M,43022
21153,childes,160,1.8014618158340454,33,OFF,OFF,chck_80M,43022
24419,gutenberg,160,3.1141202449798584,30,OFF,OFF,chck_80M,43022
22193,childes,160,0.9249717593193054,33,OFF,OFF,chck_80M,43022
62109,simple_wiki,160,1.7360293865203857,43,OFF,OFF,chck_80M,43022
3392,bnc_spoken,160,3.7488107681274414,34,OFF,OFF,chck_80M,43022
55682,simple_wiki,160,3.6882271766662598,43,OFF,OFF,chck_80M,43022
57347,simple_wiki,160,4.2768354415893555,40,OFF,OFF,chck_80M,43022
8554,childes,160,1.0931894779205322,40,OFF,OFF,chck_80M,43022
57210,simple_wiki,160,1.7513521909713745,26,OFF,OFF,chck_80M,43022
36351,gutenberg,160,1.963248372077942,33,OFF,OFF,chck_80M,43022
46272,open_subtitles,160,2.470855712890625,32,OFF,OFF,chck_80M,43022
4481,bnc_spoken,160,3.6855669021606445,27,OFF,OFF,chck_80M,43022
61346,simple_wiki,160,3.5606400966644287,38,OFF,OFF,chck_80M,43022
36298,gutenberg,160,3.3645665645599365,24,OFF,OFF,chck_80M,43022
23133,gutenberg,160,2.2265431880950928,31,OFF,OFF,chck_80M,43022
59486,simple_wiki,160,1.8854643106460571,29,OFF,OFF,chck_80M,43022
38482,gutenberg,160,3.8783693313598633,27,OFF,OFF,chck_80M,43022
45843,open_subtitles,160,3.276230812072754,41,OFF,OFF,chck_80M,43022
61912,simple_wiki,160,3.992680311203003,34,OFF,OFF,chck_80M,43022
1018,bnc_spoken,160,4.542383193969727,35,OFF,OFF,chck_80M,43022
45756,open_subtitles,160,1.5173399448394775,39,OFF,OFF,chck_80M,43022
51773,open_subtitles,160,2.7159621715545654,24,OFF,OFF,chck_80M,43022
14587,childes,160,2.1800572872161865,34,OFF,OFF,chck_80M,43022
7065,childes,160,0.7821405529975891,45,OFF,OFF,chck_80M,43022
7935,childes,160,1.4947757720947266,37,OFF,OFF,chck_80M,43022
50052,open_subtitles,160,3.373866319656372,27,OFF,OFF,chck_80M,43022
7743,childes,160,1.9497102499008179,44,OFF,OFF,chck_80M,43022
52392,open_subtitles,160,3.3446574211120605,28,OFF,OFF,chck_80M,43022
21975,childes,160,0.7611410021781921,37,OFF,OFF,chck_80M,43022
42298,open_subtitles,160,3.5989861488342285,34,OFF,OFF,chck_80M,43022
56120,simple_wiki,160,3.901203155517578,33,OFF,OFF,chck_80M,43022
31876,gutenberg,160,2.6181468963623047,25,OFF,OFF,chck_80M,43022
17882,childes,160,0.726306140422821,37,OFF,OFF,chck_80M,43022
29842,gutenberg,160,2.664055585861206,32,OFF,OFF,chck_80M,43022
17570,childes,160,1.9215008020401,31,OFF,OFF,chck_80M,43022
36593,gutenberg,160,2.9310309886932373,37,OFF,OFF,chck_80M,43022
12470,childes,160,1.710593819618225,40,OFF,OFF,chck_80M,43022
20655,childes,160,2.1347997188568115,40,OFF,OFF,chck_80M,43022
42006,open_subtitles,160,3.0654547214508057,34,OFF,OFF,chck_80M,43022
60583,simple_wiki,160,2.711007595062256,39,OFF,OFF,chck_80M,43022
18563,childes,160,1.5692758560180664,32,OFF,OFF,chck_80M,43022
6247,childes,160,1.1805723905563354,37,OFF,OFF,chck_80M,43022
56147,simple_wiki,160,1.8576804399490356,27,OFF,OFF,chck_80M,43022
50022,open_subtitles,160,3.810943365097046,39,OFF,OFF,chck_80M,43022
445,bnc_spoken,160,2.8907904624938965,30,OFF,OFF,chck_80M,43022
17535,childes,160,0.9845415949821472,40,OFF,OFF,chck_80M,43022
50711,open_subtitles,160,2.6159181594848633,26,OFF,OFF,chck_80M,43022
20001,childes,160,1.149739146232605,38,OFF,OFF,chck_80M,43022
777,bnc_spoken,160,3.720921039581299,36,OFF,OFF,chck_80M,43022
1742,bnc_spoken,160,3.8053340911865234,31,OFF,OFF,chck_80M,43022
25849,gutenberg,160,2.9586541652679443,27,OFF,OFF,chck_80M,43022
11615,childes,160,0.6434507966041565,48,OFF,OFF,chck_80M,43022
57671,simple_wiki,160,2.993039846420288,27,OFF,OFF,chck_80M,43022
57417,simple_wiki,160,2.752983570098877,31,OFF,OFF,chck_80M,43022
1756,bnc_spoken,160,4.710906982421875,41,OFF,OFF,chck_80M,43022
17433,childes,160,1.8809776306152344,34,OFF,OFF,chck_80M,43022
49603,open_subtitles,160,2.892193078994751,41,OFF,OFF,chck_80M,43022
24329,gutenberg,160,1.9793779850006104,31,OFF,OFF,chck_80M,43022
35242,gutenberg,160,2.1992437839508057,23,OFF,OFF,chck_80M,43022
43592,open_subtitles,160,3.5542447566986084,41,OFF,OFF,chck_80M,43022
3574,bnc_spoken,160,2.5729010105133057,30,OFF,OFF,chck_80M,43022
28648,gutenberg,160,2.2108616828918457,29,OFF,OFF,chck_80M,43022
7814,childes,160,1.2342872619628906,45,OFF,OFF,chck_80M,43022
5577,childes,160,1.4652706384658813,37,OFF,OFF,chck_80M,43022
53669,simple_wiki,160,1.7441682815551758,32,OFF,OFF,chck_80M,43022
60425,simple_wiki,160,3.2725918292999268,37,OFF,OFF,chck_80M,43022
33497,gutenberg,160,3.401106834411621,34,OFF,OFF,chck_80M,43022
15521,childes,160,0.5016597509384155,41,OFF,OFF,chck_80M,43022
13301,childes,160,1.392266869544983,34,OFF,OFF,chck_80M,43022
37303,gutenberg,160,4.3481974601745605,27,OFF,OFF,chck_80M,43022
19400,childes,160,0.6598580479621887,35,OFF,OFF,chck_80M,43022
11686,childes,160,1.8628066778182983,39,OFF,OFF,chck_80M,43022
25542,gutenberg,160,3.74857759475708,36,OFF,OFF,chck_80M,43022
308,bnc_spoken,160,2.9651145935058594,40,OFF,OFF,chck_80M,43022
19193,childes,160,1.2962654829025269,28,OFF,OFF,chck_80M,43022
31353,gutenberg,160,5.329024314880371,39,OFF,OFF,chck_80M,43022
62261,simple_wiki,160,2.4678921699523926,51,OFF,OFF,chck_80M,43022
15187,childes,160,1.7339094877243042,45,OFF,OFF,chck_80M,43022
44470,open_subtitles,160,3.7470831871032715,42,OFF,OFF,chck_80M,43022
53197,simple_wiki,160,1.8166680335998535,46,OFF,OFF,chck_80M,43022
42272,open_subtitles,160,2.800584077835083,32,OFF,OFF,chck_80M,43022
37264,gutenberg,160,4.288505554199219,32,OFF,OFF,chck_80M,43022
13253,childes,160,1.5269136428833008,33,OFF,OFF,chck_80M,43022
19515,childes,160,1.1748627424240112,30,OFF,OFF,chck_80M,43022
1372,bnc_spoken,160,3.5093564987182617,28,OFF,OFF,chck_80M,43022
26001,gutenberg,160,3.5626306533813477,25,OFF,OFF,chck_80M,43022
22264,childes,160,1.496503472328186,41,OFF,OFF,chck_80M,43022
24260,gutenberg,160,3.328364372253418,44,OFF,OFF,chck_80M,43022
27648,gutenberg,160,2.1183743476867676,32,OFF,OFF,chck_80M,43022
23209,gutenberg,160,2.070540428161621,32,OFF,OFF,chck_80M,43022
25022,gutenberg,160,4.163617134094238,22,OFF,OFF,chck_80M,43022
31289,gutenberg,160,2.3816235065460205,28,OFF,OFF,chck_80M,43022
19801,childes,160,1.3270024061203003,45,OFF,OFF,chck_80M,43022
3484,bnc_spoken,160,2.6594653129577637,22,OFF,OFF,chck_80M,43022
19777,childes,160,1.2915067672729492,30,OFF,OFF,chck_80M,43022
12609,childes,160,2.783877372741699,33,OFF,OFF,chck_80M,43022
18750,childes,160,1.2212859392166138,39,OFF,OFF,chck_80M,43022
42103,open_subtitles,160,2.9372029304504395,49,OFF,OFF,chck_80M,43022
538,bnc_spoken,160,2.6567890644073486,28,OFF,OFF,chck_80M,43022
6997,childes,160,0.9911147952079773,29,OFF,OFF,chck_80M,43022
48548,open_subtitles,160,3.4518556594848633,36,OFF,OFF,chck_80M,43022
10502,childes,160,1.5263723134994507,41,OFF,OFF,chck_80M,43022
37673,gutenberg,160,4.071859359741211,35,OFF,OFF,chck_80M,43022
17123,childes,160,3.3775570392608643,43,OFF,OFF,chck_80M,43022
2013,bnc_spoken,160,2.3907086849212646,28,OFF,OFF,chck_80M,43022
20483,childes,160,1.7338820695877075,45,OFF,OFF,chck_80M,43022
14090,childes,160,0.8589860200881958,30,OFF,OFF,chck_80M,43022
7166,childes,160,1.01340913772583,39,OFF,OFF,chck_80M,43022
43530,open_subtitles,160,2.607426881790161,41,OFF,OFF,chck_80M,43022
26656,gutenberg,160,3.3098340034484863,32,OFF,OFF,chck_80M,43022
51222,open_subtitles,160,3.098940849304199,31,OFF,OFF,chck_80M,43022
31419,gutenberg,160,5.457583904266357,40,OFF,OFF,chck_80M,43022
6218,childes,160,1.0750995874404907,44,OFF,OFF,chck_80M,43022
29703,gutenberg,160,3.3276867866516113,35,OFF,OFF,chck_80M,43022
9980,childes,160,1.384416103363037,24,OFF,OFF,chck_80M,43022
20041,childes,160,0.7756094932556152,27,OFF,OFF,chck_80M,43022
30849,gutenberg,160,2.1204168796539307,30,OFF,OFF,chck_80M,43022
51941,open_subtitles,160,4.18245792388916,31,OFF,OFF,chck_80M,43022
47053,open_subtitles,160,3.1317522525787354,30,OFF,OFF,chck_80M,43022
3665,bnc_spoken,160,3.605574131011963,39,OFF,OFF,chck_80M,43022
46572,open_subtitles,160,2.7717390060424805,44,OFF,OFF,chck_80M,43022
21089,childes,160,1.17427659034729,44,OFF,OFF,chck_80M,43022
15261,childes,160,1.8063246011734009,37,OFF,OFF,chck_80M,43022
835,bnc_spoken,160,3.034883499145508,34,OFF,OFF,chck_80M,43022
55468,simple_wiki,160,4.192948818206787,30,OFF,OFF,chck_80M,43022
23232,gutenberg,160,1.9284236431121826,30,OFF,OFF,chck_80M,43022
6035,childes,160,2.015280246734619,39,OFF,OFF,chck_80M,43022
41316,open_subtitles,160,2.600658893585205,37,OFF,OFF,chck_80M,43022
40070,open_subtitles,160,3.7848432064056396,42,OFF,OFF,chck_80M,43022
17233,childes,160,1.4096720218658447,41,OFF,OFF,chck_80M,43022
16915,childes,160,3.054462432861328,45,OFF,OFF,chck_80M,43022
40976,open_subtitles,160,3.0333049297332764,32,OFF,OFF,chck_80M,43022
35196,gutenberg,160,4.739669322967529,28,OFF,OFF,chck_80M,43022
30904,gutenberg,160,3.729529857635498,30,OFF,OFF,chck_80M,43022
11793,childes,160,1.109679102897644,40,OFF,OFF,chck_80M,43022
26364,gutenberg,160,3.954085111618042,37,OFF,OFF,chck_80M,43022
52435,open_subtitles,160,3.350398540496826,34,OFF,OFF,chck_80M,43022
15893,childes,160,0.6102102994918823,37,OFF,OFF,chck_80M,43022
3748,bnc_spoken,160,4.667147159576416,36,OFF,OFF,chck_80M,43022
30345,gutenberg,160,2.800715923309326,27,OFF,OFF,chck_80M,43022
34295,gutenberg,160,3.7725701332092285,25,OFF,OFF,chck_80M,43022
55399,simple_wiki,160,2.7389214038848877,37,OFF,OFF,chck_80M,43022
17956,childes,160,1.412442684173584,40,OFF,OFF,chck_80M,43022
7646,childes,160,1.8891539573669434,41,OFF,OFF,chck_80M,43022
39838,open_subtitles,160,4.187719821929932,45,OFF,OFF,chck_80M,43022
22154,childes,160,1.767143964767456,33,OFF,OFF,chck_80M,43022
24151,gutenberg,160,3.5736939907073975,29,OFF,OFF,chck_80M,43022
46356,open_subtitles,160,2.270920991897583,27,OFF,OFF,chck_80M,43022
57505,simple_wiki,160,2.27669358253479,36,OFF,OFF,chck_80M,43022
17170,childes,160,1.4564262628555298,42,OFF,OFF,chck_80M,43022
61691,simple_wiki,160,3.870500326156616,35,OFF,OFF,chck_80M,43022
21652,childes,160,1.2014590501785278,32,OFF,OFF,chck_80M,43022
22509,childes,160,1.0086123943328857,39,OFF,OFF,chck_80M,43022
12768,childes,160,1.84061861038208,51,OFF,OFF,chck_80M,43022
3012,bnc_spoken,160,2.9570839405059814,21,OFF,OFF,chck_80M,43022
60800,simple_wiki,160,1.7851723432540894,33,OFF,OFF,chck_80M,43022
58108,simple_wiki,160,3.6152679920196533,35,OFF,OFF,chck_80M,43022
413,bnc_spoken,160,2.345789909362793,43,OFF,OFF,chck_80M,43022
21588,childes,160,1.3233330249786377,26,OFF,OFF,chck_80M,43022
16081,childes,160,2.672539710998535,34,OFF,OFF,chck_80M,43022
56229,simple_wiki,160,3.8555092811584473,31,OFF,OFF,chck_80M,43022
19946,childes,160,0.7986051440238953,40,OFF,OFF,chck_80M,43022
52714,open_subtitles,160,3.546987533569336,31,OFF,OFF,chck_80M,43022
48884,open_subtitles,160,2.8749806880950928,36,OFF,OFF,chck_80M,43022
36580,gutenberg,160,3.1016311645507812,30,OFF,OFF,chck_80M,43022
16213,childes,160,0.358448326587677,33,OFF,OFF,chck_80M,43022
52771,open_subtitles,160,3.5020577907562256,48,OFF,OFF,chck_80M,43022
13637,childes,160,0.6475859880447388,35,OFF,OFF,chck_80M,43022
56410,simple_wiki,160,3.357872247695923,33,OFF,OFF,chck_80M,43022
40468,open_subtitles,160,3.0378220081329346,36,OFF,OFF,chck_80M,43022
51380,open_subtitles,160,3.122868061065674,31,OFF,OFF,chck_80M,43022
35801,gutenberg,160,3.256594657897949,32,OFF,OFF,chck_80M,43022
46103,open_subtitles,160,2.3954484462738037,31,OFF,OFF,chck_80M,43022
44740,open_subtitles,160,4.126806259155273,39,OFF,OFF,chck_80M,43022
12866,childes,160,1.5740702152252197,42,OFF,OFF,chck_80M,43022
50967,open_subtitles,160,1.7188836336135864,30,OFF,OFF,chck_80M,43022
18711,childes,160,2.191465139389038,32,OFF,OFF,chck_80M,43022
8263,childes,160,1.7123323678970337,36,OFF,OFF,chck_80M,43022
23682,gutenberg,160,3.048525333404541,31,OFF,OFF,chck_80M,43022
1293,bnc_spoken,160,3.8845019340515137,36,OFF,OFF,chck_80M,43022
57136,simple_wiki,160,2.637293577194214,46,OFF,OFF,chck_80M,43022
48853,open_subtitles,160,3.5068273544311523,26,OFF,OFF,chck_80M,43022
23261,gutenberg,160,1.476025104522705,36,OFF,OFF,chck_80M,43022
38672,open_subtitles,160,4.982008934020996,45,OFF,OFF,chck_80M,43022
32570,gutenberg,160,3.2997353076934814,35,OFF,OFF,chck_80M,43022
52405,open_subtitles,160,4.223298072814941,27,OFF,OFF,chck_80M,43022
36758,gutenberg,160,3.005183458328247,36,OFF,OFF,chck_80M,43022
9937,childes,160,1.759748101234436,32,OFF,OFF,chck_80M,43022
46006,open_subtitles,160,3.1301474571228027,34,OFF,OFF,chck_80M,43022
32750,gutenberg,160,3.919672966003418,37,OFF,OFF,chck_80M,43022
