role,arm,checkpoint,n,mean_loss,sd_loss,mean_masked
ALN,ALN,chck_100M,6992,2.495483717599828,1.0780959561327155,34.691933638443935
ALN,ALN,chck_80M,6992,2.5305513448563555,1.0834235674648292,34.691933638443935
ALN,ALN,chck_90M,6992,2.4992046050922636,1.0780225810968929,34.691933638443935
OFF,OFF,chck_100M,6992,2.505248833766705,1.0763952472302596,34.691933638443935
OFF,OFF,chck_80M,6992,2.5491707191450383,1.0849508262740681,34.691933638443935
OFF,OFF,chck_90M,6992,2.5092552034143045,1.0750573171008864,34.691933638443935
