dose_name,checkpoint,group,numops_group,n,margin_delta_mean,margin_delta_median,margin_delta_stdev,frac_margin_positive,binary_delta_mean,frac_binary_positive
dose1,chck_40M,numops_3,3,15,0.8768638997028272,-0.37979212403297424,4.7745775752725965,0.4666666666666667,0.0,0.13333333333333333
dose1,chck_40M,numops_4,4,15,1.3492027795563142,1.2215200625360012,6.27484324183715,0.6,0.2,0.26666666666666666
dose1,chck_40M,numops_5,5,15,3.3113885445520284,3.0655584260821342,5.100009932596406,0.6666666666666666,0.06666666666666667,0.13333333333333333
dose1,chck_40M,regular_nonzero_ops,split:regular:nonzero,25,0.3247659578174353,1.2215200625360012,5.085243688024461,0.56,0.04,0.12
dose1,chck_40M,regular_zero_ops,split:regular:zero,5,-0.6912942416965961,-1.8483181465417147,3.777581648729119,0.2,0.0,0.0
dose1,chck_40M,split_ambiref,split:ambiref,30,0.21439697553093234,-0.4499499909579754,5.4175344813871815,0.4666666666666667,0.03333333333333333,0.1
dose1,chck_40M,split_move_contents,split:move_contents,30,2.45107349815468,2.2845037765800953,5.097741858100274,0.6666666666666666,0.03333333333333333,0.13333333333333333
dose1,chck_40M,split_regular,split:regular,30,0.15542259123176336,0.4325125217437744,4.906270736176565,0.5,0.03333333333333333,0.1
dose1,chck_40M,zero_ops,zero,15,-1.8490318986897667,-1.8707818295806646,4.103132622016654,0.26666666666666666,-0.06666666666666667,0.0
dose1,chck_50M,all,all,90,1.3647775214967421,0.5362827070057392,5.535360454822439,0.5333333333333333,-0.022222222222222223,0.08888888888888889
dose1,chck_50M,ambiref_nonzero_ops,split:ambiref:nonzero,25,1.8642862700438128,2.3134503208566457,4.987732243176568,0.64,-0.08,0.08
dose1,chck_50M,ambiref_zero_ops,split:ambiref:zero,5,0.10517954220995307,1.8280979506671429,3.3512256975061634,0.6,-0.2,0.0
dose1,chck_50M,move_contents_nonzero_ops,split:move_contents:nonzero,25,3.425306643117219,2.184660207480192,7.355319365120526,0.6,0.08,0.12
dose1,chck_50M,move_contents_zero_ops,split:move_contents:zero,5,-0.09089861256070435,-2.1269247417803854,5.242904290106704,0.2,0.0,0.2
dose1,chck_50M,nonzero_ops,nonzero,75,1.580119681940414,0.553138367831707,5.695725780099992,0.5466666666666666,-0.013333333333333334,0.09333333333333334
dose1,chck_50M,numops_0,0,15,0.28806671927838273,-1.384328968822956,4.49929594452929,0.4666666666666667,-0.06666666666666667,0.06666666666666667
dose1,chck_50M,numops_1,1,15,2.085196119725394,0.8489702744409442,4.396170480395014,0.6666666666666666,0.06666666666666667,0.06666666666666667
dose1,chck_50M,numops_2,2,15,2.208904173737392,2.627732032444328,4.8632228258415235,0.8,0.0,0.06666666666666667
dose1,chck_50M,numops_3,3,15,1.6774995071037362,-0.007116938009858131,5.669281946202691,0.4666666666666667,-0.06666666666666667,0.06666666666666667
dose1,chck_50M,numops_4,4,15,-0.6580489188743134,-1.0711245452985168,3.7757069966913317,0.2,-0.06666666666666667,0.06666666666666667
dose1,chck_50M,numops_5,5,15,2.5870475280098617,2.184660207480192,8.133217764529013,0.6,0.0,0.2
dose1,chck_50M,regular_nonzero_ops,split:regular:nonzero,25,-0.5492338673397898,-0.4782071867957711,3.213420060375453,0.4,-0.04,0.08
dose1,chck_50M,regular_zero_ops,split:regular:zero,5,0.8499192281858996,2.8182117373216897,4.638910673260541,0.6,0.0,0.0
dose1,chck_50M,split_ambiref,split:ambiref,30,1.5711018154048362,2.0707741357618943,4.799249803476235,0.6333333333333333,-0.1,0.06666666666666667
dose1,chck_50M,split_move_contents,split:move_contents,30,2.8392724338375652,1.1700012534856796,7.168155772153965,0.5333333333333333,0.06666666666666667,0.13333333333333333
dose1,chck_50M,split_regular,split:regular,30,-0.316041684752175,-0.4341524285264313,3.530372796112962,0.43333333333333335,-0.03333333333333333,0.06666666666666667
dose1,chck_50M,zero_ops,zero,15,0.28806671927838273,-1.384328968822956,4.49929594452929,0.4666666666666667,-0.06666666666666667,0.06666666666666667
dose1,chck_60M,all,all,90,1.0495575497082124,0.6846807615365833,5.610675863969769,0.5333333333333333,0.03333333333333333,0.13333333333333333
dose1,chck_60M,ambiref_nonzero_ops,split:ambiref:nonzero,25,0.44975077571347355,0.6294942605309188,4.828752492542115,0.56,0.04,0.12
dose1,chck_60M,ambiref_zero_ops,split:ambiref:zero,5,2.868553487677127,3.4545160364359617,2.595694051538285,0.8,0.0,0.0
dose1,chck_60M,move_contents_nonzero_ops,split:move_contents:nonzero,25,3.792948001921177,2.6228163093328476,6.658243101680526,0.68,0.12,0.2
dose1,chck_60M,move_contents_zero_ops,split:move_contents:zero,5,-0.2127229068428278,-2.022993735037744,4.040877124238599,0.4,0.0,0.2
dose1,chck_60M,nonzero_ops,nonzero,75,1.1158758839281897,0.6294942605309188,5.8862905806427435,0.52,0.05333333333333334,0.14666666666666667
dose1,chck_60M,numops_0,0,15,0.7179658786083262,0.7508526258170605,3.93752133464299,0.6,-0.06666666666666667,0.06666666666666667
dose1,chck_60M,numops_1,1,15,1.8817096611795325,0.8289462476968765,7.155662511309943,0.6666666666666666,-0.2,0.06666666666666667
dose1,chck_60M,numops_2,2,15,-0.6402219250798226,-1.087673682719469,4.343190733698073,0.3333333333333333,0.0,0.06666666666666667
dose1,chck_60M,numops_3,3,15,3.255374406216045,2.9814759641885757,6.393374246545309,0.7333333333333333,0.26666666666666666,0.26666666666666666
dose1,chck_60M,numops_4,4,15,1.4375686385979256,-0.6780367307364941,4.85362494958517,0.4666666666666667,0.13333333333333333,0.13333333333333333
dose1,chck_60M,numops_5,5,15,-0.3550513612727324,-1.8566907346248627,5.312947850394408,0.4,0.06666666666666667,0.2
dose1,chck_60M,regular_nonzero_ops,split:regular:nonzero,25,-0.8950711258500814,-1.087673682719469,4.964056093872909,0.32,0.0,0.12
dose1,chck_60M,regular_zero_ops,split:regular:zero,5,-0.501932945009321,0.7508526258170605,4.057899138767691,0.6,-0.2,0.0
dose1,chck_60M,split_ambiref,split:ambiref,30,0.8528845610407492,0.7821819968521595,4.622362062959417,0.6,0.03333333333333333,0.1
dose1,chck_60M,split_move_contents,split:move_contents,30,3.1253361837938427,2.4296647533774376,6.472517028813377,0.6333333333333333,0.1,0.2
dose1,chck_60M,split_regular,split:regular,30,-0.8295480957099547,-1.0754494098946452,4.827086905514851,0.36666666666666664,-0.03333333333333333,0.1
dose1,chck_60M,zero_ops,zero,15,0.7179658786083262,0.7508526258170605,3.93752133464299,0.6,-0.06666666666666667,0.06666666666666667
dose1,chck_70M,all,all,90,0.7291331465045611,0.37706206808798015,4.810817323799001,0.5111111111111111,-0.011111111111111112,0.08888888888888889
dose1,chck_70M,ambiref_nonzero_ops,split:ambiref:nonzero,25,0.05354238671250641,-1.0766283774282783,3.536337659713816,0.48,-0.08,0.04
dose1,chck_70M,ambiref_zero_ops,split:ambiref:zero,5,0.9200685549061746,-1.1626512497896329,3.948744923688195,0.4,0.0,0.0
dose1,chck_70M,move_contents_nonzero_ops,split:move_contents:nonzero,25,2.744400462782942,3.171847742050886,5.8945806300322765,0.56,0.12,0.16
dose1,chck_70M,move_contents_zero_ops,split:move_contents:zero,5,-1.8918523766798898,-3.8986452522221953,5.078900354449766,0.4,-0.2,0.2
dose1,chck_70M,nonzero_ops,nonzero,75,1.1791542125695074,0.8981829583644867,4.716818262010199,0.56,0.02666666666666667,0.09333333333333334
dose1,chck_70M,numops_0,0,15,-1.5209721838201706,-1.8710058658616617,4.6418033733190365,0.26666666666666666,-0.2,0.06666666666666667
dose1,chck_70M,numops_1,1,15,1.3419861857158442,-1.0766283774282783,5.4185687033199414,0.4,-0.06666666666666667,0.06666666666666667
dose1,chck_70M,numops_2,2,15,2.0054190322446326,1.2204643925651908,3.0845346834237746,0.8,0.06666666666666667,0.06666666666666667
dose1,chck_70M,numops_3,3,15,1.438618435842606,2.368712800554931,4.57193947657481,0.5333333333333333,0.06666666666666667,0.13333333333333333
dose1,chck_70M,numops_4,4,15,-0.006678415803859631,-0.9456705041229725,3.765868594205293,0.4666666666666667,0.06666666666666667,0.06666666666666667
dose1,chck_70M,numops_5,5,15,1.116425824848314,1.198563162703067,5.9241498438194435,0.6,0.0,0.13333333333333333
dose1,chck_70M,regular_nonzero_ops,split:regular:nonzero,25,0.7395197882130742,1.198563162703067,3.947541319560986,0.64,0.04,0.08
dose1,chck_70M,regular_zero_ops,split:regular:zero,5,-3.5911327296867968,-2.215648426557891,3.5873951128422656,0.0,-0.4,0.0
dose1,chck_70M,split_ambiref,split:ambiref,30,0.19796341474478443,-1.0920649621402845,3.6227689614906726,0.4666666666666667,-0.06666666666666667,0.03333333333333333
dose1,chck_70M,split_move_contents,split:move_contents,30,1.9716916562058031,1.0691974480287172,6.019939089158135,0.5333333333333333,0.06666666666666667,0.16666666666666666
dose1,chck_70M,split_regular,split:regular,30,0.01774436856309573,0.9448983324691653,4.211365747121673,0.5333333333333333,-0.03333333333333333,0.06666666666666667
dose1,chck_70M,zero_ops,zero,15,-1.5209721838201706,-1.8710058658616617,4.6418033733190365,0.26666666666666666,-0.2,0.06666666666666667
dose1,chck_80M,all,all,90,0.867337383302058,0.36170252662850544,5.007295395007036,0.5111111111111111,-0.022222222222222223,0.1111111111111111
dose1,chck_80M,ambiref_nonzero_ops,split:ambiref:nonzero,25,1.262917629913427,0.8433736637234688,4.814248623203342,0.56,0.04,0.16
dose1,chck_80M,ambiref_zero_ops,split:ambiref:zero,5,3.9560595355462285,3.2086001560091972,3.4139222433212133,0.8,0.2,0.2
dose1,chck_80M,move_contents_nonzero_ops,split:move_contents:nonzero,25,2.6222755605122074,2.6680998262017965,6.0597332715440695,0.6,0.08,0.16
dose1,chck_80M,move_contents_zero_ops,split:move_contents:zero,5,-3.8754642313113434,-7.20380693837069,4.583394174059195,0.4,-0.4,0.0
dose1,chck_80M,nonzero_ops,nonzero,75,1.0753829702874647,0.062245676293969154,5.016704387355141,0.5066666666666667,0.0,0.12
dose1,chck_80M,numops_0,0,15,-0.17289055162497485,0.6611593769630417,4.827311829443726,0.5333333333333333,-0.13333333333333333,0.06666666666666667
dose1,chck_80M,numops_1,1,15,1.457987224194221,1.0947266817092896,5.805556240852276,0.5333333333333333,-0.06666666666666667,0.13333333333333333
dose1,chck_80M,numops_2,2,15,2.0645815832229952,2.6680998262017965,3.742479397349633,0.7333333333333333,0.06666666666666667,0.06666666666666667
dose1,chck_80M,numops_3,3,15,1.8744589606765658,-0.3553821612149477,5.65096104198861,0.4666666666666667,-0.06666666666666667,0.13333333333333333
dose1,chck_80M,numops_4,4,15,-1.3016056496339539,-2.4569690749049187,4.7062935828112336,0.3333333333333333,-0.13333333333333333,0.06666666666666667
dose1,chck_80M,numops_5,5,15,1.2814927329774946,-0.9431283250451088,4.0727681957979875,0.4666666666666667,0.2,0.2
dose1,chck_80M,regular_nonzero_ops,split:regular:nonzero,25,-0.6590442795632407,-1.0227165967226028,3.1887815514352136,0.36,-0.12,0.04
dose1,chck_80M,regular_zero_ops,split:regular:zero,5,-0.5992669591098092,-0.7180413134628907,2.511448534432244,0.4,-0.2,0.0
dose1,chck_80M,split_ambiref,split:ambiref,30,1.7117746141855605,1.9847587902331725,4.718474186348378,0.6,0.06666666666666667,0.16666666666666666
dose1,chck_80M,split_move_contents,split:move_contents,30,1.5393189285416156,1.2443514661863446,6.321829782164382,0.5666666666666667,0.0,0.13333333333333333
dose1,chck_80M,split_regular,split:regular,30,-0.6490813928210021,-1.0000830003991723,3.0863136162833715,0.36666666666666664,-0.13333333333333333,0.03333333333333333
dose1,chck_80M,zero_ops,zero,15,-0.17289055162497485,0.6611593769630417,4.827311829443726,0.5333333333333333,-0.13333333333333333,0.06666666666666667
dose1p82,chck_10M,all,all,90,0.10127372062868542,0.23619484901428223,1.3205041910833308,0.5555555555555556,-0.022222222222222223,0.05555555555555555
dose1p82,chck_10M,ambiref_nonzero_ops,split:ambiref:nonzero,25,0.3060376262664795,0.5276051163673401,1.6915221552589024,0.64,-0.04,0.08
dose1p82,chck_10M,ambiref_zero_ops,split:ambiref:zero,5,-0.016100484132766723,0.42463481426239014,1.003102873491566,0.6,0.0,0.0
dose1p82,chck_10M,move_contents_nonzero_ops,split:move_contents:nonzero,25,-0.11097810566425323,0.1658986210823059,1.003576614532342,0.56,-0.08,0.04
dose1p82,chck_10M,move_contents_zero_ops,split:move_contents:zero,5,-0.04983804225921631,0.05292421579360962,0.6022416512129686,0.6,0.0,0.0
dose1p82,chck_10M,nonzero_ops,nonzero,75,0.10434753080209096,0.3165324330329895,1.3775551706260596,0.56,-0.02666666666666667,0.06666666666666667
dose1p82,chck_10M,numops_0,0,15,0.08590466976165771,0.05292421579360962,0.986819751600781,0.5333333333333333,0.0,0.0
dose1p82,chck_10M,numops_1,1,15,0.07237144708633422,0.027104943990707397,1.5628310464965147,0.5333333333333333,-0.06666666666666667,0.0
dose1p82,chck_10M,numops_2,2,15,0.5097015380859375,0.45819783210754395,1.3189891322689518,0.6666666666666666,0.06666666666666667,0.13333333333333333
dose1p82,chck_10M,numops_3,3,15,0.19928684433301289,0.9033986032009125,1.4333034389150856,0.5333333333333333,-0.26666666666666666,0.0
dose1p82,chck_10M,numops_4,4,15,-0.14663190444310506,-0.3532767593860626,1.0453896116564136,0.4666666666666667,0.06666666666666667,0.13333333333333333
dose1p82,chck_10M,numops_5,5,15,-0.11299027105172475,0.37930482625961304,1.3690674307921322,0.6,0.06666666666666667,0.06666666666666667
dose1p82,chck_10M,regular_nonzero_ops,split:regular:nonzero,25,0.11798307180404663,-0.0683596134185791,1.3180787416089261,0.48,0.04,0.08
dose1p82,chck_10M,regular_zero_ops,split:regular:zero,5,0.3236525356769562,-0.320576012134552,1.2112696240517369,0.4,0.0,0.0
dose1p82,chck_10M,split_ambiref,split:ambiref,30,0.2523479411999385,0.5038786828517914,1.602026261329798,0.6333333333333333,-0.03333333333333333,0.06666666666666667
dose1p82,chck_10M,split_move_contents,split:move_contents,30,-0.10078809509674708,0.10122671723365784,0.9488273641797441,0.5666666666666667,-0.06666666666666667,0.03333333333333333
dose1p82,chck_10M,split_regular,split:regular,30,0.1522613157828649,-0.19446781277656555,1.3031424767247202,0.4666666666666667,0.03333333333333333,0.06666666666666667
dose1p82,chck_10M,zero_ops,zero,15,0.08590466976165771,0.05292421579360962,0.986819751600781,0.5333333333333333,0.0,0.0
dose1p82,chck_20M,all,all,90,-0.12335888544718425,-0.2913083955645561,2.0510547621973574,0.4444444444444444,-0.044444444444444446,0.03333333333333333
dose1p82,chck_20M,ambiref_nonzero_ops,split:ambiref:nonzero,25,0.6969679801166058,0.4953274130821228,2.493191035309375,0.6,-0.04,0.0
dose1p82,chck_20M,ambiref_zero_ops,split:ambiref:zero,5,-0.43787166103720665,0.1510111689567566,1.188588141640742,0.6,0.0,0.0
dose1p82,chck_20M,move_contents_nonzero_ops,split:move_contents:nonzero,25,-0.3569749078154564,-0.5730484127998352,1.8177134174620218,0.36,0.0,0.08
dose1p82,chck_20M,move_contents_zero_ops,split:move_contents:zero,5,-0.30478740483522415,-0.07726902514696121,1.994082331738997,0.4,-0.2,0.0
dose1p82,chck_20M,nonzero_ops,nonzero,75,-0.09638159041603406,-0.29207178950309753,2.098708524770713,0.44,-0.02666666666666667,0.04
dose1p82,chck_20M,numops_0,0,15,-0.2582453606029352,-0.07726902514696121,1.7878012283395794,0.4666666666666667,-0.13333333333333333,0.0
dose1p82,chck_20M,numops_1,1,15,-0.13428655887643495,-0.2905450016260147,2.571027766902814,0.4,0.0,0.06666666666666667
dose1p82,chck_20M,numops_2,2,15,-0.12724425047636032,-0.40536683797836304,1.7557011155697415,0.4,-0.06666666666666667,0.0
dose1p82,chck_20M,numops_3,3,15,0.551367774605751,0.09014353156089783,2.4580948128994655,0.6,-0.2,0.0
dose1p82,chck_20M,numops_4,4,15,-0.7303112988670667,-0.5730484127998352,1.7146299208799307,0.3333333333333333,0.0,0.0
dose1p82,chck_20M,numops_5,5,15,-0.04143361846605937,-0.2615399807691574,1.5878213420797347,0.4666666666666667,0.13333333333333333,0.13333333333333333
dose1p82,chck_20M,regular_nonzero_ops,split:regular:nonzero,25,-0.6291378435492515,-0.40536683797836304,1.6469690846756,0.36,-0.04,0.04
dose1p82,chck_20M,regular_zero_ops,split:regular:zero,5,-0.032077015936374666,-0.8077443838119507,2.0283021693368726,0.4,-0.2,0.0
dose1p82,chck_20M,split_ambiref,split:ambiref,30,0.5078280399243037,0.22014646232128143,2.365233144690765,0.6,-0.03333333333333333,0.0
dose1p82,chck_20M,split_move_contents,split:move_contents,30,-0.34827699065208434,-0.4891538918018341,1.8483796642262276,0.36666666666666664,-0.03333333333333333,0.06666666666666667
dose1p82,chck_20M,split_regular,split:regular,30,-0.529627705613772,-0.4225873649120331,1.730780823120051,0.36666666666666664,-0.06666666666666667,0.03333333333333333
dose1p82,chck_20M,zero_ops,zero,15,-0.2582453606029352,-0.07726902514696121,1.7878012283395794,0.4666666666666667,-0.13333333333333333,0.0
dose1p82,chck_30M,all,all,90,0.4341328223339386,0.6492125131189823,3.6743721382103605,0.5888888888888889,0.044444444444444446,0.12222222222222222
dose1p82,chck_30M,ambiref_nonzero_ops,split:ambiref:nonzero,25,-0.09677542380988598,0.547093003988266,3.708939569162404,0.52,0.0,0.12
dose1p82,chck_30M,ambiref_zero_ops,split:ambiref:zero,5,0.012225307151675224,1.6719501297920942,6.0126757615750535,0.8,0.0,0.0
dose1p82,chck_30M,move_contents_nonzero_ops,split:move_contents:nonzero,25,1.2998166293650866,1.5442205145955086,3.785637821919968,0.72,0.12,0.2
dose1p82,chck_30M,move_contents_zero_ops,split:move_contents:zero,5,-1.8263277664780617,-1.6237373556941748,1.908881067721044,0.2,0.0,0.0
dose1p82,chck_30M,nonzero_ops,nonzero,75,0.538962738091747,0.880321828648448,3.37565552938309,0.6,0.04,0.13333333333333333
dose1p82,chck_30M,numops_0,0,15,-0.09001675645510356,0.012832347303628922,4.868380948316661,0.5333333333333333,0.06666666666666667,0.06666666666666667
dose1p82,chck_30M,numops_1,1,15,0.17036713572839896,0.48866796493530273,3.2401063094041644,0.5333333333333333,-0.06666666666666667,0.06666666666666667
dose1p82,chck_30M,numops_2,2,15,1.1366816059996685,1.7684470489621162,3.672722701686719,0.6,0.2,0.2
dose1p82,chck_30M,numops_3,3,15,1.078103474403421,1.318042442202568,2.4957660727586424,0.6666666666666666,-0.06666666666666667,0.06666666666666667
dose1p82,chck_30M,numops_4,4,15,-1.0256177979211012,-0.4143128842115402,3.37578281546414,0.4,-0.06666666666666667,0.13333333333333333
