family,dose_name,rho,checkpoint,words,subgroup,n,margin_mean,margin_median,margin_stdev,frac_margin_positive,binary_delta_mean,frac_binary_positive
EWoK,dose1p82,0.07712,chck_70M,70000000,domain_social-properties,5,2.729386705905199,1.484369158744812,2.746983394202534,0.8,0.8,0.8
EWoK,dose1p82,0.07712,chck_70M,70000000,domain_social-relations,5,-0.08107021222822368,0.009194254875183105,1.7582274668822653,0.6,0.0,0.2
EWoK,dose1p82,0.07712,chck_70M,70000000,domain_spatial-relations,5,2.1615476475912145,1.7415796844288707,2.2095778121250653,1.0,0.2,0.2
EWoK,dose1p82,0.07712,chck_80M,80000000,all,55,0.011078408611303365,-0.3559688590466976,3.000680431436135,0.45454545454545453,-0.10909090909090909,0.14545454545454545
EWoK,dose1p82,0.07712,chck_80M,80000000,domain_agent-properties,5,-0.9884872635826468,-0.30491694156080484,4.508031651979527,0.4,0.2,0.2
EWoK,dose1p82,0.07712,chck_80M,80000000,domain_material-dynamics,5,0.7399284787476063,0.22491228580474854,1.4227609079120442,0.6,0.2,0.2
EWoK,dose1p82,0.07712,chck_80M,80000000,domain_material-properties,5,-0.7538979184813798,-1.560184685047716,2.1272684467153313,0.2,-0.2,0.2
EWoK,dose1p82,0.07712,chck_80M,80000000,domain_physical-dynamics,5,0.42848473954945804,0.44774664379656315,2.209421601224235,0.6,0.0,0.0
EWoK,dose1p82,0.07712,chck_80M,80000000,domain_physical-interactions,5,-0.053781498689204454,-0.6994112050160766,1.3161944547725135,0.4,-0.2,0.0
EWoK,dose1p82,0.07712,chck_80M,80000000,domain_physical-relations,5,-0.5642467755358667,-0.9887031745165586,2.576398565583846,0.2,-0.4,0.0
EWoK,dose1p82,0.07712,chck_80M,80000000,domain_quantitative-properties,5,-0.37162879491224887,0.06217779964208603,2.201221061933528,0.6,-0.2,0.2
EWoK,dose1p82,0.07712,chck_80M,80000000,domain_social-interactions,5,-0.056042737793177366,0.633778078481555,2.1168639265039855,0.6,-0.2,0.2
EWoK,dose1p82,0.07712,chck_80M,80000000,domain_social-properties,5,2.700808999501169,1.5841287970542908,3.7713202244095148,0.6,0.0,0.4
EWoK,dose1p82,0.07712,chck_80M,80000000,domain_social-relations,5,-1.0942609237506986,-1.0754748582839966,3.737541664483589,0.4,-0.2,0.2
EWoK,dose1p82,0.07712,chck_80M,80000000,domain_spatial-relations,5,0.13498618967132642,-0.3483978691510856,3.18669371096136,0.4,-0.2,0.0
EWoK,dose2p64,0.111872,chck_10M,10000000,all,55,-0.01658121320334348,-0.01590752601623535,0.42164210132477237,0.4727272727272727,0.01818181818181818,0.2
EWoK,dose2p64,0.111872,chck_10M,10000000,domain_agent-properties,5,0.012410381436347961,-0.05919593572616577,0.189280097579622,0.4,-0.2,0.0
EWoK,dose2p64,0.111872,chck_10M,10000000,domain_material-dynamics,5,-0.254486608505249,-0.47770023345947266,0.6848035843937317,0.4,0.0,0.0
EWoK,dose2p64,0.111872,chck_10M,10000000,domain_material-properties,5,-0.07406482100486755,-0.15212181210517883,0.22432003270821377,0.4,-0.4,0.0
EWoK,dose2p64,0.111872,chck_10M,10000000,domain_physical-dynamics,5,0.010558396577835083,0.0331139862537384,0.7338232062090202,0.6,-0.2,0.2
EWoK,dose2p64,0.111872,chck_10M,10000000,domain_physical-interactions,5,0.45390487313270567,0.3825169801712036,0.4138635889433983,0.8,0.0,0.2
EWoK,dose2p64,0.111872,chck_10M,10000000,domain_physical-relations,5,-0.07312832474708557,-0.12516126036643982,0.14988946740052123,0.2,0.0,0.2
EWoK,dose2p64,0.111872,chck_10M,10000000,domain_quantitative-properties,5,-0.020781666040420532,0.018036454916000366,0.13528770992539924,0.6,0.4,0.4
EWoK,dose2p64,0.111872,chck_10M,10000000,domain_social-interactions,5,-0.18688968420028687,-0.2119438648223877,0.1389736603533245,0.0,0.0,0.0
EWoK,dose2p64,0.111872,chck_10M,10000000,domain_social-properties,5,-0.050689983367919925,0.27630770206451416,0.48349373623181335,0.6,0.2,0.6
EWoK,dose2p64,0.111872,chck_10M,10000000,domain_social-relations,5,0.013198423385620116,-0.01590752601623535,0.12980723950556386,0.4,0.0,0.2
