family,dose_name,rho,checkpoint,words,subgroup,n,margin_mean,margin_median,margin_stdev,frac_margin_positive,binary_delta_mean,frac_binary_positive
EWoK,dose2p64,0.111872,chck_10M,10000000,domain_spatial-relations,5,-0.012424331903457642,0.05608028173446655,0.250790829305331,0.8,0.4,0.4
EWoK,dose2p64,0.111872,chck_20M,20000000,all,55,0.10866082466461442,-0.10021674633026123,1.4900095842970111,0.4909090909090909,0.0,0.23636363636363636
EWoK,dose2p64,0.111872,chck_20M,20000000,domain_agent-properties,5,-0.5279373168945313,-0.3756266236305237,3.257797971121968,0.4,-0.2,0.2
EWoK,dose2p64,0.111872,chck_20M,20000000,domain_material-dynamics,5,-0.7263217449188233,-0.4351773262023926,0.48458917412715313,0.0,0.0,0.0
EWoK,dose2p64,0.111872,chck_20M,20000000,domain_material-properties,5,0.8670546345412731,0.6809991784393787,1.1733569299200786,0.8,0.2,0.4
EWoK,dose2p64,0.111872,chck_20M,20000000,domain_physical-dynamics,5,0.1308893822133541,0.5168844535946846,0.9179177386756076,0.6,0.2,0.4
EWoK,dose2p64,0.111872,chck_20M,20000000,domain_physical-interactions,5,-0.09469493478536606,0.550966702401638,1.004384504449679,0.6,-0.2,0.0
EWoK,dose2p64,0.111872,chck_20M,20000000,domain_physical-relations,5,0.5817077301442624,0.3499869219958782,1.9651920147506412,0.6,0.2,0.4
EWoK,dose2p64,0.111872,chck_20M,20000000,domain_quantitative-properties,5,0.35060955584049225,0.6367875337600708,0.5854059944820273,0.6,0.2,0.4
EWoK,dose2p64,0.111872,chck_20M,20000000,domain_social-interactions,5,-0.6627991020679473,-0.47719836235046387,0.42879912362055667,0.0,-1.0,0.0
EWoK,dose2p64,0.111872,chck_20M,20000000,domain_social-properties,5,0.07356127500534057,-0.10021674633026123,0.8790448491678755,0.4,0.0,0.2
EWoK,dose2p64,0.111872,chck_20M,20000000,domain_social-relations,5,0.06720597743988037,0.1998000144958496,0.4887441509836743,0.6,0.0,0.0
EWoK,dose2p64,0.111872,chck_20M,20000000,domain_spatial-relations,5,1.1359936147928238,0.8001531958580017,1.135686983038011,0.8,0.6,0.6
EWoK,dose2p64,0.111872,chck_30M,30000000,all,55,-0.1260130728044632,0.01545034721493721,3.5300109694426918,0.509090909090909,0.05454545454545454,0.21818181818181817
EWoK,dose2p64,0.111872,chck_30M,30000000,domain_agent-properties,5,-2.1450772060081365,-2.742650642991066,6.663666325913481,0.4,0.0,0.2
EWoK,dose2p64,0.111872,chck_30M,30000000,domain_material-dynamics,5,0.45795805752277374,0.8563594818115234,3.6766154001016114,0.6,0.4,0.6
EWoK,dose2p64,0.111872,chck_30M,30000000,domain_material-properties,5,0.5072627812623978,0.3584681302309036,0.8672352948908111,0.6,0.4,0.4
EWoK,dose2p64,0.111872,chck_30M,30000000,domain_physical-dynamics,5,1.8558302454650402,1.598102131858468,0.7705145037468588,1.0,0.6,0.6
EWoK,dose2p64,0.111872,chck_30M,30000000,domain_physical-interactions,5,-1.5627105176448821,-0.6476606968790293,2.762149390223352,0.2,0.0,0.0
EWoK,dose2p64,0.111872,chck_30M,30000000,domain_physical-relations,5,2.057490586442873,2.8081445498391986,3.7827164254738,0.6,0.0,0.2
EWoK,dose2p64,0.111872,chck_30M,30000000,domain_quantitative-properties,5,0.0035533398389816285,0.21039947867393494,1.9382142494821089,0.6,-0.4,0.0
EWoK,dose2p64,0.111872,chck_30M,30000000,domain_social-interactions,5,-0.808840385824442,-0.7673321887850761,1.652771330286778,0.2,-0.4,0.0
EWoK,dose2p64,0.111872,chck_30M,30000000,domain_social-properties,5,0.541116451472044,-0.5694441795349121,2.3335496326489458,0.4,0.0,0.2
EWoK,dose2p64,0.111872,chck_30M,30000000,domain_social-relations,5,0.2942806132137775,0.01545034721493721,1.4801603071060783,0.6,0.2,0.2
EWoK,dose2p64,0.111872,chck_30M,30000000,domain_spatial-relations,5,-2.5870077665895224,-0.30647715646773577,4.358959555630273,0.4,-0.2,0.0
EWoK,dose2p64,0.111872,chck_40M,40000000,all,55,0.4285171407423067,0.07665026187896729,4.432447243008288,0.5272727272727272,0.01818181818181818,0.14545454545454545
EWoK,dose2p64,0.111872,chck_40M,40000000,domain_agent-properties,5,0.9098775933030993,0.5744840803090483,6.510066223509544,0.8,0.0,0.0
EWoK,dose2p64,0.111872,chck_40M,40000000,domain_material-dynamics,5,1.30862139724195,-0.2557328939437866,3.094904040359488,0.4,0.4,0.4
EWoK,dose2p64,0.111872,chck_40M,40000000,domain_material-properties,5,-0.3115374819375575,0.100039754062891,1.3061731875031484,0.6,0.0,0.0
EWoK,dose2p64,0.111872,chck_40M,40000000,domain_physical-dynamics,5,1.3668516241945325,0.6951125087216496,1.5904824028068398,0.8,0.4,0.4
EWoK,dose2p64,0.111872,chck_40M,40000000,domain_physical-interactions,5,-2.5764857983216642,-0.49336816370487213,6.941597691941571,0.4,-0.2,0.0
EWoK,dose2p64,0.111872,chck_40M,40000000,domain_physical-relations,5,1.6792628406314178,0.9932628301903605,6.905080931280586,0.6,0.2,0.4
EWoK,dose2p64,0.111872,chck_40M,40000000,domain_quantitative-properties,5,-0.8206508006900549,-0.7348367720842361,1.9652253097708279,0.4,-0.2,0.0
EWoK,dose2p64,0.111872,chck_40M,40000000,domain_social-interactions,5,1.5647349755745381,0.6401701793074608,3.0979048199099646,0.6,-0.2,0.2
EWoK,dose2p64,0.111872,chck_40M,40000000,domain_social-properties,5,-0.0775359820574522,-0.3545651435852051,2.6878191421822737,0.4,-0.4,0.0
EWoK,dose2p64,0.111872,chck_40M,40000000,domain_social-relations,5,3.3184421570971607,5.074772119522095,3.185235867059545,0.8,0.2,0.2
EWoK,dose2p64,0.111872,chck_40M,40000000,domain_spatial-relations,5,-1.6478919768705964,-0.36815572809427977,2.1030261549698297,0.0,0.0,0.0
EWoK,dose2p64,0.111872,chck_50M,50000000,all,55,0.15466713346964256,-0.3313529333099723,3.1783284400945866,0.45454545454545453,0.0,0.16363636363636364
EWoK,dose2p64,0.111872,chck_50M,50000000,domain_agent-properties,5,2.100189701281488,1.2277808580547571,2.640651205722913,0.8,0.0,0.0
EWoK,dose2p64,0.111872,chck_50M,50000000,domain_material-dynamics,5,-0.6349281620234251,0.10267949104309082,2.9738794931504424,0.6,0.0,0.2
EWoK,dose2p64,0.111872,chck_50M,50000000,domain_material-properties,5,0.2583746176213026,0.6102055571973324,0.9445167384036456,0.6,0.0,0.2
EWoK,dose2p64,0.111872,chck_50M,50000000,domain_physical-dynamics,5,-1.3382812269032,-0.33237147703766823,1.7979720500488636,0.4,-0.2,0.0
EWoK,dose2p64,0.111872,chck_50M,50000000,domain_physical-interactions,5,-0.09730805344879627,-0.9259607382118702,3.487702334431467,0.2,-0.2,0.2
EWoK,dose2p64,0.111872,chck_50M,50000000,domain_physical-relations,5,0.5683428974356503,0.1305017420090735,2.128973546061638,0.6,0.0,0.0
EWoK,dose2p64,0.111872,chck_50M,50000000,domain_quantitative-properties,5,-0.95701953638345,-1.3627955317497253,1.7213638693266324,0.2,-0.4,0.2
EWoK,dose2p64,0.111872,chck_50M,50000000,domain_social-interactions,5,-0.2321112122386694,-0.9462791588157415,2.8489098233504446,0.4,0.2,0.4
EWoK,dose2p64,0.111872,chck_50M,50000000,domain_social-properties,5,1.9933307792060078,0.48220086097717285,2.359274377655117,0.8,0.2,0.2
EWoK,dose2p64,0.111872,chck_50M,50000000,domain_social-relations,5,-0.9994119297713041,-0.8650894165039062,1.6303879619899337,0.2,0.2,0.2
EWoK,dose2p64,0.111872,chck_50M,50000000,domain_spatial-relations,5,1.0401605933904647,-0.9538692450150847,6.435250108767475,0.2,0.2,0.2
EWoK,dose2p64,0.111872,chck_60M,60000000,all,55,0.16473875456828285,0.1123762484639883,3.4472608051352727,0.5454545454545454,0.10909090909090909,0.21818181818181817
EWoK,dose2p64,0.111872,chck_60M,60000000,domain_agent-properties,5,0.5838093574624509,1.9081442235037684,4.161217995817459,0.8,0.2,0.2
EWoK,dose2p64,0.111872,chck_60M,60000000,domain_material-dynamics,5,-0.414624447748065,0.28322863578796387,1.7062066776914935,0.6,0.2,0.2
EWoK,dose2p64,0.111872,chck_60M,60000000,domain_material-properties,5,-0.16454884223639965,0.12689299136400223,0.5706779524709084,0.6,0.4,0.4
EWoK,dose2p64,0.111872,chck_60M,60000000,domain_physical-dynamics,5,-0.5542400488629937,0.11189832771196961,2.6481191209066846,0.6,-0.4,0.0
EWoK,dose2p64,0.111872,chck_60M,60000000,domain_physical-interactions,5,-0.4210221582092345,-1.4911104291677475,3.418978464116338,0.4,-0.2,0.0
EWoK,dose2p64,0.111872,chck_60M,60000000,domain_physical-relations,5,-1.5236881576944143,0.33435986982658505,4.5376504633863615,0.6,0.2,0.2
EWoK,dose2p64,0.111872,chck_60M,60000000,domain_quantitative-properties,5,-0.8471706844866276,-1.2559085339307785,1.0630951953660521,0.4,0.2,0.4
EWoK,dose2p64,0.111872,chck_60M,60000000,domain_social-interactions,5,0.49670122712850573,0.10626431554555893,2.340484901449998,0.6,0.0,0.2
EWoK,dose2p64,0.111872,chck_60M,60000000,domain_social-properties,5,0.894359081517905,-1.2243886888027191,2.9615384763866373,0.4,0.0,0.0
EWoK,dose2p64,0.111872,chck_60M,60000000,domain_social-relations,5,1.086471091490239,1.105717033147812,1.6317314480753222,0.6,0.6,0.6
EWoK,dose2p64,0.111872,chck_60M,60000000,domain_spatial-relations,5,2.6760798818897458,-0.24030334409326315,6.299216976125199,0.4,0.0,0.2
EWoK,dose2p64,0.111872,chck_70M,70000000,all,55,-0.34577533704525026,0.1821557618677616,3.1673202927840065,0.5636363636363636,0.01818181818181818,0.14545454545454545
EWoK,dose2p64,0.111872,chck_70M,70000000,domain_agent-properties,5,-1.485294083505869,-1.8122942307963967,3.442918125165758,0.4,0.0,0.0
EWoK,dose2p64,0.111872,chck_70M,70000000,domain_material-dynamics,5,0.628683767421171,0.5939664130564779,1.9303724527810724,0.6,0.0,0.2
EWoK,dose2p64,0.111872,chck_70M,70000000,domain_material-properties,5,-0.3896998666226864,0.1821557618677616,1.0278031301842339,0.6,-0.2,0.0
EWoK,dose2p64,0.111872,chck_70M,70000000,domain_physical-dynamics,5,-1.4899518687976525,0.5587105160811916,4.42984253921285,0.6,0.0,0.2
EWoK,dose2p64,0.111872,chck_70M,70000000,domain_physical-interactions,5,-0.0377518299035728,0.11756347492337227,1.7314989009580468,0.6,0.2,0.2
EWoK,dose2p64,0.111872,chck_70M,70000000,domain_physical-relations,5,-1.392826949362643,0.12282489356584847,3.599123136819689,0.6,0.0,0.0
EWoK,dose2p64,0.111872,chck_70M,70000000,domain_quantitative-properties,5,-1.3265685334801673,-0.5029461234807968,2.7508145675133986,0.4,-0.4,0.0
EWoK,dose2p64,0.111872,chck_70M,70000000,domain_social-interactions,5,0.19292405541054905,1.1030169322621077,1.924418623323901,0.6,0.0,0.4
EWoK,dose2p64,0.111872,chck_70M,70000000,domain_social-properties,5,-1.3213783676736057,-0.9250194430351257,4.494130486174572,0.4,0.0,0.0
EWoK,dose2p64,0.111872,chck_70M,70000000,domain_social-relations,5,0.9671591046731919,0.8561851810663939,0.5295503347427505,1.0,0.2,0.2
EWoK,dose2p64,0.111872,chck_70M,70000000,domain_spatial-relations,5,1.8511758643435314,-0.12528945435769856,3.5898091274502733,0.4,0.4,0.4
EWoK,dose2p64,0.111872,chck_80M,80000000,all,55,-0.29596345308289695,0.1289599807932973,3.2283599468964583,0.5272727272727272,0.07272727272727272,0.18181818181818182
EWoK,dose2p64,0.111872,chck_80M,80000000,domain_agent-properties,5,-1.0075965341180564,-0.42374290246516466,3.6180249718358284,0.4,0.0,0.0
EWoK,dose2p64,0.111872,chck_80M,80000000,domain_material-dynamics,5,0.4101461751386523,0.3192710876464844,0.7517839066927825,0.8,0.0,0.0
EWoK,dose2p64,0.111872,chck_80M,80000000,domain_material-properties,5,-0.5356748607009649,-0.26247891783714294,1.3280753707984103,0.4,0.0,0.2
EWoK,dose2p64,0.111872,chck_80M,80000000,domain_physical-dynamics,5,-1.0954415838699787,1.6521188688930124,4.78673547926589,0.6,0.0,0.2
EWoK,dose2p64,0.111872,chck_80M,80000000,domain_physical-interactions,5,-0.011439011059701442,0.21308919042348862,1.757410410484292,0.8,0.4,0.4
EWoK,dose2p64,0.111872,chck_80M,80000000,domain_physical-relations,5,-1.873471922520548,0.9815254905261099,4.945627875535763,0.6,0.4,0.4
EWoK,dose2p64,0.111872,chck_80M,80000000,domain_quantitative-properties,5,-0.8128385024145246,-0.35500373132526875,3.031186706191611,0.4,-0.2,0.4
EWoK,dose2p64,0.111872,chck_80M,80000000,domain_social-interactions,5,-0.48706364664249124,0.3668060938362032,1.608263689058549,0.6,0.0,0.0
EWoK,dose2p64,0.111872,chck_80M,80000000,domain_social-properties,5,-0.6355690941214561,-0.8230853080749512,2.4681471920541815,0.2,0.0,0.0
EWoK,dose2p64,0.111872,chck_80M,80000000,domain_social-relations,5,0.670863747317344,0.4895048141479492,1.1713390975127917,0.6,0.2,0.2
EWoK,dose2p64,0.111872,chck_80M,80000000,domain_spatial-relations,5,2.122487249079859,-0.22679130561300553,4.248949231534635,0.4,0.0,0.2
Entity,dose1,0.042352,chck_10M,10000000,all,90,-0.03760732329554028,-0.19235710054636002,1.247170107363493,0.4777777777777778,-0.08888888888888889,0.044444444444444446
Entity,dose1,0.042352,chck_10M,10000000,nonzero_ops,75,0.007197006146113078,-0.09747344255447388,1.2255692614943832,0.49333333333333335,-0.10666666666666667,0.04
Entity,dose1,0.042352,chck_10M,10000000,numops_1,15,0.19084257582823436,0.21398977935314178,1.3804956574507308,0.6666666666666666,-0.2,0.0
Entity,dose1,0.042352,chck_10M,10000000,numops_2,15,-0.1573926071325938,-0.2961433380842209,1.079398679153132,0.4666666666666667,-0.06666666666666667,0.06666666666666667
Entity,dose1,0.042352,chck_10M,10000000,numops_3,15,0.06270573437213897,-0.09747344255447388,1.1115508074909415,0.4666666666666667,0.0,0.06666666666666667
Entity,dose1,0.042352,chck_10M,10000000,numops_4,15,0.4080193450053533,0.7028065621852875,1.2710868844884282,0.6666666666666666,-0.06666666666666667,0.06666666666666667
Entity,dose1,0.042352,chck_10M,10000000,numops_5,15,-0.46819001734256743,-0.5741043835878372,1.0665248308628021,0.2,-0.2,0.0
Entity,dose1,0.042352,chck_10M,10000000,split_ambiref,30,0.11572461376587549,0.10932884365320206,1.2163470801635583,0.5666666666666667,-0.06666666666666667,0.06666666666666667
Entity,dose1,0.042352,chck_10M,10000000,split_ambiref_nonzero_ops,25,0.046097582578659056,0.004667907953262329,1.2648730757479782,0.56,-0.12,0.04
Entity,dose1,0.042352,chck_10M,10000000,split_ambiref_zero_ops,5,0.4638597697019577,0.509445071220398,0.8555957711532706,0.6,0.2,0.2
Entity,dose1,0.042352,chck_10M,10000000,split_move_contents,30,0.05527121822039286,0.0658000037074089,1.3062721937642072,0.5333333333333333,-0.06666666666666667,0.0
Entity,dose1,0.042352,chck_10M,10000000,split_move_contents_nonzero_ops,25,0.150445157289505,0.0803258866071701,1.188253940191824,0.56,-0.08,0.0
Entity,dose1,0.042352,chck_10M,10000000,split_move_contents_zero_ops,5,-0.42059847712516785,-0.23058640956878662,1.7048761752586081,0.4,0.0,0.0
Entity,dose1,0.042352,chck_10M,10000000,split_regular,30,-0.2838178018728892,-0.39806894212961197,1.1780050340812693,0.3333333333333333,-0.13333333333333333,0.06666666666666667
Entity,dose1,0.042352,chck_10M,10000000,split_regular_nonzero_ops,25,-0.17495172142982482,-0.2991066873073578,1.1995821244982767,0.36,-0.12,0.08
Entity,dose1,0.042352,chck_10M,10000000,split_regular_zero_ops,5,-0.8281482040882111,-1.0630881488323212,0.8807009087736913,0.2,-0.2,0.0
Entity,dose1,0.042352,chck_10M,10000000,zero_ops,15,-0.26162897050380707,-0.27115777134895325,1.3275077206952424,0.4,0.0,0.06666666666666667
Entity,dose1,0.042352,chck_20M,20000000,all,90,-0.3227447701825036,-0.1949957013130188,1.6387416109940773,0.4444444444444444,-0.022222222222222223,0.044444444444444446
Entity,dose1,0.042352,chck_20M,20000000,nonzero_ops,75,-0.36819251616795856,-0.22833985090255737,1.602322190608061,0.4266666666666667,-0.02666666666666667,0.05333333333333334
Entity,dose1,0.042352,chck_20M,20000000,numops_1,15,-0.31959070563316344,-0.16165155172348022,2.298610738300147,0.4666666666666667,-0.13333333333333333,0.0
Entity,dose1,0.042352,chck_20M,20000000,numops_2,15,-0.14423998792966206,-0.030117452144622803,1.217218449773096,0.4666666666666667,0.0,0.0
Entity,dose1,0.042352,chck_20M,20000000,numops_3,15,-0.5873826026916504,-0.7164000272750854,1.4749000952268292,0.4,-0.06666666666666667,0.06666666666666667
Entity,dose1,0.042352,chck_20M,20000000,numops_4,15,-0.6377395570278168,-0.6305325031280518,1.398355606080135,0.2,0.0,0.06666666666666667
Entity,dose1,0.042352,chck_20M,20000000,numops_5,15,-0.1520097275575002,0.05278497934341431,1.3119715963666707,0.6,0.06666666666666667,0.13333333333333333
Entity,dose1,0.042352,chck_20M,20000000,split_ambiref,30,-0.12136039038499197,-0.07663339376449585,1.8791527135702952,0.5,-0.06666666666666667,0.03333333333333333
Entity,dose1,0.042352,chck_20M,20000000,split_ambiref_nonzero_ops,25,-0.3346136784553528,-0.24649381637573242,1.909854783270446,0.48,-0.08,0.04
Entity,dose1,0.042352,chck_20M,20000000,split_ambiref_zero_ops,5,0.9449060499668122,1.162978708744049,1.2590687484891379,0.6,0.0,0.0
Entity,dose1,0.042352,chck_20M,20000000,split_move_contents,30,-0.4960741549730301,-0.2563987076282501,1.4391603785237381,0.43333333333333335,-0.03333333333333333,0.0
Entity,dose1,0.042352,chck_20M,20000000,split_move_contents_nonzero_ops,25,-0.2580078649520874,-0.07164734601974487,1.224129687656903,0.48,-0.04,0.0
Entity,dose1,0.042352,chck_20M,20000000,split_move_contents_zero_ops,5,-1.6864056050777436,-0.8715335726737976,1.798433028035943,0.2,0.0,0.0
Entity,dose1,0.042352,chck_20M,20000000,split_regular,30,-0.35079976518948874,-0.15264567732810974,1.5435798845463315,0.4,0.03333333333333333,0.1
Entity,dose1,0.042352,chck_20M,20000000,split_regular_nonzero_ops,25,-0.5119560050964356,-0.2427404522895813,1.588185847344849,0.32,0.04,0.12
Entity,dose1,0.042352,chck_20M,20000000,split_regular_zero_ops,5,0.45498143434524535,0.22588711977005005,0.9513262960181721,0.8,0.0,0.0
Entity,dose1,0.042352,chck_20M,20000000,zero_ops,15,-0.09550604025522867,0.05135035514831543,1.792678851493193,0.5333333333333333,0.0,0.0
Entity,dose1,0.042352,chck_30M,30000000,all,90,-1.2331184247508644,-0.3353103185072541,4.19814321111345,0.4111111111111111,-0.14444444444444443,0.03333333333333333
Entity,dose1,0.042352,chck_30M,30000000,nonzero_ops,75,-1.3632916017062962,-0.3385242596268654,4.0001881702690145,0.4,-0.14666666666666667,0.04
Entity,dose1,0.042352,chck_30M,30000000,numops_1,15,-2.69270045204709,-1.4167044907808304,5.07244931149907,0.4,-0.26666666666666666,0.06666666666666667
Entity,dose1,0.042352,chck_30M,30000000,numops_2,15,-1.7366501840452353,-1.3947364538908005,3.8559001965916546,0.3333333333333333,0.0,0.06666666666666667
Entity,dose1,0.042352,chck_30M,30000000,numops_3,15,-1.3963719504264493,-0.44001689553260803,2.5404660020111414,0.3333333333333333,-0.2,0.0
Entity,dose1,0.042352,chck_30M,30000000,numops_4,15,-1.2064446871479353,-0.33209637738764286,3.3574434328043368,0.26666666666666666,-0.2,0.0
Entity,dose1,0.042352,chck_30M,30000000,numops_5,15,0.21570926513522864,1.3989653401076794,4.154246166058007,0.6666666666666666,-0.06666666666666667,0.06666666666666667
Entity,dose1,0.042352,chck_30M,30000000,split_ambiref,30,-1.596532421434919,-1.0004551820456982,5.208521598690649,0.43333333333333335,-0.13333333333333333,0.0
Entity,dose1,0.042352,chck_30M,30000000,split_ambiref_nonzero_ops,25,-2.0459167127497495,-2.720040898770094,5.216392333232846,0.4,-0.16,0.0
Entity,dose1,0.042352,chck_30M,30000000,split_ambiref_zero_ops,5,0.6503890351392329,2.1365096867084503,4.54533292011641,0.6,0.0,0.0
Entity,dose1,0.042352,chck_30M,30000000,split_move_contents,30,-1.4980452196362117,-0.7492507062852383,3.8911984397823933,0.4,-0.13333333333333333,0.06666666666666667
Entity,dose1,0.042352,chck_30M,30000000,split_move_contents_nonzero_ops,25,-1.287553391866386,-1.0584845170378685,3.6424304606458793,0.4,-0.16,0.08
Entity,dose1,0.042352,chck_30M,30000000,split_move_contents_zero_ops,5,-2.550504358485341,-0.2553660422563553,4.814857131488782,0.4,0.0,0.0
Entity,dose1,0.042352,chck_30M,30000000,split_regular,30,-0.6047776331814627,-0.23597222194075584,3.1632307268483855,0.4,-0.16666666666666666,0.03333333333333333
Entity,dose1,0.042352,chck_30M,30000000,split_regular_nonzero_ops,25,-0.7564047005027532,-0.18731223791837692,2.585815640822031,0.4,-0.12,0.04
Entity,dose1,0.042352,chck_30M,30000000,split_regular_zero_ops,5,0.15335770342499017,-1.5433595925569534,5.0906027265672265,0.4,-0.4,0.0
Entity,dose1,0.042352,chck_30M,30000000,zero_ops,15,-0.582252539973706,-0.2553660422563553,5.023003071703898,0.4666666666666667,-0.13333333333333333,0.0
Entity,dose1,0.042352,chck_40M,40000000,all,90,0.9402976883057919,1.144973961636424,5.254634422930797,0.5444444444444444,0.03333333333333333,0.1111111111111111
Entity,dose1,0.042352,chck_40M,40000000,nonzero_ops,75,1.4981636057049037,1.7143202871084213,5.281949805595881,0.6,0.05333333333333334,0.13333333333333333
Entity,dose1,0.042352,chck_40M,40000000,numops_1,15,0.9553602333491047,1.068427860736847,4.924739860308712,0.6,-0.13333333333333333,0.0
Entity,dose1,0.042352,chck_40M,40000000,numops_2,15,0.9980025713642439,2.17279002815485,4.777109179762922,0.6666666666666666,0.13333333333333333,0.13333333333333333
Entity,dose1,0.042352,chck_40M,40000000,numops_3,15,0.8768638997028272,-0.37979212403297424,4.7745775752725965,0.4666666666666667,0.0,0.13333333333333333
Entity,dose1,0.042352,chck_40M,40000000,numops_4,15,1.3492027795563142,1.2215200625360012,6.27484324183715,0.6,0.2,0.26666666666666666
Entity,dose1,0.042352,chck_40M,40000000,numops_5,15,3.3113885445520284,3.0655584260821342,5.100009932596406,0.6666666666666666,0.06666666666666667,0.13333333333333333
Entity,dose1,0.042352,chck_40M,40000000,split_ambiref,30,0.21439697553093234,-0.4499499909579754,5.4175344813871815,0.4666666666666667,0.03333333333333333,0.1
Entity,dose1,0.042352,chck_40M,40000000,split_ambiref_nonzero_ops,25,0.9516786503046751,0.4963957518339157,5.302259973651771,0.52,0.04,0.12
Entity,dose1,0.042352,chck_40M,40000000,split_ambiref_zero_ops,5,-3.4720113983377816,-2.500596578232944,4.384147233208619,0.2,0.0,0.0
Entity,dose1,0.042352,chck_40M,40000000,split_move_contents,30,2.45107349815468,2.2845037765800953,5.097741858100274,0.6666666666666666,0.03333333333333333,0.13333333333333333
Entity,dose1,0.042352,chck_40M,40000000,split_move_contents_nonzero_ops,25,3.2180462089926003,2.5227572210133076,5.00897325168367,0.72,0.08,0.16
Entity,dose1,0.042352,chck_40M,40000000,split_move_contents_zero_ops,5,-1.3837900560349226,-1.5035951249301434,3.5812501944783675,0.4,-0.2,0.0
Entity,dose1,0.042352,chck_40M,40000000,split_regular,30,0.15542259123176336,0.4325125217437744,4.906270736176565,0.5,0.03333333333333333,0.1
Entity,dose1,0.042352,chck_40M,40000000,split_regular_nonzero_ops,25,0.3247659578174353,1.2215200625360012,5.085243688024461,0.56,0.04,0.12
Entity,dose1,0.042352,chck_40M,40000000,split_regular_zero_ops,5,-0.6912942416965961,-1.8483181465417147,3.777581648729119,0.2,0.0,0.0
Entity,dose1,0.042352,chck_40M,40000000,zero_ops,15,-1.8490318986897667,-1.8707818295806646,4.103132622016654,0.26666666666666666,-0.06666666666666667,0.0
Entity,dose1,0.042352,chck_50M,50000000,all,90,1.3647775214967421,0.5362827070057392,5.535360454822439,0.5333333333333333,-0.022222222222222223,0.08888888888888889
Entity,dose1,0.042352,chck_50M,50000000,nonzero_ops,75,1.580119681940414,0.553138367831707,5.695725780099992,0.5466666666666666,-0.013333333333333334,0.09333333333333334
Entity,dose1,0.042352,chck_50M,50000000,numops_1,15,2.085196119725394,0.8489702744409442,4.396170480395014,0.6666666666666666,0.06666666666666667,0.06666666666666667
Entity,dose1,0.042352,chck_50M,50000000,numops_2,15,2.208904173737392,2.627732032444328,4.8632228258415235,0.8,0.0,0.06666666666666667
Entity,dose1,0.042352,chck_50M,50000000,numops_3,15,1.6774995071037362,-0.007116938009858131,5.669281946202691,0.4666666666666667,-0.06666666666666667,0.06666666666666667
Entity,dose1,0.042352,chck_50M,50000000,numops_4,15,-0.6580489188743134,-1.0711245452985168,3.7757069966913317,0.2,-0.06666666666666667,0.06666666666666667
Entity,dose1,0.042352,chck_50M,50000000,numops_5,15,2.5870475280098617,2.184660207480192,8.133217764529013,0.6,0.0,0.2
Entity,dose1,0.042352,chck_50M,50000000,split_ambiref,30,1.5711018154048362,2.0707741357618943,4.799249803476235,0.6333333333333333,-0.1,0.06666666666666667
Entity,dose1,0.042352,chck_50M,50000000,split_ambiref_nonzero_ops,25,1.8642862700438128,2.3134503208566457,4.987732243176568,0.64,-0.08,0.08
Entity,dose1,0.042352,chck_50M,50000000,split_ambiref_zero_ops,5,0.10517954220995307,1.8280979506671429,3.3512256975061634,0.6,-0.2,0.0
Entity,dose1,0.042352,chck_50M,50000000,split_move_contents,30,2.8392724338375652,1.1700012534856796,7.168155772153965,0.5333333333333333,0.06666666666666667,0.13333333333333333
Entity,dose1,0.042352,chck_50M,50000000,split_move_contents_nonzero_ops,25,3.425306643117219,2.184660207480192,7.355319365120526,0.6,0.08,0.12
Entity,dose1,0.042352,chck_50M,50000000,split_move_contents_zero_ops,5,-0.09089861256070435,-2.1269247417803854,5.242904290106704,0.2,0.0,0.2
Entity,dose1,0.042352,chck_50M,50000000,split_regular,30,-0.316041684752175,-0.4341524285264313,3.530372796112962,0.43333333333333335,-0.03333333333333333,0.06666666666666667
Entity,dose1,0.042352,chck_50M,50000000,split_regular_nonzero_ops,25,-0.5492338673397898,-0.4782071867957711,3.213420060375453,0.4,-0.04,0.08
Entity,dose1,0.042352,chck_50M,50000000,split_regular_zero_ops,5,0.8499192281858996,2.8182117373216897,4.638910673260541,0.6,0.0,0.0
Entity,dose1,0.042352,chck_50M,50000000,zero_ops,15,0.28806671927838273,-1.384328968822956,4.49929594452929,0.4666666666666667,-0.06666666666666667,0.06666666666666667
Entity,dose1,0.042352,chck_60M,60000000,all,90,1.0495575497082124,0.6846807615365833,5.610675863969769,0.5333333333333333,0.03333333333333333,0.13333333333333333
Entity,dose1,0.042352,chck_60M,60000000,nonzero_ops,75,1.1158758839281897,0.6294942605309188,5.8862905806427435,0.52,0.05333333333333334,0.14666666666666667
Entity,dose1,0.042352,chck_60M,60000000,numops_1,15,1.8817096611795325,0.8289462476968765,7.155662511309943,0.6666666666666666,-0.2,0.06666666666666667
Entity,dose1,0.042352,chck_60M,60000000,numops_2,15,-0.6402219250798226,-1.087673682719469,4.343190733698073,0.3333333333333333,0.0,0.06666666666666667
Entity,dose1,0.042352,chck_60M,60000000,numops_3,15,3.255374406216045,2.9814759641885757,6.393374246545309,0.7333333333333333,0.26666666666666666,0.26666666666666666
Entity,dose1,0.042352,chck_60M,60000000,numops_4,15,1.4375686385979256,-0.6780367307364941,4.85362494958517,0.4666666666666667,0.13333333333333333,0.13333333333333333
Entity,dose1,0.042352,chck_60M,60000000,numops_5,15,-0.3550513612727324,-1.8566907346248627,5.312947850394408,0.4,0.06666666666666667,0.2
