mode,family,slot,subgroup,slope_per_rho,intercept,r2,n,mean_dose1,mean_dose1p82,mean_dose2p64,dose2p64_minus_dose1
checkpoint,EWoK,chck_20M,domain_quantitative-properties,5.311117957235119,-0.37319966928647635,0.4034297365488001,3,-0.018679025769233703,-0.2228342652320862,0.35060955584049225,0.36928858160972594
checkpoint,EWoK,chck_20M,domain_social-interactions,-12.872681244194291,0.8333709223986926,0.9550206924278918,3,0.23213550448417664,-0.047241204977035524,-0.6627991020679473,-0.894934606552124
checkpoint,EWoK,chck_20M,domain_social-properties,10.696855556783788,-0.9855305673764139,0.7089257655259031,3,-0.6700208067893982,0.11452118158340455,0.07356127500534057,0.7435820817947388
checkpoint,EWoK,chck_20M,domain_social-relations,4.906967065152736,-0.4872085609675061,0.9969341132420252,3,-0.2739288866519928,-0.11970538496971131,0.06720597743988037,0.34113486409187316
checkpoint,EWoK,chck_20M,domain_spatial-relations,11.262742267092044,-0.4521262029292954,0.32189795147142797,3,0.3528567671775818,-0.23966114372015,1.1359936147928238,0.783136847615242
checkpoint,EWoK,chck_30M,all,-2.3642873390149926,0.1403162144566583,0.9985125591569594,3,0.03835302595557137,-0.038354999938217754,-0.1260130728044632,-0.16436609876003455
checkpoint,EWoK,chck_30M,domain_agent-properties,-43.918956992795835,2.8529492316218548,0.9908486104957903,3,0.9082076739519834,-0.3646699596196413,-2.1450772060081365,-3.05328487996012
checkpoint,EWoK,chck_30M,domain_material-dynamics,10.235054981011977,-0.145793613731807,0.1259342092773178,3,-0.2533338785171509,1.7258135393261909,0.45795805752277374,0.7112919360399246
checkpoint,EWoK,chck_30M,domain_material-properties,11.408384648790415,-1.0975586386026703,0.3269849875431168,3,-0.2859993126243353,-0.8746780462563037,0.5072627812623978,0.7932620938867331
checkpoint,EWoK,chck_30M,domain_physical-dynamics,54.82531743895596,-4.673739192683659,0.8852884868042181,3,-1.9558081291615963,-1.2377314567565918,1.8558302454650402,3.8116383746266367
checkpoint,EWoK,chck_30M,domain_physical-interactions,-51.524758848526616,3.52857590865907,0.7026062391776426,3,2.0189810574054716,-1.7904866248369218,-1.5627105176448821,-3.5816915750503537
checkpoint,EWoK,chck_30M,domain_physical-relations,49.436099131330685,-3.5036463507833626,0.9990487001435564,3,-1.3793211170472204,0.2476363956928253,2.057490586442873,3.4368117034900934
checkpoint,EWoK,chck_30M,domain_quantitative-properties,7.7383513367843495,-0.3472791808171847,0.0834263652074747,3,-0.5341799043118953,1.279010173678398,0.0035533398389816285,0.537733244150877
checkpoint,EWoK,chck_30M,domain_social-interactions,-15.04552861936263,0.9865199594374767,0.8787462356395193,3,0.2371763914823532,0.050531099736690524,-0.808840385824442,-1.0460167773067952
checkpoint,EWoK,chck_30M,domain_social-properties,14.972290639000416,-1.1664203917558984,0.9884015300916632,3,-0.49977217614650726,-0.07685584500432015,0.541116451472044,1.0408886276185512
checkpoint,EWoK,chck_30M,domain_social-relations,-39.425938668471886,3.8981210946108287,0.49035966696120636,3,3.034800577163696,-0.7556722618639469,0.2942806132137775,-2.7405199639499185
checkpoint,EWoK,chck_30M,domain_spatial-relations,-24.707475775881758,1.2117495330685926,0.18683538304719804,3,-0.8688678966835142,1.3751979865832253,-2.5870077665895224,-1.7181398699060082
checkpoint,EWoK,chck_40M,all,8.116911849310114,-0.7860641094623886,0.22029919895245298,3,-0.13591163226784292,-0.7729989819948307,0.4285171407423067,0.5644287730101496
checkpoint,EWoK,chck_40M,domain_agent-properties,38.9243557371204,-5.629049804879811,0.11343208419055395,3,-1.7971488554030657,-6.994961998891085,0.9098775933030993,2.707026448706165
checkpoint,EWoK,chck_40M,domain_material-dynamics,7.04748396889598,0.3713825593890545,0.47467479442062865,3,0.8186118245124817,0.6173075877130032,1.30862139724195,0.4900095727294683
checkpoint,EWoK,chck_40M,domain_material-properties,-1.9431010102900195,-0.30655630318780747,0.03262316830095735,3,-0.17655084356665612,-0.881105344183743,-0.3115374819375575,-0.13498663837090136
checkpoint,EWoK,chck_40M,domain_physical-dynamics,34.993739553646584,-2.5782753897472284,0.9981418949061625,3,-1.0659270968288184,0.05984098669141531,1.3668516241945325,2.432778721023351
checkpoint,EWoK,chck_40M,domain_physical-interactions,-51.59785648777827,2.3966130933553913,0.6267686337958263,3,1.0102293722331523,-3.1807588051538915,-2.5764857983216642,-3.5867151705548164
checkpoint,EWoK,chck_40M,domain_physical-relations,40.976028340923,-2.2428850052399825,0.6069382551729796,3,-1.169086037389934,2.24072648154106,1.6792628406314178,2.848348878021352
checkpoint,EWoK,chck_40M,domain_quantitative-properties,2.2680588605588987,-0.4987521306585633,0.006216562231096345,3,-0.9780613511800766,0.8271575689315795,-0.8206508006900549,0.15741055049002173
checkpoint,EWoK,chck_40M,domain_social-interactions,15.027852205650818,-0.5647218567174327,0.31170550618083026,3,0.5197924035601318,-0.30208950862288475,1.5647349755745381,1.0449425720144063
checkpoint,EWoK,chck_40M,domain_social-properties,-5.747206858617124,0.9508717265358971,0.08221355493549665,3,0.32218722309917214,1.2783821150660515,-0.0775359820574522,-0.39972320515662435
checkpoint,EWoK,chck_40M,domain_social-relations,36.0781144905333,-0.43319572670795736,0.866312249568647,3,0.8104225594550372,2.918003422021866,3.3184421570971607,2.5080195976421233
checkpoint,EWoK,chck_40M,domain_spatial-relations,-26.741438458232352,-0.11213636622783207,0.11967658108090085,3,0.2105028465623036,-5.085491307056509,-1.6478919768705964,-1.8583948234329
checkpoint,EWoK,chck_50M,all,-3.432534164212824,0.405634969778589,0.21150644508430894,3,0.39323568600441583,-0.12509409382394304,0.15466713346964256,-0.23856855253477327
checkpoint,EWoK,chck_50M,domain_agent-properties,-22.832822282971616,2.1467955543927415,0.0323236086761165,3,3.686373457778245,-4.628412934113294,2.100189701281488,-1.5861837564967574
checkpoint,EWoK,chck_50M,domain_material-dynamics,-21.660478366570494,1.9062583966277082,0.9314154005459472,3,0.8709625901654363,0.471719054505229,-0.6349281620234251,-1.5058907521888614
checkpoint,EWoK,chck_50M,domain_material-properties,-17.43712848612677,2.1167117159925253,0.9348663865954813,3,1.470561273023486,0.5872242048382759,0.2583746176213026,-1.2121866554021834
checkpoint,EWoK,chck_50M,domain_physical-dynamics,-17.782343640339253,0.6976826240891886,0.9832298512553538,3,-0.10203124396502972,-0.5804781639948488,-1.3382812269032,-1.2362499829381703
checkpoint,EWoK,chck_50M,domain_physical-interactions,10.115564685327309,-1.2538577467005787,0.9851836662709438,3,-0.8005535697564483,-0.5235364203341305,-0.09730805344879627,0.7032455163076521
checkpoint,EWoK,chck_50M,domain_physical-relations,30.796861335604824,-2.892135363916897,0.9993980491037855,3,-1.5726618845714255,-0.547418015790754,0.5683428974356503,2.1410047820070757
checkpoint,EWoK,chck_50M,domain_quantitative-properties,-5.082509036120533,0.2993090581978227,0.02153251004778922,3,-0.6033670157194138,1.2825057562440634,-0.95701953638345,-0.3536525206640363
checkpoint,EWoK,chck_50M,domain_social-interactions,-21.376579534426195,1.64081726310175,0.40647597811359826,3,1.253749981150031,-1.0445303954184055,-0.2321112122386694,-1.4858611933887005
checkpoint,EWoK,chck_50M,domain_social-properties,44.91412219881381,-2.611502218619854,0.8218206865292178,3,-1.1289058070629836,1.691681057959795,1.9933307792060078,3.1222365862689916
checkpoint,EWoK,chck_50M,domain_social-relations,-42.8924441843792,3.7429455582757667,0.9957715712721034,3,1.9824449703097344,0.32289402689784763,-0.9994119297713041,-2.9818569000810387
checkpoint,EWoK,chck_50M,domain_spatial-relations,25.47988150484705,-1.3310401738756936,0.5324473440897368,3,-0.7309802053030581,1.5923167971428485,1.0401605933904647,1.7711407986935228
checkpoint,EWoK,chck_60M,all,1.9640920010109346,-0.31700002574091407,0.02214094296372393,3,0.028074502551250838,-0.6894324344604023,0.16473875456828285,0.13666425201703203
checkpoint,EWoK,chck_60M,domain_agent-properties,-36.41389349586418,3.0043015293994286,0.1635214971529868,3,3.114542440418154,-3.1095829865895213,0.5838093574624509,-2.5307330829557033
checkpoint,EWoK,chck_60M,domain_material-dynamics,2.8808354129930764,-0.33999390014538455,0.020785340206533442,3,-0.6147174678742886,0.6758242029696703,-0.414624447748065,0.2000930201262236
checkpoint,EWoK,chck_60M,domain_material-properties,12.189002648803843,-1.2811706189819514,0.49529634925593313,3,-1.011814644932747,0.15270425900816917,-0.16454884223639965,0.8472658026963473
checkpoint,EWoK,chck_60M,domain_physical-dynamics,8.91299705139612,-1.5111137503313117,0.9518472221283196,3,-1.1738530851900577,-0.7432797270826995,-0.5542400488629937,0.619613036327064
checkpoint,EWoK,chck_60M,domain_physical-interactions,16.164727845688557,-3.24041513780917,0.09338649030051882,3,-1.54525929922238,-4.015351157262922,-0.4210221582092345,1.1242371410131455
checkpoint,EWoK,chck_60M,domain_physical-relations,-8.591526845914458,-0.11224045012976613,0.12791993858187223,3,-0.9261979879811406,0.12556660864502192,-1.5236881576944143,-0.5974901697132737
checkpoint,EWoK,chck_60M,domain_quantitative-properties,-4.282289152401138,-0.33748886246661003,0.8874416722887525,3,-0.5494518544524908,-0.6065259501338005,-0.8471706844866276,-0.2977188300341368
checkpoint,EWoK,chck_60M,domain_social-interactions,-2.47801863243657,0.330418379998351,0.01242292068022699,3,0.6687689850106835,-0.7474898146465421,0.49670122712850573,-0.17206775788217776
checkpoint,EWoK,chck_60M,domain_social-properties,0.47553085599847894,1.5633746017510144,0.00017465771446656397,3,0.8616325344890357,3.0441433995962144,0.894359081517905,0.032726547028869346
checkpoint,EWoK,chck_60M,domain_social-relations,-28.119248614618343,2.9083480667863584,0.1538195659492162,3,3.0407120146788658,-1.907358357310295,1.086471091490239,-1.9542409231886269
checkpoint,EWoK,chck_60M,domain_spatial-relations,60.86689493747489,-4.471020141221013,0.9289889136401435,3,-1.5555421068798752,-0.45240725625772027,2.6760798818897458,4.231621988769621
checkpoint,EWoK,chck_70M,all,-5.625250460887695,0.32144389785168614,0.8986960549637304,3,0.045309521482241426,-0.036570433505535634,-0.34577533704525026,-0.3910848585274917
checkpoint,EWoK,chck_70M,domain_agent-properties,-62.47150495828381,5.9950802690765626,0.8668081221287484,3,2.8579511547926812,2.160175892873667,-1.485294083505869,-4.34324523829855
checkpoint,EWoK,chck_70M,domain_material-dynamics,5.561006870795593,-0.5376771384678377,0.04037082647877133,3,0.2418321141973138,-1.1970417235046624,0.628683767421171,0.3868516532238573
checkpoint,EWoK,chck_70M,domain_material-properties,-8.953908919216767,0.5636960774239476,0.9326593285931633,3,0.23275365605950354,-0.2233986621722579,-0.3896998666226864,-0.6224535226821899
checkpoint,EWoK,chck_70M,domain_physical-dynamics,-2.695957167003921,-1.023114675572181,0.09687415681207501,3,-1.3024528864771128,-0.9006327862851322,-1.4899518687976525,-0.18749898232053974
checkpoint,EWoK,chck_70M,domain_physical-interactions,27.305102789650032,-3.6134727270291895,0.5252931658362154,3,-1.9362423569895326,-2.5495522944256663,-0.0377518299035728,1.8984905270859598
checkpoint,EWoK,chck_70M,domain_physical-relations,5.585131135971434,-2.0515395111928014,0.9162608792842812,3,-1.7811208631610498,-1.6885841435345355,-1.392826949362643,0.3882939137984067
checkpoint,EWoK,chck_70M,domain_quantitative-properties,-21.20272046364825,1.1532127543602222,0.939724536773068,3,0.14749419763684274,-0.2664095640182495,-1.3265685334801673,-1.47406273111701
checkpoint,EWoK,chck_70M,domain_social-interactions,-33.342579791667205,3.290147720854019,0.5279457338945521,3,2.510608956590295,-0.5466956287622452,0.19292405541054905,-2.317684901179746
checkpoint,EWoK,chck_70M,domain_social-properties,-22.245193837383944,2.2599702794139396,0.14309206412434305,3,0.22561037689447402,2.729386705905199,-1.3213783676736057,-1.5469887445680797
checkpoint,EWoK,chck_70M,domain_social-relations,-3.4838821473558808,0.9670811065992266,0.03117920257968987,3,1.2091791958548128,-0.08107021222822368,0.9671591046731919,-0.24202009118162093
checkpoint,EWoK,chck_70M,domain_spatial-relations,54.06675141837807,-3.4675012790973603,0.6885749160450552,3,-1.9072088090935722,2.1615476475912145,1.8511758643435314,3.758384673437104
checkpoint,EWoK,chck_80M,all,-9.126993634014164,0.7217112531821454,0.9996596893192402,3,0.33854358875065704,0.011078408611303365,-0.29596345308289695,-0.634507041833554
checkpoint,EWoK,chck_80M,domain_agent-properties,-44.46699164119525,3.4582008295226805,0.754750672558731,3,2.0835145720280708,-0.9884872635826468,-1.0075965341180564,-3.091111106146127
checkpoint,EWoK,chck_80M,domain_material-dynamics,1.4023677531854335,0.37945230998609764,0.04740330876319876,3,0.3127116415649652,0.7399284787476063,0.4101461751386523,0.09743453357368709
checkpoint,EWoK,chck_80M,domain_material-properties,-19.204577203530892,1.3175274676107107,0.6302805342760158,3,0.799291473440826,-0.7538979184813798,-0.5356748607009649,-1.3349663341417908
checkpoint,EWoK,chck_80M,domain_physical-dynamics,3.89452220765952,-0.9779551301713977,0.019580963359909553,3,-1.3659342005848885,0.42848473954945804,-1.0954415838699787,0.27049261671490976
checkpoint,EWoK,chck_80M,domain_physical-interactions,-3.3774855591623067,0.31315993016494637,0.6184933196428666,3,0.22333928104490042,-0.053781498689204454,-0.011439011059701442,-0.23477829210460185
checkpoint,EWoK,chck_80M,domain_physical-relations,3.377463049207217,-1.775709597595748,0.019915377222952557,3,-2.1080542830750346,-0.5642467755358667,-1.873471922520548,0.23458236055448656
checkpoint,EWoK,chck_80M,domain_quantitative-properties,-19.387928748524267,1.2785961052203034,0.9618270901103866,3,0.5349746245890856,-0.37162879491224887,-0.8128385024145246,-1.3478131270036102
checkpoint,EWoK,chck_80M,domain_social-interactions,-26.77885049368153,2.3421817983087503,0.912401701741228,3,1.37452539075166,-0.056042737793177366,-0.48706364664249124,-1.8615890373941513
checkpoint,EWoK,chck_80M,domain_social-properties,-15.52935172415838,2.0341075873490846,0.10054096699026449,3,0.44446051139384507,2.700808999501169,-0.6355690941214561,-1.0800296055153011
checkpoint,EWoK,chck_80M,domain_social-relations,-9.603940255869654,1.0455414796717986,0.07054996758334564,3,1.338207660894841,-1.0942609237506986,0.670863747317344,-0.667343913577497
checkpoint,EWoK,chck_80M,domain_spatial-relations,29.277842641914315,-1.4762789950636277,0.7675793393673768,3,0.08694280420895666,0.13498618967132642,2.122487249079859,2.035544444870902
checkpoint,Entity,chck_10M,all,-1.516288520883923,0.09046718256938224,0.18499153070170793,3,-0.03760732329554028,0.10127372062868542,-0.14304910120036868,-0.1054417779048284
checkpoint,Entity,chck_10M,nonzero_ops,-0.8414092624306863,0.08496078647942741,0.13836493655116877,3,0.007197006146113078,0.10434753080209096,-0.05131716191768646,-0.05851416806379954
checkpoint,Entity,chck_10M,numops_1,4.265912345379188,-0.07874315444604346,0.4809577537784062,3,0.19084257582823436,0.07237144708633422,0.4874497393767039,0.2966071635484695
checkpoint,Entity,chck_10M,numops_2,0.8854159111038916,0.01717904697918969,0.006968420551187626,3,-0.1573926071325938,0.5097015380859375,-0.09593613147735595,0.06145647565523783
checkpoint,Entity,chck_10M,numops_3,-4.727289747803587,0.3632136905368016,0.47209874373979355,3,0.06270573437213897,0.19928684433301289,-0.26598162651062013,-0.32868736088275907
checkpoint,Entity,chck_10M,numops_4,-11.465529590874326,0.8416095287314269,0.9513922995813286,3,0.4080193450053533,-0.14663190444310506,-0.3890403320391973,-0.7970596770445506
checkpoint,Entity,chck_10M,numops_5,6.834444770041403,-0.7184551794042378,0.9244992685181734,3,-0.46819001734256743,-0.11299027105172475,0.00692254106203715,0.4751125584046046
checkpoint,Entity,chck_10M,split_ambiref,-2.360323863699047,0.28857355374986166,0.2968606088227407,3,0.11572461376587549,0.2523479411999385,-0.04839865763982137,-0.16412327140569685
checkpoint,Entity,chck_10M,split_ambiref_nonzero_ops,-0.9531727882941342,0.1841446843702927,0.0369188425096858,3,0.046097582578659056,0.3060376262664795,-0.020211961269378662,-0.06630954384803772
checkpoint,Entity,chck_10M,split_ambiref_zero_ops,-9.396079240723614,0.8107179006477065,0.9315967766023174,3,0.4638597697019577,-0.016100484132766723,-0.18933213949203492,-0.6531919091939926
checkpoint,Entity,chck_10M,split_move_contents,-3.929843840581093,0.21523345729958687,0.9933026024582604,3,0.05527121822039286,-0.10078809509674708,-0.2179285446802775,-0.2731997629006704
checkpoint,Entity,chck_10M,split_move_contents_nonzero_ops,-0.44165974425556326,0.08714037105917037,0.01154089512914458,3,0.150445157289505,-0.11097810566425323,0.11977872967720032,-0.030666427612304675
checkpoint,Entity,chck_10M,split_move_contents_zero_ops,-21.370764322208743,0.8556988885016696,0.5716075117980217,3,-0.42059847712516785,-0.04983804225921631,-1.9064649164676666,-1.4858664393424987
checkpoint,Entity,chck_10M,split_regular,1.7413021416283714,-0.2324054633413018,0.07228841800461072,3,-0.2838178018728892,0.1522613157828649,-0.16282010128100713,0.12099770059188206
checkpoint,Entity,chck_10M,split_regular_nonzero_ops,-1.1293952547423616,-0.01640269599118077,0.040205091297078166,3,-0.17495172142982482,0.11798307180404663,-0.25351825416088103,-0.07856653273105621
checkpoint,Entity,chck_10M,split_regular_zero_ops,16.09478912348204,-1.3124193000919073,0.7280275181633928,3,-0.8281482040882111,0.3236525356769562,0.2906706631183624,1.1188188672065735
checkpoint,Entity,chck_10M,zero_ops,-4.890684813150106,0.1179991630191563,0.2444855105728193,3,-0.26162897050380707,0.08590466976165771,-0.6017087976137797,-0.34007982710997264
checkpoint,Entity,chck_20M,all,9.871562285884547,-0.7887606838027504,0.9446671134406367,3,-0.3227447701825036,-0.12335888544718425,0.3635483096871111,0.6862930798696147
checkpoint,Entity,chck_20M,nonzero_ops,10.059875292325179,-0.8202279736355295,0.9837030611953145,3,-0.36819251616795856,-0.09638159041603406,0.3311819753050804,0.699374491473039
checkpoint,Entity,chck_20M,numops_1,17.117762065439386,-1.1811566032788388,0.8634284966331673,3,-0.31959070563316344,-0.13428655887643495,0.8704990019400914,1.1900897075732548
checkpoint,Entity,chck_20M,numops_2,7.799194302630835,-0.5592606815348445,0.7733726557075622,3,-0.14423998792966206,-0.12724425047636032,0.3979990005493164,0.5422389884789784
checkpoint,Entity,chck_20M,numops_3,16.904632540135438,-1.1196857455363975,0.7733040335207105,3,-0.5873826026916504,0.551367774605751,0.5877429018417994,1.1751255045334499
checkpoint,Entity,chck_20M,numops_4,12.862373624859185,-1.3623827791192302,0.6729849967833044,3,-0.6377395570278168,-0.7303112988670667,0.2565354824066162,0.894275039434433
checkpoint,Entity,chck_20M,numops_5,-4.384586071438942,0.1213459412916632,0.5017820751869189,3,-0.1520097275575002,-0.04143361846605937,-0.4568665102124214,-0.3048567826549212
checkpoint,Entity,chck_20M,split_ambiref,8.752873838932206,-0.38378921545096123,0.7245843108268533,3,-0.12136039038499197,0.5078280399243037,0.48708954950173694,0.6084499398867289
checkpoint,Entity,chck_20M,split_ambiref_nonzero_ops,11.39190430977221,-0.6052801384096902,0.5380140570050602,3,-0.3346136784553528,0.6969679801166058,0.4572539937496185,0.7918676722049713
checkpoint,Entity,chck_20M,split_ambiref_zero_ops,-4.442278515267806,0.7236653993426834,0.04525673468392244,3,0.9449060499668122,-0.43787166103720665,0.6362673282623291,-0.30863872170448303
checkpoint,Entity,chck_20M,split_move_contents,8.331687565874278,-0.8962235128886816,0.9259155282325371,3,-0.4960741549730301,-0.34827699065208434,0.08316653519868851,0.5792406901717186
checkpoint,Entity,chck_20M,split_move_contents_nonzero_ops,1.7511796026347695,-0.38544966575463313,0.30311148426674694,3,-0.2580078649520874,-0.3569749078154564,-0.13624133050441742,0.12176653444766997
checkpoint,Entity,chck_20M,split_move_contents_zero_ops,41.23422738207181,-3.4500927485589235,0.9995611558914218,3,-1.6864056050777436,-0.30478740483522415,1.180205863714218,2.8666114687919615
checkpoint,Entity,chck_20M,split_regular,12.530125452847159,-1.0862693230686087,0.6011184288719524,3,-0.35079976518948874,-0.529627705613772,0.5203888443609078,0.8711886095503966
checkpoint,Entity,chck_20M,split_regular_nonzero_ops,17.03654196456856,-1.4699541167422652,0.67633294695768,3,-0.5119560050964356,-0.6291378435492515,0.6725332626700401,1.1844892677664758
checkpoint,Entity,chck_20M,split_regular_zero_ops,-10.001957105759846,0.8321546452996744,0.9491914497639343,3,0.45498143434524535,-0.032077015936374666,-0.2403332471847534,-0.6953146815299988
checkpoint,Entity,chck_20M,zero_ops,8.929997253681387,-0.6314242346388553,0.5634352081022762,3,-0.09550604025522867,-0.2582453606029352,0.5253799815972646,0.6208860218524933
checkpoint,Entity,chck_30M,all,20.500602870773278,-1.7832466823733508,0.6257332742023736,3,-1.2331184247508644,0.4341328223339386,0.1919370258330471,1.4250554505839115
checkpoint,Entity,chck_30M,nonzero_ops,20.799946548185567,-1.8512439798494231,0.530041703512516,3,-1.3632916017062962,0.538962738091747,0.08253975830972195,1.4458313600160182
checkpoint,Entity,chck_30M,numops_1,15.432519122368115,-2.570914244578085,0.13753671786577581,3,-2.69270045204709,0.17036713572839896,-1.6201887135704358,1.072511738476654
checkpoint,Entity,chck_30M,numops_2,28.336349546146785,-2.307469971798824,0.4494225949858116,3,-1.7366501840452353,1.1366816059996685,0.23300311205287774,1.969653296098113
checkpoint,Entity,chck_30M,numops_3,40.40480302343612,-2.751090469325348,0.8379507245665235,3,-1.3963719504264493,1.078103474403421,1.4124058187007904,2.8087777691272398
checkpoint,Entity,chck_30M,numops_4,13.453763226083938,-1.8718683080143317,0.8884900729416458,3,-1.2064446871479353,-1.0256177979211012,-0.27109503919879596,0.9353496479491393
checkpoint,Entity,chck_30M,numops_5,6.372297822892874,0.24512309446947345,0.15432603619116148,3,0.21570926513522864,1.3352792722483475,0.6585736135641734,0.4428643484289448
checkpoint,Entity,chck_30M,split_ambiref,41.855630815402584,-3.3483095660957116,0.999381460712504,3,-1.596532421434919,-0.07860863531629245,1.3132614138225713,2.9097938352574904
checkpoint,Entity,chck_30M,split_ambiref_nonzero_ops,42.52165079969039,-3.6899015674167814,0.9672885632622191,3,-2.0459167127497495,-0.09677542380988598,0.9101162169128656,2.956032929662615
checkpoint,Entity,chck_30M,split_ambiref_zero_ops,38.525530893963555,-1.6403495594903654,0.5790165730197994,3,0.6503890351392329,0.012225307151675224,3.3289873983711002,2.6785983632318673
checkpoint,Entity,chck_30M,split_move_contents,18.445285820138476,-1.7341462574642956,0.315520330085738,3,-1.4980452196362117,0.7787925633912285,-0.2159799133737882,1.2820653062624237
checkpoint,Entity,chck_30M,split_move_contents_nonzero_ops,16.38671107518627,-1.3091209611184813,0.19293831185378718,3,-1.287553391866386,1.2998166293650866,-0.14865883387625217,1.1388945579901337
checkpoint,Entity,chck_30M,split_move_contents_zero_ops,28.7381595448995,-3.8592727391933668,0.9753582580798268,3,-2.550504358485341,-1.8263277664780617,-0.5525853108614683,1.9979190476238728
checkpoint,Entity,chck_30M,split_regular,1.2008919767787873,-0.2672842235600456,0.0038346262415963617,3,-0.6047776331814627,0.6022145389268796,-0.521470422949642,0.08330721023182075
checkpoint,Entity,chck_30M,split_regular_nonzero_ops,3.491477769680033,-0.554709411013006,0.03860978282814187,3,-0.7564047005027532,0.4138470087200403,-0.5138381081074477,0.24256659239530554
checkpoint,Entity,chck_30M,split_regular_zero_ops,-10.252036987727449,1.169841713704757,0.11094529526447683,3,0.15335770342499017,1.5440521899610757,-0.5596319971606135,-0.7129897005856036
checkpoint,Entity,chck_30M,zero_ops,19.00388448371187,-1.443260194992992,0.9787706431405295,3,-0.582252539973706,-0.09001675645510356,0.7389233634496729,1.321175903423379
checkpoint,Entity,chck_40M,all,-18.187688693185933,1.8177972516764545,0.9205385922233148,3,0.9402976883057919,0.6296412054733891,-0.32415979178622367,-1.2644574800920156
checkpoint,Entity,chck_40M,nonzero_ops,-14.055659479118304,2.0145833989320185,0.9274676028221899,3,1.4981636057049037,0.7728436357559015,0.5210504687981059,-0.9771131369067978
checkpoint,Entity,chck_40M,numops_1,-20.236091008449126,1.8768637070796454,0.9754111625468834,3,0.9553602333491047,0.44521514299946524,-0.4514824933682879,-1.4068427267173926
checkpoint,Entity,chck_40M,numops_2,-7.665590415396701,1.3740415865181428,0.8995844843538497,3,0.9980025713642439,0.8856667717918754,0.4650670673387746,-0.5329355040254693
