family,dose_name,rho,window,subgroup,n,margin_mean,margin_median,margin_stdev,frac_margin_positive,binary_delta_mean,frac_binary_positive,checkpoint_count,mean_of_checkpoint_means,checkpoints
Entity,dose1,0.042352,mid50_60,split_regular_zero_ops,10,0.1739931415882893,1.690755182178691,4.410203498932246,0.6,-0.1,0.0,2,0.17399314158828932,chck_50M;chck_60M
Entity,dose1,0.042352,mid50_60,zero_ops,30,0.5030162989433544,0.5149034671485424,4.2332106550951805,0.5333333333333333,-0.06666666666666667,0.06666666666666667,2,0.5030162989433544,chck_50M;chck_60M
Entity,dose1p82,0.07712,common10_80,all,720,0.31475602819409687,0.15027019381523132,4.7900948682136155,0.5236111111111111,0.02361111111111111,0.09861111111111111,8,0.31475602819409687,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1p82,0.07712,common10_80,nonzero_ops,600,0.4550727646236192,0.1808467647060752,4.801970125801836,0.5266666666666666,0.028333333333333332,0.105,8,0.4550727646236191,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1p82,0.07712,common10_80,numops_1,120,-0.6100997225590011,-1.0665582343935966,5.714687701591593,0.4,-0.075,0.041666666666666664,8,-0.6100997225590011,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1p82,0.07712,common10_80,numops_2,120,0.7433738706167787,0.5208523308392614,4.758842145315964,0.5916666666666667,0.06666666666666667,0.11666666666666667,8,0.7433738706167787,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1p82,0.07712,common10_80,numops_3,120,0.8648451177015279,0.49654126539826393,4.605764377816718,0.5583333333333333,0.0,0.10833333333333334,8,0.8648451177015279,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1p82,0.07712,common10_80,numops_4,120,0.03130480061518028,0.02622776012867689,3.3697198631162175,0.5,0.016666666666666666,0.08333333333333333,8,0.03130480061518029,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1p82,0.07712,common10_80,numops_5,120,1.24593975674361,0.541983388364315,5.023106675335891,0.5833333333333334,0.13333333333333333,0.175,8,1.24593975674361,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1p82,0.07712,common10_80,split_ambiref,240,0.7915995496296091,0.5492209866642952,4.498130167906497,0.575,0.05,0.09166666666666666,8,0.7915995496296091,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1p82,0.07712,common10_80,split_ambiref_nonzero_ops,200,0.7741445593410754,0.748056173324585,4.440715630653609,0.565,0.05,0.1,8,0.7741445593410754,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1p82,0.07712,common10_80,split_ambiref_zero_ops,40,0.8788745010722778,0.4618300646543503,4.773901253937663,0.625,0.05,0.05,8,0.8788745010722778,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1p82,0.07712,common10_80,split_move_contents,240,0.8176221337193662,0.34285610914230347,5.112619580889462,0.55,0.020833333333333332,0.10833333333333334,8,0.8176221337193662,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1p82,0.07712,common10_80,split_move_contents_nonzero_ops,200,1.0270011695905124,0.3845066428184509,5.316411128109868,0.555,0.025,0.12,8,1.0270011695905124,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1p82,0.07712,common10_80,split_move_contents_zero_ops,40,-0.22927304563636425,0.10122671723365784,3.7678840266181135,0.525,0.0,0.05,8,-0.22927304563636425,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1p82,0.07712,common10_80,split_regular,240,-0.6649535987666847,-0.3748045563697815,4.5850722498073635,0.44583333333333336,0.0,0.09583333333333334,8,-0.6649535987666847,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1p82,0.07712,common10_80,split_regular_nonzero_ops,200,-0.43592743506073023,-0.27604249119758606,4.468755800603614,0.46,0.01,0.095,8,-0.4359274350607302,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1p82,0.07712,common10_80,split_regular_zero_ops,40,-1.8100844172964572,-0.8122585900127888,4.97140258666738,0.375,-0.05,0.1,8,-1.8100844172964572,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1p82,0.07712,common10_80,zero_ops,120,-0.38682765395351454,0.011803939938545227,4.667419419527775,0.5083333333333333,0.0,0.06666666666666667,8,-0.38682765395351454,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose1p82,0.07712,early10_40,all,360,0.2604222157472072,0.10137897729873657,3.6712236990284843,0.5277777777777778,0.002777777777777778,0.09166666666666666,4,0.2604222157472072,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1p82,0.07712,early10_40,nonzero_ops,300,0.32994307855842636,0.10137897729873657,3.6705789445118393,0.5266666666666666,0.0,0.09666666666666666,4,0.32994307855842636,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1p82,0.07712,early10_40,numops_1,60,0.13841679173444088,-0.533538319170475,4.82157196505961,0.45,-0.08333333333333333,0.05,4,0.13841679173444088,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1p82,0.07712,early10_40,numops_2,60,0.6012014163502802,0.09912987053394318,3.278388218699021,0.55,0.05,0.11666666666666667,4,0.6012014163502802,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1p82,0.07712,early10_40,numops_3,60,0.7780960086733103,0.911580316722393,3.128351549513114,0.5833333333333334,-0.11666666666666667,0.05,4,0.7780960086733102,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1p82,0.07712,early10_40,numops_4,60,-0.40976073779165745,-0.4270603880286217,3.3492038344083475,0.43333333333333335,0.016666666666666666,0.1,4,-0.40976073779165745,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1p82,0.07712,early10_40,numops_5,60,0.5417619138257578,0.5031804693862796,3.3857761684619097,0.6166666666666667,0.13333333333333333,0.16666666666666666,4,0.5417619138257578,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1p82,0.07712,early10_40,split_ambiref,120,0.5100263908272609,0.4971763640642166,3.586145499313983,0.5833333333333334,0.008333333333333333,0.08333333333333333,4,0.510026390827261,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1p82,0.07712,early10_40,split_ambiref_nonzero_ops,100,0.45560862669488417,0.5114662647247314,3.4859013040228555,0.56,0.0,0.09,4,0.45560862669488417,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1p82,0.07712,early10_40,split_ambiref_zero_ops,20,0.7821152114891448,0.4618300646543503,4.0393389254881065,0.7,0.05,0.05,4,0.7821152114891448,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1p82,0.07712,early10_40,split_move_contents,120,0.6221276161823577,0.1120093073695898,4.303270080725687,0.5416666666666666,0.016666666666666666,0.11666666666666667,4,0.6221276161823577,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1p82,0.07712,early10_40,split_move_contents_nonzero_ops,100,0.9369400796247647,0.34285610914230347,4.441182238913183,0.56,0.02,0.13,4,0.9369400796247647,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1p82,0.07712,early10_40,split_move_contents_zero_ops,20,-0.9519347010296769,-0.23757362738251686,3.0846548130485036,0.45,0.0,0.05,4,-0.9519347010296769,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1p82,0.07712,early10_40,split_regular,120,-0.350887359767997,-0.3439030945301056,2.913459280128767,0.4583333333333333,-0.016666666666666666,0.075,4,-0.350887359767997,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1p82,0.07712,early10_40,split_regular_nonzero_ops,100,-0.40271947064436975,-0.33646196871995926,2.7609437123488205,0.46,-0.02,0.07,4,-0.40271947064436975,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1p82,0.07712,early10_40,split_regular_zero_ops,20,-0.0917268053861335,-0.3439030945301056,3.5685882245618012,0.45,0.0,0.1,4,-0.09172680538613351,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1p82,0.07712,early10_40,zero_ops,60,-0.08718209830888858,0.10122671723365784,3.654662397459112,0.5333333333333333,0.016666666666666666,0.06666666666666667,4,-0.08718209830888858,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose1p82,0.07712,endpoint80,all,90,0.2795949275411355,0.21994262095540762,5.565726941802417,0.5333333333333333,0.03333333333333333,0.1111111111111111,1,0.2795949275411355,chck_80M
Entity,dose1p82,0.07712,endpoint80,nonzero_ops,75,0.629966229807275,0.463651470374316,5.66962855311308,0.56,0.06666666666666667,0.13333333333333333,1,0.629966229807275,chck_80M
Entity,dose1p82,0.07712,endpoint80,numops_1,15,-1.7877331045533842,-1.2687705419957638,6.310798072341301,0.4,-0.13333333333333333,0.0,1,-1.7877331045533842,chck_80M
Entity,dose1p82,0.07712,endpoint80,numops_2,15,1.152516894446065,0.463651470374316,4.081791643792665,0.6666666666666666,0.13333333333333333,0.13333333333333333,1,1.152516894446065,chck_80M
Entity,dose1p82,0.07712,endpoint80,numops_3,15,0.8518773920523623,1.4621007237583399,4.875371077229648,0.6666666666666666,0.26666666666666666,0.26666666666666666,1,0.8518773920523623,chck_80M
Entity,dose1p82,0.07712,endpoint80,numops_4,15,0.8046913401844601,0.6734118424355984,3.251628869086386,0.6,0.0,0.06666666666666667,1,0.8046913401844601,chck_80M
Entity,dose1p82,0.07712,endpoint80,numops_5,15,2.1284786269068716,-0.8158609122037888,7.839022182284025,0.4666666666666667,0.06666666666666667,0.2,1,2.1284786269068716,chck_80M
Entity,dose1p82,0.07712,endpoint80,split_ambiref,30,-0.04715262932004407,-0.39176016207784414,4.6714523182258425,0.43333333333333335,0.06666666666666667,0.1,1,-0.04715262932004407,chck_80M
Entity,dose1p82,0.07712,endpoint80,split_ambiref_nonzero_ops,25,-0.0038639669260010123,-0.49594645760953426,4.882675917746012,0.44,0.08,0.12,1,-0.0038639669260010123,chck_80M
Entity,dose1p82,0.07712,endpoint80,split_ambiref_zero_ops,5,-0.2635959412902594,-0.18447710759937763,3.4170107888775103,0.4,0.0,0.0,1,-0.2635959412902594,chck_80M
Entity,dose1p82,0.07712,endpoint80,split_move_contents,30,1.3769569627242162,1.1853866775054485,5.792614145324369,0.6666666666666666,0.0,0.1,1,1.3769569627242162,chck_80M
Entity,dose1p82,0.07712,endpoint80,split_move_contents_nonzero_ops,25,1.2739161881897598,1.0573508590459824,6.243162435422047,0.64,0.0,0.12,1,1.2739161881897598,chck_80M
Entity,dose1p82,0.07712,endpoint80,split_move_contents_zero_ops,5,1.8921608353964985,1.3134224959649146,2.4743410855917403,0.8,0.0,0.0,1,1.8921608353964985,chck_80M
Entity,dose1p82,0.07712,endpoint80,split_regular,30,-0.4910195507807657,0.009644006378948689,5.970786355051656,0.5,0.03333333333333333,0.13333333333333333,1,-0.4910195507807657,chck_80M
Entity,dose1p82,0.07712,endpoint80,split_regular_nonzero_ops,25,0.6198464681580663,0.463651470374316,5.727123868160698,0.6,0.12,0.16,1,0.6198464681580663,chck_80M
Entity,dose1p82,0.07712,endpoint80,split_regular_zero_ops,5,-6.045349645474926,-7.589270327240229,3.5890527745849865,0.0,-0.4,0.0,1,-6.045349645474926,chck_80M
Entity,dose1p82,0.07712,endpoint80,zero_ops,15,-1.4722615837895623,-0.3564842708874494,4.632241056908201,0.4,-0.13333333333333333,0.0,1,-1.4722615837895623,chck_80M
Entity,dose1p82,0.07712,late70_80,all,180,0.04809882393423726,0.020693504717200994,6.068583243762406,0.5055555555555555,0.03888888888888889,0.10555555555555556,2,0.04809882393423727,chck_70M;chck_80M
Entity,dose1p82,0.07712,late70_80,nonzero_ops,150,0.4294385343786174,0.22011848911643028,6.189955071841419,0.5333333333333333,0.07333333333333333,0.12666666666666668,2,0.42943853437861734,chck_70M;chck_80M
Entity,dose1p82,0.07712,late70_80,numops_1,30,-2.8450923503551167,-3.110046833753586,6.499066747293496,0.3333333333333333,-0.1,0.03333333333333333,2,-2.8450923503551167,chck_70M;chck_80M
Entity,dose1p82,0.07712,late70_80,numops_2,30,1.2913785405767462,1.2226898595690727,5.457353559038902,0.6333333333333333,0.13333333333333333,0.13333333333333333,2,1.291378540576746,chck_70M;chck_80M
Entity,dose1p82,0.07712,late70_80,numops_3,30,0.09473592890426516,0.5699816872365773,6.031223638259568,0.5333333333333333,0.2,0.23333333333333334,2,0.09473592890426513,chck_70M;chck_80M
Entity,dose1p82,0.07712,late70_80,numops_4,30,1.0572685772708306,0.9129942520521581,3.029138550361437,0.6666666666666666,0.0,0.03333333333333333,2,1.0572685772708306,chck_70M;chck_80M
Entity,dose1p82,0.07712,late70_80,numops_5,30,2.5489019754963618,-0.2223493594210595,7.5856435986997965,0.5,0.13333333333333333,0.2,2,2.5489019754963618,chck_70M;chck_80M
Entity,dose1p82,0.07712,late70_80,split_ambiref,60,0.17395283409180895,-0.39176016207784414,5.092716322024029,0.4666666666666667,0.08333333333333333,0.1,2,0.17395283409180898,chck_70M;chck_80M
Entity,dose1p82,0.07712,late70_80,split_ambiref_nonzero_ops,50,0.278107627563877,-0.39176016207784414,5.401106130944143,0.48,0.1,0.12,2,0.278107627563877,chck_70M;chck_80M
Entity,dose1p82,0.07712,late70_80,split_ambiref_zero_ops,10,-0.3468211332685314,-0.4878430051030591,3.0707284804996005,0.4,0.0,0.0,2,-0.3468211332685314,chck_70M;chck_80M
Entity,dose1p82,0.07712,late70_80,split_move_contents,60,1.3264612441455634,0.7639115219935775,6.2056276833015245,0.6,-0.016666666666666666,0.08333333333333333,2,1.3264612441455634,chck_70M;chck_80M
Entity,dose1p82,0.07712,late70_80,split_move_contents_nonzero_ops,50,1.2988359649293124,0.7023176623042673,6.6012432027306165,0.58,0.0,0.1,2,1.2988359649293124,chck_70M;chck_80M
Entity,dose1p82,0.07712,late70_80,split_move_contents_zero_ops,10,1.4645876402268185,1.0550110288895667,3.62683551777722,0.7,-0.1,0.0,2,1.4645876402268185,chck_70M;chck_80M
Entity,dose1p82,0.07712,late70_80,split_regular,60,-1.3561176064346607,-0.34485381620470434,6.5127305937259585,0.45,0.05,0.13333333333333333,2,-1.3561176064346605,chck_70M;chck_80M
Entity,dose1p82,0.07712,late70_80,split_regular_nonzero_ops,50,-0.28862798935733736,0.35462637967430055,6.395615658152903,0.54,0.12,0.16,2,-0.2886279893573373,chck_70M;chck_80M
Entity,dose1p82,0.07712,late70_80,split_regular_zero_ops,10,-6.693565691821277,-7.623934709466994,3.97346674928013,0.0,-0.3,0.0,2,-6.693565691821277,chck_70M;chck_80M
Entity,dose1p82,0.07712,late70_80,zero_ops,30,-1.8585997282876634,-0.8555732468375936,5.002589061567264,0.36666666666666664,-0.13333333333333333,0.0,2,-1.8585997282876634,chck_70M;chck_80M
Entity,dose1p82,0.07712,mid50_60,all,180,0.6900808573477358,0.5946076177060604,5.270549002195322,0.5333333333333333,0.05,0.10555555555555556,2,0.6900808573477358,chck_50M;chck_60M
Entity,dose1p82,0.07712,mid50_60,nonzero_ops,150,0.7309663669990065,0.5946076177060604,5.183216734703377,0.52,0.04,0.1,2,0.7309663669990065,chck_50M;chck_60M
Entity,dose1p82,0.07712,mid50_60,numops_1,30,0.12785987665023033,-1.1071456484496593,5.936102318180436,0.36666666666666664,-0.03333333333333333,0.03333333333333333,2,0.1278598766502303,chck_50M;chck_60M
Entity,dose1p82,0.07712,mid50_60,numops_2,30,0.4797141091898084,2.3104780660942197,6.236801757405806,0.6333333333333333,0.03333333333333333,0.1,2,0.4797141091898084,chck_50M;chck_60M
Entity,dose1p82,0.07712,mid50_60,numops_3,30,1.808452524555226,0.27154355542734265,5.234971125966692,0.5333333333333333,0.03333333333333333,0.1,2,1.8084525245552263,chck_50M;chck_60M
Entity,dose1p82,0.07712,mid50_60,numops_4,30,-0.11252789922679464,-0.13057419285178185,3.5139248259616194,0.4666666666666667,0.03333333333333333,0.1,2,-0.11252789922679463,chck_50M;chck_60M
Entity,dose1p82,0.07712,mid50_60,numops_5,30,1.3513332238265623,1.0154243739088997,4.213893942609116,0.6,0.13333333333333333,0.16666666666666666,2,1.3513332238265625,chck_50M;chck_60M
Entity,dose1p82,0.07712,mid50_60,split_ambiref,60,1.9723925827721056,1.912743054330349,5.2289324788874385,0.6666666666666666,0.1,0.1,2,1.9723925827721054,chck_50M;chck_60M
Entity,dose1p82,0.07712,mid50_60,split_ambiref_nonzero_ops,50,1.9072533564106562,1.912743054330349,4.865381747033758,0.66,0.1,0.1,2,1.9072533564106562,chck_50M;chck_60M
Entity,dose1p82,0.07712,mid50_60,split_ambiref_zero_ops,10,2.298088714579353,1.7450280923512764,6.750067994206302,0.7,0.1,0.1,2,2.298088714579353,chck_50M;chck_60M
Entity,dose1p82,0.07712,mid50_60,split_move_contents,60,0.6997720583671859,0.2702937233261764,5.353521467515331,0.5166666666666667,0.06666666666666667,0.11666666666666667,2,0.6997720583671859,chck_50M;chck_60M
Entity,dose1p82,0.07712,mid50_60,split_move_contents_nonzero_ops,50,0.9352885541832074,0.3757492834702134,5.471176344503565,0.52,0.06,0.12,2,0.9352885541832074,chck_50M;chck_60M
Entity,dose1p82,0.07712,mid50_60,split_move_contents_zero_ops,10,-0.4778104207129218,0.10523044434376061,4.541834327842036,0.5,0.1,0.1,2,-0.4778104207129218,chck_50M;chck_60M
Entity,dose1p82,0.07712,mid50_60,split_regular,60,-0.601922069096084,-0.6668726811185479,4.901065653430634,0.4166666666666667,-0.016666666666666666,0.1,2,-0.6019220690960841,chck_50M;chck_60M
Entity,dose1p82,0.07712,mid50_60,split_regular_nonzero_ops,50,-0.6496428095968441,-0.8505095699802041,4.864156317756167,0.38,-0.04,0.08,2,-0.6496428095968441,chck_50M;chck_60M
Entity,dose1p82,0.07712,mid50_60,split_regular_zero_ops,10,-0.3633183665922843,0.36676164786331356,5.074866081520807,0.6,0.1,0.2,2,-0.36331836659228434,chck_50M;chck_60M
Entity,dose1p82,0.07712,mid50_60,zero_ops,30,0.4856533090913823,0.6016483802814037,5.682718835709156,0.6,0.1,0.13333333333333333,2,0.4856533090913824,chck_50M;chck_60M
Entity,dose2p64,0.111872,common10_80,all,720,0.3605093539147573,0.2015079464763403,5.301391462097473,0.5194444444444445,0.06111111111111111,0.13055555555555556,8,0.3605093539147573,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose2p64,0.111872,common10_80,nonzero_ops,600,0.8218449467801353,0.3605241538025439,5.1555693627647425,0.5466666666666666,0.07666666666666666,0.14,8,0.8218449467801353,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose2p64,0.111872,common10_80,numops_1,120,-0.04576548340313214,-0.18745147436857224,4.154345448201824,0.49166666666666664,0.016666666666666666,0.075,8,-0.045765483403132155,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose2p64,0.111872,common10_80,numops_2,120,0.02912889929090549,0.03302465006709099,5.050565397800413,0.5083333333333333,0.058333333333333334,0.125,8,0.029128899290905487,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose2p64,0.111872,common10_80,numops_3,120,1.9251477275363869,1.0758458450436592,5.190207199378063,0.6666666666666666,0.16666666666666666,0.225,8,1.9251477275363869,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose2p64,0.111872,common10_80,numops_4,120,0.26297207841974646,0.06250490248203278,4.885516278037826,0.525,0.058333333333333334,0.10833333333333334,8,0.26297207841974646,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose2p64,0.111872,common10_80,numops_5,120,1.93774151205677,0.6580738723278046,5.9304445542952315,0.5416666666666666,0.08333333333333333,0.16666666666666666,8,1.9377415120567698,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose2p64,0.111872,common10_80,split_ambiref,240,0.3668485921315247,0.34384144842624664,5.367231629127837,0.5375,0.10416666666666667,0.14583333333333334,8,0.3668485921315247,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose2p64,0.111872,common10_80,split_ambiref_nonzero_ops,200,0.838262457047822,0.40675038774497807,5.051243904298205,0.565,0.115,0.16,8,0.838262457047822,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose2p64,0.111872,common10_80,split_ambiref_zero_ops,40,-1.9902207324499614,-0.6165052801370621,6.212953910955166,0.4,0.05,0.075,8,-1.9902207324499614,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose2p64,0.111872,common10_80,split_move_contents,240,0.7458755126493392,0.247558910632506,5.198056401533417,0.5333333333333333,0.058333333333333334,0.125,8,0.7458755126493392,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose2p64,0.111872,common10_80,split_move_contents_nonzero_ops,200,1.1287740083003883,0.46161880786530674,5.197519379911884,0.56,0.075,0.14,8,1.128774008300388,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose2p64,0.111872,common10_80,split_move_contents_zero_ops,40,-1.1686169656059064,-0.9316125866025686,4.759134990645049,0.4,-0.025,0.05,8,-1.1686169656059064,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose2p64,0.111872,common10_80,split_regular,240,-0.03119604303659192,-0.13442232110537589,5.308983726545724,0.4875,0.020833333333333332,0.12083333333333333,8,-0.031196043036591927,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose2p64,0.111872,common10_80,split_regular_nonzero_ops,200,0.49849837499219574,0.21080166101455688,5.197247895629943,0.515,0.04,0.12,8,0.4984983749921958,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose2p64,0.111872,common10_80,split_regular_zero_ops,40,-2.67966813318053,-0.9795949102990562,5.0633620761791205,0.35,-0.075,0.125,8,-2.67966813318053,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose2p64,0.111872,common10_80,zero_ops,120,-1.9461686104121327,-0.884511383032077,5.41702090245867,0.38333333333333336,-0.016666666666666666,0.08333333333333333,8,-1.9461686104121327,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
Entity,dose2p64,0.111872,early10_40,all,360,0.022069110633391474,-0.06291323900222778,3.866296994406207,0.49166666666666664,0.03611111111111111,0.11944444444444445,4,0.02206911063339146,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose2p64,0.111872,early10_40,nonzero_ops,300,0.22086376012380546,0.04264691844582558,3.769305183536035,0.5133333333333333,0.05,0.13666666666666666,4,0.22086376012380546,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose2p64,0.111872,early10_40,numops_1,60,-0.1784306164054821,0.3548185429535806,3.441422789983905,0.5333333333333333,0.03333333333333333,0.11666666666666667,4,-0.17843061640548208,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose2p64,0.111872,early10_40,numops_2,60,0.2500332621159032,0.13575782254338264,4.53074751275258,0.5333333333333333,0.05,0.15,4,0.2500332621159032,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose2p64,0.111872,early10_40,numops_3,60,1.1832155261305162,0.4060900993645191,3.3560057833506054,0.5833333333333334,0.11666666666666667,0.18333333333333332,4,1.1832155261305162,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose2p64,0.111872,early10_40,numops_4,60,-0.66413168318104,-0.5028147473931313,3.3745134845163562,0.45,0.03333333333333333,0.1,4,-0.66413168318104,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose2p64,0.111872,early10_40,numops_5,60,0.5136323119591301,-0.331591016612947,3.7499053020354634,0.4666666666666667,0.016666666666666666,0.13333333333333333,4,0.5136323119591301,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose2p64,0.111872,early10_40,split_ambiref,120,0.5001429641173066,0.3371304739266634,4.4370704475526175,0.55,0.11666666666666667,0.16666666666666666,4,0.5001429641173065,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose2p64,0.111872,early10_40,split_ambiref_nonzero_ops,100,0.5516387041471899,0.3371304739266634,4.336219416981852,0.56,0.13,0.19,4,0.5516387041471899,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose2p64,0.111872,early10_40,split_ambiref_zero_ops,20,0.2426642639678903,0.1545068621635437,4.902246060835761,0.5,0.05,0.05,4,0.24266426396789026,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose2p64,0.111872,early10_40,split_move_contents,120,-0.15102895565602617,-0.204121433198452,3.7172229085190147,0.4666666666666667,0.008333333333333333,0.08333333333333333,4,-0.15102895565602617,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose2p64,0.111872,early10_40,split_move_contents_nonzero_ops,100,0.19659999466966838,0.011832274496555328,3.4727819003960883,0.51,0.04,0.1,4,0.19659999466966838,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose2p64,0.111872,early10_40,split_move_contents_zero_ops,20,-1.889173707284499,-1.2301357742398977,4.356607585952828,0.25,-0.15,0.0,4,-1.889173707284499,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose2p64,0.111872,early10_40,split_regular,120,-0.282906676561106,-0.19037088006734848,3.314798524493919,0.4583333333333333,-0.016666666666666666,0.10833333333333334,4,-0.282906676561106,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose2p64,0.111872,early10_40,split_regular_nonzero_ops,100,-0.08564741844544187,-0.1848877388983965,3.3994149266410782,0.47,-0.02,0.12,4,-0.08564741844544188,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose2p64,0.111872,early10_40,split_regular_zero_ops,20,-1.2692029671394267,-0.4482513815164566,2.641948122730893,0.4,0.0,0.05,4,-1.2692029671394267,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose2p64,0.111872,early10_40,zero_ops,60,-0.9719041368186784,-0.522335397079587,4.179189811505121,0.38333333333333336,-0.03333333333333333,0.03333333333333333,4,-0.9719041368186785,chck_10M;chck_20M;chck_30M;chck_40M
Entity,dose2p64,0.111872,endpoint80,all,90,0.9792498404043727,0.5343762714765035,6.1400427854696105,0.5555555555555556,0.08888888888888889,0.14444444444444443,1,0.9792498404043727,chck_80M
Entity,dose2p64,0.111872,endpoint80,nonzero_ops,75,1.7099785602511839,2.0512859952868894,5.939004947985744,0.5866666666666667,0.09333333333333334,0.14666666666666667,1,1.7099785602511839,chck_80M
Entity,dose2p64,0.111872,endpoint80,numops_1,15,1.1580752739294742,3.30046197026968,5.163249104723228,0.5333333333333333,0.0,0.06666666666666667,1,1.1580752739294742,chck_80M
