target,global_index,domain,local_index,ContextType,ContextDiff,TargetDiff,ConceptA,ConceptB,buckets,decoder_mode,band,band_start,band_end,s11_sum,s21_sum,s12_sum,s22_sum,official_margin_t1_sum,official_margin_t2_sum,within_context_margin_c1_sum,within_context_margin_c2_sum,interaction_sum,t1_correct,t2_correct,both_official_positive,both_swapped_positive,interaction_positive,both_within_context_positive,stable_conditional_failure,persistent_both_official,persistent_swapped
scale1p75_live_80M,105,agent-properties,105,indirect,variable swap,concept swap,believe,doubt,added_stable_failure,raw,L1-L2,1,2,-72.51453396677971,-72.59871384501457,-60.12677147984505,-60.2052386701107,0.08417987823486328,-0.07846719026565552,-12.387762486934662,12.39347517490387,0.005712687969207764,True,False,False,False,True,False,False,False,False
scale1p75_live_80M,115,agent-properties,115,direct,negation,concept swap,believe,imagine,removed_stable_failure,raw,L1-L2,1,2,-62.22162514925003,-62.82002602517605,-47.68865469098091,-47.8687976449728,0.5984008759260178,-0.18014295399188995,-14.53297045826912,14.951228380203247,0.4182579219341278,True,False,False,False,True,False,False,False,False
scale1p75_live_80M,123,agent-properties,123,direct,other,concept swap,believe,imagine,base_only_correct,raw,L1-L2,1,2,-70.5869947373867,-70.65013167262077,-57.36720535159111,-57.5076650083065,0.06313693523406982,-0.14045965671539307,-13.219789385795593,13.14246666431427,-0.07732272148132324,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,133,agent-properties,133,indirect,antonym,variable swap,choose,-,removed_stable_failure,raw,L1-L2,1,2,-80.80367588996887,-80.831552028656,-78.25784307718277,-78.29246181249619,0.02787613868713379,-0.03461873531341553,-2.5458328127861023,2.5390902161598206,-0.006742596626281738,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,137,agent-properties,137,indirect,antonym,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-69.46000000834465,-69.49501711130142,-70.40214076638222,-70.40667687356472,0.03501710295677185,-0.004536107182502747,0.9421407580375671,-0.911659762263298,0.030480995774269104,True,False,False,False,True,False,False,False,False
scale1p75_live_80M,138,agent-properties,138,indirect,antonym,variable swap,choose,-,scale_only_correct,raw,L1-L2,1,2,-79.87246930599213,-79.84729582071304,-82.28104102611542,-82.26752483844757,-0.025173485279083252,0.01351618766784668,2.408571720123291,-2.4202290177345276,-0.011657297611236572,False,True,False,False,False,False,True,False,False
scale1p75_live_80M,145,agent-properties,145,indirect,antonym,variable swap,choose,-,base_only_correct,raw,L1-L2,1,2,-68.44588088989258,-68.43997895717621,-67.45046877861023,-67.4426326751709,-0.005901932716369629,0.007836103439331055,-0.9954121112823486,0.9973462820053101,0.0019341707229614258,False,True,False,False,True,False,False,False,False
scale1p75_live_80M,150,agent-properties,150,indirect,antonym,variable swap,choose,-,added_stable_failure,raw,L1-L2,1,2,-71.03014726936817,-71.04117050766945,-70.71897554397583,-70.75622129440308,0.01102323830127716,-0.037245750427246094,-0.3111717253923416,0.2849492132663727,-0.026222512125968933,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,161,agent-properties,161,indirect,antonym,variable swap,choose,-,removed_stable_failure,raw,L1-L2,1,2,-79.21420705318451,-79.31376123428345,-77.04813176393509,-77.092325091362,0.09955418109893799,-0.0441933274269104,-2.16607528924942,2.2214361429214478,0.05536085367202759,True,False,False,False,True,False,False,False,False
scale1p75_live_80M,163,agent-properties,163,indirect,antonym,variable swap,choose,-,shared_correct,raw,L1-L2,1,2,-79.52506279945374,-79.65972554683685,-78.49476706981659,-78.55616271495819,0.13466274738311768,-0.06139564514160156,-1.030295729637146,1.103562831878662,0.07326710224151611,True,False,False,False,True,False,False,False,False
scale1p75_live_80M,164,agent-properties,164,indirect,antonym,variable swap,choose,-,scale_only_correct,raw,L1-L2,1,2,-78.41254389286041,-78.50722086429596,-79.60708391666412,-79.58106696605682,0.09467697143554688,0.026016950607299805,1.194540023803711,-1.0738461017608643,0.12069392204284668,True,True,True,False,True,False,False,False,False
scale1p75_live_80M,170,agent-properties,170,indirect,antonym,variable swap,choose,-,removed_stable_failure;scale_only_correct,raw,L1-L2,1,2,-65.76999896764755,-65.87943190336227,-65.20245265960693,-65.3232051730156,0.10943293571472168,-0.12075251340866089,-0.5675463080406189,0.5562267303466797,-0.011319577693939209,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,171,agent-properties,171,indirect,antonym,variable swap,choose,-,added_stable_failure,raw,L1-L2,1,2,-65.3232051730156,-65.20245265960693,-65.87943190336227,-65.76999896764755,-0.12075251340866089,0.10943293571472168,0.5562267303466797,-0.5675463080406189,-0.011319577693939209,False,True,False,False,False,False,True,False,False
scale1p75_live_80M,183,agent-properties,183,indirect,antonym,variable swap,choose,-,added_stable_failure,raw,L1-L2,1,2,-68.88343667984009,-68.88230657577515,-67.79060232639313,-67.79953879117966,-0.0011301040649414062,-0.008936464786529541,-1.0928343534469604,1.0827677845954895,-0.010066568851470947,False,False,False,True,False,False,True,False,False
scale1p75_live_80M,194,agent-properties,194,indirect,antonym,variable swap,choose,-,base_only_correct,raw,L1-L2,1,2,-64.41357299685478,-64.44585035741329,-61.844413697719574,-61.90221691131592,0.03227736055850983,-0.057803213596343994,-2.569159299135208,2.543633446097374,-0.025525853037834167,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,196,agent-properties,196,indirect,antonym,variable swap,choose,-,base_only_correct,raw,L1-L2,1,2,-77.17623889446259,-77.17248225212097,-80.8176040649414,-80.79985809326172,-0.0037566423416137695,0.0177459716796875,3.641365170478821,-3.627375841140747,0.01398932933807373,False,True,False,False,True,False,False,False,False
scale1p75_live_80M,207,agent-properties,207,indirect,antonym,variable swap,choose,-,added_stable_failure,raw,L1-L2,1,2,-80.57626116275787,-80.54262828826904,-80.39888501167297,-80.41069185733795,-0.033632874488830566,-0.011806845664978027,-0.1773761510848999,0.1319364309310913,-0.045439720153808594,False,False,False,True,False,False,True,False,False
scale1p75_live_80M,209,agent-properties,209,indirect,antonym,variable swap,choose,-,added_stable_failure,raw,L1-L2,1,2,-80.73739767074585,-80.72714650630951,-80.56966042518616,-80.57670986652374,-0.010251164436340332,-0.007049441337585449,-0.16773724555969238,0.1504366397857666,-0.01730060577392578,False,False,False,True,False,False,True,False,False
scale1p75_live_80M,210,agent-properties,210,indirect,antonym,variable swap,choose,-,scale_only_correct,raw,L1-L2,1,2,-76.51064157485962,-76.52119547128677,-80.90028738975525,-80.92135643959045,0.010553896427154541,-0.021069049835205078,4.38964581489563,-4.40016096830368,-0.010515153408050537,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,220,agent-properties,220,indirect,antonym,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-76.31441289186478,-76.36345267295837,-79.58682298660278,-79.62478113174438,0.04903978109359741,-0.03795814514160156,3.2724100947380066,-3.2613284587860107,0.01108163595199585,True,False,False,False,True,False,False,False,False
scale1p75_live_80M,239,agent-properties,239,indirect,antonym,variable swap,choose,-,removed_stable_failure,raw,L1-L2,1,2,-67.97466224431992,-67.93154799938202,-68.79751880466938,-68.768738925457,-0.04311424493789673,0.028779879212379456,0.8228565603494644,-0.8371909260749817,-0.014334365725517273,False,True,False,False,False,False,True,False,False
scale1p75_live_80M,244,agent-properties,244,indirect,variable swap,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-78.54573798179626,-78.25784307718277,-81.13678121566772,-80.80367588996887,-0.2878949046134949,0.33310532569885254,2.59104323387146,-2.5458328127861023,0.045210421085357666,False,True,False,False,True,False,False,False,False
scale1p75_live_80M,260,agent-properties,260,indirect,variable swap,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-79.89079022407532,-79.83925747871399,-82.19104647636414,-82.07913064956665,-0.051532745361328125,0.11191582679748535,2.3002562522888184,-2.239873170852661,0.06038308143615723,False,True,False,False,True,False,False,False,False
scale1p75_live_80M,261,agent-properties,261,indirect,variable swap,variable swap,choose,-,removed_stable_failure,raw,L1-L2,1,2,-82.07913064956665,-82.19104647636414,-79.83925747871399,-79.89079022407532,0.11191582679748535,-0.051532745361328125,-2.239873170852661,2.3002562522888184,0.06038308143615723,True,False,False,False,True,False,False,False,False
scale1p75_live_80M,265,agent-properties,265,indirect,variable swap,variable swap,choose,-,base_only_correct,raw,L1-L2,1,2,-82.2555468082428,-82.11926913261414,-79.8688246011734,-79.83389979600906,-0.1362776756286621,0.03492480516433716,-2.386722207069397,2.285369336605072,-0.10135287046432495,False,True,False,False,False,False,True,False,False
scale1p75_live_80M,281,agent-properties,281,indirect,variable swap,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-70.75622129440308,-70.74565342068672,-71.04117050766945,-71.03276334702969,-0.01056787371635437,0.008407160639762878,0.2849492132663727,-0.2871099263429642,-0.0021607130765914917,False,True,False,False,False,False,True,False,False
scale1p75_live_80M,286,agent-properties,286,indirect,variable swap,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-72.03058612346649,-71.94802671670914,-70.61903977394104,-70.52957010269165,-0.08255940675735474,0.08946967124938965,-1.4115463495254517,1.4184566140174866,0.006910264492034912,False,True,False,False,True,False,False,False,False
scale1p75_live_80M,298,agent-properties,298,indirect,variable swap,variable swap,choose,-,scale_only_correct,raw,L1-L2,1,2,-66.07934617996216,-66.10898216068745,-65.6411044895649,-65.66456919908524,0.02963598072528839,-0.023464709520339966,-0.4382416903972626,0.444412961602211,0.006171271204948425,True,False,False,False,True,False,False,False,False
scale1p75_live_80M,299,agent-properties,299,indirect,variable swap,variable swap,choose,-,removed_stable_failure,raw,L1-L2,1,2,-65.66456919908524,-65.6411044895649,-66.10898216068745,-66.07934617996216,-0.023464709520339966,0.02963598072528839,0.444412961602211,-0.4382416903972626,0.006171271204948425,False,True,False,False,True,False,False,False,False
scale1p75_live_80M,328,agent-properties,328,indirect,variable swap,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-69.12460404634476,-69.18350601196289,-70.35626566410065,-70.4502524137497,0.058901965618133545,-0.09398674964904785,1.23166161775589,-1.2667464017868042,-0.03508478403091431,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,330,agent-properties,330,indirect,variable swap,variable swap,choose,-,shared_correct,raw,L1-L2,1,2,-69.21510940790176,-69.15381932258606,-70.4614047408104,-70.37201154232025,-0.061290085315704346,0.08939319849014282,1.2462953329086304,-1.218192219734192,0.028103113174438477,False,True,False,False,True,False,False,False,False
scale1p75_live_80M,364,agent-properties,364,indirect,variable swap,variable swap,choose,-,shared_correct,raw,L1-L2,1,2,-64.62611082196236,-64.4350966066122,-61.72066429257393,-61.556160256266594,-0.19101421535015106,0.1645040363073349,-2.9054465293884277,2.8789363503456116,-0.026510179042816162,False,True,False,False,False,False,True,False,False
scale1p75_live_80M,374,agent-properties,374,indirect,variable swap,variable swap,choose,-,shared_correct,raw,L1-L2,1,2,-77.17623889446259,-77.29966390132904,-80.8176040649414,-80.97910118103027,0.12342500686645508,-0.1614971160888672,3.641365170478821,-3.679437279701233,-0.03807210922241211,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,386,agent-properties,386,indirect,variable swap,variable swap,choose,-,removed_stable_failure,raw,L1-L2,1,2,-66.43804034590721,-66.4191845357418,-67.6029263138771,-67.6361683011055,-0.018855810165405273,-0.033241987228393555,1.1648859679698944,-1.2169837653636932,-0.05209779739379883,False,False,False,True,False,False,True,False,False
scale1p75_live_80M,387,agent-properties,387,indirect,variable swap,variable swap,choose,-,removed_stable_failure,raw,L1-L2,1,2,-67.6361683011055,-67.6029263138771,-66.4191845357418,-66.43804034590721,-0.033241987228393555,-0.018855810165405273,-1.2169837653636932,1.1648859679698944,-0.05209779739379883,False,False,False,True,False,False,True,False,False
scale1p75_live_80M,388,agent-properties,388,indirect,variable swap,variable swap,choose,-,removed_stable_failure,raw,L1-L2,1,2,-80.25910258293152,-80.39888501167297,-80.4279500246048,-80.57626116275787,0.13978242874145508,-0.14831113815307617,0.1688474416732788,-0.1773761510848999,-0.008528709411621094,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,392,agent-properties,392,indirect,variable swap,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-81.31956875324249,-81.53068780899048,-80.21831178665161,-80.41241002082825,0.21111905574798584,-0.19409823417663574,-1.1012569665908813,1.1182777881622314,0.017020821571350098,True,False,False,False,True,False,False,False,False
scale1p75_live_80M,408,agent-properties,408,indirect,variable swap,variable swap,choose,-,added_stable_failure,raw,L1-L2,1,2,-67.01120640337467,-67.00861043483019,-67.74702697992325,-67.79331344366074,-0.002595968544483185,-0.04628646373748779,0.7358205765485764,-0.7847030088305473,-0.04888243228197098,False,False,False,True,False,False,True,False,False
scale1p75_live_80M,418,agent-properties,418,indirect,variable swap,variable swap,choose,-,base_only_correct,raw,L1-L2,1,2,-77.49698150157928,-77.35961163043976,-77.83851945400238,-77.68316578865051,-0.13736987113952637,0.15535366535186768,0.3415379524230957,-0.3235541582107544,0.01798379421234131,False,True,False,False,True,False,False,False,False
scale1p75_live_80M,422,agent-properties,422,indirect,variable swap,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-76.2726160287857,-76.36345267295837,-79.5644543170929,-79.62478113174438,0.09083664417266846,-0.06032681465148926,3.29183828830719,-3.2613284587860107,0.0305098295211792,True,False,False,False,True,False,False,False,False
scale1p75_live_80M,439,agent-properties,439,indirect,variable swap,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-80.77999353408813,-80.85982358455658,-77.45653623342514,-77.54227447509766,0.07983005046844482,-0.08573824167251587,-3.3234573006629944,3.3175491094589233,-0.005908191204071045,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,446,agent-properties,446,indirect,variable swap,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-78.91024214029312,-78.56112611293793,-78.68779611587524,-78.40389943122864,-0.3491160273551941,0.28389668464660645,-0.2224460244178772,0.15722668170928955,-0.06521934270858765,False,True,False,False,False,False,True,False,False
scale1p75_live_80M,458,agent-properties,458,indirect,variable swap,variable swap,choose,-,base_only_correct,raw,L1-L2,1,2,-68.768738925457,-68.60670602321625,-67.93154799938202,-67.79216676950455,-0.16203290224075317,0.13938122987747192,-0.8371909260749817,0.8145392537117004,-0.02265167236328125,False,True,False,False,False,False,True,False,False
scale1p75_live_80M,460,agent-properties,460,direct,negation,concept swap,feel,not feel,shared_correct,raw,L1-L2,1,2,-39.32870078086853,-39.196995973587036,-46.61099225282669,-47.423918545246124,-0.13170480728149414,-0.8129262924194336,7.28229147195816,-8.226922571659088,-0.9446310997009277,False,False,False,True,False,False,True,False,False
scale1p75_live_80M,481,agent-properties,481,direct,other,concept swap,feel,not feel,added_stable_failure,raw,L1-L2,1,2,-43.809564262628555,-43.83232110738754,-35.657348334789276,-35.87385052442551,0.022756844758987427,-0.21650218963623047,-8.15221592783928,7.958470582962036,-0.19374534487724304,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,484,agent-properties,484,direct,other,concept swap,feel,not feel,base_only_correct,raw,L1-L2,1,2,-43.785600423812866,-43.5738331079483,-51.27457231283188,-51.52256482839584,-0.211767315864563,-0.24799251556396484,7.4889718890190125,-7.94873172044754,-0.45975983142852783,False,False,False,True,False,False,True,False,True
scale1p75_live_80M,488,agent-properties,488,direct,other,concept swap,feel,not feel,scale_only_correct,raw,L1-L2,1,2,-41.22979021072388,-41.06486290693283,-49.071754455566406,-49.20503658056259,-0.16492730379104614,-0.1332821249961853,7.841964244842529,-8.14017367362976,-0.29820942878723145,False,False,False,True,False,False,True,False,False
scale1p75_live_80M,507,agent-properties,507,direct,antonym,concept swap,have no preference,prefer,removed_stable_failure,raw,L1-L2,1,2,-69.79540985822678,-69.65141654014587,-74.82572431862354,-74.68258737027645,-0.1439933180809021,0.14313694834709167,5.030314460396767,-5.031170830130577,-0.0008563697338104248,False,True,False,False,False,False,True,False,False
scale1p75_live_80M,509,agent-properties,509,direct,antonym,concept swap,have no preference,prefer,removed_stable_failure,raw,L1-L2,1,2,-69.05311758816242,-68.85057024657726,-75.3172073662281,-75.06811767816544,-0.2025473415851593,0.24908968806266785,6.2640897780656815,-6.217547431588173,0.046542346477508545,False,True,False,False,True,False,False,False,False
scale1p75_live_80M,510,agent-properties,510,direct,antonym,concept swap,hear,not hear,added_stable_failure,raw,L1-L2,1,2,-42.96178984642029,-42.84764766693115,-50.58074152469635,-50.457098841667175,-0.11414217948913574,0.1236426830291748,7.618951678276062,-7.609451174736023,0.009500503540039062,False,True,False,False,True,False,False,False,False
scale1p75_live_80M,512,agent-properties,512,direct,antonym,concept swap,hear,not hear,shared_correct,raw,L1-L2,1,2,-42.81015932559967,-42.85827445983887,-50.6126464009285,-50.3344920873642,0.04811513423919678,0.27815431356430054,7.802487075328827,-7.47621762752533,0.3262694478034973,True,True,True,False,True,False,False,True,False
scale1p75_live_80M,521,agent-properties,521,direct,antonym,concept swap,hear,not hear,shared_correct,raw,L1-L2,1,2,-46.659323990345,-47.20245200395584,-39.20824462175369,-39.69319808483124,0.5431280136108398,-0.48495346307754517,-7.451079368591309,7.509253919124603,0.05817455053329468,True,False,False,False,True,False,False,False,False
scale1p75_live_80M,527,agent-properties,527,direct,antonym,concept swap,hear,not hear,shared_stable_failure,raw,L1-L2,1,2,-43.875985980033875,-43.77887189388275,-35.367532551288605,-35.28359767794609,-0.09711408615112305,0.08393487334251404,-8.50845342874527,8.49527421593666,-0.013179212808609009,False,True,False,False,False,False,True,False,False
scale1p75_live_80M,545,agent-properties,545,direct,antonym,concept swap,hear,not hear,shared_correct,raw,L1-L2,1,2,-44.010012447834015,-44.10005098581314,-36.4059271812439,-36.626151859760284,0.09003853797912598,-0.22022467851638794,-7.604085266590118,7.4738991260528564,-0.13018614053726196,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,549,agent-properties,549,direct,antonym,concept swap,hear,not hear,removed_stable_failure;scale_only_correct,raw,L1-L2,1,2,-44.208790481090546,-43.72887969017029,-36.11754781007767,-35.90755468606949,-0.47991079092025757,0.2099931240081787,-8.091242671012878,7.8213250041008,-0.26991766691207886,False,True,False,False,False,False,True,False,False
scale1p75_live_80M,556,agent-properties,556,indirect,antonym,concept swap,hear,not hear,shared_correct,raw,L1-L2,1,2,-35.69639986753464,-35.76401233673096,-43.97310593724251,-44.0829142332077,0.06761246919631958,-0.1098082959651947,8.27670606970787,-8.318901896476746,-0.04219582676887512,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,569,agent-properties,569,direct,antonym,concept swap,intend,not intend,shared_correct,raw,L1-L2,1,2,-56.57141626998782,-57.41238432843238,-53.0484799221158,-52.9802058711648,0.8409680584445596,0.06827405095100403,-3.522936347872019,4.432178457267582,0.9092421093955636,True,True,True,False,True,False,False,True,False
scale1p75_live_80M,583,agent-properties,583,direct,antonym,concept swap,intend,not intend,added_stable_failure,raw,L1-L2,1,2,-66.65365971252322,-66.87158942595124,-62.59655299782753,-62.34663650393486,0.21792971342802048,0.24991649389266968,-4.057106714695692,4.524952922016382,0.46784620732069016,True,True,True,False,True,False,False,True,False
scale1p75_live_80M,592,agent-properties,592,indirect,antonym,concept swap,intend,not intend,base_only_correct,raw,L1-L2,1,2,-53.597625091671944,-52.466010838747025,-57.63653830811381,-57.34958662651479,-1.1316142529249191,0.28695168159902096,4.03891321644187,-4.883575787767768,-0.8446625713258982,False,True,False,False,False,False,True,False,False
scale1p75_live_80M,594,agent-properties,594,indirect,antonym,concept swap,intend,not intend,shared_stable_failure,raw,L1-L2,1,2,-72.56346043944359,-73.03992480039597,-77.41770706698298,-78.2306665033102,0.4764643609523773,-0.812959436327219,4.854246627539396,-5.190741702914238,-0.3364950753748417,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,602,agent-properties,602,indirect,antonym,concept swap,intend,not intend,added_stable_failure,raw,L1-L2,1,2,-72.14011055231094,-72.19595068693161,-77.13578775525093,-77.21325410157442,0.055840134620666504,-0.07746634632349014,4.995677202939987,-5.017303414642811,-0.02162621170282364,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,620,agent-properties,620,indirect,antonym,concept swap,intend,not intend,base_only_correct,raw,L1-L2,1,2,-52.04790626466274,-51.067994706332684,-56.58249928802252,-56.16458676755428,-0.979911558330059,0.417912520468235,4.5345930233597755,-5.0965920612216,-0.561999037861824,False,True,False,False,False,False,True,False,False
scale1p75_live_80M,626,agent-properties,626,indirect,antonym,concept swap,intend,not intend,scale_only_correct,raw,L1-L2,1,2,-59.72755527496338,-59.12459036707878,-64.06268973648548,-63.86269519478083,-0.6029649078845978,0.1999945417046547,4.335134461522102,-4.738104827702045,-0.4029703661799431,False,True,False,False,False,False,True,False,False
scale1p75_live_80M,627,agent-properties,627,indirect,antonym,concept swap,intend,not intend,added_stable_failure,raw,L1-L2,1,2,-63.86269519478083,-64.06268973648548,-59.12459036707878,-59.72755527496338,0.1999945417046547,-0.6029649078845978,-4.738104827702045,4.335134461522102,-0.4029703661799431,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,640,agent-properties,640,indirect,antonym,concept swap,intend,not intend,scale_only_correct,raw,L1-L2,1,2,-61.54958388209343,-61.105339258909225,-66.63410153239965,-66.75063878670335,-0.4442446231842041,-0.11653725430369377,5.084517650306225,-5.645299527794123,-0.5607818774878979,False,False,False,True,False,False,True,False,False
scale1p75_live_80M,644,agent-properties,644,indirect,antonym,concept swap,intend,not intend,shared_correct,raw,L1-L2,1,2,-61.997069239616394,-62.076111763715744,-66.3527776375413,-66.44424817338586,0.07904252409934998,-0.09147053584456444,4.3557083979249,-4.3681364096701145,-0.012428011745214462,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,649,agent-properties,649,indirect,antonym,concept swap,intend,not intend,scale_only_correct,raw,L1-L2,1,2,-58.329864607192576,-58.56241119001061,-54.42818745225668,-55.076962634921074,0.2325465828180313,-0.6487751826643944,-3.9016771549358964,3.4854485550895333,-0.41622859984636307,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,662,agent-properties,662,indirect,other,concept swap,intend,not intend,removed_stable_failure,raw,L1-L2,1,2,-51.430583603680134,-51.473787277936935,-58.002940834499896,-58.01912009622902,0.043203674256801605,-0.016179261729121208,6.572357230819762,-6.545332818292081,0.027024412527680397,True,False,False,False,True,False,False,False,False
scale1p75_live_80M,666,agent-properties,666,indirect,other,concept swap,intend,not intend,removed_stable_failure,raw,L1-L2,1,2,-70.99730893969536,-71.01921200752258,-75.3633596599102,-75.46947720274329,0.02190306782722473,-0.10611754283308983,4.366050720214844,-4.450265195220709,-0.0842144750058651,True,False,False,False,False,False,False,False,False
scale1p75_live_80M,667,agent-properties,667,indirect,other,concept swap,intend,not intend,added_stable_failure,raw,L1-L2,1,2,-75.46947720274329,-75.3633596599102,-71.01921200752258,-70.99730893969536,-0.10611754283308983,0.02190306782722473,-4.450265195220709,4.366050720214844,-0.0842144750058651,False,True,False,False,False,False,True,False,False
scale1p75_live_80M,672,agent-properties,672,indirect,other,concept swap,intend,not intend,scale_only_correct,raw,L1-L2,1,2,-52.42565877735615,-52.894162982702255,-57.180360567756,-57.15062165912241,0.4685042053461075,0.029738908633589745,4.754701790399849,-4.256458676420152,0.4982431139796972,True,True,True,False,True,False,False,False,False
scale1p75_live_80M,675,agent-properties,675,indirect,other,concept swap,intend,not intend,base_only_correct,raw,L1-L2,1,2,-57.0374178243801,-56.87684157397598,-52.71295548975468,-52.08266745507717,-0.1605762504041195,0.6302880346775055,-4.324462334625423,4.794174118898809,0.469711784273386,False,True,False,False,True,False,False,False,False
scale1p75_live_80M,694,agent-properties,694,indirect,other,concept swap,intend,not intend,scale_only_correct,raw,L1-L2,1,2,-70.27037143707275,-70.1917769908905,-74.18664037063718,-74.23951870203018,-0.07859444618225098,-0.052878331393003464,3.9162689335644245,-4.047741711139679,-0.13147277757525444,False,False,False,True,False,False,True,False,False
scale1p75_live_80M,735,agent-properties,735,indirect,antonym,concept swap,make an effort,make no effort,base_only_correct,raw,L1-L2,1,2,-78.21219596266747,-79.16858851909637,-74.57088530063629,-75.83351793885231,0.9563925564289093,-1.2626326382160187,-3.6413106620311737,3.3350705802440643,-0.3062400817871094,True,False,False,False,False,False,False,False,False
