pair_id,key,source_words,view_words,ratio_view_to_source,compact_source_content_coverage,repeat_source_content_coverage,compact_minus_repeat_content_coverage,compact_tail_content_coverage,compact_has_tail_content_recovery,compact_content_fraction,repeat_content_fraction,compact_source_absent_content_words,compact_source_absent_content_fraction_of_view,compact_source_absent_content_fraction_of_content,compact_copied_content_words,compact_tail_only_content_words,compact_tail_any_content_words,compact_tail_only_content_fraction_of_content,compact_content_jaccard_source,repeat_content_jaccard_source,compact_vs_repeat_content_jaccard,compact_minus_repeat_active_tokens,compact_minus_repeat_word_groups,compact_minus_repeat_truncated
compact:frontier_consolidation_fwcompact_medium_041550,sid:41550|doc:7065,18,13,0.7222222222222222,0.6666666666666666,0.8333333333333334,-0.16666666666666666,1.0,True,0.46153846153846156,0.38461538461538464,2,0.15384615384615385,0.3333333333333333,4,1,1,0.16666666666666666,0.5,0.8333333333333334,0.375,-1,0,0
compact:frontier_consolidation_fwcompact_medium_005877,sid:5877|doc:7315,14,6,0.42857142857142855,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.5,True,1.0,0.5,1,0.16666666666666666,0.16666666666666666,5,3,3,0.5,0.5,0.3333333333333333,0.2857142857142857,3,0,0
compact:frontier_consolidation_fwcompact_medium_057016,sid:57016|doc:16872,17,13,0.7647058823529411,0.8181818181818182,0.7272727272727273,0.09090909090909091,0.6666666666666666,True,0.6923076923076923,0.6153846153846154,0,0.0,0.0,9,2,2,0.2222222222222222,0.8181818181818182,0.7272727272727273,0.7,0,0,0
compact:frontier_consolidation_fwcompact_medium_023946,sid:23946|doc:11910,18,10,0.5555555555555556,0.625,0.5,0.125,0.75,True,0.5,0.4,0,0.0,0.0,5,3,3,0.6,0.625,0.5,0.2857142857142857,0,0,0
compact:frontier_consolidation_fwcompact_medium_000301,sid:301|doc:6272,32,20,0.625,0.5555555555555556,0.7777777777777778,-0.2222222222222222,0.5,True,0.5,0.35,5,0.25,0.5,5,1,1,0.1,0.35714285714285715,0.7777777777777778,0.3076923076923077,1,0,0
compact:frontier_consolidation_fwcompact_medium_037859,sid:37859|doc:4606,20,16,0.8,0.75,0.8333333333333334,-0.08333333333333333,1.0,True,0.625,0.625,1,0.0625,0.1,9,2,2,0.2,0.6923076923076923,0.8333333333333334,0.5384615384615384,7,0,0
compact:frontier_consolidation_fwcompact_medium_001496,sid:1496|doc:16480,20,13,0.65,0.6,0.7,-0.1,0.6666666666666666,True,0.5384615384615384,0.5384615384615384,1,0.07692307692307693,0.14285714285714285,6,2,2,0.2857142857142857,0.5454545454545454,0.7,0.4,2,0,0
compact:frontier_consolidation_fwcompact_medium_006542,sid:6542|doc:557,18,8,0.4444444444444444,0.7777777777777778,0.4444444444444444,0.3333333333333333,1.0,True,0.875,0.5,0,0.0,0.0,7,5,5,0.7142857142857143,0.7777777777777778,0.4444444444444444,0.2222222222222222,2,0,0
compact:frontier_consolidation_fwcompact_medium_034212,sid:34212|doc:14137,14,10,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.0,1.0,True,0.7,0.6,1,0.1,0.14285714285714285,6,3,3,0.42857142857142855,0.6,0.6666666666666666,0.3,3,0,0
compact:frontier_consolidation_fwcompact_medium_002772,sid:2772|doc:16225,20,10,0.5,0.875,0.375,0.5,1.0,True,0.7,0.3,0,0.0,0.0,7,5,5,0.7142857142857143,0.875,0.375,0.25,3,0,0
compact:frontier_consolidation_fwcompact_medium_021757,sid:21757|doc:10220,10,6,0.6,0.625,0.625,0.0,1.0,True,0.8333333333333334,0.8333333333333334,0,0.0,0.0,5,3,3,0.6,0.625,0.625,0.25,0,0,0
compact:frontier_consolidation_fwcompact_medium_019543,sid:19543|doc:11516,11,7,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.0,1.0,True,0.42857142857142855,0.2857142857142857,1,0.14285714285714285,0.3333333333333333,2,1,1,0.3333333333333333,0.5,0.6666666666666666,0.25,1,0,0
