arm,group,late_mean_accuracy_pct,late_mean_stale_pick_pct_among_wrong_stale_available_not_gold,mean_prefix_words,mean_relevant_updates,mean_total_ops,n,n_checkpoints,seed
V,rel0_total_ops_11,31.25,nan,148.96875,0.0,11.0,32,3,43122
V,rel0_total_ops_12,37.77777777777778,nan,157.36666666666667,0.0,12.0,30,3,43122
V,rel0_total_ops_2,38.679245283018865,nan,77.93867924528301,0.0,2.0,212,3,43122
V,rel0_total_ops_3,42.44186046511628,nan,85.88372093023256,0.0,3.0,172,3,43122
V,rel0_total_ops_4,36.6412213740458,nan,93.36641221374046,0.0,4.0,131,3,43122
V,rel0_total_ops_5,38.46153846153846,nan,100.5673076923077,0.0,5.0,104,3,43122
V,rel0_total_ops_6,40.53030303030303,nan,107.64772727272727,0.0,6.0,88,3,43122
V,rel0_total_ops_7,38.38383838383838,nan,117.81818181818181,0.0,7.0,66,3,43122
V,rel0_total_ops_8,31.21693121693122,nan,127.47619047619048,0.0,8.0,63,3,43122
V,rel0_total_ops_9,49.27536231884058,nan,134.91304347826087,0.0,9.0,46,3,43122
V,rel_eq0,39.238589660393686,nan,88.73329007138221,0.0,3.388059701492537,1541,3,43122
V,rel_ge1,23.878602786791372,38.0331447638334,129.96087039511357,2.5831265508684864,8.527772475663294,5239,3,43122
V,rel_ge2,26.276813074565883,38.15440144158269,136.0349846782431,3.1179775280898876,9.274770173646578,3916,3,43122
V,rel_ge3,28.641509433962266,36.50822338695102,140.93735849056603,3.6520754716981134,9.80188679245283,2650,3,43122
V,rel_ge4,31.948356807511736,36.397867213238904,143.64225352112675,4.216901408450704,10.112676056338028,1420,3,43122
V,rel_updates_0,39.238589660393686,nan,88.73329007138221,0.0,3.388059701492537,1541,3,43122
V,rel_updates_1,16.780045351473923,25.925925925925927,111.98185941043084,1.0,6.316704459561603,1323,3,43122
V,rel_updates_2,21.327014218009477,40.255982526640835,125.77330173775671,2.0,8.171406003159557,1266,3,43122
V,rel_updates_3,24.823848238482384,36.65920758194024,137.81463414634146,3.0,9.44308943089431,1230,3,43122
V,rel_updates_4,32.10431654676259,39.73864687878141,142.931654676259,4.0,10.02158273381295,1112,3,43122
V,rel_updates_5,31.385281385281385,25.169568993098405,146.2077922077922,5.0,10.441558441558442,308,3,43122
V,total_ops_0,41.00877192982456,nan,61.473684210526315,0.0,0.0,304,3,43122
