contrast,group,late_mean_acc_a,late_mean_acc_b,late_mean_delta_accuracy_pct,mean_prefix_words,mean_relevant_updates,mean_total_ops,n,n_checkpoints,seed
VminusC,total_ops_1,33.93756294058409,33.7361530715005,0.20140986908358371,69.66465256797584,0.22356495468277945,1.0,331,3,43122
VSminusC,total_ops_1,32.124874118831826,33.7361530715005,-1.6112789526686768,69.66465256797584,0.22356495468277945,1.0,331,3,43122
VSminusV,total_ops_1,32.124874118831826,33.93756294058409,-1.8126888217522605,69.66465256797584,0.22356495468277945,1.0,331,3,43122
RminusV,total_ops_1,38.77139979859013,33.93756294058409,4.833836858006045,69.66465256797584,0.22356495468277945,1.0,331,3,43122
RSminusVS,total_ops_1,32.225579053373615,32.124874118831826,0.1007049345417883,69.66465256797584,0.22356495468277945,1.0,331,3,43122
RminusC,total_ops_10,21.509777171441563,23.328785811732605,-1.8190086402910417,141.51841746248294,2.8076398362892223,10.0,733,3,43122
RSminusC,total_ops_10,21.145975443383357,23.328785811732605,-2.182810368349248,141.51841746248294,2.8076398362892223,10.0,733,3,43122
RSminusR,total_ops_10,21.145975443383357,21.509777171441563,-0.3638017280582062,141.51841746248294,2.8076398362892223,10.0,733,3,43122
VminusC,total_ops_10,23.601637107776263,23.328785811732605,0.2728512960436582,141.51841746248294,2.8076398362892223,10.0,733,3,43122
VSminusC,total_ops_10,19.872669395179628,23.328785811732605,-3.4561164165529767,141.51841746248294,2.8076398362892223,10.0,733,3,43122
VSminusV,total_ops_10,19.872669395179628,23.601637107776263,-3.728967712596635,141.51841746248294,2.8076398362892223,10.0,733,3,43122
RminusV,total_ops_10,21.509777171441563,23.601637107776263,-2.0918599363347,141.51841746248294,2.8076398362892223,10.0,733,3,43122
RSminusVS,total_ops_10,21.145975443383357,19.872669395179628,1.2733060482037288,141.51841746248294,2.8076398362892223,10.0,733,3,43122
RminusC,total_ops_11,23.22866344605475,22.544283413848632,0.6843800322061178,149.18961352657004,2.9504830917874396,11.0,828,3,43122
RSminusC,total_ops_11,22.82608695652174,22.544283413848632,0.2818035426731065,149.18961352657004,2.9504830917874396,11.0,828,3,43122
RSminusR,total_ops_11,22.82608695652174,23.22866344605475,-0.4025764895330113,149.18961352657004,2.9504830917874396,11.0,828,3,43122
VminusC,total_ops_11,26.650563607085346,22.544283413848632,4.106280193236714,149.18961352657004,2.9504830917874396,11.0,828,3,43122
VSminusC,total_ops_11,20.04830917874396,22.544283413848632,-2.495974235104672,149.18961352657004,2.9504830917874396,11.0,828,3,43122
VSminusV,total_ops_11,20.04830917874396,26.650563607085346,-6.602254428341386,149.18961352657004,2.9504830917874396,11.0,828,3,43122
RminusV,total_ops_11,23.22866344605475,26.650563607085346,-3.421900161030596,149.18961352657004,2.9504830917874396,11.0,828,3,43122
RSminusVS,total_ops_11,22.82608695652174,20.04830917874396,2.7777777777777786,149.18961352657004,2.9504830917874396,11.0,828,3,43122
RminusC,total_ops_12,20.856002901704752,22.705839680812478,-1.8498367791077257,158.37431991294886,3.115342763873776,12.0,919,3,43122
RSminusC,total_ops_12,20.783460282916213,22.705839680812478,-1.9223793978962647,158.37431991294886,3.115342763873776,12.0,919,3,43122
RSminusR,total_ops_12,20.783460282916213,20.856002901704752,-0.07254261878853896,158.37431991294886,3.115342763873776,12.0,919,3,43122
VminusC,total_ops_12,26.4417845484222,22.705839680812478,3.735944867609721,158.37431991294886,3.115342763873776,12.0,919,3,43122
VSminusC,total_ops_12,18.86108088501995,22.705839680812478,-3.8447587957925293,158.37431991294886,3.115342763873776,12.0,919,3,43122
VSminusV,total_ops_12,18.86108088501995,26.4417845484222,-7.58070366340225,158.37431991294886,3.115342763873776,12.0,919,3,43122
RminusV,total_ops_12,20.856002901704752,26.4417845484222,-5.585781646717447,158.37431991294886,3.115342763873776,12.0,919,3,43122
RSminusVS,total_ops_12,20.783460282916213,18.86108088501995,1.9223793978962647,158.37431991294886,3.115342763873776,12.0,919,3,43122
RminusC,total_ops_2,34.021632251720746,30.97345132743363,3.0481809242871165,77.53687315634218,0.4424778761061947,2.0,339,3,43122
RSminusC,total_ops_2,31.170108161258604,30.97345132743363,0.19665683382497434,77.53687315634218,0.4424778761061947,2.0,339,3,43122
RSminusR,total_ops_2,31.170108161258604,34.021632251720746,-2.851524090462142,77.53687315634218,0.4424778761061947,2.0,339,3,43122
VminusC,total_ops_2,28.908554572271388,30.97345132743363,-2.0648967551622412,77.53687315634218,0.4424778761061947,2.0,339,3,43122
VSminusC,total_ops_2,29.006882989183875,30.97345132743363,-1.966568338249754,77.53687315634218,0.4424778761061947,2.0,339,3,43122
VSminusV,total_ops_2,29.006882989183875,28.908554572271388,0.09832841691248717,77.53687315634218,0.4424778761061947,2.0,339,3,43122
RminusV,total_ops_2,34.021632251720746,28.908554572271388,5.113077679449358,77.53687315634218,0.4424778761061947,2.0,339,3,43122
RSminusVS,total_ops_2,31.170108161258604,29.006882989183875,2.1632251720747284,77.53687315634218,0.4424778761061947,2.0,339,3,43122
RminusC,total_ops_3,32.029795158286774,27.6536312849162,4.376163873370572,85.74022346368714,0.723463687150838,3.0,358,3,43122
RSminusC,total_ops_3,27.746741154562383,27.6536312849162,0.09310986964618095,85.74022346368714,0.723463687150838,3.0,358,3,43122
RSminusR,total_ops_3,27.746741154562383,32.029795158286774,-4.283054003724391,85.74022346368714,0.723463687150838,3.0,358,3,43122
VminusC,total_ops_3,30.446927374301676,27.6536312849162,2.793296089385475,85.74022346368714,0.723463687150838,3.0,358,3,43122
VSminusC,total_ops_3,28.212290502793294,27.6536312849162,0.5586592178770928,85.74022346368714,0.723463687150838,3.0,358,3,43122
VSminusV,total_ops_3,28.212290502793294,30.446927374301676,-2.234636871508382,85.74022346368714,0.723463687150838,3.0,358,3,43122
RminusV,total_ops_3,32.029795158286774,30.446927374301676,1.5828677839850975,85.74022346368714,0.723463687150838,3.0,358,3,43122
RSminusVS,total_ops_3,27.746741154562383,28.212290502793294,-0.4655493482309119,85.74022346368714,0.723463687150838,3.0,358,3,43122
RminusC,total_ops_4,24.299909665763323,25.925925925925924,-1.6260162601626007,93.0,1.005420054200542,4.0,369,3,43122
RSminusC,total_ops_4,24.751580849141824,25.925925925925924,-1.1743450767840997,93.0,1.005420054200542,4.0,369,3,43122
RSminusR,total_ops_4,24.751580849141824,24.299909665763323,0.451671183378501,93.0,1.005420054200542,4.0,369,3,43122
VminusC,total_ops_4,25.835591689250226,25.925925925925924,-0.09033423667569807,93.0,1.005420054200542,4.0,369,3,43122
VSminusC,total_ops_4,23.486901535682023,25.925925925925924,-2.439024390243901,93.0,1.005420054200542,4.0,369,3,43122
VSminusV,total_ops_4,23.486901535682023,25.835591689250226,-2.348690153568203,93.0,1.005420054200542,4.0,369,3,43122
RminusV,total_ops_4,24.299909665763323,25.835591689250226,-1.5356820234869026,93.0,1.005420054200542,4.0,369,3,43122
RSminusVS,total_ops_4,24.751580849141824,23.486901535682023,1.2646793134598013,93.0,1.005420054200542,4.0,369,3,43122
RminusC,total_ops_5,23.918575063613233,24.173027989821882,-0.2544529262086499,101.42493638676845,1.3231552162849873,5.0,393,3,43122
RSminusC,total_ops_5,22.137404580152673,24.173027989821882,-2.03562340966921,101.42493638676845,1.3231552162849873,5.0,393,3,43122
RSminusR,total_ops_5,22.137404580152673,23.918575063613233,-1.78117048346056,101.42493638676845,1.3231552162849873,5.0,393,3,43122
VminusC,total_ops_5,25.954198473282442,24.173027989821882,1.78117048346056,101.42493638676845,1.3231552162849873,5.0,393,3,43122
VSminusC,total_ops_5,23.57930449533503,24.173027989821882,-0.5937234944868521,101.42493638676845,1.3231552162849873,5.0,393,3,43122
VSminusV,total_ops_5,23.57930449533503,25.954198473282442,-2.374893977947412,101.42493638676845,1.3231552162849873,5.0,393,3,43122
RminusV,total_ops_5,23.918575063613233,25.954198473282442,-2.03562340966921,101.42493638676845,1.3231552162849873,5.0,393,3,43122
RSminusVS,total_ops_5,22.137404580152673,23.57930449533503,-1.4418999151823577,101.42493638676845,1.3231552162849873,5.0,393,3,43122
RminusC,total_ops_6,24.962630792227205,25.186846038863976,-0.22421524663677062,109.03363228699551,1.6591928251121075,6.0,446,3,43122
RSminusC,total_ops_6,26.233183856502244,25.186846038863976,1.0463378176382676,109.03363228699551,1.6591928251121075,6.0,446,3,43122
RSminusR,total_ops_6,26.233183856502244,24.962630792227205,1.2705530642750382,109.03363228699551,1.6591928251121075,6.0,446,3,43122
VminusC,total_ops_6,26.15844544095665,25.186846038863976,0.971599402092675,109.03363228699551,1.6591928251121075,6.0,446,3,43122
VSminusC,total_ops_6,24.813153961136024,25.186846038863976,-0.3736920777279522,109.03363228699551,1.6591928251121075,6.0,446,3,43122
VSminusV,total_ops_6,24.813153961136024,26.15844544095665,-1.3452914798206272,109.03363228699551,1.6591928251121075,6.0,446,3,43122
RminusV,total_ops_6,24.962630792227205,26.15844544095665,-1.1958146487294457,109.03363228699551,1.6591928251121075,6.0,446,3,43122
RSminusVS,total_ops_6,26.233183856502244,24.813153961136024,1.4200298953662198,109.03363228699551,1.6591928251121075,6.0,446,3,43122
RminusC,total_ops_7,24.081364829396325,22.965879265091864,1.1154855643044606,117.93897637795276,2.045275590551181,7.0,508,3,43122
RSminusC,total_ops_7,23.4251968503937,22.965879265091864,0.45931758530183586,117.93897637795276,2.045275590551181,7.0,508,3,43122
RSminusR,total_ops_7,23.4251968503937,24.081364829396325,-0.6561679790026247,117.93897637795276,2.045275590551181,7.0,508,3,43122
VminusC,total_ops_7,25.787401574803148,22.965879265091864,2.821522309711284,117.93897637795276,2.045275590551181,7.0,508,3,43122
VSminusC,total_ops_7,21.916010498687665,22.965879265091864,-1.0498687664041988,117.93897637795276,2.045275590551181,7.0,508,3,43122
VSminusV,total_ops_7,21.916010498687665,25.787401574803148,-3.871391076115483,117.93897637795276,2.045275590551181,7.0,508,3,43122
RminusV,total_ops_7,24.081364829396325,25.787401574803148,-1.7060367454068235,117.93897637795276,2.045275590551181,7.0,508,3,43122
RSminusVS,total_ops_7,23.4251968503937,21.916010498687665,1.5091863517060347,117.93897637795276,2.045275590551181,7.0,508,3,43122
RminusC,total_ops_8,21.565315315315313,22.466216216216218,-0.9009009009009041,126.08952702702703,2.285472972972973,8.0,592,3,43122
RSminusC,total_ops_8,22.466216216216218,22.466216216216218,0.0,126.08952702702703,2.285472972972973,8.0,592,3,43122
RSminusR,total_ops_8,22.466216216216218,21.565315315315313,0.9009009009009041,126.08952702702703,2.285472972972973,8.0,592,3,43122
VminusC,total_ops_8,25.675675675675677,22.466216216216218,3.2094594594594597,126.08952702702703,2.285472972972973,8.0,592,3,43122
VSminusC,total_ops_8,20.382882882882882,22.466216216216218,-2.0833333333333357,126.08952702702703,2.285472972972973,8.0,592,3,43122
VSminusV,total_ops_8,20.382882882882882,25.675675675675677,-5.292792792792795,126.08952702702703,2.285472972972973,8.0,592,3,43122
RminusV,total_ops_8,21.565315315315313,25.675675675675677,-4.110360360360364,126.08952702702703,2.285472972972973,8.0,592,3,43122
RSminusVS,total_ops_8,22.466216216216218,20.382882882882882,2.0833333333333357,126.08952702702703,2.285472972972973,8.0,592,3,43122
RminusC,total_ops_9,23.03030303030303,23.282828282828284,-0.2525252525252526,134.4,2.5196969696969695,9.0,660,3,43122
RSminusC,total_ops_9,24.242424242424242,23.282828282828284,0.9595959595959584,134.4,2.5196969696969695,9.0,660,3,43122
RSminusR,total_ops_9,24.242424242424242,23.03030303030303,1.212121212121211,134.4,2.5196969696969695,9.0,660,3,43122
VminusC,total_ops_9,26.96969696969697,23.282828282828284,3.686868686868685,134.4,2.5196969696969695,9.0,660,3,43122
VSminusC,total_ops_9,20.757575757575758,23.282828282828284,-2.525252525252526,134.4,2.5196969696969695,9.0,660,3,43122
VSminusV,total_ops_9,20.757575757575758,26.96969696969697,-6.212121212121211,134.4,2.5196969696969695,9.0,660,3,43122
RminusV,total_ops_9,23.03030303030303,26.96969696969697,-3.9393939393939377,134.4,2.5196969696969695,9.0,660,3,43122
RSminusVS,total_ops_9,24.242424242424242,20.757575757575758,3.4848484848484844,134.4,2.5196969696969695,9.0,660,3,43122
