seed,role,n_checkpoints,mean_true_src_content_mass,mean_target_prob,mean_target_over_source_content_mass,mean_target_over_average_true_source_content_token_prob
43022,C,3,0.20183527280783492,0.03754531868501428,279.86616959336317,4573.479000210325
43022,R,3,0.2745004100330789,0.030695644983339383,351.64420258362856,5718.259825452118
43022,V,3,0.27276234989063264,0.09496719035085444,763.1282077317658,12707.696851156601
43122,C,3,0.19076924793817393,0.03590867224983263,362.8064135057791,5287.740741503654
43122,R,3,0.287998649169357,0.029100183063840955,389.1566925559343,6622.061171242082
43122,V,3,0.25779445924846955,0.09875247719754776,1037.1266587004943,18946.550581077896
43222,C,3,0.2027985129420122,0.03851665834675015,1049.3428426486266,13555.337513707076
43222,R,3,0.2578364301779151,0.02793112447008828,428.89899991260387,6249.839637310167
43222,V,3,0.26298804657109826,0.09225167075264873,712.9658172544728,12919.171604064619
