seed,role,checkpoint,pair_index,target_token_id,true_src_content_mass,target_prob,n_true_src_content,target_over_source_content_mass,target_over_average_true_source_content_token_prob,condition
43022,V,chck_80M,0,7152,0.6404473781585693,0.01994015835225582,25,0.031134733363400245,0.778368334085006,T
43022,V,chck_80M,0,2410,0.33849427103996277,0.00601581996306777,25,0.017772294770559173,0.44430736926397935,T
43022,V,chck_80M,2,249,0.010670525021851063,0.04269871115684509,29,4.001556724660392,116.04514501515136,T
43022,V,chck_80M,2,6705,0.1085703894495964,0.0010577330831438303,29,0.009742371640242489,0.28252877756703215,T
43022,V,chck_80M,3,7537,0.023244015872478485,0.010102946311235428,15,0.4346471955045246,6.519707932567869,T
43022,V,chck_80M,3,731,0.000349727226421237,0.006787346675992012,15,19.40754440381155,291.1131660571732,T
43022,V,chck_80M,4,3362,0.6637624502182007,0.0001367474178550765,29,0.0002060186107396149,0.005974539711448831,T
43022,V,chck_80M,4,3861,0.35435131192207336,1.3311224392964505e-05,29,3.7565048992655693e-05,0.001089386420787015,T
43022,V,chck_80M,5,10571,0.0003752851625904441,0.0009401592542417347,20,2.5051863168588646,50.10372633717729,T
43022,V,chck_80M,5,1799,0.43251773715019226,0.0007728349883109331,20,0.0017868284278999762,0.035736568557999525,T
43022,V,chck_80M,6,644,6.969334208406508e-06,0.0022374389227479696,32,321.0405550718374,10273.297762298796,T
43022,V,chck_80M,6,572,0.8770782351493835,3.3632176155151683e-07,32,3.834569689147909e-07,1.2270623005273309e-05,T
43022,V,chck_80M,7,249,0.7868167757987976,0.05702780559659004,10,0.07247914298560026,0.7247914298560028,T
43022,V,chck_80M,8,6890,0.017442069947719574,0.044968441128730774,10,2.5781596601503183,25.781596601503182,T
43022,V,chck_80M,9,5343,0.010907699353992939,1.0051307071989868e-05,19,0.000921487359138701,0.017508259823635318,T
43022,V,chck_80M,10,954,0.7810437679290771,1.5544648022114416e-06,19,1.9902403246018793e-06,3.7814566167435716e-05,T
43022,V,chck_80M,10,641,0.0009458207059651613,6.893731915624812e-05,19,0.07288624442399064,1.384838644055822,T
43022,V,chck_80M,11,249,0.18675392866134644,0.014356853440403938,16,0.07687577735747768,1.2300124377196429,T
43022,V,chck_80M,11,2282,0.01710488460958004,0.02651969902217388,16,1.5504167158965123,24.806667454344197,T
43022,V,chck_80M,12,1542,0.0004283298330847174,0.09517356753349304,17,222.19691504576824,3777.3475557780603,T
43022,V,chck_80M,13,3262,0.11479301005601883,0.3100613057613373,23,2.701046915748858,62.12407906222373,T
43022,V,chck_80M,13,1172,0.0003759718092624098,0.04081549867987633,23,108.55999751669977,2496.879942884095,T
43022,V,chck_80M,14,249,0.0007731026853434741,0.0012490566587075591,23,1.6156413402608065,37.15975082599854,T
43022,V,chck_80M,14,3704,0.011436148546636105,0.0039784107357263565,23,0.3478802954948141,8.001246796380723,T
43022,V,chck_80M,15,5639,0.0003168857947457582,0.04490254819393158,32,141.69946693242437,4534.38294183758,T
43022,V,chck_80M,16,1123,0.0001268617925234139,6.638730701524764e-05,23,0.5233041855607948,12.035996267898282,T
43022,V,chck_80M,16,249,0.007997561246156693,0.01047266460955143,23,1.3094822643070314,30.118092079061725,T
43022,V,chck_80M,17,249,0.7678674459457397,0.002056570490822196,26,0.0026782884229311636,0.06963549899621026,T
43022,V,chck_80M,18,4424,0.5432630777359009,0.0031276673544198275,30,0.005757187415450117,0.17271562246350353,T
43022,V,chck_80M,19,249,0.00012541902833618224,0.009182030335068703,39,73.21082340437628,2855.222112770675,T
43022,V,chck_80M,19,249,0.0005101796123199165,0.1256817877292633,39,246.34811876891013,9607.576631987495,T
43022,V,chck_80M,20,8827,0.10992266237735748,0.04736904427409172,24,0.43093064932758646,10.342335583862075,T
43022,V,chck_80M,20,15896,0.33598190546035767,0.0012423329753801227,24,0.0036976186966911078,0.08874284872058659,T
43022,V,chck_80M,21,249,0.1036219671368599,0.040623344480991364,20,0.39203409859356964,7.840681971871392,T
43022,V,chck_80M,21,6053,0.004287992138415575,0.0001262394362129271,20,0.029440221002730877,0.5888044200546175,T
43022,V,chck_80M,22,3626,0.006291867699474096,0.009993299841880798,21,1.5882882983563187,33.354054265482695,T
43022,V,chck_80M,22,4930,0.0025023608468472958,0.03108304552733898,21,12.42148811851027,260.85125048871566,T
43022,V,chck_80M,23,1123,0.00012042313755955547,0.0007765588816255331,19,6.448585357954858,122.5231218011423,T
43022,V,chck_80M,23,249,0.5950497984886169,0.10071825236082077,19,0.16926020749294896,3.2159439423660303,T
43022,V,chck_80M,25,381,0.7002866268157959,0.0020397782791405916,30,0.002912776284784226,0.08738328854352677,T
43022,V,chck_80M,26,3626,0.12479995936155319,0.21252509951591492,23,1.7029260314117296,39.16729872246978,T
43022,V,chck_80M,26,5824,0.0650896430015564,0.0901515930891037,23,1.385037448844942,31.855861323433665,T
43022,V,chck_80M,27,811,0.0034538062755018473,0.00022288392938207835,29,0.06453284046734577,1.871452373553027,T
43022,V,chck_80M,27,369,0.021479440852999687,0.1654188185930252,29,7.7012627900843995,223.3366209124476,T
43022,V,chck_80M,28,684,0.016359638422727585,0.07842110842466354,28,4.793572229305338,134.2200224205495,T
43022,V,chck_80M,28,15886,0.3769574761390686,0.0008488419116474688,28,0.002251824052786025,0.0630510734780087,T
43022,V,chck_80M,29,3348,0.0010346357012167573,0.28742241859436035,34,277.80060001442484,9445.220400490445,T
43022,V,chck_80M,29,8411,0.02328207530081272,2.7199971555091906e-06,34,0.00011682795113261411,0.00397215033850888,T
43022,V,chck_80M,30,5572,0.026088887825608253,4.729106876766309e-05,9,0.001812690103303034,0.016314210929727305,T
43022,V,chck_80M,30,378,0.012633437290787697,0.050598982721567154,9,4.005163563717052,36.04647207345347,T
43022,V,chck_80M,32,3626,0.4317649304866791,0.10033643245697021,6,0.2323867117782643,1.3943202706695859,T
43022,V,chck_80M,33,1767,0.03868718817830086,0.060782838612794876,13,1.5711361170178602,20.424769521232182,T
43022,V,chck_80M,35,1554,0.008493100292980671,6.621207285206765e-05,17,0.007795983865490229,0.1325317257133339,T
43022,V,chck_80M,36,2246,0.005468516144901514,0.0013983870157971978,14,0.25571598926355227,3.580023849689732,T
43022,V,chck_80M,37,4709,0.08621906489133835,0.05531300604343414,14,0.6415403149308679,8.981564409032151,T
43022,V,chck_80M,37,901,0.5850649476051331,0.19041971862316132,14,0.32546765859519194,4.556547220332687,T
43022,V,chck_80M,38,2313,0.0059037720784544945,0.006434011738747358,17,1.0898137077865768,18.52683303237181,T
43022,V,chck_80M,38,2368,0.09839429706335068,0.005764913745224476,17,0.05858991747776566,0.9960285971220161,T
43022,V,chck_80M,40,6840,0.22142086923122406,0.2587771415710449,17,1.168711614535352,19.868097447100986,T
43022,V,chck_80M,40,9506,0.6902526617050171,0.0009645562386140227,17,0.001397395898816875,0.023755730279886877,T
43022,V,chck_80M,41,249,0.005376478657126427,0.005587088875472546,13,1.0391725201153656,13.509242761499753,T
