seed,group,RminusC,RSminusC,RSminusR,VminusC,VSminusC,VSminusV,RSminusVS
43022,ALL,0.2802359882005909,-0.6637168141592902,-0.9439528023598811,2.753195673549655,0.9095378564405117,-1.8436578171091433,-1.5732546705998018
43022,rel_eq0,8.782176076141035,-0.5407743889249375,-9.322950465065972,-0.9085009733938989,-10.08003460956089,-9.171533636166991,9.539260220635953
43022,rel_ge1,-2.2205255455875808,-0.6998791117897802,1.5206464337978005,3.8302475027040757,4.142011834319526,0.3117643316154499,-4.841890946109306
43022,rel_ge2,-2.5025536261491332,-1.0299625468164777,1.4725910793326555,4.8518896833503575,5.149812734082396,0.29792305073203806,-6.179775280898873
43022,rel_ge3,-3.6100628930817606,-1.0817610062893053,2.5283018867924554,5.283018867924529,5.358490566037737,0.07547169811320842,-6.440251572327043
43022,rel_ge4,-1.6901408450704238,-0.3051643192488278,1.384976525821596,7.582159624413144,7.018779342723004,-0.5633802816901401,-7.323943661971832
43022,rel_updates_0,8.782176076141035,-0.5407743889249375,-9.322950465065972,-0.9085009733938989,-10.08003460956089,-9.171533636166991,9.539260220635953
43022,rel_updates_1,-1.385739480977577,0.2771478961955136,1.6628873771730905,0.8062484252960456,1.1589821113630645,0.35273368606701894,-0.8818342151675509
43022,rel_updates_2,-0.18430753027909574,-0.9215376513954716,-0.7372301211163759,3.9494470774091646,4.713006845708268,0.7635597682991033,-5.6345444971037395
43022,rel_updates_3,-5.826558265582655,-1.9783197831978327,3.848238482384822,2.628726287262875,3.4417344173441755,0.8130081300813004,-5.420054200542008
43022,rel_updates_4,-1.5887290167865693,-1.0791366906474842,0.5095923261390851,7.5539568345323715,6.384892086330936,-1.1690647482014356,-7.46402877697842
43022,rel_updates_5,-2.0562770562770574,2.4891774891774894,4.545454545454547,7.683982683982684,9.30735930735931,1.6233766233766254,-6.81818181818182
43122,ALL,0.5948869223205513,-0.35889872173057924,-0.9537856440511305,2.3107177974434627,-2.0206489675516224,-4.331366764995085,1.6617502458210431
43122,rel_eq0,9.085009733939003,-2.574086091282716,-11.65909582522172,-0.06489292667099278,0.9950248756218869,1.0599178022928797,-3.569110966904603
43122,rel_ge1,-1.9023986765922238,0.29267671947572893,2.1950753960679528,3.0094801806960625,-2.907679582617547,-5.9171597633136095,3.200356302093276
43122,rel_ge2,-1.45556690500511,0.6384065372829397,2.09397344228805,4.213483146067414,-2.9792305073203984,-7.192713653387813,3.617637044603338
43122,rel_ge3,-1.2955974842767297,1.2075471698113205,2.50314465408805,5.559748427672957,-3.2452830188679265,-8.805031446540884,4.452830188679247
43122,rel_ge4,0.25821596244131584,0.657276995305164,0.3990610328638482,7.511737089201876,-2.793427230046948,-10.305164319248824,3.450704225352112
43122,rel_updates_0,9.085009733939003,-2.574086091282716,-11.65909582522172,-0.06489292667099278,0.9950248756218869,1.0599178022928797,-3.569110966904603
43122,rel_updates_1,-3.224993701184177,-0.7306626354245402,2.4943310657596367,-0.5542957923910308,-2.6958931720836485,-2.1415973796926178,1.9652305366591083
43122,rel_updates_2,-1.7904160084254883,-0.5529225908372837,1.2374934175882046,1.3954713006845694,-2.4223275408109544,-3.8177988414955237,1.8694049499736707
43122,rel_updates_3,-3.0894308943089435,1.8428184281842839,4.932249322493227,3.306233062330623,-3.7669376693766914,-7.0731707317073145,5.609756097560975
43122,rel_updates_4,-0.2398081534772203,1.0191846522781773,1.2589928057553976,8.003597122302157,-2.637889688249402,-10.641486810551559,3.657074340527579
43122,rel_updates_5,2.0562770562770574,-0.649350649350648,-2.7056277056277054,5.7359307359307365,-3.3549783549783534,-9.09090909090909,2.7056277056277054
