seed,contrast,delta_true_src_content_mass,delta_target_prob,delta_target_over_source_content_mass,delta_target_over_average_true_source_content_token_prob
43022,RminusC,0.07266513722524398,-0.006849673701674899,71.77803299026539,1144.7808252417935
43022,VminusC,0.07092707708279772,0.05742187166584015,483.2620381384026,8134.2178509462765
43022,VminusR,-0.0017380601424462627,0.06427154536751506,411.4840051481372,6989.437025704483
43122,RminusC,0.0972294012311831,-0.006808489185991674,26.350279050155166,1334.3204297384282
43122,VminusC,0.06702521131029562,0.06284380494771513,674.3202451947152,13658.809839574242
43122,VminusR,-0.03020418992088747,0.0696522941337068,647.96996614456,12324.489409835813
43222,RminusC,0.05503791723590287,-0.010585533876661873,-620.4438427360228,-7305.497876396909
43222,VminusC,0.06018953362908605,0.05373501240589858,-336.37702539415386,-636.1659096424573
43222,VminusR,0.005151616393183178,0.06432054628256045,284.0668173418689,6669.331966754452
