target_label,target_selected_dir,target_prev,target_mid,target_next,target_window_string,target_window_role,target_mid_selected_cheap7,target_mid_selected_BLiMP,target_mid_selected_Supplement,target_mid_selected_EWoK,target_mid_selected_Entity,target_mid_selected_COMPS,target_mid_selected_GlobalPIQA,target_mid_selected_Reading,window,column,n_items,ref_gain,ref_loss,ref_net,ref_net_pct,ref_churn_pct,other_gain,other_loss,other_net,other_net_pct,other_churn_pct,same_gain,same_loss,same_signed_transition_on_ref_changed,opposite_signed_transition_on_ref_changed,other_zero_on_ref_changed,sign_agreement_on_ref_changed,opposition_on_ref_changed,other_zero_on_ref_changed_fraction,signed_transition_cosine,gain_jaccard,loss_jaccard
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_72M,chck_74M,chck_76M,chck_72M->chck_74M->chck_76M,background,43.45,67.84,62.05,50.14,27.38,52.19,36.605000000000004,7.945,rise,Supplement,5218,51,61,-10,-0.19164430816404754,2.146416251437332,161,134,27,0.5174396320429283,5.653507090839402,6,10,16,24,72,0.14285714285714285,0.21428571428571427,0.6428571428571429,-0.04401188481356615,0.02912621359223301,0.05405405405405406
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_72M,chck_74M,chck_76M,chck_72M->chck_74M->chck_76M,background,43.45,67.84,62.05,50.14,27.38,52.19,36.605000000000004,7.945,rise,EWoK,7618,237,240,-3,-0.03938041480703597,6.261485954318719,454,428,26,0.3412969283276451,11.577841953268575,43,28,71,71,335,0.1488469601677149,0.1488469601677149,0.7023060796645703,0.0,0.06635802469135803,0.04375
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_72M,chck_74M,chck_76M,chck_72M->chck_74M->chck_76M,background,43.45,67.84,62.05,50.14,27.38,52.19,36.605000000000004,7.945,rise,Entity,6780,134,123,11,0.16224188790560473,3.7905604719764017,254,207,47,0.6932153392330384,6.7994100294985245,14,19,33,44,180,0.12840466926070038,0.17120622568093385,0.7003891050583657,-0.03195771068928667,0.0374331550802139,0.06109324758842444
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_72M,chck_74M,chck_76M,chck_72M->chck_74M->chck_76M,background,43.45,67.84,62.05,50.14,27.38,52.19,36.605000000000004,7.945,rise,COMPS,91028,3001,2919,82,0.09008217251834601,6.503493430592784,5640,5745,-105,-0.11534912334666256,12.507140660016697,437,453,890,906,4124,0.15033783783783783,0.15304054054054053,0.6966216216216217,-0.0019489137148242057,0.05326669917113603,0.05516989404457435
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_72M,chck_74M,chck_76M,chck_72M->chck_74M->chck_76M,background,43.45,67.84,62.05,50.14,27.38,52.19,36.605000000000004,7.945,rise,GlobalPIQA,203,5,4,1,0.49261083743842365,4.433497536945813,11,11,0,0.0,10.83743842364532,2,1,3,2,4,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.07106690545187015,0.14285714285714285,0.07142857142857142
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_72M,chck_74M,chck_76M,chck_72M->chck_74M->chck_76M,background,43.45,67.84,62.05,50.14,27.38,52.19,36.605000000000004,7.945,fall,ALL,170722,4225,4049,176,0.10309157577816568,4.846475556753084,7816,7605,211,0.12359274141586908,9.032813579972117,612,591,1203,1283,5788,0.1453952139231327,0.1550640560792845,0.6995407299975828,-0.007082326760584866,0.05354799195030186,0.053421314290879506
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_72M,chck_74M,chck_76M,chck_72M->chck_74M->chck_76M,background,43.45,67.84,62.05,50.14,27.38,52.19,36.605000000000004,7.945,fall,BLiMP,59875,986,859,127,0.21210855949895616,3.0814196242171192,2002,1746,256,0.42755741127348645,6.259707724425888,166,139,305,267,1273,0.16531165311653118,0.14471544715447154,0.6899728997289973,0.014450591367276229,0.058823529411764705,0.056366585563665854
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_72M,chck_74M,chck_76M,chck_72M->chck_74M->chck_76M,background,43.45,67.84,62.05,50.14,27.38,52.19,36.605000000000004,7.945,fall,Supplement,5218,64,47,17,0.32579532387888077,2.1272518206209274,180,87,93,1.7822920659256418,5.116903027980069,16,7,23,19,69,0.2072072072072072,0.17117117117117117,0.6216216216216216,0.023235010402516163,0.07017543859649122,0.05511811023622047
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_72M,chck_74M,chck_76M,chck_72M->chck_74M->chck_76M,background,43.45,67.84,62.05,50.14,27.38,52.19,36.605000000000004,7.945,fall,EWoK,7618,234,206,28,0.36755053819900235,5.7757941716986085,364,406,-42,-0.5513258072985036,10.107639800472565,17,23,40,69,331,0.09090909090909091,0.15681818181818183,0.7522727272727273,-0.049822589623943585,0.029259896729776247,0.03904923599320883
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_72M,chck_74M,chck_76M,chck_72M->chck_74M->chck_76M,background,43.45,67.84,62.05,50.14,27.38,52.19,36.605000000000004,7.945,fall,Entity,6780,119,109,10,0.14749262536873156,3.3628318584070795,212,258,-46,-0.6784660766961652,6.932153392330384,13,16,29,39,160,0.12719298245614036,0.17105263157894737,0.7017543859649122,-0.030548060885914035,0.040880503144654086,0.045584045584045586
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_72M,chck_74M,chck_76M,chck_72M->chck_74M->chck_76M,background,43.45,67.84,62.05,50.14,27.38,52.19,36.605000000000004,7.945,fall,COMPS,91028,2820,2822,-2,-0.0021971261589840488,6.198092894494002,5048,5099,-51,-0.05602671705409324,11.147119567605571,400,406,806,886,3950,0.14285714285714285,0.15703651187522155,0.7001063452676356,-0.010573155413511849,0.05356186395286556,0.054025282767797736
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_72M,chck_74M,chck_76M,chck_72M->chck_74M->chck_76M,background,43.45,67.84,62.05,50.14,27.38,52.19,36.605000000000004,7.945,fall,GlobalPIQA,203,2,6,-4,-1.9704433497536946,3.9408866995073892,10,9,1,0.49261083743842365,9.35960591133005,0,0,0,3,5,0.0,0.375,0.625,-0.24333213169614376,0.0,0.0
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_74M,chck_76M,chck_78M,chck_74M->chck_76M->chck_78M,background,43.581428571428575,68.29,64.06,49.12,26.37,51.95,37.12,8.16,rise,ALL,170722,4443,4501,-58,-0.03397336019962278,5.238926441817692,7816,7605,211,0.12359274141586908,9.032813579972117,620,608,1228,1398,6318,0.13729874776386405,0.15630590339892667,0.7063953488372093,-0.01447527281212969,0.053269181201134115,0.05287876152374326
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_74M,chck_76M,chck_78M,chck_74M->chck_76M->chck_78M,background,43.581428571428575,68.29,64.06,49.12,26.37,51.95,37.12,8.16,rise,BLiMP,59875,1015,1154,-139,-0.2321503131524008,3.622546972860125,2002,1746,256,0.42755741127348645,6.259707724425888,134,144,278,339,1552,0.12816966343937297,0.15629322268326418,0.7155371138773629,-0.021394407713170638,0.046479361775927854,0.05224963715529753
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_74M,chck_76M,chck_78M,chck_74M->chck_76M->chck_78M,background,43.581428571428575,68.29,64.06,49.12,26.37,51.95,37.12,8.16,rise,Supplement,5218,51,61,-10,-0.19164430816404754,2.146416251437332,180,87,93,1.7822920659256418,5.116903027980069,7,7,14,24,74,0.125,0.21428571428571427,0.6607142857142857,-0.05782762525740312,0.03125,0.04964539007092199
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_74M,chck_76M,chck_78M,chck_74M->chck_76M->chck_78M,background,43.581428571428575,68.29,64.06,49.12,26.37,51.95,37.12,8.16,rise,EWoK,7618,237,240,-3,-0.03938041480703597,6.261485954318719,364,406,-42,-0.5513258072985036,10.107639800472565,25,34,59,59,359,0.12368972746331237,0.12368972746331237,0.7526205450733753,0.0,0.043402777777777776,0.05555555555555555
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_74M,chck_76M,chck_78M,chck_74M->chck_76M->chck_78M,background,43.581428571428575,68.29,64.06,49.12,26.37,51.95,37.12,8.16,rise,Entity,6780,134,123,11,0.16224188790560473,3.7905604719764017,212,258,-46,-0.6784660766961652,6.932153392330384,19,18,37,42,178,0.14396887159533073,0.16342412451361868,0.6926070038910506,-0.014386478920377543,0.0581039755351682,0.049586776859504134
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_74M,chck_76M,chck_78M,chck_74M->chck_76M->chck_78M,background,43.581428571428575,68.29,64.06,49.12,26.37,51.95,37.12,8.16,rise,COMPS,91028,3001,2919,82,0.09008217251834601,6.503493430592784,5048,5099,-51,-0.05602671705409324,11.147119567605571,434,405,839,932,4149,0.14172297297297298,0.15743243243243243,0.7008445945945946,-0.011999226880131742,0.056992777413000656,0.05319847629055563
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_74M,chck_76M,chck_78M,chck_74M->chck_76M->chck_78M,background,43.581428571428575,68.29,64.06,49.12,26.37,51.95,37.12,8.16,rise,GlobalPIQA,203,5,4,1,0.49261083743842365,4.433497536945813,10,9,1,0.49261083743842365,9.35960591133005,1,0,1,2,6,0.1111111111111111,0.2222222222222222,0.6666666666666666,-0.07647191129018724,0.07142857142857142,0.0
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_74M,chck_76M,chck_78M,chck_74M->chck_76M->chck_78M,background,43.581428571428575,68.29,64.06,49.12,26.37,51.95,37.12,8.16,fall,ALL,170722,4225,4049,176,0.10309157577816568,4.846475556753084,7458,7367,91,0.05330303065802884,8.683708016541512,602,564,1166,1534,5574,0.1409233744259125,0.18540004834421078,0.6736765772298767,-0.0332271207233463,0.05432722678458623,0.05197198673055658
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_74M,chck_76M,chck_78M,chck_74M->chck_76M->chck_78M,background,43.581428571428575,68.29,64.06,49.12,26.37,51.95,37.12,8.16,fall,BLiMP,59875,986,859,127,0.21210855949895616,3.0814196242171192,1544,1702,-158,-0.2638830897703549,5.421294363256785,128,121,249,327,1269,0.13495934959349593,0.1772357723577236,0.6878048780487804,-0.03187294253255955,0.05328892589508743,0.04959016393442623
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_74M,chck_76M,chck_78M,chck_74M->chck_76M->chck_78M,background,43.581428571428575,68.29,64.06,49.12,26.37,51.95,37.12,8.16,fall,Supplement,5218,64,47,17,0.32579532387888077,2.1272518206209274,85,140,-55,-1.0540436949022614,4.311996933691069,4,8,12,14,85,0.10810810810810811,0.12612612612612611,0.7657657657657657,-0.012655439943366653,0.027586206896551724,0.0446927374301676
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_74M,chck_76M,chck_78M,chck_74M->chck_76M->chck_78M,background,43.581428571428575,68.29,64.06,49.12,26.37,51.95,37.12,8.16,fall,EWoK,7618,234,206,28,0.36755053819900235,5.7757941716986085,398,421,-23,-0.3019165135206091,10.750853242320819,29,39,68,86,286,0.15454545454545454,0.19545454545454546,0.65,-0.029985011240633196,0.04809286898839138,0.0663265306122449
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_74M,chck_76M,chck_78M,chck_74M->chck_76M->chck_78M,background,43.581428571428575,68.29,64.06,49.12,26.37,51.95,37.12,8.16,fall,Entity,6780,119,109,10,0.14749262536873156,3.3628318584070795,261,167,94,1.3864306784660767,6.312684365781711,25,9,34,31,163,0.14912280701754385,0.13596491228070176,0.7149122807017544,0.00960355320372328,0.07042253521126761,0.033707865168539325
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_74M,chck_76M,chck_78M,chck_74M->chck_76M->chck_78M,background,43.581428571428575,68.29,64.06,49.12,26.37,51.95,37.12,8.16,fall,COMPS,91028,2820,2822,-2,-0.0021971261589840488,6.198092894494002,5162,4930,232,0.2548666344421497,11.086698598233511,416,387,803,1075,3764,0.1423254165189649,0.19053527118043248,0.6671393123006026,-0.036046553095728205,0.054982817869415807,0.05254582484725051
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_74M,chck_76M,chck_78M,chck_74M->chck_76M->chck_78M,background,43.581428571428575,68.29,64.06,49.12,26.37,51.95,37.12,8.16,fall,GlobalPIQA,203,2,6,-4,-1.9704433497536946,3.9408866995073892,8,7,1,0.49261083743842365,7.389162561576355,0,0,0,1,7,0.0,0.125,0.875,-0.09128709291752767,0.0,0.0
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_76M,chck_78M,chck_80M,chck_76M->chck_78M->chck_80M,background,43.70214285714286,68.02,62.78,49.04,27.75,52.34,37.605000000000004,8.379999999999999,rise,ALL,170722,4443,4501,-58,-0.03397336019962278,5.238926441817692,7458,7367,91,0.05330303065802884,8.683708016541512,768,705,1473,1405,6066,0.16469141323792486,0.15708855098389982,0.6782200357781754,0.005905350323798985,0.06898410132039881,0.06315506584251546
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_76M,chck_78M,chck_80M,chck_76M->chck_78M->chck_80M,background,43.70214285714286,68.02,62.78,49.04,27.75,52.34,37.605000000000004,8.379999999999999,rise,BLiMP,59875,1015,1154,-139,-0.2321503131524008,3.622546972860125,1544,1702,-158,-0.2638830897703549,5.421294363256785,185,201,386,287,1496,0.17796219455970494,0.13231904103273398,0.6897187644075611,0.03731050788333031,0.07792754844144903,0.07570621468926554
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_76M,chck_78M,chck_80M,chck_76M->chck_78M->chck_80M,background,43.70214285714286,68.02,62.78,49.04,27.75,52.34,37.605000000000004,8.379999999999999,rise,Supplement,5218,51,61,-10,-0.19164430816404754,2.146416251437332,85,140,-55,-1.0540436949022614,4.311996933691069,10,9,19,13,80,0.16964285714285715,0.11607142857142858,0.7142857142857143,0.03779644730092272,0.07936507936507936,0.046875
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_76M,chck_78M,chck_80M,chck_76M->chck_78M->chck_80M,background,43.70214285714286,68.02,62.78,49.04,27.75,52.34,37.605000000000004,8.379999999999999,rise,EWoK,7618,237,240,-3,-0.03938041480703597,6.261485954318719,398,421,-23,-0.3019165135206091,10.750853242320819,33,33,66,79,332,0.13836477987421383,0.16561844863731656,0.6960167714884696,-0.02079898836180852,0.054817275747508304,0.052547770700636945
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_76M,chck_78M,chck_80M,chck_76M->chck_78M->chck_80M,background,43.70214285714286,68.02,62.78,49.04,27.75,52.34,37.605000000000004,8.379999999999999,rise,Entity,6780,134,123,11,0.16224188790560473,3.7905604719764017,261,167,94,1.3864306784660767,6.312684365781711,25,21,46,34,177,0.17898832684824903,0.13229571984435798,0.688715953307393,0.036182019210206966,0.06756756756756757,0.07806691449814127
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_76M,chck_78M,chck_80M,chck_76M->chck_78M->chck_80M,background,43.70214285714286,68.02,62.78,49.04,27.75,52.34,37.605000000000004,8.379999999999999,rise,COMPS,91028,3001,2919,82,0.09008217251834601,6.503493430592784,5162,4930,232,0.2548666344421497,11.086698598233511,515,439,954,988,3978,0.16114864864864864,0.16689189189189188,0.6719594594594595,-0.004398751650082023,0.06733786610878661,0.0592442645074224
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_76M,chck_78M,chck_80M,chck_76M->chck_78M->chck_80M,background,43.70214285714286,68.02,62.78,49.04,27.75,52.34,37.605000000000004,8.379999999999999,rise,GlobalPIQA,203,5,4,1,0.49261083743842365,4.433497536945813,8,7,1,0.49261083743842365,7.389162561576355,0,2,2,4,3,0.2222222222222222,0.4444444444444444,0.3333333333333333,-0.17213259316477406,0.0,0.2222222222222222
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_76M,chck_78M,chck_80M,chck_76M->chck_78M->chck_80M,background,43.70214285714286,68.02,62.78,49.04,27.75,52.34,37.605000000000004,8.379999999999999,fall,ALL,170722,4225,4049,176,0.10309157577816568,4.846475556753084,6126,6237,-111,-0.06501798245100222,7.2415974508264895,579,564,1143,1291,5840,0.13814358230601886,0.1560309402948997,0.7058254773990814,-0.014633291450146016,0.059250920998772,0.05801275457724748
scale1p75_seed43022_reference,experiments/archive/frontier_consolidation/data/selected_trajectory_eval_scale1p75_seed43022_reference_common2M,chck_76M,chck_78M,chck_80M,chck_76M->chck_78M->chck_80M,background,43.70214285714286,68.02,62.78,49.04,27.75,52.34,37.605000000000004,8.379999999999999,fall,BLiMP,59875,986,859,127,0.21210855949895616,3.0814196242171192,1425,1377,48,0.0801670146137787,4.679749478079332,144,117,261,316,1268,0.14146341463414633,0.17127371273712738,0.6872628726287263,-0.02418969757625795,0.06352007057785619,0.05521472392638037
