binary_delta,checkpoint,domain,dose_name,family,interaction_delta_view_minus_repeat,margin_delta_view_minus_repeat,numops,repeat_correct,repeat_interaction,repeat_margin,split,uid,view_correct,view_interaction,view_margin,words
0,chck_80M,agent-properties,dose1,EWoK,-2.345378714147955,-0.6683910358697176,,True,15.197260558139533,10.042966157197952,,agent-properties_1406,True,12.851881843991578,9.374575121328235,80000000
0,chck_80M,agent-properties,dose1,EWoK,18.369394234614447,8.346080452669412,,False,-54.05898564425297,-28.142522963229567,,agent-properties_1821,False,-35.689591409638524,-19.796442510560155,80000000
0,chck_80M,agent-properties,dose1,EWoK,1.9642806611955166,1.718959791585803,,True,9.566241819411516,2.9659538473933935,,agent-properties_421,True,11.530522480607033,4.6849136389791965,80000000
0,chck_80M,agent-properties,dose1,EWoK,1.2732213377021253,0.47579808393493295,,False,-0.44674264872446656,-0.9416148071177304,,agent-properties_809,False,0.8264786889776587,-0.46581672318279743,80000000
1,chck_80M,agent-properties,dose1,EWoK,-1.6639703010441735,0.5451255678199232,,False,0.4324175080982968,-0.485504187643528,,agent-properties_89,True,-1.2315527929458767,0.05962138017639518,80000000
1,chck_80M,material-dynamics,dose1,EWoK,-3.3781626224517822,1.1242892742156982,,False,4.187281250953674,-0.15134704113006592,,material-dynamics_10,True,0.8091186285018921,0.9729422330856323,80000000
-1,chck_80M,material-dynamics,dose1,EWoK,3.541622817516327,-3.117949962615967,,True,1.03277188539505,2.8210976123809814,,material-dynamics_37,False,4.574394702911377,-0.29685235023498535,80000000
0,chck_80M,material-dynamics,dose1,EWoK,1.6545753479003906,2.0489073991775513,,False,-3.8110158443450928,-3.941179394721985,,material-dynamics_480,False,-2.156440496444702,-1.8922719955444336,80000000
1,chck_80M,material-dynamics,dose1,EWoK,2.6964385509490967,2.6123318672180176,,False,-2.5436068773269653,-0.5075007677078247,,material-dynamics_567,True,0.15283167362213135,2.104831099510193,80000000
-1,chck_80M,material-dynamics,dose1,EWoK,-0.3172557884827256,-1.104020370170474,,True,1.0348358927294612,1.0325077641755342,,material-dynamics_643,False,0.7175801042467356,-0.0715126059949398,80000000
0,chck_80M,material-properties,dose1,EWoK,0.979454442858696,-0.3636937290430069,,True,-1.139614850282669,0.40432263910770416,,material-properties_0,True,-0.16016040742397308,0.040628910064697266,80000000
0,chck_80M,material-properties,dose1,EWoK,1.68426504265517,2.6545286336913705,,True,-1.1198979616165161,1.210730567574501,,material-properties_145,True,0.5643670810386539,3.8652592012658715,80000000
1,chck_80M,material-properties,dose1,EWoK,2.0153007209300995,0.6189367789775133,,False,-2.254676967859268,-0.41475022211670876,,material-properties_149,True,-0.2393762469291687,0.20418655686080456,80000000
0,chck_80M,material-properties,dose1,EWoK,-0.10094666853547096,0.1976439766585827,,False,0.41744451597332954,-0.24444155022501945,,material-properties_156,False,0.3164978474378586,-0.04679757356643677,80000000
