example_id,source,words,loss,n_masked,subset,subset_path,arm,dose,seed,family,checkpoint
46059,open_subtitles,160,2.245480537414551,42,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
8853,childes,160,0.8204120397567749,33,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
26023,gutenberg,160,2.5919852256774902,28,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
36292,gutenberg,160,4.13552713394165,40,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
8662,childes,160,1.2024624347686768,36,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
23685,gutenberg,160,3.379197597503662,33,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
35358,gutenberg,160,4.298801422119141,31,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
35850,gutenberg,160,3.3997745513916016,38,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
14371,childes,160,1.777600646018982,40,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
14405,childes,160,1.3236091136932373,37,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
42988,open_subtitles,160,2.2993404865264893,41,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
5232,childes,160,1.3773168325424194,35,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
4840,childes,160,2.176302671432495,34,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
43943,open_subtitles,160,3.003649950027466,34,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
47410,open_subtitles,160,3.3619141578674316,36,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
38182,gutenberg,160,1.9493504762649536,32,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
24965,gutenberg,160,2.9589433670043945,26,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
5082,childes,160,1.1609797477722168,36,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
29146,gutenberg,160,5.042486190795898,29,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
48955,open_subtitles,160,4.36590051651001,30,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
41567,open_subtitles,160,3.494718074798584,36,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
13103,childes,160,1.4465458393096924,29,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
47039,open_subtitles,160,3.6062023639678955,25,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
10622,childes,160,2.1131811141967773,44,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
10689,childes,160,1.4963786602020264,43,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
54030,simple_wiki,160,3.3462107181549072,45,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
37703,gutenberg,160,4.007480144500732,24,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
26178,gutenberg,160,2.8910434246063232,33,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
22772,gutenberg,160,2.5890583992004395,40,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
43860,open_subtitles,160,3.682396411895752,38,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
46015,open_subtitles,160,2.722111701965332,38,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
21740,childes,160,0.8514933586120605,46,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
52725,open_subtitles,160,3.366999387741089,32,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
31289,gutenberg,160,2.5721652507781982,28,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
42338,open_subtitles,160,3.987213373184204,30,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
49830,open_subtitles,160,1.9402744770050049,35,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
41089,open_subtitles,160,3.458279609680176,29,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
36580,gutenberg,160,4.119015693664551,30,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
61038,simple_wiki,160,2.6420745849609375,35,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
4569,bnc_spoken,160,4.353435516357422,25,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
53441,simple_wiki,160,2.4168639183044434,40,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
33118,gutenberg,160,2.981792688369751,26,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
29658,gutenberg,160,2.673065662384033,26,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
50833,open_subtitles,160,3.0322906970977783,25,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
20135,childes,160,1.7482198476791382,39,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
24262,gutenberg,160,3.2821261882781982,21,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
23571,gutenberg,160,2.4264285564422607,42,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
52261,open_subtitles,160,4.9831061363220215,35,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
44395,open_subtitles,160,3.431881904602051,38,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
17566,childes,160,1.865962028503418,31,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
51238,open_subtitles,160,3.908158540725708,32,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
15116,childes,160,1.009972333908081,42,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
58172,simple_wiki,160,3.6172754764556885,33,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
22554,gutenberg,160,2.8277125358581543,32,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
30406,gutenberg,160,3.2357864379882812,29,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
38931,open_subtitles,160,4.0037150382995605,31,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
8165,childes,160,1.880354404449463,37,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
49450,open_subtitles,160,2.141021966934204,47,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
18865,childes,160,1.1498948335647583,45,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
48575,open_subtitles,160,2.0827574729919434,26,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
21640,childes,160,1.9434243440628052,46,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
32683,gutenberg,160,2.8576509952545166,29,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
29039,gutenberg,160,3.1328091621398926,39,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
33398,gutenberg,160,4.381791114807129,28,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
11248,childes,160,1.0041743516921997,45,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
21201,childes,160,1.2563735246658325,39,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
12237,childes,160,1.0407425165176392,46,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
34924,gutenberg,160,2.8659615516662598,41,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
37077,gutenberg,160,3.122751474380493,26,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
31878,gutenberg,160,3.6723430156707764,34,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
47454,open_subtitles,160,2.5017616748809814,28,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
49123,open_subtitles,160,2.7248001098632812,26,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
46987,open_subtitles,160,4.566242694854736,32,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
40926,open_subtitles,160,2.704432487487793,31,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
38170,gutenberg,160,2.4032328128814697,36,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
21067,childes,160,1.1576682329177856,44,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
8427,childes,160,0.7433377504348755,42,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
50403,open_subtitles,160,2.4043989181518555,32,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
5880,childes,160,1.1666854619979858,43,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
39873,open_subtitles,160,3.355159044265747,38,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
52028,open_subtitles,160,2.4503729343414307,30,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
36943,gutenberg,160,3.9046003818511963,29,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
53550,simple_wiki,160,4.522560119628906,32,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
55541,simple_wiki,160,4.739616870880127,36,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
37209,gutenberg,160,4.311795234680176,22,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
61949,simple_wiki,160,3.7392094135284424,39,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
27613,gutenberg,160,2.3747475147247314,29,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
34535,gutenberg,160,3.2759015560150146,23,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
43132,open_subtitles,160,3.159144401550293,33,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
33784,gutenberg,160,3.197793483734131,37,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
7935,childes,160,1.6694718599319458,37,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
37264,gutenberg,160,3.032637596130371,31,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
51222,open_subtitles,160,3.175323009490967,32,heldout2647_full,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/heldout_cleanqwen_rows.jsonl,base43022,base0,43022,compact_view_reinvest,chck_80M
