seed,overlap_bin,token_class,contrast,estimand,n_pairs,mean_difference,se_pair_difference,fraction_positive
43222,high,overlap,VminusR,gain_T_vs_N,400,0.16854714723325742,0.08518503782017858,0.5325
43222,high,overlap,VminusR,gain_U_vs_N,400,-0.0026326516383172426,0.04537191884971767,0.5225
43222,low,ALL,VminusC,gain_T_vs_U,400,0.03426849873265987,0.06255281351153877,0.5525
43222,low,ALL,VminusC,gain_T_vs_N,400,0.0890379844380368,0.06201028620048491,0.555
43222,low,ALL,VminusC,gain_U_vs_N,400,0.054769485705376916,0.03787775770850163,0.515
43222,low,ALL,RminusC,gain_T_vs_U,400,-0.14701521377861354,0.0576474387262557,0.4625
43222,low,ALL,RminusC,gain_T_vs_N,400,-0.12753049698207178,0.05604292804880996,0.4575
43222,low,ALL,RminusC,gain_U_vs_N,400,0.019484716796541762,0.0366325713549809,0.495
43222,low,ALL,VminusR,gain_T_vs_U,400,0.1812837125112734,0.06040495482720445,0.5475
43222,low,ALL,VminusR,gain_T_vs_N,400,0.2165684814201086,0.060462757857599525,0.5575
43222,low,ALL,VminusR,gain_U_vs_N,400,0.03528476890883515,0.032504289599234105,0.5075
43222,low,nonoverlap,VminusC,gain_T_vs_U,400,-0.05276424284810975,0.055455698968036746,0.4825
43222,low,nonoverlap,VminusC,gain_T_vs_N,400,-0.05355129707391217,0.056389215802797245,0.4825
43222,low,nonoverlap,VminusC,gain_U_vs_N,400,-0.0007870542258024305,0.03309527268133598,0.5025
43222,low,nonoverlap,RminusC,gain_T_vs_U,400,-0.18780462857415842,0.05244242071422215,0.43
43222,low,nonoverlap,RminusC,gain_T_vs_N,400,-0.20396654406232606,0.05526139458022874,0.4075
43222,low,nonoverlap,RminusC,gain_U_vs_N,400,-0.016161915488167627,0.034980265915986956,0.475
43222,low,nonoverlap,VminusR,gain_T_vs_U,400,0.13504038572604865,0.053125723714588416,0.56
43222,low,nonoverlap,VminusR,gain_T_vs_N,400,0.15041524698841388,0.053728521908301144,0.55
43222,low,nonoverlap,VminusR,gain_U_vs_N,400,0.01537486126236521,0.030907213067107354,0.5225
43222,low,overlap,VminusC,gain_T_vs_U,400,0.12130124031342955,0.10740031417652751,0.55
43222,low,overlap,VminusC,gain_T_vs_N,400,0.23162726594998573,0.10849466858016228,0.5325
43222,low,overlap,VminusC,gain_U_vs_N,400,0.11032602563655625,0.06398066564313844,0.525
43222,low,overlap,RminusC,gain_T_vs_U,400,-0.10622579898306866,0.10276180421602943,0.505
43222,low,overlap,RminusC,gain_T_vs_N,400,-0.05109444990181753,0.10146366228218426,0.525
43222,low,overlap,RminusC,gain_U_vs_N,400,0.05513134908125114,0.0619261188698804,0.5175
43222,low,overlap,VminusR,gain_T_vs_U,400,0.22752703929649823,0.10432145287633858,0.5425
43222,low,overlap,VminusR,gain_T_vs_N,400,0.2827217158518034,0.10594991125517392,0.52
43222,low,overlap,VminusR,gain_U_vs_N,400,0.055194676555305106,0.056044565478729436,0.535
43222,medium,ALL,VminusC,gain_T_vs_U,400,0.05868390054674819,0.054793165424772104,0.5175
43222,medium,ALL,VminusC,gain_T_vs_N,400,0.02336448172665162,0.05316256053116921,0.5
43222,medium,ALL,VminusC,gain_U_vs_N,400,-0.03531941882009657,0.030599388998235055,0.4725
43222,medium,ALL,RminusC,gain_T_vs_U,400,-0.007423716020627254,0.051983262000536413,0.51
43222,medium,ALL,RminusC,gain_T_vs_N,400,-0.08597792850017866,0.05090302549486396,0.4725
43222,medium,ALL,RminusC,gain_U_vs_N,400,-0.07855421247955141,0.030148187713517273,0.425
43222,medium,ALL,VminusR,gain_T_vs_U,400,0.06610761656737546,0.05754651312009723,0.495
43222,medium,ALL,VminusR,gain_T_vs_N,400,0.1093424102268303,0.054086777000835806,0.5575
43222,medium,ALL,VminusR,gain_U_vs_N,400,0.04323479365945484,0.032361396699458,0.5425
43222,medium,nonoverlap,VminusC,gain_T_vs_U,400,-0.00016984068322927647,0.06129905579539071,0.5
43222,medium,nonoverlap,VminusC,gain_T_vs_N,400,-0.020415694382973016,0.06161374835349329,0.505
43222,medium,nonoverlap,VminusC,gain_U_vs_N,400,-0.020245853699743747,0.031231982277036434,0.5175
43222,medium,nonoverlap,RminusC,gain_T_vs_U,400,-0.06368336201800656,0.05663934184647969,0.4925
43222,medium,nonoverlap,RminusC,gain_T_vs_N,400,-0.12043218675418758,0.05509546715522803,0.455
43222,medium,nonoverlap,RminusC,gain_U_vs_N,400,-0.05674882473618105,0.03203473915175355,0.435
43222,medium,nonoverlap,VminusR,gain_T_vs_U,400,0.06351352133477726,0.06120990413783293,0.5
43222,medium,nonoverlap,VminusR,gain_T_vs_N,400,0.10001649237121456,0.06067221695390468,0.5225
43222,medium,nonoverlap,VminusR,gain_U_vs_N,400,0.03650297103643727,0.03279040449609587,0.55
43222,medium,overlap,VminusC,gain_T_vs_U,400,0.11753764177672565,0.09188469693632137,0.48
43222,medium,overlap,VminusC,gain_T_vs_N,400,0.06714465783627625,0.09091948203507315,0.5025
43222,medium,overlap,VminusC,gain_U_vs_N,400,-0.050392983940449394,0.05414435423797202,0.505
43222,medium,overlap,RminusC,gain_T_vs_U,400,0.04883592997675199,0.08750728314016205,0.485
43222,medium,overlap,RminusC,gain_T_vs_N,400,-0.0515236702461698,0.08534809824699739,0.47
43222,medium,overlap,RminusC,gain_U_vs_N,400,-0.1003596002229218,0.05274088376249383,0.48
43222,medium,overlap,VminusR,gain_T_vs_U,400,0.06870171179997368,0.09519300238899953,0.52
43222,medium,overlap,VminusR,gain_T_vs_N,400,0.11866832808244608,0.08787622706626227,0.525
43222,medium,overlap,VminusR,gain_U_vs_N,400,0.049966616282472384,0.055691999006545714,0.5325
