role,seed,pair_id,overlap_bin,token_class,n_checkpoints,n_targets,gain_T_vs_U,gain_T_vs_N,gain_U_vs_N
C,43022,wikilarge_82ff5164874e42e81e96,medium,nonoverlap,3,2.0,-0.566565657655398,-0.08444179594516754,0.48212386171023053
C,43022,wikilarge_82ff5164874e42e81e96,medium,overlap,3,1.0,3.2221995492776236,2.223260591427485,-0.9989389578501383
C,43022,wikilarge_8322ea5382fd2b5e9885,high,nonoverlap,3,2.0,3.257471024990082,1.8925378521283467,-1.364933172861735
C,43022,wikilarge_8322ea5382fd2b5e9885,high,overlap,3,1.0,8.806737075249353,9.159037401278814,0.35230032602945965
C,43022,wikilarge_8345a20f6eefae2293ff,low,nonoverlap,3,2.0,-1.8544952670733135,-1.602139562368393,0.25235570470492047
C,43022,wikilarge_8345a20f6eefae2293ff,low,overlap,3,1.0,0.00173050401887546,0.003790863207541406,0.0020603591886659465
C,43022,wikilarge_836c11435571bea60590,medium,nonoverlap,3,2.0,0.12702377637227377,-0.2516549030939738,-0.37867867946624756
C,43022,wikilarge_836c11435571bea60590,medium,overlap,3,1.0,2.6073836777359247,1.1641626649846633,-1.4432210127512615
C,43022,wikilarge_8375b8a8e0f333551625,low,nonoverlap,3,2.0,-0.7168826361497244,0.29762155810991925,1.0145041942596436
C,43022,wikilarge_8375b8a8e0f333551625,low,overlap,3,1.0,6.535845755288999,7.446138698607683,0.9102929433186849
C,43022,wikilarge_838624cafd0cacc2f05f,low,nonoverlap,3,2.0,3.4744091431299844,3.266665498415629,-0.20774364471435547
C,43022,wikilarge_838624cafd0cacc2f05f,low,overlap,3,1.0,7.032511979341507,6.012600213289261,-1.019911766052246
C,43022,wikilarge_83997468df047c0bc154,low,nonoverlap,3,2.0,-4.409862811366717,-4.331850444277127,0.07801236708958943
C,43022,wikilarge_83997468df047c0bc154,low,overlap,3,1.0,5.357720166444778,5.135200927654902,-0.2225192387898763
C,43022,wikilarge_83b6ffd8aed639e1432c,medium,nonoverlap,3,2.0,-2.8111199935277305,-2.0713691314061484,0.739750862121582
C,43022,wikilarge_83b6ffd8aed639e1432c,medium,overlap,3,1.0,0.20138158975169063,0.20253578899428248,0.001154199242591858
C,43022,wikilarge_83ed6cff7420a7fd0381,low,nonoverlap,3,2.0,-0.19351846973101297,-2.196049382289251,-2.0025309125582376
C,43022,wikilarge_83ed6cff7420a7fd0381,low,overlap,3,1.0,-0.624319314956665,1.6286357243855794,2.2529550393422446
C,43022,wikilarge_83f1a1daa51d916cf001,high,nonoverlap,3,2.0,2.1015252272288003,1.6530502637227376,-0.4484749635060628
C,43022,wikilarge_83f1a1daa51d916cf001,high,overlap,3,1.0,10.281466841697693,9.851096192995707,-0.43037064870198566
C,43022,wikilarge_84318dffa2459fd6a108,medium,nonoverlap,3,2.0,0.4363364775975545,1.0597079992294312,0.6233715216318766
C,43022,wikilarge_84318dffa2459fd6a108,medium,overlap,3,1.0,8.809269944826761,3.2515819470087686,-5.557687997817993
C,43022,wikilarge_84cacfe7a2bf1c5ef0ae,low,nonoverlap,3,2.0,0.02900626262029012,0.5589721202850342,0.529965857664744
C,43022,wikilarge_84cacfe7a2bf1c5ef0ae,low,overlap,3,1.0,2.7349721690018973,2.0854854683081308,-0.6494867006937662
C,43022,wikilarge_84e2bfc19aab596004a7,high,nonoverlap,3,2.0,-1.2403812011082966,-0.6225623687108358,0.6178188323974609
C,43022,wikilarge_84e2bfc19aab596004a7,high,overlap,3,1.0,10.28354482849439,9.112560560305914,-1.1709842681884766
C,43022,wikilarge_8517d787c4a4511b5ada,medium,nonoverlap,3,2.0,-1.3830628395080566,-1.0960299968719482,0.2870328426361084
C,43022,wikilarge_8517d787c4a4511b5ada,medium,overlap,3,1.0,1.4176983684301376,1.7705777337153752,0.3528793652852376
C,43022,wikilarge_85582d6d9ed86bca66f8,low,nonoverlap,3,2.0,-0.7791192134221395,-0.6456391016642252,0.13348011175791422
C,43022,wikilarge_85582d6d9ed86bca66f8,low,overlap,3,1.0,4.37329085667928,2.738964875539144,-1.6343259811401367
C,43022,wikilarge_857c45401f6e77031e91,low,nonoverlap,3,2.0,1.2613158226013184,1.144228498140971,-0.11708732446034749
C,43022,wikilarge_857c45401f6e77031e91,low,overlap,3,1.0,8.229359136273464,8.97439780458808,0.7450386683146158
C,43022,wikilarge_85b1d3c0c145d641cd6c,high,nonoverlap,3,2.0,1.113823155562083,0.9991420308748881,-0.11468112468719482
C,43022,wikilarge_85b1d3c0c145d641cd6c,high,overlap,3,1.0,5.223521521004538,5.6902589503054815,0.46673742930094403
C,43022,wikilarge_85cd0e86d9c49ae54f98,high,nonoverlap,3,2.0,-1.501388967037201,-1.4382750590642293,0.0631139079729716
C,43022,wikilarge_85cd0e86d9c49ae54f98,high,overlap,3,1.0,8.080733994642893,7.888786693414052,-0.19194730122884116
C,43022,wikilarge_8615f64d1d043ff99610,high,nonoverlap,3,2.0,-2.7677743434906006,-1.556679407755534,1.2110949357350667
C,43022,wikilarge_8615f64d1d043ff99610,high,overlap,3,1.0,7.386769168078899,7.200820955137412,-0.18594821294148764
C,43022,wikilarge_868899a4ae11d5a3c1f6,high,nonoverlap,3,2.0,-1.0157602032025654,-1.1941106120745342,-0.1783504088719686
C,43022,wikilarge_868899a4ae11d5a3c1f6,high,overlap,3,1.0,3.0803430527448654,3.1629423747460046,0.08259932200113933
C,43022,wikilarge_86b415459b327586d142,medium,nonoverlap,3,2.0,1.057761510213216,1.7779347896575928,0.7201732794443766
C,43022,wikilarge_86b415459b327586d142,medium,overlap,3,1.0,7.36779156823953,7.605020438631375,0.2372288703918457
C,43022,wikilarge_86c15ea7c75116fc820b,high,nonoverlap,3,2.0,-0.9243892431259155,-0.6678418715794882,0.2565473715464274
C,43022,wikilarge_86c15ea7c75116fc820b,high,overlap,3,1.0,6.376416452229023,6.318226583302021,-0.05818986892700195
C,43022,wikilarge_86f2cf48feafe283ac3f,low,nonoverlap,3,2.0,-0.48558088143666583,-0.4896988868713379,-0.004118005434672038
C,43022,wikilarge_86f2cf48feafe283ac3f,low,overlap,3,1.0,0.8986349105834961,0.15340439478556314,-0.745230515797933
C,43022,wikilarge_8716f77888c520ba6087,high,nonoverlap,3,2.0,-0.29411818583806354,-0.04837452371915182,0.24574366211891174
C,43022,wikilarge_8716f77888c520ba6087,high,overlap,3,1.0,8.402503371238708,8.365731279055277,-0.03677209218343099
C,43022,wikilarge_872244245455b331524f,high,nonoverlap,3,2.0,-0.6179976562658945,-0.005734423796335856,0.6122632324695587
C,43022,wikilarge_872244245455b331524f,high,overlap,3,1.0,4.977781283048292,6.303969370511671,1.326188087463379
C,43022,wikilarge_87427a058283c3a82ddd,medium,nonoverlap,3,2.0,2.5689981877803802,3.0463785429795585,0.47738035519917804
C,43022,wikilarge_87427a058283c3a82ddd,medium,overlap,3,1.0,5.11726858963569,6.023061461746693,0.9057928721110026
C,43022,wikilarge_8766fd17567dfc956345,medium,nonoverlap,3,2.0,-3.369348684946696,-3.1441309452056885,0.22521773974100748
C,43022,wikilarge_8766fd17567dfc956345,medium,overlap,3,1.0,3.954033454259237,4.44989816347758,0.4958647092183431
C,43022,wikilarge_876ee552299235ea4985,high,nonoverlap,3,2.0,-0.6920785307884216,-0.7819940646489462,-0.08991553386052449
C,43022,wikilarge_876ee552299235ea4985,high,overlap,3,1.0,1.0888253785669804,1.0492158668736618,-0.03960951169331869
C,43022,wikilarge_877e273db7d007f134fd,medium,nonoverlap,3,2.0,0.3665398955345154,0.4804121057192485,0.11387221018473308
C,43022,wikilarge_877e273db7d007f134fd,medium,overlap,3,1.0,7.223109243437648,8.408661363646388,1.1855521202087402
C,43022,wikilarge_87eb1a7550a07b040a21,low,nonoverlap,3,2.0,-0.7978820403416952,-0.5446511109670004,0.2532309293746948
C,43022,wikilarge_87eb1a7550a07b040a21,low,overlap,3,1.0,3.588711197177569,4.847767606377602,1.2590564092000325
C,43022,wikilarge_87f75358caa36a1e46a4,low,nonoverlap,3,2.0,0.9633364379405975,0.027052104473114014,-0.9362843334674835
C,43022,wikilarge_87f75358caa36a1e46a4,low,overlap,3,1.0,1.8931491374969482,1.3730162779490154,-0.520132859547933
C,43022,wikilarge_880635aeacb2b0f1715f,low,nonoverlap,3,2.0,0.15587298075358072,-0.4033193588256836,-0.5591923395792643
C,43022,wikilarge_880635aeacb2b0f1715f,low,overlap,3,1.0,3.1059571529428163,2.5149544502298036,-0.5910027027130127
C,43022,wikilarge_8876fea2c6fb8badfc90,high,nonoverlap,3,2.0,0.9156188567479452,1.4242885112762451,0.5086696545282999
C,43022,wikilarge_8876fea2c6fb8badfc90,high,overlap,3,1.0,8.92603096862634,10.25245270629724,1.3264217376708984
C,43022,wikilarge_888b5e21f730e39b568e,medium,nonoverlap,3,2.0,1.1347724596659343,0.5299479166666666,-0.6048245429992676
C,43022,wikilarge_888b5e21f730e39b568e,medium,overlap,3,1.0,0.12688802120586237,0.1184968842814366,-0.00839113692442576
C,43022,wikilarge_889fe9235550c0b1503c,high,nonoverlap,3,2.0,-1.6099000573158264,-1.8220333456993103,-0.2121332883834839
C,43022,wikilarge_889fe9235550c0b1503c,high,overlap,3,1.0,0.7200708960493406,0.8386064146955808,0.11853551864624023
C,43022,wikilarge_88f3862b08cbe07cec48,low,nonoverlap,3,2.0,-1.047279914220174,-1.2680862347284954,-0.22080632050832114
C,43022,wikilarge_88f3862b08cbe07cec48,low,overlap,3,1.0,1.9520743389924367,1.6306088467439015,-0.32146549224853516
C,43022,wikilarge_890927767509013b5ea2,medium,nonoverlap,3,2.0,-0.6855772336324056,-0.8066906134287516,-0.12111337979634602
C,43022,wikilarge_890927767509013b5ea2,medium,overlap,3,1.0,3.8091489473978677,4.691181500752767,0.882032553354899
C,43022,wikilarge_89138f31377ea27250cf,medium,nonoverlap,3,2.0,1.3008806916574638,0.9678822805484136,-0.3329984111090501
C,43022,wikilarge_89138f31377ea27250cf,medium,overlap,3,1.0,3.424557159344355,3.357833335796992,-0.06672382354736328
C,43022,wikilarge_894b2f044656cf074eed,high,nonoverlap,3,2.0,1.6425949732462566,1.7841230233510335,0.141528050104777
C,43022,wikilarge_894b2f044656cf074eed,high,overlap,3,1.0,10.805574089909593,11.991555522506436,1.1859814325968425
C,43022,wikilarge_89c69fc2555d3c8a2eca,high,nonoverlap,3,2.0,-0.039747039477030434,-0.24371484915415445,-0.20396780967712402
C,43022,wikilarge_89c69fc2555d3c8a2eca,high,overlap,3,1.0,5.1561709474772215,7.027667783821623,1.8714968363444011
C,43022,wikilarge_8a11df52142aeef33bf6,medium,nonoverlap,3,2.0,-1.8114455540974934,-2.520153045654297,-0.7087074915568033
C,43022,wikilarge_8a11df52142aeef33bf6,medium,overlap,3,1.0,9.957274014751116,11.241934354106585,1.2846603393554688
C,43022,wikilarge_8a1e22b70a494f80f3d5,high,nonoverlap,3,2.0,-0.3684059778849284,0.0046736399332682295,0.3730796178181966
C,43022,wikilarge_8a1e22b70a494f80f3d5,high,overlap,3,1.0,9.501826842625936,10.414142847061157,0.9123160044352213
C,43022,wikilarge_8a48df15eef832c1e43f,low,nonoverlap,3,2.0,0.36968064308166504,-0.7038173675537109,-1.073498010635376
C,43022,wikilarge_8a48df15eef832c1e43f,low,overlap,3,1.0,11.265236218770346,5.096248308817546,-6.1689879099528
C,43022,wikilarge_8ab208c39add9c21f85a,high,nonoverlap,3,2.0,-0.011184861262639364,-0.07617758711179097,-0.06499272584915161
C,43022,wikilarge_8ab208c39add9c21f85a,high,overlap,3,1.0,8.749187029898167,8.325422801077366,-0.4237642288208008
C,43022,wikilarge_8b2af8d827601c8a311c,high,nonoverlap,3,2.0,-2.326739271481832,-2.410410205523173,-0.08367093404134114
C,43022,wikilarge_8b2af8d827601c8a311c,high,overlap,3,1.0,7.503415107727051,7.061724662780762,-0.44169044494628906
C,43022,wikilarge_8b3842925e1f52a01eb4,low,nonoverlap,3,2.0,-0.5341906547546387,-0.11429405212402344,0.41989660263061523
C,43022,wikilarge_8b3842925e1f52a01eb4,low,overlap,3,1.0,6.752531751990318,6.979714299241702,0.22718254725138345
C,43022,wikilarge_8b44b0cd7f29a1639435,low,nonoverlap,3,2.0,0.1936579942703247,-0.32264697551727295,-0.5163049697875977
C,43022,wikilarge_8b44b0cd7f29a1639435,low,overlap,3,1.0,-0.44863112767537433,-2.736314058303833,-2.2876829306284585
C,43022,wikilarge_8b5e84c7ac240193680b,low,nonoverlap,3,2.0,0.7524245977401733,-0.6060734987258911,-1.3584980964660645
C,43022,wikilarge_8b5e84c7ac240193680b,low,overlap,3,1.0,2.804028550783793,3.5200736920038858,0.7160451412200928
C,43022,wikilarge_8b6848e95bbb7608df6b,low,nonoverlap,3,2.0,0.5022494792938232,0.07265798250834148,-0.42959149678548175
C,43022,wikilarge_8b6848e95bbb7608df6b,low,overlap,3,1.0,0.03209749857584635,-0.4967021942138672,-0.5287996927897135
C,43022,wikilarge_8b9f99e9f7dcd9f80d48,low,nonoverlap,3,2.0,-1.399715741475423,-3.3956867853800454,-1.9959710439046223
C,43022,wikilarge_8b9f99e9f7dcd9f80d48,low,overlap,3,1.0,5.157364130020142,5.616138696670532,0.4587745666503906
C,43022,wikilarge_8ba092bfef8db968ed8a,high,nonoverlap,3,2.0,-1.7981352806091309,-1.8082462549209595,-0.010110974311828613
C,43022,wikilarge_8ba092bfef8db968ed8a,high,overlap,3,1.0,1.953326980272929,1.3586697975794475,-0.5946571826934814
C,43022,wikilarge_8be3d7193d087a01692a,high,nonoverlap,3,2.0,0.06453279654184978,0.16251643498738608,0.0979836384455363
C,43022,wikilarge_8be3d7193d087a01692a,high,overlap,3,1.0,2.3766798737148442,2.204430000235637,-0.17224987347920737
C,43022,wikilarge_8bf6aa11308cceeb7c62,low,nonoverlap,3,2.0,-0.6124582688013712,-0.1133127212524414,0.49914554754892987
C,43022,wikilarge_8bf6aa11308cceeb7c62,low,overlap,3,1.0,13.402775883674622,14.44795048236847,1.0451745986938477
C,43022,wikilarge_8c1b0f21b0807a83e2d1,medium,nonoverlap,3,2.0,-0.026196837425231934,0.7534513076146444,0.7796481450398763
C,43022,wikilarge_8c1b0f21b0807a83e2d1,medium,overlap,3,1.0,6.488278354207675,6.306414728363355,-0.18186362584431967
C,43022,wikilarge_8caba55574329070090e,low,nonoverlap,3,2.0,-1.048389623562495,-0.4436068832874298,0.6047827402750651
C,43022,wikilarge_8caba55574329070090e,low,overlap,3,1.0,1.6854841907819111,2.016305983066559,0.33082179228464764
C,43022,wikilarge_8d0303c7fa667ce144ea,medium,nonoverlap,3,2.0,0.7147726615269979,0.8610684076944987,0.14629574616750082
C,43022,wikilarge_8d0303c7fa667ce144ea,medium,overlap,3,1.0,7.866387445479631,5.644658166915178,-2.221729278564453
C,43022,wikilarge_8d6802bad64423f4d687,medium,nonoverlap,3,2.0,0.6904473056395849,0.8118493656317393,0.12140205999215443
C,43022,wikilarge_8d6802bad64423f4d687,medium,overlap,3,1.0,5.000396937131882,3.114161938428879,-1.886234998703003
C,43022,wikilarge_8d7464692ccedd2af4a5,high,nonoverlap,3,2.0,1.084940751393636,0.05652344226837158,-1.0284173091252644
C,43022,wikilarge_8d7464692ccedd2af4a5,high,overlap,3,1.0,8.864032636086145,9.674033691485723,0.8100010553995768
C,43022,wikilarge_8dfe644ff1de30f91cdd,medium,nonoverlap,3,2.0,0.1904463768005371,0.169708251953125,-0.02073812484741211
C,43022,wikilarge_8dfe644ff1de30f91cdd,medium,overlap,3,1.0,11.573514600594839,11.548631966114044,-0.02488263448079427
C,43022,wikilarge_8e0efee4043df02a2f89,high,nonoverlap,3,2.0,-1.1474019686381023,-0.7928291956583658,0.35457277297973633
C,43022,wikilarge_8e0efee4043df02a2f89,high,overlap,3,1.0,9.806811043371757,7.942009954402844,-1.8648010889689128
C,43022,wikilarge_8eda1c9c61023b905116,low,nonoverlap,3,2.0,0.004152655601501465,-0.0983286698659261,-0.10248132546742757
C,43022,wikilarge_8eda1c9c61023b905116,low,overlap,3,1.0,4.723164404431979,4.95878633360068,0.23562192916870117
C,43022,wikilarge_8ede6a01791057854134,high,nonoverlap,3,2.0,-1.2509874900182087,-1.2629470626513164,-0.011959572633107504
C,43022,wikilarge_8ede6a01791057854134,high,overlap,3,1.0,7.3445423394441605,8.72184832394123,1.3773059844970703
C,43022,wikilarge_8f329ac1865ccd121b6d,medium,nonoverlap,3,2.0,-0.7069902420043945,-0.7560495932896932,-0.04905935128529867
C,43022,wikilarge_8f329ac1865ccd121b6d,medium,overlap,3,1.0,4.373459498087565,4.097426255544026,-0.2760332425435384
C,43022,wikilarge_8faa48e96625545aaa5d,medium,nonoverlap,3,2.0,0.734282374382019,0.9434562921524048,0.20917391777038574
C,43022,wikilarge_8faa48e96625545aaa5d,medium,overlap,3,1.0,2.71463850637277,2.762050266067187,0.04741175969441732
C,43022,wikilarge_8ff83f0a37ebea855d53,high,nonoverlap,3,2.0,0.3772832254568736,0.14186397194862366,-0.2354192535082499
C,43022,wikilarge_8ff83f0a37ebea855d53,high,overlap,3,1.0,0.010918498349686464,0.011869670202334722,0.0009511718526482582
C,43022,wikilarge_90262562913824e00d26,high,nonoverlap,3,2.0,1.3936281278729439,1.0421065461511414,-0.35152158172180253
C,43022,wikilarge_90262562913824e00d26,high,overlap,3,1.0,10.076508889595667,10.301337291797003,0.22482840220133463
C,43022,wikilarge_90515d4d8af5b01c59c1,medium,nonoverlap,3,2.0,-0.731488029162089,-1.1767367124557495,-0.44524868329366046
C,43022,wikilarge_90515d4d8af5b01c59c1,medium,overlap,3,1.0,0.500786304473877,0.14158777395884195,-0.359198530515035
C,43022,wikilarge_905fe57e62c1142cc158,medium,nonoverlap,3,2.0,-0.5821439822514852,-0.31357165177663165,0.2685723304748535
C,43022,wikilarge_905fe57e62c1142cc158,medium,overlap,3,1.0,1.1801754037539165,0.6973439256350199,-0.4828314781188965
C,43022,wikilarge_90e610d4dffabde82010,low,nonoverlap,3,2.0,-0.892476479212443,-0.10395669937133789,0.7885197798411051
C,43022,wikilarge_90e610d4dffabde82010,low,overlap,3,1.0,7.267132715632518,7.951569036891063,0.6844363212585449
C,43022,wikilarge_91389dce3e16d493a046,high,nonoverlap,3,2.0,3.642647624015808,3.2278892596562705,-0.4147583643595378
C,43022,wikilarge_91389dce3e16d493a046,high,overlap,3,1.0,3.705787792801857,4.63175683716933,0.9259690443674723
C,43022,wikilarge_914cfc1451f3ef4399e3,high,nonoverlap,3,2.0,1.850495457649231,1.500637412071228,-0.34985804557800293
C,43022,wikilarge_914cfc1451f3ef4399e3,high,overlap,3,1.0,0.19644159994398555,0.15467707735175887,-0.04176452259222666
C,43022,wikilarge_91744b1cfd0805ccfdd7,high,nonoverlap,3,2.0,1.0054250558217366,1.0945452849070232,0.08912022908528645
C,43022,wikilarge_91744b1cfd0805ccfdd7,high,overlap,3,1.0,2.1163734470804534,1.1254426911473274,-0.9909307559331259
C,43022,wikilarge_91d5ab5be54022c48e30,high,nonoverlap,3,2.0,0.49214943250020343,-1.1971871852874756,-1.689336617787679
C,43022,wikilarge_91d5ab5be54022c48e30,high,overlap,3,1.0,3.771364063024521,3.8588651915391288,0.08750112851460774
C,43022,wikilarge_91e606354f264a0797d3,low,nonoverlap,3,2.0,0.14079825083414713,1.0080607732137044,0.8672625223795573
C,43022,wikilarge_91e606354f264a0797d3,low,overlap,3,1.0,5.549257065479954,3.0741660054773092,-2.475091060002645
C,43022,wikilarge_91fd06a126ce7ae34809,high,nonoverlap,3,2.0,0.32510848840077716,0.5685182809829712,0.243409792582194
C,43022,wikilarge_91fd06a126ce7ae34809,high,overlap,3,1.0,11.021014628310999,10.829943753778934,-0.1910708745320638
C,43022,wikilarge_92127276070b8f649673,medium,nonoverlap,3,2.0,0.6844858552018801,0.5125396822889646,-0.17194617291291556
C,43022,wikilarge_92127276070b8f649673,medium,overlap,3,1.0,8.130418685575327,9.864421752591928,1.7340030670166016
C,43022,wikilarge_9283d31beb7d8ef59913,medium,nonoverlap,3,2.0,1.0848754048347473,0.7779360214869181,-0.30693938334782916
C,43022,wikilarge_9283d31beb7d8ef59913,medium,overlap,3,1.0,5.665639913330476,4.966545935720205,-0.6990939776102701
C,43022,wikilarge_92cb610b41e26916e48b,medium,nonoverlap,3,2.0,3.8605255683263144,4.262449026107788,0.4019234577814738
C,43022,wikilarge_92cb610b41e26916e48b,medium,overlap,3,1.0,5.620953440666199,5.195716579755147,-0.42523686091105145
C,43022,wikilarge_92cc0f30ec1755e01992,high,nonoverlap,3,2.0,4.650856653849284,4.902002175649007,0.2511455217997233
C,43022,wikilarge_92cc0f30ec1755e01992,high,overlap,3,1.0,10.178443616256118,11.004727071151137,0.8262834548950195
C,43022,wikilarge_93855c88b3db211d18e1,low,nonoverlap,3,2.0,-0.9770086904366811,-0.717352956533432,0.2596557339032491
C,43022,wikilarge_93855c88b3db211d18e1,low,overlap,3,1.0,0.40654150644938153,0.5931377410888672,0.1865962346394857
C,43022,wikilarge_93baa069b032cf156464,medium,nonoverlap,3,2.0,0.303046981493632,0.2074013352394104,-0.0956456462542216
C,43022,wikilarge_93baa069b032cf156464,medium,overlap,3,1.0,2.343449274698893,2.3708813985188804,0.02743212381998698
C,43022,wikilarge_943390fb6d187576a8f1,high,nonoverlap,3,2.0,-0.13616434733072916,0.954725980758667,1.0908903280893962
C,43022,wikilarge_943390fb6d187576a8f1,high,overlap,3,1.0,8.217804692685604,8.42529052744309,0.20748583475748697
C,43022,wikilarge_9446274b60c1e09cb8f7,medium,nonoverlap,3,2.0,-0.22132154988745847,-0.4214799180626869,-0.20015836817522845
C,43022,wikilarge_9446274b60c1e09cb8f7,medium,overlap,3,1.0,0.13302314033110937,0.14161175241072974,0.008588612079620361
C,43022,wikilarge_944fe9fe606859d1b4a7,high,nonoverlap,3,2.0,0.5117675065994263,1.1105901002883911,0.5988225936889648
C,43022,wikilarge_944fe9fe606859d1b4a7,high,overlap,3,1.0,10.661958952744802,11.19428437948227,0.5323254267374674
C,43022,wikilarge_94bbe2584e9fc0de67c8,medium,nonoverlap,3,2.0,0.9996583859125773,0.37571744124094647,-0.6239409446716309
C,43022,wikilarge_94bbe2584e9fc0de67c8,medium,overlap,3,1.0,9.264840794106325,10.891349824766317,1.6265090306599934
C,43022,wikilarge_94d4f5279c833143cd62,low,nonoverlap,3,2.0,-1.0493539969126384,-1.5772157112757366,-0.5278617143630981
C,43022,wikilarge_94d4f5279c833143cd62,low,overlap,3,1.0,1.6108991305033367,1.3741604089736938,-0.23673872152964273
C,43022,wikilarge_954674065c1150e71ffe,medium,nonoverlap,3,2.0,-0.21796965599060059,-1.2286218007405598,-1.0106521447499592
C,43022,wikilarge_954674065c1150e71ffe,medium,overlap,3,1.0,0.0008086547798787554,0.0007839186970765392,-2.4736082802216213e-05
C,43022,wikilarge_955c4cbbb4e13457c0d4,medium,nonoverlap,3,2.0,1.0036354462305705,-0.2210604747136434,-1.2246959209442139
C,43022,wikilarge_955c4cbbb4e13457c0d4,medium,overlap,3,1.0,-3.106747031211853,-3.031314661105474,0.0754323701063792
C,43022,wikilarge_95975b4f5fd28ef09fa5,medium,nonoverlap,3,2.0,-0.20259610811869302,0.3454873561859131,0.5480834643046061
C,43022,wikilarge_95975b4f5fd28ef09fa5,medium,overlap,3,1.0,4.561196145912011,4.955067453285058,0.3938713073730469
C,43022,wikilarge_95ba1168c0727cd5eb69,high,nonoverlap,3,2.0,2.484067916870117,3.3015454610188804,0.8174775441487631
C,43022,wikilarge_95ba1168c0727cd5eb69,high,overlap,3,1.0,10.658496141433716,8.532179435094198,-2.126316706339518
C,43022,wikilarge_95becfccb705aeb68a04,low,nonoverlap,3,2.0,-2.45654433965683,-1.0939289530118306,1.3626153866449993
C,43022,wikilarge_95becfccb705aeb68a04,low,overlap,3,1.0,5.485622297972441,5.84530517583092,0.3596828778584798
C,43022,wikilarge_95cfde07d2565c9bdcb8,high,nonoverlap,3,2.0,-0.5172121524810791,-0.7948874632517496,-0.2776753107706706
C,43022,wikilarge_95cfde07d2565c9bdcb8,high,overlap,3,1.0,4.553112904230754,3.95012895266215,-0.6029839515686035
C,43022,wikilarge_9639ba82e415aaaaef2a,low,nonoverlap,3,2.0,-0.17379369338353476,0.2829039692878723,0.45669766267140705
C,43022,wikilarge_9639ba82e415aaaaef2a,low,overlap,3,1.0,5.035240014394124,5.662677605946858,0.6274375915527344
C,43022,wikilarge_96663b52e14553c3144f,high,nonoverlap,3,2.0,0.21127021312713623,0.1731677452723185,-0.03810246785481771
C,43022,wikilarge_96663b52e14553c3144f,high,overlap,3,1.0,2.0599976127656796,2.9618923808448017,0.901894768079122
C,43022,wikilarge_968302ca33937a393273,high,nonoverlap,3,2.0,-1.3531001408894856,-1.1988704204559326,0.15422972043355307
C,43022,wikilarge_968302ca33937a393273,high,overlap,3,1.0,8.934255306298533,8.817431156213084,-0.11682415008544922
C,43022,wikilarge_96e20a6b6637b6cdf5f9,high,nonoverlap,3,2.0,-0.41262976328531903,-0.33859358231226605,0.07403618097305298
C,43022,wikilarge_96e20a6b6637b6cdf5f9,high,overlap,3,1.0,6.191648423671722,5.533360103766124,-0.658288319905599
C,43022,wikilarge_975e5c7fdb7c39fa3ecc,medium,nonoverlap,3,2.0,1.462082306543986,0.8589300314585367,-0.6031522750854492
C,43022,wikilarge_975e5c7fdb7c39fa3ecc,medium,overlap,3,1.0,9.619660377502441,10.147286732991537,0.5276263554890951
C,43022,wikilarge_98191fb88d67c054271e,low,nonoverlap,3,2.0,0.5125295023123423,-0.3552950968345006,-0.867824599146843
C,43022,wikilarge_98191fb88d67c054271e,low,overlap,3,1.0,11.726734717686972,11.652065515518188,-0.07466920216878255
C,43022,wikilarge_983ba4b60d1ac6605f63,medium,nonoverlap,3,2.0,-0.303417444229126,-0.22410360972086588,0.07931383450826009
C,43022,wikilarge_983ba4b60d1ac6605f63,medium,overlap,3,1.0,4.876881894965966,4.886696952084701,0.009815057118733725
C,43022,wikilarge_9858cd72afc6e654d102,high,nonoverlap,3,2.0,0.2096560796101888,-0.7411584655443827,-0.9508145451545715
C,43022,wikilarge_9858cd72afc6e654d102,high,overlap,3,1.0,4.5088368120292825,3.927302982658148,-0.5815338293711344
C,43022,wikilarge_987f14307de75ad3741d,low,nonoverlap,3,2.0,-1.8344546953837078,-3.376654783884684,-1.5422000885009766
C,43022,wikilarge_987f14307de75ad3741d,low,overlap,3,1.0,2.3335296834508577,3.000316513081392,0.6667868296305338
C,43022,wikilarge_98c1dcfcd94beee4c821,high,nonoverlap,3,2.0,-1.315376838048299,-1.27458918094635,0.04078765710194906
C,43022,wikilarge_98c1dcfcd94beee4c821,high,overlap,3,1.0,-2.9848305384318032,-4.742489814758301,-1.7576592763264973
C,43022,wikilarge_98e397dfc335eeaf29f7,high,nonoverlap,3,2.0,2.6407888730367026,0.8271280924479166,-1.8136607805887859
C,43022,wikilarge_98e397dfc335eeaf29f7,high,overlap,3,1.0,6.2030878613392515,7.039487575491269,0.8363997141520182
C,43022,wikilarge_990ae372fa2c7d83bb93,high,nonoverlap,3,2.0,-0.3706456820170085,0.054499546686808266,0.4251452287038167
C,43022,wikilarge_990ae372fa2c7d83bb93,high,overlap,3,1.0,7.386829612155755,7.189475613335769,-0.19735399881998697
C,43022,wikilarge_9923d200462db1f73ed0,high,nonoverlap,3,2.0,0.02625902493794759,-0.3911495606104533,-0.4174085855484009
C,43022,wikilarge_9923d200462db1f73ed0,high,overlap,3,1.0,9.738553228477636,9.872301282982031,0.13374805450439453
C,43022,wikilarge_9929638c4199d106b9b4,medium,nonoverlap,3,2.0,-1.0214907328287761,-0.8438545862833658,0.17763614654541016
C,43022,wikilarge_9929638c4199d106b9b4,medium,overlap,3,1.0,5.654006292422612,5.8667387664318085,0.21273247400919595
