arm,pair_id,category,match_level,pair_cost,target_class,target_token_len,target_freq_bin_a,target_freq_bin_b,distance_bin_a,distance_bin_b,target_norm_a,target_norm_b,pivot_norm_a,pivot_norm_b,true_m,true_m_a,true_m_b,tperm_m,cperm_m
compact,p0003712,causal_connector,0,0.0,content,2,501-1000,501-1000,3-4,3-4,ain't,problems,if,if,16.414062798023224,11.476562798023224,4.9375,3.94140625,6.75390625
compact,p0003755,causal_connector,0,0.014,content,2,501-1000,501-1000,3-4,3-4,they've,angry,because,because,24.296874850988388,14.617187827825546,9.679687023162842,6.75390625,3.94140625
compact,p0004816,causal_connector,0,0.0,verbish,1,1001+,1001+,2,2,looked,wanted,if,if,10.34374988079071,4.1875,6.1562498807907104,0.46875,4.12890625
compact,p0004954,causal_connector,0,0.0,verbish,1,1001+,1001+,3-4,3-4,started,married,though,if,18.25,8.375000476837158,9.874999523162842,4.12890625,0.46875
compact,p0005341,comparative,0,0.0,content,1,51-100,51-100,1,1,cheaper,unions,than,most,11.515625,6.421875,5.09375,3.0,-3.24609375
compact,p0005344,comparative,0,0.022,content,1,101-250,101-250,1,1,connect,demand,better,greater,7.19921875,2.8125,4.38671875,-6.960936546325684,-5.828124046325684
compact,p0005353,comparative,0,0.0,content,1,501-1000,501-1000,2,2,sight,likes,than,than,11.03125,1.765625,9.265625,-2.718748092651367,-1.8984375
compact,p0005358,comparative,0,0.021,content,1,1001+,1001+,1,1,rather,system,than,than,8.593749910593033,10.687499910593033,-2.09375,0.32421875,1.140625
compact,p0005362,comparative,0,0.0,content,1,1001+,1001+,1,1,idea,known,least,better,13.000000216066837,3.312499761581421,9.687500454485416,0.458984375,13.5
compact,p0005368,comparative,0,0.0,content,1,1001+,1001+,1,1,mind,along,than,than,6.3125,3.34375,2.96875,-0.75,6.26953125
compact,p0005371,comparative,0,0.0,content,1,1001+,1001+,1,1,ask,important,better,more,18.031250476837158,8.28125,9.750000476837158,-0.015625,3.953125
compact,p0005379,comparative,0,0.0,content,1,1001+,1001+,1,1,part,four,greater,least,25.05078125,13.117187261581421,11.933593988418579,0.6640625,-1.623046875
compact,p0005382,comparative,0,0.0,content,1,1001+,1001+,1,1,matter,rather,greater,than,17.785156726837158,7.01953125,10.765625476837158,3.63671875,4.871092796325684
compact,p0005385,comparative,0,0.0,content,1,1001+,1001+,1,1,rather,together,than,than,8.687500357627869,9.875000357627869,-1.1875,3.1093748807907104,2.789062410593033
compact,p0005395,comparative,0,0.0,content,2,51-100,51-100,1,1,cooler,pinch,than,better,2.482421398162842,2.912108898162842,-0.4296875,-2.054687023162842,-1.3735651969909668
compact,p0005396,comparative,0,0.0,content,2,501-1000,501-1000,2,2,nope,quiet,better,than,10.085937261581421,5.664062738418579,4.421874523162842,0.578125,0.0800786018371582
compact,p0005350,comparative,1,2.1,content,1,251-500,251-500,2,1,impact,workers,than,more,6.48828125,1.9375,4.55078125,2.34375,4.718750953674316
compact,p0005397,comparative,1,2.2,content,2,501-1000,501-1000,5-8,3-4,character,cars,than,faster,4.671875953674316,4.703125953674316,-0.03125,-2.28515625,-1.039794921875
compact,p0005400,comparative,1,2.1,content,2,1001+,1001+,2,3-4,enough,rest,more,better,5.411132574081421,1.6953120231628418,3.715820550918579,1.44921875,1.7421879768371582
compact,p0005413,comparative,1,2.1,verbish,1,1001+,1001+,1,2,bring,having,better,better,10.671874523162842,6.078124523162842,4.59375,-7.351562023162842,-12.76953125
compact,p0005414,comparative,1,2.104,verbish,1,1001+,1001+,2,1,using,bring,than,better,16.66796851158142,9.332031011581421,7.3359375,-12.76953125,-7.351562023162842
compact,p0005617,negation,0,0.0,adverbish,1,1001+,1001+,1,1,really,exactly,don't,not,3.624999523162842,5.062499761581421,-1.437500238418579,1.9375,-0.0312497615814209
compact,p0005630,negation,0,0.01,adverbish,1,1001+,1001+,1,1,actually,exactly,never,not,1.75,1.125,0.625,-0.0312497615814209,1.9375
compact,p0005851,negation,0,0.0,content,1,51-100,51-100,2,2,relevant,vague,aren't,not,6.0859375,5.375,0.7109375,0.921875,2.890625
compact,p0006093,negation,0,0.001,content,1,251-500,251-500,1,1,produce,treat,not,didn't,1.125,0.1875,0.9375,-0.875,3.77880859375
compact,p0006191,negation,0,0.0,content,1,251-500,251-500,3-4,3-4,direct,sorts,don't,not,21.899413764476776,5.8671875,16.032226264476776,-3.2900390625,-5.746092796325684
compact,p0006628,negation,0,0.0,content,1,1001+,1001+,2,2,part,course,not,not,11.59375,5.718749523162842,5.875000476837158,3.937499523162842,1.359375
compact,p0006700,negation,0,0.0,content,1,1001+,1001+,3-4,3-4,means,new,don't,didn't,24.249999165534973,12.015624642372131,12.234374523162842,-4.681640625,-3.2109375
compact,p0006766,negation,0,0.0,content,1,1001+,1001+,2,2,stay,anyone,can't,not,15.046874761581421,10.359374761581421,4.6875,4.984375,5.427734375
compact,p0007203,negation,0,0.0,content,1,1001+,1001+,1,1,life,talk,not,don't,6.7265625,0.0234375,6.703125,-1.65625,4.054687976837158
compact,p0007405,negation,0,0.0,content,1,1001+,1001+,1,1,matter,wait,doesn't,couldn't,12.187500238418579,7.843749761581421,4.343750476837158,4.054687976837158,-1.65625
compact,p0007531,negation,0,0.0,content,1,1001+,1001+,2,2,sort,easy,not,not,18.57812476158142,11.4375,7.140624761581421,4.41943359375,-1.48828125
compact,p0007659,negation,0,0.016,content,2,51-100,51-100,2,2,moment's,harmony,not,not,10.407227277755737,7.040039777755737,3.3671875,-3.082031726837158,0.5458989143371582
compact,p0007709,negation,0,0.0,content,2,101-250,101-250,2,2,yell,sorrow,don't,not,8.19140613079071,6.8749998807907104,1.31640625,2.203125,-0.9418630599975586
compact,p0007890,negation,0,0.0,content,2,501-1000,501-1000,2,2,yesterday,father's,wasn't,not,18.603515565395355,9.048828363418579,9.554687201976776,8.480469226837158,2.511718273162842
compact,p0008625,negation,0,0.001,verbish,1,1001+,1001+,1,1,given,taken,not,not,2.96875,2.96875,0.0,2.625000476837158,-0.125
compact,p0008347,negation,1,2.14,verbish,1,51-100,51-100,2,1,fitted,securing,can't,without,11.816406488418579,5.22265625,6.593750238418579,-1.84375,-2.978515625
compact,p0008507,negation,1,2.1,verbish,1,251-500,251-500,2,1,prepared,elected,not,not,6.906249523162842,6.281249761581421,0.6249997615814209,3.2109375,-2.421875238418579
compact,p0009104,physical_change,0,0.0,capitalized,2,1001+,1001+,1,1,i've,however,cause,changed,19.753906071186066,12.945312321186066,6.80859375,-3.0150146484375,1.25
compact,p0009273,physical_change,0,0.0,content,1,251-500,251-500,5-8,5-8,voices,lane,leave,left,8.2890625,7.8515625,0.4375,-1.81640625,-1.169921875
compact,p0009290,physical_change,0,0.0,content,1,251-500,251-500,2,2,bundle,mistake,threw,allow,10.25,1.9062504768371582,8.343749523162842,2.843750476837158,0.5
compact,p0009301,physical_change,0,0.0,content,1,251-500,251-500,3-4,3-4,understood,explain,cause,turn,12.886719703674316,8.136719226837158,4.750000476837158,2.0424795150756836,-0.1875
compact,p0009349,physical_change,0,0.0,content,1,501-1000,501-1000,2,2,eggs,problems,lifting,create,10.996094703674316,2.250000476837158,8.746094226837158,-0.078125,-0.53045654296875
compact,p0009356,physical_change,0,0.0,content,1,501-1000,501-1000,5-8,5-8,particular,die,added,left,15.914061546325684,1.0546875,14.859374046325684,8.71435546875,3.05078125
compact,p0009420,physical_change,0,0.0,content,1,1001+,1001+,5-8,5-8,area,show,moving,leave,0.9687504768371582,3.21875,-2.249999523162842,1.23828125,1.8437490463256836
compact,p0009452,physical_change,0,0.0,content,1,1001+,1001+,2,2,small,door,built,opening,21.546875052154064,12.218750052154064,9.328125,3.09375,3.662109375
compact,p0009671,physical_change,0,0.0,content,1,1001+,1001+,3-4,3-4,side,old,led,falls,17.957031726837158,7.921875,10.035156726837158,-1.5996103286743164,1.30078125
compact,p0009692,physical_change,0,0.006,content,2,6-10,6-10,2,2,confines,infirm,leave,carried,2.732421875,1.08984375,1.642578125,-7.7197265625,-2.253662109375
compact,p0009898,physical_change,0,0.0,content,2,1001+,1001+,3-4,3-4,room,eyes,allow,open,13.35937488079071,6.343750238418579,7.015624642372131,-1.8984375,2.215819835662842
compact,p0009984,physical_change,0,0.0,content,2,1001+,1001+,2,2,house,read,entering,changed,7.53515625,5.25,2.28515625,-1.56640625,0.109375
compact,p0010009,physical_change,0,0.002,content,3,6-10,6-10,1,1,life-long,pursuant,build,move,4.57421875,1.3723955154418945,3.2018232345581055,-1.5526528358459473,1.1302080154418945
compact,p0010024,physical_change,0,0.0,content,3,26-50,26-50,2,2,veil,hypothesis,lifting,changed,4.538249492645264,6.689291000366211,-2.1510415077209473,1.1302080154418945,-1.5526528358459473
compact,p0009063,physical_change,1,2.1,capitalized,2,1-2,1-2,3-4,2,morri,harman,results,led,1.1171879768371582,-0.6484370231628418,1.765625,1.5351557731628418,-2.38671875
compact,p0009078,physical_change,1,2.1,capitalized,2,51-100,51-100,1,2,phil's,norfolk,removed,moved,15.390624761581421,9.421874761581421,5.96875,6.68359375,6.880858898162842
compact,p0009719,physical_change,1,2.117,content,2,26-50,26-50,1,2,children’s,weíre,increases,move,17.78124988079071,11.968750357627869,5.812499523162842,-1.1103515625,2.572265625
compact,p0010555,spatial,0,0.0,capitalized,1,251-500,251-500,3-4,3-4,kings,marie,between,between,13.078125,9.0625,4.015625,2.03515625,-3.5820302963256836
compact,p0010577,spatial,0,0.0,capitalized,1,501-1000,501-1000,1,1,indian,italy,through,between,10.949219226837158,4.94921875,6.000000476837158,-3.5820302963256836,2.03515625
compact,p0011275,spatial,0,0.0,content,1,101-250,101-250,2,2,skill,scale,into,outside,7.68359375,1.21875,6.46484375,2.296875,-0.310546875
compact,p0011279,spatial,0,0.0,content,1,101-250,101-250,1,1,autumn,policies,into,towards,11.71875,10.296875,1.421875,1.0039067268371582,2.765625
compact,p0011719,spatial,0,0.0,content,1,501-1000,501-1000,2,2,sense,apple,below,through,25.40820332057774,7.703124761581421,17.70507855899632,2.37646484375,-5.53515625
compact,p0011821,spatial,0,0.0,content,1,501-1000,501-1000,3-4,3-4,plays,die,behind,outside,20.308594167232513,12.667968928813934,7.640625238418579,-6.775389671325684,2.15692138671875
compact,p0011844,spatial,0,0.0,content,1,501-1000,501-1000,2,2,sky,wood,into,through,-0.0937497615814209,1.250000238418579,-1.34375,-0.6953125,-6.91015625
compact,p0011880,spatial,0,0.0,content,1,501-1000,501-1000,2,2,duck,windows,under,within,5.703125,-1.265625,6.96875,-2.875,0.8437495231628418
compact,p0012094,spatial,0,0.0,content,1,1001+,1001+,2,2,black,sort,against,into,15.371094226837158,5.218750476837158,10.15234375,2.2890625,6.63671875
compact,p0012121,spatial,0,0.0,content,1,1001+,1001+,2,2,wall,few,against,within,19.7343752682209,4.390625,15.343750268220901,3.25,5.453125
compact,p0012384,spatial,0,0.0,content,1,1001+,1001+,2,2,door,main,through,across,10.345703125,7.408203125,2.9375,-11.99365234375,-1.5820317268371582
compact,p0012580,spatial,0,0.0,content,1,1001+,1001+,2,2,system,things,into,above,13.992187738418579,4.421875,9.570312738418579,8.5546875,3.484375
compact,p0012771,spatial,0,0.0,content,2,1-2,1-2,2,2,favourite’s,trickiest,into,into,7.052734375,5.441405773162842,1.6113286018371582,1.2529301643371582,3.7724609375
compact,p0013120,spatial,0,0.0,content,2,101-250,101-250,3-4,3-4,stores,c'me,behind,onto,19.30468773841858,10.726563215255737,8.578124523162842,4.874999761581421,4.87109375
compact,p0013206,spatial,0,0.0,content,2,101-250,101-250,2,2,stones,alley,between,into,16.457031726837158,7.34765625,9.109375476837158,-1.0917973518371582,-1.4765625
compact,p0013387,spatial,0,0.0,content,2,251-500,251-500,2,2,bar,wings,behind,under,4.718749761581421,2.195312261581421,2.5234375,-0.0820307731628418,-2.611328125
compact,p0013490,spatial,0,0.0,content,2,501-1000,501-1000,2,2,title,mother's,outside,above,13.359375476837158,5.609375476837158,7.75,-1.109375,-5.041014671325684
compact,p0013821,spatial,0,0.012,content,2,1001+,1001+,2,2,road,court,across,above,1.492187738418579,4.523437738418579,-3.03125,2.0624990463256836,-1.3574219942092896
compact,p0012781,spatial,1,2.103,content,2,3-5,3-5,3-4,2,hill's,emulsion,above,inside,11.407592535018921,14.155639410018921,-2.748046875,3.2822256088256836,5.789061546325684
compact,p0015615,temporal,0,0.0,content,1,101-250,101-250,2,2,discipline,eats,when,after,23.609376430511475,8.406250953674316,15.203125476837158,15.234375953674316,13.916503429412842
compact,p0015662,temporal,0,0.0,content,1,101-250,101-250,2,2,discovery,reads,when,before,19.851562023162842,7.57421875,12.277343273162842,13.916503429412842,15.234375953674316
compact,p0015681,temporal,0,0.0,content,1,251-500,251-500,2,2,fashion,episode,after,during,13.148438394069672,2.726562976837158,10.421875417232513,7.902344226837158,5.26171875
compact,p0015689,temporal,0,0.0,content,1,251-500,251-500,2,2,worst,exchange,while,during,10.640625,3.953125,6.6875,5.26171875,7.902344226837158
compact,p0016006,temporal,0,0.0,content,1,501-1000,501-1000,2,2,wind,loss,before,after,6.656249761581421,4.718749761581421,1.9375,2.3125,-1.6796875
compact,p0016033,temporal,0,0.0,content,1,501-1000,501-1000,2,2,field,uses,during,before,11.2783203125,5.0830078125,6.1953125,-5.32421875,6.56640625
compact,p0016085,temporal,0,0.0,content,1,501-1000,501-1000,2,2,particular,reach,during,when,17.238281726837158,8.39453125,8.843750476837158,6.44140625,14.439453125
compact,p0016544,temporal,0,0.0,content,1,1001+,1001+,2,2,sat,become,once,since,15.31249988079071,9.374999642372131,5.937500238418579,4.15625,-0.609375
compact,p0016550,temporal,0,0.0,content,1,1001+,1001+,2,2,short,hit,after,before,18.744141101837158,7.375000476837158,11.369140625,-0.609375,4.15625
compact,p0016792,temporal,0,0.0,content,2,11-25,11-25,2,2,sayings,public's,while,after,8.125000476837158,2.515625476837158,5.609375,2.412109375,7.3831787109375
compact,p0016880,temporal,0,0.0,content,2,51-100,51-100,2,2,robbery,containers,during,when,2.701171398162842,2.029296875,0.6718745231628418,5.10638427734375,0.2988286018371582
compact,p0016882,temporal,0,0.0,content,2,51-100,51-100,2,2,presidency,teacher's,during,when,16.652344703674316,7.566406726837158,9.085937976837158,0.2988286018371582,5.10638427734375
compact,p0017232,temporal,0,0.002,content,2,1001+,1001+,2,2,return,week,when,once,9.16796875,4.94921875,4.21875,7.3831787109375,2.412109375
compact,p0017734,temporal,0,0.0,verbish,1,101-250,101-250,2,2,eighteen,sailing,since,when,10.390625476837158,5.734375476837158,4.65625,-3.603515625,-1.25
compact,p0018069,temporal,0,0.0,verbish,1,501-1000,501-1000,1,1,holding,seeing,while,once,9.687500476837158,4.53125,5.156250476837158,-1.25,-3.603515625
compact,p0018211,temporal,0,0.0,verbish,1,1001+,1001+,2,2,returned,started,when,when,3.1875,2.6875,0.5,4.343750476837158,-4.2265625
compact,p0018230,temporal,0,0.0,verbish,1,1001+,1001+,2,2,married,finished,when,when,2.921875,4.640625,-1.71875,-4.2265625,4.343750476837158
interleaved,p0000771,causal_connector,0,0.0,content,1,101-250,101-250,2,2,overcome,abuse,if,because,7.134765148162842,0.7187495231628418,6.416015625,8.853515148162842,-2.3046875
interleaved,p0001319,causal_connector,0,0.0,content,1,501-1000,501-1000,2,2,lose,nose,if,because,21.462890148162842,10.666015148162842,10.796875,0.0781245231628418,5.414245128631592
interleaved,p0001750,causal_connector,0,0.0,content,1,1001+,1001+,2,2,wants,should,if,because,21.796875178813934,10.500000417232513,11.296874761581421,-1.4199228286743164,-0.611328125
interleaved,p0001994,causal_connector,0,0.0,content,1,1001+,1001+,2,2,goes,home,if,if,11.358398914337158,10.967773914337158,0.390625,12.968749523162842,19.640625476837158
interleaved,p0002000,causal_connector,0,0.0,content,1,1001+,1001+,3-4,3-4,help,quite,if,because,12.148437976837158,0.5,11.648437976837158,-0.58984375,-2.515625
interleaved,p0002617,causal_connector,0,0.0,content,1,1001+,1001+,2,2,out,saw,if,if,17.67187523841858,15.515625715255737,2.156249523162842,-7.34375,-0.4531245231628418
interleaved,p0002791,causal_connector,0,0.0,content,1,1001+,1001+,2,2,dog,rest,if,because,9.312499761581421,1.21875,8.093749761581421,3.9808349609375,0.05859375
interleaved,p0003053,causal_connector,0,0.0,content,1,1001+,1001+,2,2,pick,lord,if,if,19.636719465255737,15.453125715255737,4.18359375,-8.03662109375,3.3359375
interleaved,p0003109,causal_connector,0,0.0,content,1,1001+,1001+,2,2,means,heart,if,because,18.976562976837158,12.3828125,6.593750476837158,-1.888671875,-8.171875
interleaved,p0003231,causal_connector,0,0.0,content,2,1-2,1-2,3-4,3-4,comfort’s,freign,if,because,7.063477039337158,9.1484375,-2.084960460662842,2.18359375,-3.05859375
interleaved,p0003581,causal_connector,0,0.0,content,2,251-500,251-500,2,2,hadn't,didn’t,if,though,10.578124523162842,4.953124821186066,5.624999701976776,-3.05859375,2.18359375
interleaved,p0003712,causal_connector,0,0.0,content,2,501-1000,501-1000,3-4,3-4,ain't,problems,if,if,15.496093451976776,10.066406190395355,5.429687261581421,3.8115234375,7.039063453674316
interleaved,p0003755,causal_connector,0,0.014,content,2,501-1000,501-1000,3-4,3-4,they've,angry,because,because,23.33398436009884,14.578124985098839,8.755859375,7.039063453674316,3.8115234375
interleaved,p0004816,causal_connector,0,0.0,verbish,1,1001+,1001+,2,2,looked,wanted,if,if,8.71875,3.625,5.09375,0.4531259536743164,2.375
interleaved,p0004954,causal_connector,0,0.0,verbish,1,1001+,1001+,3-4,3-4,started,married,though,if,16.890624523162842,8.53125,8.359374523162842,2.375,0.4531259536743164
interleaved,p0005341,comparative,0,0.0,content,1,51-100,51-100,1,1,cheaper,unions,than,most,14.18017578125,7.1171875,7.06298828125,-0.3460693359375,-1.109375
interleaved,p0005344,comparative,0,0.022,content,1,101-250,101-250,1,1,connect,demand,better,greater,10.590819835662842,3.976562023162842,6.6142578125,-4.578125,-4.9765625
interleaved,p0005353,comparative,0,0.0,content,1,501-1000,501-1000,2,2,sight,likes,than,than,9.708008289337158,3.2685546875,6.439453601837158,0.6640625,-6.4658203125
interleaved,p0005358,comparative,0,0.021,content,1,1001+,1001+,1,1,rather,system,than,than,3.9062497913837433,9.593749731779099,-5.687499940395355,-1.6240234375,5.3046875
interleaved,p0005362,comparative,0,0.0,content,1,1001+,1001+,1,1,idea,known,least,better,13.703124906867743,2.656250238418579,11.046874668449163,3.5419921875,10.757813453674316
interleaved,p0005368,comparative,0,0.0,content,1,1001+,1001+,1,1,mind,along,than,than,4.5859375,1.921875,2.6640625,-2.53125,7.578125476837158
interleaved,p0005371,comparative,0,0.0,content,1,1001+,1001+,1,1,ask,important,better,more,18.164062023162842,8.859374523162842,9.3046875,2.1171875,2.7109375
interleaved,p0005379,comparative,0,0.0,content,1,1001+,1001+,1,1,part,four,greater,least,24.119140446186066,11.531249821186066,12.587890625,4.166016578674316,1.751953125
interleaved,p0005382,comparative,0,0.0,content,1,1001+,1001+,1,1,matter,rather,greater,than,16.238281428813934,6.128906726837158,10.109374701976776,6.437500476837158,-0.078125
interleaved,p0005385,comparative,0,0.0,content,1,1001+,1001+,1,1,rather,together,than,than,6.421875417232513,8.140625417232513,-1.71875,3.8593758940696716,-0.08593818545341492
interleaved,p0005395,comparative,0,0.0,content,2,51-100,51-100,1,1,cooler,pinch,than,better,2.431151866912842,2.798339366912842,-0.3671875,-0.9965815544128418,-3.460937023162842
interleaved,p0005396,comparative,0,0.0,content,2,501-1000,501-1000,2,2,nope,quiet,better,than,8.679687023162842,5.421875,3.257812023162842,0.54296875,1.2452387809753418
interleaved,p0005350,comparative,1,2.1,content,1,251-500,251-500,2,1,impact,workers,than,more,6.47216796875,4.380859375,2.09130859375,1.57421875,3.4140625
interleaved,p0005397,comparative,1,2.2,content,2,501-1000,501-1000,5-8,3-4,character,cars,than,faster,6.398454666137695,5.125,1.2734546661376953,-3.1416006088256836,1.365234375
interleaved,p0005400,comparative,1,2.1,content,2,1001+,1001+,2,3-4,enough,rest,more,better,4.718749761581421,1.1093745231628418,3.609375238418579,2.12890625,1.0800771713256836
interleaved,p0005413,comparative,1,2.1,verbish,1,1001+,1001+,1,2,bring,having,better,better,11.734375,6.796875,4.9375,-5.716796875,-13.132812976837158
interleaved,p0005414,comparative,1,2.104,verbish,1,1001+,1001+,2,1,using,bring,than,better,14.554687976837158,6.742187976837158,7.8125,-13.132812976837158,-5.716796875
interleaved,p0005617,negation,0,0.0,adverbish,1,1001+,1001+,1,1,really,exactly,don't,not,2.84375,4.3125,-1.46875,0.75,1.6875004768371582
interleaved,p0005630,negation,0,0.01,adverbish,1,1001+,1001+,1,1,actually,exactly,never,not,1.625,0.1875,1.4375,1.6875004768371582,0.75
interleaved,p0005851,negation,0,0.0,content,1,51-100,51-100,2,2,relevant,vague,aren't,not,4.66796875,3.859375,0.80859375,2.23046875,5.550780296325684
interleaved,p0006093,negation,0,0.001,content,1,251-500,251-500,1,1,produce,treat,not,didn't,-1.3125,-1.1875,-0.125,2.4238290786743164,6.078125
interleaved,p0006191,negation,0,0.0,content,1,251-500,251-500,3-4,3-4,direct,sorts,don't,not,23.173827469348907,6.2734375,16.900389969348907,-3.6601552963256836,-3.9843740463256836
interleaved,p0006628,negation,0,0.0,content,1,1001+,1001+,2,2,part,course,not,not,13.382812976837158,6.679687976837158,6.703125,2.5546875,2.039062976837158
interleaved,p0006700,negation,0,0.0,content,1,1001+,1001+,3-4,3-4,means,new,don't,didn't,23.65625011920929,12.13281261920929,11.5234375,-3.453125,-1.57421875
interleaved,p0006766,negation,0,0.0,content,1,1001+,1001+,2,2,stay,anyone,can't,not,12.953124642372131,9.92187511920929,3.031249523162842,3.69140625,3.615234375
interleaved,p0007203,negation,0,0.0,content,1,1001+,1001+,1,1,life,talk,not,don't,9.343750476837158,2.25,7.093750476837158,1.9218745231628418,1.664062261581421
interleaved,p0007405,negation,0,0.0,content,1,1001+,1001+,1,1,matter,wait,doesn't,couldn't,13.78125,8.187500238418579,5.593749761581421,1.664062261581421,1.9218745231628418
interleaved,p0007531,negation,0,0.0,content,1,1001+,1001+,2,2,sort,easy,not,not,20.015625476837158,12.234375476837158,7.78125,1.16796875,0.25
interleaved,p0007659,negation,0,0.016,content,2,51-100,51-100,2,2,moment's,harmony,not,not,7.28515625,5.5078125,1.77734375,-4.252196788787842,-2.668944835662842
interleaved,p0007709,negation,0,0.0,content,2,101-250,101-250,2,2,yell,sorrow,don't,not,10.064453959465027,8.435547471046448,1.628906488418579,0.7041006088256836,-2.345703125
interleaved,p0007890,negation,0,0.0,content,2,501-1000,501-1000,2,2,yesterday,father's,wasn't,not,19.941405653953552,9.76171875,10.179686903953552,8.51953125,2.1679697036743164
interleaved,p0008625,negation,0,0.001,verbish,1,1001+,1001+,1,1,given,taken,not,not,1.468750238418579,3.093750238418579,-1.625,3.453125,0.3749997615814209
interleaved,p0008347,negation,1,2.14,verbish,1,51-100,51-100,2,1,fitted,securing,can't,without,11.332031726837158,4.36328125,6.968750476837158,-1.625,-3.15625
interleaved,p0008507,negation,1,2.1,verbish,1,251-500,251-500,2,1,prepared,elected,not,not,7.625,6.812500238418579,0.8124997615814209,0.78515625,-1.9609375
interleaved,p0009104,physical_change,0,0.0,capitalized,2,1001+,1001+,1,1,i've,however,cause,changed,19.223755836486816,13.328125476837158,5.895630359649658,-1.27642822265625,1.76513671875
interleaved,p0009273,physical_change,0,0.0,content,1,251-500,251-500,5-8,5-8,voices,lane,leave,left,10.40625,8.9375,1.46875,-0.142578125,-2.84375
interleaved,p0009290,physical_change,0,0.0,content,1,251-500,251-500,2,2,bundle,mistake,threw,allow,10.4453125,4.46875,5.9765625,3.421875,1.796875
interleaved,p0009301,physical_change,0,0.0,content,1,251-500,251-500,3-4,3-4,understood,explain,cause,turn,14.101562976837158,7.8203125,6.281250476837158,1.12109375,0.35546875
interleaved,p0009349,physical_change,0,0.0,content,1,501-1000,501-1000,2,2,eggs,problems,lifting,create,12.140625,2.1015625,10.0390625,-2.234375,0.2021484375
interleaved,p0009356,physical_change,0,0.0,content,1,501-1000,501-1000,5-8,5-8,particular,die,added,left,15.812500476837158,2.328125,13.484375476837158,5.0546875,2.1826171875
interleaved,p0009420,physical_change,0,0.0,content,1,1001+,1001+,5-8,5-8,area,show,moving,leave,1.5,2.03125,-0.53125,2.2060546875,4.365235328674316
interleaved,p0009452,physical_change,0,0.0,content,1,1001+,1001+,2,2,small,door,built,opening,23.570312596857548,13.710937716066837,9.85937488079071,7.921875,3.59375
interleaved,p0009671,physical_change,0,0.0,content,1,1001+,1001+,3-4,3-4,side,old,led,falls,18.390625476837158,9.859375476837158,8.53125,-5.265625,-1.916015625
interleaved,p0009692,physical_change,0,0.006,content,2,6-10,6-10,2,2,confines,infirm,leave,carried,1.8671870231628418,0.5234370231628418,1.34375,-4.722655296325684,-2.4101552963256836
interleaved,p0009898,physical_change,0,0.0,content,2,1001+,1001+,3-4,3-4,room,eyes,allow,open,13.281250953674316,5.820313215255737,7.460937738418579,-1.1914055347442627,3.362304210662842
interleaved,p0009984,physical_change,0,0.0,content,2,1001+,1001+,2,2,house,read,entering,changed,8.867187023162842,5.8515625,3.015624523162842,1.08203125,-0.1914069652557373
interleaved,p0010009,physical_change,0,0.002,content,3,6-10,6-10,1,1,life-long,pursuant,build,move,1.365884780883789,-0.0234375,1.389322280883789,0.23567771911621094,1.903646469116211
interleaved,p0010024,physical_change,0,0.0,content,3,26-50,26-50,2,2,veil,hypothesis,lifting,changed,5.243490695953369,6.393229961395264,-1.1497392654418945,1.903646469116211,0.23567771911621094
interleaved,p0009063,physical_change,1,2.1,capitalized,2,1-2,1-2,3-4,2,morri,harman,results,led,0.0078125,-1.6796875,1.6875,1.5654296875,-0.45458984375
