family,arch,seed,group,contrast,n,n_checkpoints,late_mean_delta_mean_margin_full_a_minus_b,late_mean_delta_mean_effect_no_initial_qbox_a_minus_b,late_mean_delta_mean_effect_no_last_relevant_update_a_minus_b,late_mean_delta_mean_effect_no_all_relevant_updates_a_minus_b
entity_ablation,D,43222,ALL,RminusV,1221,3,-0.7012610807404667,0.8767154639535448,0.25766852381505706,-0.7807323360907684
entity_ablation,D,43222,ALL,VminusR,1221,3,0.7012610807404667,-0.8767154639535448,-0.25766852381505706,0.7807323360907684
entity_ablation,D,43222,rel_ge2,RminusV,1205,3,-0.690072433807131,0.8683229120955758,0.25123121619513095,-0.8009575389459584
entity_ablation,D,43222,rel_ge2,VminusR,1205,3,0.690072433807131,-0.8683229120955758,-0.25123121619513095,0.8009575389459584
entity_ablation,D,43222,rel_ge3,RminusV,716,3,-0.6124307461138433,0.7764424933831674,0.3218781279826631,-0.9524652311783041
entity_ablation,D,43222,rel_ge3,VminusR,716,3,0.6124307461138433,-0.7764424933831674,-0.3218781279826631,0.9524652311783041
entity_ablation,D,43222,rel_updates_1,RminusV,16,3,-1.5439060529073079,1.508779525756836,0.7424782539407412,0.7424782539407412
entity_ablation,D,43222,rel_updates_1,VminusR,16,3,1.5439060529073079,-1.508779525756836,-0.7424782539407412,-0.7424782539407412
entity_ablation,D,43222,rel_updates_2,RminusV,489,3,-0.803756377341679,1.002855386120288,0.14778911222811045,-0.579118055022933
entity_ablation,D,43222,rel_updates_2,VminusR,489,3,0.803756377341679,-1.002855386120288,-0.14778911222811045,0.579118055022933
entity_ablation,D,43222,rel_updates_3,RminusV,296,3,-0.591419860049411,0.8232680989076963,0.41860946269521304,-0.7701450338637507
entity_ablation,D,43222,rel_updates_3,VminusR,296,3,0.591419860049411,-0.8232680989076963,-0.41860946269521304,0.7701450338637507
entity_ablation,D,43222,rel_updates_4,RminusV,326,3,-0.8001503793404633,0.7881225904712648,0.31477034472858495,-1.0291482958874087
entity_ablation,D,43222,rel_updates_4,VminusR,326,3,0.8001503793404633,-0.7881225904712648,-0.31477034472858495,1.0291482958874087
entity_ablation,D,43222,rel_updates_5,RminusV,94,3,-0.02756502104143717,0.5884840797025261,0.041927726556223344,-1.2606365004329816
entity_ablation,D,43222,rel_updates_5,VminusR,94,3,0.02756502104143717,-0.5884840797025261,-0.041927726556223344,1.2606365004329816
entity_ablation,D,43222,type_ambiref,RminusV,399,3,-0.8546977354370761,0.7992125287241206,0.29626954104766906,-0.4510104048906911
entity_ablation,D,43222,type_ambiref,VminusR,399,3,0.8546977354370761,-0.7992125287241206,-0.29626954104766906,0.4510104048906911
entity_ablation,D,43222,type_move_contents,RminusV,381,3,-0.6981384639391124,1.0394757577948996,0.08605726299870986,-0.9012647744199737
entity_ablation,D,43222,type_move_contents,VminusR,381,3,0.6981384639391124,-1.0394757577948996,-0.08605726299870986,0.9012647744199737
entity_ablation,D,43222,type_regular,RminusV,441,3,-0.5651352117549084,0.8062211310804926,0.371006583894912,-0.974918711477171
entity_ablation,D,43222,type_regular,VminusR,441,3,0.5651352117549084,-0.8062211310804926,-0.371006583894912,0.974918711477171
