family,arch,arm,checkpoint,seed,role,group,n,mean_gain,mean_a_nll,mean_b_nll,sd_gain,se_gain
copy,D,D_R_43222,chck_100M,43222,R,ALL,2000,4.187040071393741,0.20712771157045345,4.394167782964195,4.132137317523374,0.09239739934345896
copy,D,D_R_43222,chck_100M,43222,R,domain_bnc_spoken,180,4.3949567094961015,0.45889918732395424,4.853855896820056,3.6020962401677816,0.26848440181705224
copy,D,D_R_43222,chck_100M,43222,R,domain_childes,642,2.8564088125585747,0.16177490464865907,3.0181837172072337,3.427009292362984,0.1352532681954208
copy,D,D_R_43222,chck_100M,43222,R,domain_gutenberg,468,4.953775043846193,0.18644902448211056,5.140224068328303,4.306567405123759,0.19907114872327705
copy,D,D_R_43222,chck_100M,43222,R,domain_open_subtitles,434,4.95463316576642,0.20399877251133114,5.158631938277751,4.205827443494629,0.20188617774879916
copy,D,D_R_43222,chck_100M,43222,R,domain_simple_wiki,272,4.6861921105907784,0.19033690706565184,4.876529017656431,4.748267361974935,0.28790599811905265
copy,D,D_R_43222,chck_100M,43222,R,domain_switchboard,4,1.4629272180609405,0.057207797188311815,1.5201350152492523,1.702707988860861,0.8513539944304305
copy,D,D_R_43222,chck_100M,43222,R,span_1,1000,4.286957234443788,0.30298055817117103,4.589937792614959,4.432115396572974,0.14015579505871034
copy,D,D_R_43222,chck_100M,43222,R,span_4,1000,4.087122908343694,0.11127486496973586,4.198397773313431,3.8059826397732524,0.12035573876743633
copy,D,D_R_43222,chck_80M,43222,R,ALL,2000,4.1548929216611175,0.22192374102056,4.376816662681677,4.0691632980803325,0.09098925746054863
copy,D,D_R_43222,chck_80M,43222,R,domain_bnc_spoken,180,4.258313246969354,0.49791720276472107,4.756230449734074,3.4806958607300627,0.25943575178648537
copy,D,D_R_43222,chck_80M,43222,R,domain_childes,642,2.843960136087869,0.1731975020364662,3.0171576381243352,3.37919016231812,0.13336599767203974
copy,D,D_R_43222,chck_80M,43222,R,domain_gutenberg,468,4.893606328169935,0.19539626592748577,5.089002594097421,4.213394645632799,0.19476423639223692
copy,D,D_R_43222,chck_80M,43222,R,domain_open_subtitles,434,4.929720024957428,0.22694894016831943,5.156668965125747,4.1770345169497585,0.20050407304658727
copy,D,D_R_43222,chck_80M,43222,R,domain_simple_wiki,272,4.713204989423628,0.19434956268854386,4.907554552112172,4.687000202502586,0.28419113091484594
copy,D,D_R_43222,chck_80M,43222,R,domain_switchboard,4,1.4422604902647436,0.05630392441526055,1.4985644146800041,1.8220045119228834,0.9110022559614417
copy,D,D_R_43222,chck_80M,43222,R,span_1,1000,4.257136112984391,0.3249448484880541,4.582080961472445,4.37451966401608,0.13833445807485334
copy,D,D_R_43222,chck_80M,43222,R,span_4,1000,4.052649730337844,0.11890263355306592,4.1715523638909096,3.736154475082734,0.11814757831492248
copy,D,D_R_43222,chck_90M,43222,R,ALL,2000,4.155117308770289,0.21239698997502524,4.367514298745314,4.1105789537487,0.09191533967462057
copy,D,D_R_43222,chck_90M,43222,R,domain_bnc_spoken,180,4.372697334287093,0.4649085851230969,4.83760591941019,3.5752980575932245,0.26648698322004694
copy,D,D_R_43222,chck_90M,43222,R,domain_childes,642,2.840291920694917,0.16693531004455053,3.0072272307394674,3.4214372042770993,0.1350333554201715
copy,D,D_R_43222,chck_90M,43222,R,domain_gutenberg,468,4.918876877885166,0.19204349870366977,5.110920376588836,4.289170345197443,0.19826696934370458
copy,D,D_R_43222,chck_90M,43222,R,domain_open_subtitles,434,4.921155974191057,0.21413984969490335,5.1352958238859605,4.177272030674347,0.2005154740702061
copy,D,D_R_43222,chck_90M,43222,R,domain_simple_wiki,272,4.617326943313598,0.18705916887402574,4.804386112187624,4.7160274048085205,0.2859511635784274
copy,D,D_R_43222,chck_90M,43222,R,domain_switchboard,4,1.488171013072133,0.06120487116277218,1.5493758842349052,1.7573544215477612,0.8786772107738806
copy,D,D_R_43222,chck_90M,43222,R,span_1,1000,4.244628440600533,0.30898155878914146,4.553609999389675,4.408418272140643,0.13940642618668442
copy,D,D_R_43222,chck_90M,43222,R,span_4,1000,4.065606176940045,0.11581242116090902,4.1814185981009535,3.787286960664186,0.11976452948355355
copy,D,D_V_43222,chck_100M,43222,V,ALL,2000,3.945561001403325,0.3973483834187346,4.34290938482206,4.009132234658719,0.08964692207482534
copy,D,D_V_43222,chck_100M,43222,V,domain_bnc_spoken,180,4.29959773549215,0.7302910841742738,5.029888819666424,3.6618378210329188,0.2729372763469772
copy,D,D_V_43222,chck_100M,43222,V,domain_childes,642,2.6672821315394653,0.29233226636899673,2.959614397908462,3.2419745822065256,0.1279505306936508
copy,D,D_V_43222,chck_100M,43222,V,domain_gutenberg,468,4.7686519318153255,0.32136953627993464,5.0900214680952605,4.1682066929781225,0.1926754225418565
