arm,checkpoint,copy_pairs,elapsed_sec,entity_items,rewrite_pairs,scored_records
D_V_43222,chck_80M,2000,22.78,1221,5892,25552
D_V_43222,chck_90M,2000,20.78,1221,5892,25552
D_V_43222,chck_100M,2000,20.37,1221,5892,25552
D_R_43222,chck_80M,2000,20.4,1221,5892,25552
D_R_43222,chck_90M,2000,20.82,1221,5892,25552
D_R_43222,chck_100M,2000,21.12,1221,5892,25552
