family,arch,arm_a,arm_b,checkpoint,seed,group,contrast,n,delta_mean_margin_full_a_minus_b,delta_mean_effect_no_initial_qbox_a_minus_b,delta_mean_effect_no_last_relevant_update_a_minus_b,delta_mean_effect_no_all_relevant_updates_a_minus_b,mean_effect_no_all_relevant_updates_a,mean_effect_no_all_relevant_updates_b,mean_effect_no_initial_qbox_a,mean_effect_no_initial_qbox_b,mean_effect_no_last_relevant_update_a,mean_effect_no_last_relevant_update_b,mean_margin_full_a,mean_margin_full_b
entity_ablation,D,D_R_43222,D_V_43222,chck_100M,43222,ALL,RminusV,1221,-0.7520081800005164,0.9400583648479054,0.24040150351938316,-0.8482170477753579,-2.0369847740590523,-1.1887677262836944,0.7496688820232533,-0.19038948282465204,-0.5907339894263887,-0.8311354929457718,0.11192171127336324,0.8639298912738796
entity_ablation,D,D_V_43222,D_R_43222,chck_100M,43222,ALL,VminusR,1221,0.7520081800005164,-0.9400583648479054,-0.24040150351938316,0.8482170477753579,-1.1887677262836944,-2.0369847740590523,-0.19038948282465204,0.7496688820232533,-0.8311354929457718,-0.5907339894263887,0.8639298912738796,0.11192171127336324
entity_ablation,D,D_R_43222,D_V_43222,chck_100M,43222,rel_ge2,RminusV,1205,-0.7398660715499359,0.9306897859170229,0.23384859257713886,-0.8692246448758725,-2.0649302476731077,-1.1957056027972353,0.7444275665394499,-0.1862622193775731,-0.5994761331200105,-0.8333247256971493,0.11610556694358216,0.8559716384935181
entity_ablation,D,D_V_43222,D_R_43222,chck_100M,43222,rel_ge2,VminusR,1205,0.7398660715499359,-0.9306897859170229,-0.23384859257713886,0.8692246448758725,-1.1957056027972353,-2.0649302476731077,-0.1862622193775731,0.7444275665394499,-0.8333247256971493,-0.5994761331200105,0.8559716384935181,0.11610556694358216
entity_ablation,D,D_R_43222,D_V_43222,chck_100M,43222,rel_ge3,RminusV,716,-0.6567065265216974,0.8253181589423944,0.29842281849357677,-1.0274773634158532,-2.3712522239013256,-1.3437748604854725,0.6877877914747379,-0.13753036746765648,-0.5668289757973655,-0.8652517942909422,0.42615071099313945,1.0828572375148369
entity_ablation,D,D_V_43222,D_R_43222,chck_100M,43222,rel_ge3,VminusR,716,0.6567065265216974,-0.8253181589423944,-0.29842281849357677,1.0274773634158532,-1.3437748604854725,-2.3712522239013256,-0.13753036746765648,0.6877877914747379,-0.8652517942909422,-0.5668289757973655,1.0828572375148369,0.42615071099313945
entity_ablation,D,D_R_43222,D_V_43222,chck_100M,43222,rel_updates_1,RminusV,16,-1.6664607226848602,1.6456294655799866,0.7339176088571548,0.7339176088571548,0.06765870749950409,-0.6662589013576508,1.1444054543972015,-0.501224011182785,0.06765870749950409,-0.6662589013576508,-0.2031749188899994,1.4632858037948608
entity_ablation,D,D_V_43222,D_R_43222,chck_100M,43222,rel_updates_1,VminusR,16,1.6664607226848602,-1.6456294655799866,-0.7339176088571548,-0.7339176088571548,-0.6662589013576508,0.06765870749950409,-0.501224011182785,1.1444054543972015,-0.6662589013576508,0.06765870749950409,1.4632858037948608,-0.2031749188899994
entity_ablation,D,D_R_43222,D_V_43222,chck_100M,43222,rel_updates_2,RminusV,489,-0.8616293317548824,1.0849762581334523,0.13929819225777396,-0.6375090079134471,-1.6164097262428339,-0.9789007183293867,0.8273602433213183,-0.25761601481213403,-0.6472785148030653,-0.7865767070608393,-0.3378664640165058,0.5237628677383767
entity_ablation,D,D_V_43222,D_R_43222,chck_100M,43222,rel_updates_2,VminusR,489,0.8616293317548824,-1.0849762581334523,-0.13929819225777396,0.6375090079134471,-0.9789007183293867,-1.6164097262428339,-0.25761601481213403,0.8273602433213183,-0.7865767070608393,-0.6472785148030653,0.5237628677383767,-0.3378664640165058
