column,subtask,group_level,group_id,n_items,rise_gains,rise_losses,rise_unchanged,rise_net,rise_net_pct,rise_gain_pct,rise_loss_pct,rise_churn_pct,fall_gains,fall_losses,fall_unchanged,fall_net,fall_net_pct,fall_gain_pct,fall_loss_pct,fall_churn_pct
BLiMP,existential_there_quantifiers_2,column+subtask,BLiMP||existential_there_quantifiers_2,911,75,6,830,69,7.574094401756312,8.232711306256862,0.6586169045005488,8.89132821075741,8,56,847,-48,-5.26893523600439,0.8781558726673985,6.147091108671789,7.025246981339188
BLiMP,npi_present_2,column+subtask,BLiMP||npi_present_2,914,10,62,842,-52,-5.689277899343545,1.0940919037199124,6.783369803063458,7.87746170678337,28,18,868,10,1.0940919037199124,3.063457330415755,1.9693654266958425,5.032822757111598
BLiMP,only_npi_licensor_present,column+subtask,BLiMP||only_npi_licensor_present,882,5,50,827,-45,-5.1020408163265305,0.5668934240362812,5.6689342403628125,6.235827664399093,38,10,834,28,3.1746031746031744,4.308390022675737,1.1337868480725624,5.442176870748299
BLiMP,npi_present_1,column+subtask,BLiMP||npi_present_1,909,9,47,853,-38,-4.180418041804181,0.9900990099009901,5.17051705170517,6.16061606160616,17,14,878,3,0.33003300330033003,1.87018701870187,1.54015401540154,3.4103410341034106
BLiMP,left_branch_island_echo_question,column+subtask,BLiMP||left_branch_island_echo_question,947,41,5,901,36,3.8014783526927136,4.329461457233368,0.5279831045406547,4.857444561774024,8,26,913,-18,-1.9007391763463568,0.8447729672650475,2.7455121436114043,3.5902851108764517
BLiMP,left_branch_island_simple_question,column+subtask,BLiMP||left_branch_island_simple_question,951,22,20,909,2,0.2103049421661409,2.3133543638275498,2.1030494216614093,4.416403785488959,6,35,910,-29,-3.0494216614090432,0.6309148264984227,3.680336487907466,4.311251314405888
BLiMP,principle_A_domain_1,column+subtask,BLiMP||principle_A_domain_1,914,16,15,883,1,0.10940919037199125,1.75054704595186,1.6411378555798686,3.391684901531729,30,3,881,27,2.954048140043764,3.282275711159737,0.3282275711159737,3.6105032822757113
BLiMP,irregular_plural_subject_verb_agreement_2,column+subtask,BLiMP||irregular_plural_subject_verb_agreement_2,892,7,32,853,-25,-2.8026905829596416,0.7847533632286996,3.587443946188341,4.37219730941704,17,9,866,8,0.8968609865470852,1.905829596412556,1.0089686098654709,2.914798206278027
BLiMP,only_npi_scope,column+subtask,BLiMP||only_npi_scope,837,11,34,792,-23,-2.7479091995221028,1.3142174432497014,4.062126642771804,5.376344086021505,32,16,789,16,1.911589008363202,3.823178016726404,1.911589008363202,5.734767025089606
BLiMP,sentential_negation_npi_scope,column+subtask,BLiMP||sentential_negation_npi_scope,871,12,35,824,-23,-2.640642939150402,1.377726750861079,4.018369690011482,5.39609644087256,23,20,828,3,0.3444316877152698,2.640642939150402,2.2962112514351323,4.936854190585533
BLiMP,regular_plural_subject_verb_agreement_1,column+subtask,BLiMP||regular_plural_subject_verb_agreement_1,890,3,23,864,-20,-2.247191011235955,0.33707865168539325,2.584269662921348,2.9213483146067416,22,8,860,14,1.5730337078651686,2.4719101123595504,0.8988764044943821,3.3707865168539324
BLiMP,wh_island,column+subtask,BLiMP||wh_island,960,27,21,912,6,0.625,2.8125,2.1875,5.0,11,32,917,-21,-2.1875,1.1458333333333333,3.3333333333333335,4.479166666666667
BLiMP,tough_vs_raising_2,column+subtask,BLiMP||tough_vs_raising_2,920,20,9,891,11,1.1956521739130435,2.1739130434782608,0.9782608695652175,3.152173913043478,23,4,893,19,2.0652173913043477,2.5,0.43478260869565216,2.9347826086956523
BLiMP,principle_A_c_command,column+subtask,BLiMP||principle_A_c_command,946,19,38,889,-19,-2.00845665961945,2.00845665961945,4.0169133192389,6.025369978858351,30,23,893,7,0.7399577167019027,3.171247357293869,2.431289640591966,5.602536997885835
BLiMP,wh_vs_that_with_gap_long_distance,column+subtask,BLiMP||wh_vs_that_with_gap_long_distance,910,24,6,880,18,1.9780219780219779,2.6373626373626373,0.6593406593406593,3.296703296703297,7,10,893,-3,-0.32967032967032966,0.7692307692307693,1.098901098901099,1.8681318681318682
BLiMP,tough_vs_raising_1,column+subtask,BLiMP||tough_vs_raising_1,948,6,24,918,-18,-1.89873417721519,0.6329113924050633,2.5316455696202533,3.1645569620253164,12,19,917,-7,-0.7383966244725738,1.2658227848101267,2.0042194092827006,3.2700421940928273
BLiMP,expletive_it_object_raising,column+subtask,BLiMP||expletive_it_object_raising,759,5,19,735,-14,-1.844532279314888,0.6587615283267457,2.503293807641634,3.1620553359683794,12,10,737,2,0.2635046113306983,1.5810276679841897,1.3175230566534915,2.898550724637681
BLiMP,superlative_quantifiers_2,column+subtask,BLiMP||superlative_quantifiers_2,986,32,14,940,18,1.8255578093306288,3.2454361054766734,1.4198782961460445,4.665314401622718,11,15,960,-4,-0.4056795131845842,1.1156186612576064,1.5212981744421907,2.636916835699797
BLiMP,wh_vs_that_with_gap,column+subtask,BLiMP||wh_vs_that_with_gap,919,17,15,887,2,0.2176278563656148,1.8498367791077257,1.632208922742111,3.4820457018498367,23,7,889,16,1.7410228509249184,2.50272034820457,0.7616974972796519,3.264417845484222
