dataset,model,feature_set,estimator,n,n_features,oof_pearson_r,oof_pearson_p,pearson_fisher_ci_low,pearson_fisher_ci_high,oof_spearman_r,oof_spearman_p,oof_r2,oof_rmse_months,oof_mae_months,repeat_pearson_mean,repeat_pearson_min,repeat_pearson_max,tuning_choices
all_child_valid,ridge_shape_token,shape_token,ridge,406,12,0.0304639955796605,0.5404834929997296,-0.0670585459183736,0.1274099633401552,0.0527748551406245,0.2887604987297962,-0.0022004592835147,2.7258644407608723,2.20047049247419,0.0285525091332584,0.0016364729623822,0.0701877843390899,"{'{""model__alpha"": 2462.0924014946304}': 8, '{""model__alpha"": 300.7882518043102}': 17, '{""model__alpha"": 606.1898993497572}': 43, '{""model__alpha"": 1221.677348996793}': 23, '{""model__alpha"": 4.489251258218608}': 1, '{""model__alpha"": 4961.947603002908}': 3, '{""model__alpha"": 10000.0}': 3, '{""model__alpha"": 149.24955450518323}': 1, '{""model__alpha"": 2.2275429519995584}': 1}"
all_child_valid,ridge_frequency_concentration,frequency_concentration,ridge,406,3,0.3753874314499352,4.930970388661461e-15,0.2886077341517118,0.4560497838431986,0.3904480562267626,3.0944918916398353e-16,0.1403723246106331,2.5245393825445333,1.9992420017044097,0.3739859197681867,0.3654522539595756,0.3802021250196684,"{'{""model__alpha"": 0.002015337685941733}': 7, '{""model__alpha"": 0.001}': 58, '{""model__alpha"": 0.00406158598837698}': 15, '{""model__alpha"": 0.008185467307069028}': 18, '{""model__alpha"": 0.016496480740980205}': 2}"
all_child_valid,ridge_source_profile,source_profile,ridge,406,9,0.3884806563860334,4.479134710360091e-16,0.3025976631468161,0.4681060452784706,0.3901758628389191,3.2574183090144744e-16,0.1497996304195522,2.510658247313747,2.0061623773451536,0.385113201711123,0.3676999202759646,0.4019941174032253,"{'{""model__alpha"": 0.5484416576121021}': 13, '{""model__alpha"": 4.489251258218608}': 12, '{""model__alpha"": 2.2275429519995584}': 29, '{""model__alpha"": 1.1052951411260221}': 26, '{""model__alpha"": 0.13503140378698736}': 2, '{""model__alpha"": 18.233480008684424}': 6, '{""model__alpha"": 9.047357242349303}': 7, '{""model__alpha"": 0.001}': 2, '{""model__alpha"": 0.03324597932270942}': 1, '{""model__alpha"": 0.2721338768375309}': 2}"
all_child_valid,ridge_enrichment_compact,enrichment_compact,ridge,406,10,0.3704643340439522,1.1820682728420408e-14,0.2833570413618574,0.4515089163008009,0.3827989378899252,1.2852851280174465e-15,0.1359479417042531,2.5310277693645875,2.0288026597048225,0.3679143929568484,0.3474799146478143,0.3786347618672852,"{'{""model__alpha"": 2.2275429519995584}': 57, '{""model__alpha"": 4.489251258218608}': 10, '{""model__alpha"": 1.1052951411260221}': 33}"
all_child_valid,ridge_timing_only,timing_only,ridge,406,10,-0.2924187009441785,1.905363129364094e-09,-0.3789575645880234,-0.2008098832211529,-0.3507916492754132,3.361655783666241e-13,-0.006298999485909,2.731432521494682,2.206821831937693,-0.1389224110930087,-0.1822801761881536,-0.0918335628476544,"{'{""model__alpha"": 10000.0}': 85, '{""model__alpha"": 2462.0924014946304}': 6, '{""model__alpha"": 606.1898993497572}': 3, '{""model__alpha"": 1221.677348996793}': 2, '{""model__alpha"": 4961.947603002908}': 4}"
all_child_valid,ridge_context_only,context_only,ridge,406,20,0.4623977617624509,6.698630619306523e-23,0.3822773908624216,0.5356174803885704,0.4668594464083186,2.2805616529702217e-23,0.2138108069557283,2.414295864071761,1.9296326742906464,0.4589079657926925,0.4457141011186847,0.4732460960949335,"{'{""model__alpha"": 74.05684692262442}': 77, '{""model__alpha"": 36.74661940736688}': 18, '{""model__alpha"": 149.24955450518323}': 5}"
all_child_valid,ridge_compact_legal,compact_legal,ridge,406,30,0.4011123553787616,3.9911998824565846e-17,0.3161296219888916,0.4797093063965253,0.4050725335757854,1.830362234926009e-17,0.1603487022761235,2.4950338227478417,2.0126660583671487,0.3933347184012905,0.3689594048961047,0.4130458463843039,"{'{""model__alpha"": 149.24955450518323}': 43, '{""model__alpha"": 74.05684692262442}': 29, '{""model__alpha"": 4.489251258218608}': 3, '{""model__alpha"": 0.001}': 2, '{""model__alpha"": 0.5484416576121021}': 1, '{""model__alpha"": 36.74661940736688}': 10, '{""model__alpha"": 18.233480008684424}': 3, '{""model__alpha"": 1.1052951411260221}': 1, '{""model__alpha"": 0.016496480740980205}': 1, '{""model__alpha"": 0.008185467307069028}': 1, '{""model__alpha"": 2.2275429519995584}': 2, '{""model__alpha"": 300.7882518043102}': 3, '{""model__alpha"": 0.002015337685941733}': 1}"
all_child_valid,ridge_all_legal,all_legal,ridge,406,60,0.4982154044061204,7.385525601490897e-27,0.4213207583940165,0.5679979411670414,0.4961303666465559,1.2935044855443364e-26,0.2462527339778613,2.363958404051103,1.8913846653110296,0.4834449682595088,0.4316762125720329,0.5016554225092229,"{'{""model__alpha"": 149.24955450518323}': 44, '{""model__alpha"": 300.7882518043102}': 37, '{""model__alpha"": 606.1898993497572}': 14, '{""model__alpha"": 74.05684692262442}': 5}"
all_child_valid,elastic_all_legal,all_legal,elastic,406,60,0.485939274247069,1.8951022170904856e-25,0.4079068626149118,0.5569241489662772,0.4953088554433908,1.6114059563226147e-26,0.2337970547795557,2.383410586603466,1.9013216207207928,0.4604640116273016,0.3834742271621845,0.4943252815359142,"{'{""model__alpha"": 0.3, ""model__l1_ratio"": 0.05}': 36, '{""model__alpha"": 0.3, ""model__l1_ratio"": 0.8}': 19, '{""model__alpha"": 0.1, ""model__l1_ratio"": 1.0}': 15, '{""model__alpha"": 0.3, ""model__l1_ratio"": 0.2}': 10, '{""model__alpha"": 0.3, ""model__l1_ratio"": 0.5}': 17, '{""model__alpha"": 0.1, ""model__l1_ratio"": 0.8}': 2, '{""model__alpha"": 1.0, ""model__l1_ratio"": 0.05}': 1}"
all_child_valid,random_forest_all_legal,all_legal,random_forest,406,60,0.5169592497643187,4.0141292990556995e-29,0.4418669121039655,0.5848573933999851,0.5105454989492633,2.479606951053418e-28,0.2662771326860927,2.3323460269909617,1.860420802265572,0.5096412681312879,0.4986439612551145,0.5175295608636867,{}
all_child_valid,hist_gradient_all_legal,all_legal,hist_gradient,406,60,0.5041470306136815,1.4681389529296292e-27,0.4278142123322392,0.5733395790654561,0.5037805608465865,1.6237281315486263e-27,0.2515592899048543,2.355622297825425,1.874958543666208,0.4759951037850334,0.4390427138314388,0.5150340060194833,{}
all_child_valid,equal_ensemble_all_legal,all_legal,cross_fitted_equal_ensemble,406,60,0.5222310277663941,8.727904014906881e-30,0.4476598258948727,0.5895886317713274,0.5149082138523756,7.216113753748537e-29,0.2659398504515939,2.332882038972716,1.8654673463142848,0.522231027766394,0.522231027766394,0.522231027766394,{}
official_v4_fit_subset,ridge_shape_token,shape_token,ridge,225,12,0.1808993963085254,0.0065111988277599,0.051323053356566,0.3044859189002722,0.2135124315212811,0.0012726168520373,0.0319815858914628,2.596487095241124,2.091382723524861,0.1747645258907349,0.1341757906560379,0.1966832394852182,"{'{""model__alpha"": 74.05684692262442}': 12, '{""model__alpha"": 149.24955450518323}': 55, '{""model__alpha"": 300.7882518043102}': 28, '{""model__alpha"": 18.233480008684424}': 2, '{""model__alpha"": 4.489251258218608}': 1, '{""model__alpha"": 36.74661940736688}': 1, '{""model__alpha"": 606.1898993497572}': 1}"
official_v4_fit_subset,ridge_frequency_concentration,frequency_concentration,ridge,225,3,0.2951293463180552,6.700437560934651e-06,0.1709368935275003,0.4100904348209929,0.3403055204382639,1.6661648872952164e-07,0.084719827250269,2.52476747235245,1.9689265789644776,0.2911368048997161,0.2592010912266466,0.3070597810875229,"{'{""model__alpha"": 0.001}': 13, '{""model__alpha"": 0.016496480740980205}': 11, '{""model__alpha"": 4.489251258218608}': 2, '{""model__alpha"": 0.002015337685941733}': 7, '{""model__alpha"": 18.233480008684424}': 10, '{""model__alpha"": 0.008185467307069028}': 25, '{""model__alpha"": 0.03324597932270942}': 3, '{""model__alpha"": 36.74661940736688}': 9, '{""model__alpha"": 0.00406158598837698}': 11, '{""model__alpha"": 9.047357242349303}': 5, '{""model__alpha"": 2.2275429519995584}': 3, '{""model__alpha"": 74.05684692262442}': 1}"
official_v4_fit_subset,ridge_source_profile,source_profile,ridge,225,9,0.3831385589078375,2.791328713708388e-09,0.2656604075730235,0.4894046749604833,0.4010282343025706,4.2093187444749964e-10,0.1424229840322258,2.4438858989685786,1.904322866415739,0.3761380273503645,0.3459312553896416,0.399364021304062,"{'{""model__alpha"": 9.047357242349303}': 19, '{""model__alpha"": 1.1052951411260221}': 17, '{""model__alpha"": 0.2721338768375309}': 8, '{""model__alpha"": 4.489251258218608}': 15, '{""model__alpha"": 0.001}': 8, '{""model__alpha"": 0.5484416576121021}': 14, '{""model__alpha"": 0.13503140378698736}': 5, '{""model__alpha"": 2.2275429519995584}': 5, '{""model__alpha"": 18.233480008684424}': 6, '{""model__alpha"": 0.0670018750350959}': 3}"
official_v4_fit_subset,ridge_enrichment_compact,enrichment_compact,ridge,225,10,0.3962373126798542,7.064425263254102e-10,0.2799550992851314,0.5010609091329333,0.418912768647282,5.6559299491040706e-11,0.1559655358776986,2.4245126212889336,1.882518524779927,0.3923699435724661,0.3716988438173864,0.4081443821051985,"{'{""model__alpha"": 4.489251258218608}': 36, '{""model__alpha"": 0.001}': 1, '{""model__alpha"": 2.2275429519995584}': 25, '{""model__alpha"": 18.233480008684424}': 7, '{""model__alpha"": 1.1052951411260221}': 10, '{""model__alpha"": 9.047357242349303}': 18, '{""model__alpha"": 0.2721338768375309}': 1, '{""model__alpha"": 36.74661940736688}': 2}"
