model,global_index,domain,local_index,ContextType,ContextDiff,TargetDiff,ConceptA,ConceptB,legal40_depth_both_wrong_flag,all_legal_wrong_flag,legal40_correct_flag,depth_correct_flag,s11_sum,s21_sum,s12_sum,s22_sum,s11_mean,s21_mean,s12_mean,s22_mean,p1_sum,p2_sum,p1_mean,p2_mean,t1_tokens,t2_tokens,official_margin_t1_sum,official_margin_t2_sum,within_context_margin_c1_sum,within_context_margin_c2_sum,interaction_sum,official_margin_t1_mean,official_margin_t2_mean,within_context_margin_c1_mean,within_context_margin_c2_mean,interaction_mean,pmi_official_margin_t1_sum,pmi_official_margin_t2_sum,pmi_within_context_margin_c1_sum,pmi_within_context_margin_c2_sum,pmi_interaction_sum,saved_depth_correct_flag,official_t1_sign_matches_saved,saved_legal40_correct_flag
legal40_depth_12x384_43022,4963,social-interactions,5,direct,antonym,concept swap,cooperate,compete,True,False,False,False,-30.396127054467797,-28.26248013973236,-22.189157905057073,-20.51141349412501,-4.342303864923971,-4.037497162818909,-3.169879700722439,-2.9302019277321443,-86.02901268005371,-80.42600697278976,-9.558779186672634,-8.93622299697664,7,7,-2.1336469147354364,1.677744410932064,-8.206969149410725,7.751066645607352,-0.4559025038033724,-0.3048067021050622,0.2396777729902948,-1.1724241642015318,1.1072952350867644,-0.06512892911476786,-2.1336469147354364,1.677744410932064,-2.603963442146778,2.1480609383434057,-0.4559025038033724,False,True,
legal40_depth_12x384_43022,4964,social-interactions,6,direct,antonym,concept swap,cooperate,compete,True,True,False,False,-25.287326488643885,-24.97530663944781,-29.9729310143739,-29.941586636006832,-3.612475212663412,-3.567900948492544,-4.281847287767699,-4.277369519429548,-80.42600697278976,-86.02901268005371,-8.93622299697664,-9.558779186672634,7,7,-0.3120198491960764,0.03134437836706638,4.685604525730014,-4.966279996559024,-0.28067547082901,-0.04457426417086818,0.004477768338151833,0.6693720751042873,-0.7094685709370037,-0.04009649583271635,-0.3120198491960764,0.03134437836706638,-0.9174011815339327,0.6367257107049227,-0.28067547082901,False,True,
legal40_depth_12x384_43022,4967,social-interactions,9,direct,antonym,concept swap,cooperate,compete,True,False,False,False,-25.989723205566406,-24.928905844688416,-17.223693303763866,-17.9188802652061,-4.331620534261067,-4.154817640781403,-2.870615550627311,-2.9864800442010164,-67.81419014930725,-60.59458817541599,-8.476773768663406,-7.574323521926999,6,6,-1.0608173608779907,-0.6951869614422321,-8.76602990180254,7.010025579482317,-1.7560043223202229,-0.17680289347966482,-0.11586449357370521,-1.4610049836337562,1.1683375965803862,-0.2926673870533696,-1.0608173608779907,-0.6951869614422321,-1.5464279279112816,-0.20957639440894127,-1.7560043223202229,False,True,
legal40_depth_12x384_43022,4968,social-interactions,10,direct,antonym,concept swap,cooperate,compete,True,True,False,False,-24.428986850194633,-22.68978025764227,-28.602760188281536,-29.109268188476562,-4.0714978083657725,-3.781630042940378,-4.767126698046923,-4.851544698079427,-60.59458817541599,-67.81419014930725,-7.574323521926999,-8.476773768663406,6,6,-1.7392065925523639,-0.5065080001950264,4.173773338086903,-6.419487930834293,-2.2457145927473903,-0.2898677654253943,-0.0844180000325041,0.6956288896811502,-1.0699146551390486,-0.3742857654578984,-1.7392065925523639,-0.5065080001950264,-3.045828635804355,0.8001140430569649,-2.2457145927473903,False,True,
legal40_depth_12x384_43022,4969,social-interactions,11,direct,antonym,concept swap,cooperate,compete,True,True,False,False,-29.109268188476562,-28.602760188281536,-22.68978025764227,-24.428986850194633,-4.851544698079427,-4.767126698046923,-3.781630042940378,-4.0714978083657725,-67.81419014930725,-60.59458817541599,-8.476773768663406,-7.574323521926999,6,6,-0.5065080001950264,-1.7392065925523639,-6.419487930834293,4.173773338086903,-2.2457145927473903,-0.0844180000325041,-0.2898677654253943,-1.0699146551390486,0.6956288896811502,-0.3742857654578984,-0.5065080001950264,-1.7392065925523639,0.8001140430569649,-3.045828635804355,-2.2457145927473903,False,True,
legal40_depth_12x384_43022,4958,social-interactions,0,direct,antonym,concept swap,cooperate,compete,False,False,True,True,-20.9465714097023,-22.878632605075836,-30.723600298166275,-32.486682772636414,-3.4910952349503837,-3.813105434179306,-5.120600049694379,-5.414447128772736,-72.18778431415558,-76.96217012405396,-9.023473039269447,-9.620271265506744,6,6,1.9320611953735352,-1.7630824744701385,9.777028888463974,-9.608050167560577,0.1689787209033966,0.3220101992289224,-0.2938470790783567,1.6295048147439952,-1.6013416945934296,0.028163120150564325,1.9320611953735352,-1.7630824744701385,5.0026430785655975,-4.833664357662201,0.1689787209033966,True,True,
legal40_depth_12x384_43022,4962,social-interactions,4,direct,antonym,concept swap,cooperate,compete,False,False,True,True,-20.51141349412501,-22.189157905057073,-28.26248013973236,-30.396127054467797,-2.9302019277321443,-3.169879700722439,-4.037497162818909,-4.342303864923971,-80.42600697278976,-86.02901268005371,-8.93622299697664,-9.558779186672634,7,7,1.677744410932064,-2.1336469147354364,7.751066645607352,-8.206969149410725,-0.4559025038033724,0.2396777729902948,-0.3048067021050622,1.1072952350867644,-1.1724241642015318,-0.06512892911476786,1.677744410932064,-2.1336469147354364,2.1480609383434057,-2.603963442146778,-0.4559025038033724,True,True,
legal40_depth_12x384_43022,4961,social-interactions,3,direct,antonym,concept swap,cooperate,compete,False,False,True,False,-35.25593322515488,-34.230555295944214,-25.938914865255356,-25.937214761972427,-5.875988870859146,-5.705092549324036,-4.32315247754256,-4.322869126995404,-76.96217012405396,-72.18778431415558,-9.620271265506744,-9.023473039269447,6,6,-1.0253779292106628,0.0017001032829284668,-9.31701835989952,8.293340533971786,-1.0236778259277344,-0.17089632153511047,0.0002833505471553366,-1.5528363933165865,1.3822234223286314,-0.17061297098795336,-1.0253779292106628,0.0017001032829284668,-4.542632550001144,3.51895472407341,-1.0236778259277344,False,True,
legal40_depth_12x384_43022,4966,social-interactions,8,direct,antonym,concept swap,cooperate,compete,False,False,True,False,-17.9188802652061,-17.223693303763866,-24.928905844688416,-25.989723205566406,-2.9864800442010164,-2.870615550627311,-4.154817640781403,-4.331620534261067,-60.59458817541599,-67.81419014930725,-7.574323521926999,-8.476773768663406,6,6,-0.6951869614422321,-1.0608173608779907,7.010025579482317,-8.76602990180254,-1.7560043223202229,-0.11586449357370521,-0.17680289347966482,1.1683375965803862,-1.4610049836337562,-0.2926673870533696,-0.6951869614422321,-1.0608173608779907,-0.20957639440894127,-1.5464279279112816,-1.7560043223202229,False,True,
legal40_depth_12x384_43022,4960,social-interactions,2,direct,antonym,concept swap,cooperate,compete,False,False,False,True,-25.937214761972427,-25.938914865255356,-34.230555295944214,-35.25593322515488,-4.322869126995404,-4.32315247754256,-5.705092549324036,-5.875988870859146,-72.18778431415558,-76.96217012405396,-9.023473039269447,-9.620271265506744,6,6,0.0017001032829284668,-1.0253779292106628,8.293340533971786,-9.31701835989952,-1.0236778259277344,0.0002833505471553366,-0.17089632153511047,1.3822234223286314,-1.5528363933165865,-0.17061297098795336,0.0017001032829284668,-1.0253779292106628,3.51895472407341,-4.542632550001144,-1.0236778259277344,True,True,
legal40_depth_12x384_43022,4973,social-interactions,15,direct,antonym,concept swap,cooperate,compete,False,False,False,True,-23.788527816534042,-23.923847764730453,-20.19058688543737,-20.476146747358143,-3.964754636089007,-3.9873079607884088,-3.3650978142395616,-3.4126911245596907,-78.21492671966553,-73.2755981348455,-9.776865839958191,-9.159449766855687,6,6,0.13531994819641113,-0.285559861920774,-3.597940931096673,3.44770101737231,-0.15023991372436285,0.022553324699401855,-0.047593310320129145,-0.5996568218494454,0.5746168362287181,-0.025039985620727734,0.13531994819641113,-0.285559861920774,1.341387653723359,-1.491627567447722,-0.15023991372436285,True,True,
legal40_depth_12x384_43022,5252,social-properties,0,direct,antonym,concept swap,boastful,humble,True,False,False,False,-28.66051459312439,-28.01161515712738,-22.43902277946472,-23.188689708709717,-5.732102918624878,-5.602323031425476,-5.60975569486618,-5.797172427177429,-73.49761319160461,-65.04287958145142,-10.499659027372088,-10.840479930241903,5,4,-0.6488994359970093,-0.7496669292449951,-6.221491813659668,4.822925448417664,-1.3985663652420044,-0.12977988719940203,-0.18741673231124878,-0.12234722375869733,-0.19484939575195348,-0.3171966195106517,-0.6488994359970093,-0.7496669292449951,2.2332417964935303,-3.6318081617355347,-1.3985663652420044,False,True,
legal40_depth_12x384_43022,5255,social-properties,3,direct,antonym,concept swap,boastful,humble,True,False,False,False,-14.43973982334137,-14.417721815407276,-22.389683306217194,-22.182680938392878,-2.8879479646682737,-2.8835443630814552,-3.731613884369532,-3.6971134897321463,-70.93806052207947,-78.09508895874023,-10.134008646011353,-9.76188611984253,5,6,-0.022018007934093475,0.20700236782431602,7.949943482875824,-7.764959122985601,0.18498435989022255,-0.004403601586818517,0.034500394637385856,0.8436659197012584,-0.813569126650691,0.030096793050566895,-0.022018007934093475,0.20700236782431602,0.7929150462150574,-0.6079306863248348,0.18498435989022255,False,True,
legal40_depth_12x384_43022,5257,social-properties,5,direct,antonym,concept swap,boastful,humble,True,False,False,False,-17.359567642211914,-15.910095393657684,-25.957597970962524,-25.2646062374115,-4.3398919105529785,-3.977523848414421,-5.1915195941925045,-5.0529212474823,-62.18713867664337,-72.86882400512695,-10.364523112773895,-10.409832000732422,4,5,-1.4494722485542297,0.6929917335510254,8.59803032875061,-9.354510843753815,-0.7564805150032043,-0.36236806213855743,0.13859834671020455,0.851627683639526,-1.075397399067879,-0.223769715428352,-1.4494722485542297,0.6929917335510254,-2.083654999732971,1.3271744847297668,-0.7564805150032043,False,True,
legal40_depth_12x384_43022,5260,social-properties,8,direct,antonym,concept swap,boastful,humble,True,False,False,False,-31.07557785511017,-30.927329659461975,-20.94986116886139,-22.423827290534973,-6.215115571022034,-6.185465931892395,-5.237465292215347,-5.605956822633743,-72.49473905563354,-63.28832149505615,-10.356391293661934,-10.54805358250936,5,4,-0.14824819564819336,-1.473966121673584,-10.12571668624878,8.503502368927002,-1.6222143173217773,-0.029649639129639027,-0.368491530418396,-0.9776502788066868,0.5795091092586517,-0.398141169548035,-0.14824819564819336,-1.473966121673584,-0.9192991256713867,-0.7029151916503906,-1.6222143173217773,False,True,
legal40_depth_12x384_43022,5262,social-properties,10,direct,negation,concept swap,boastful,humble,True,True,False,False,-28.44047647714615,-25.016488641500473,-22.051096081733704,-16.74058823287487,-5.68809529542923,-5.003297728300095,-5.512774020433426,-4.185147058218718,-73.49761319160461,-65.04287958145142,-10.499659027372088,-10.840479930241903,5,4,-3.4239878356456757,5.310507848858833,-6.389380395412445,8.275900408625603,1.8865200132131577,-0.6847975671291353,1.3276269622147083,-0.1753212749958042,0.8181506700813772,0.6428293950855721,-3.4239878356456757,5.310507848858833,2.065353214740753,-0.17883320152759552,1.8865200132131577,False,True,
legal40_depth_12x384_43022,5266,social-properties,14,direct,negation,concept swap,boastful,humble,True,True,False,False,-26.80670005083084,-23.503956869244576,-16.687786161899567,-13.98031435906887,-5.361340010166169,-4.700791373848915,-4.171946540474892,-3.4950785897672176,-72.86882400512695,-62.18713867664337,-10.409832000732422,-10.364523112773895,5,4,-3.3027431815862656,2.707471802830696,-10.118913888931274,9.523642510175705,-0.5952713787555695,-0.6605486363172535,0.676867950707674,-1.189393469691277,1.2057127840816975,0.01631931439042056,-3.3027431815862656,2.707471802830696,0.5627714395523071,-1.1580428183078766,-0.5952713787555695,False,True,
legal40_depth_12x384_43022,5263,social-properties,11,direct,negation,concept swap,boastful,humble,False,False,True,True,-16.74058823287487,-22.051096081733704,-25.016488641500473,-28.44047647714615,-4.185147058218718,-5.512774020433426,-5.003297728300095,-5.68809529542923,-65.04287958145142,-73.49761319160461,-10.840479930241903,-10.499659027372088,4,5,5.310507848858833,-3.4239878356456757,8.275900408625603,-6.389380395412445,1.8865200132131577,1.3276269622147083,-0.6847975671291353,0.8181506700813772,-0.1753212749958042,0.6428293950855721,5.310507848858833,-3.4239878356456757,-0.17883320152759552,2.065353214740753,1.8865200132131577,True,True,
legal40_depth_12x384_43022,5264,social-properties,12,direct,negation,concept swap,boastful,humble,False,False,True,True,-21.38057591766119,-21.834652118384838,-13.542884059250355,-13.23684711381793,-3.5634293196101985,-3.639108686397473,-2.708576811850071,-2.647369422763586,-78.09508895874023,-70.93806052207947,-9.76188611984253,-10.134008646011353,6,5,0.45407620072364807,0.30603694543242455,-7.837691858410835,8.597805004566908,0.7601131461560726,0.07567936678727438,0.06120738908648482,-0.8548525077601274,0.9917392636338866,0.13688675587375965,0.45407620072364807,0.30603694543242455,-0.6806634217500687,1.4407765679061413,0.7601131461560726,True,True,
legal40_depth_12x384_43022,5253,social-properties,1,direct,antonym,concept swap,boastful,humble,False,False,True,False,-23.188689708709717,-22.43902277946472,-28.01161515712738,-28.66051459312439,-5.797172427177429,-5.60975569486618,-5.602323031425476,-5.732102918624878,-65.04287958145142,-73.49761319160461,-10.840479930241903,-10.499659027372088,4,5,-0.7496669292449951,-0.6488994359970093,4.822925448417664,-6.221491813659668,-1.3985663652420044,-0.18741673231124878,-0.12977988719940203,-0.19484939575195348,-0.12234722375869733,-0.3171966195106517,-0.7496669292449951,-0.6488994359970093,-3.6318081617355347,2.2332417964935303,-1.3985663652420044,False,True,
legal40_depth_12x384_43022,5259,social-properties,7,direct,antonym,concept swap,boastful,humble,False,False,True,False,-15.956909656524658,-14.43353796005249,-25.157588362693787,-24.83273148536682,-3.9892274141311646,-3.6083844900131226,-5.031517672538757,-4.966546297073364,-64.19889569282532,-70.29193425178528,-10.69981594880422,-10.041704893112183,4,5,-1.523371696472168,0.32485687732696533,9.200678706169128,-10.399193525314331,-1.1985148191452026,-0.380842924118042,0.06497137546539289,1.0422902584075926,-1.3581618070602417,-0.3158715486526482,-1.523371696472168,0.32485687732696533,3.1076401472091675,-4.30615496635437,-1.1985148191452026,False,True,
legal40_depth_12x384_43022,5254,social-properties,2,direct,antonym,concept swap,boastful,humble,False,False,False,True,-22.182680938392878,-22.389683306217194,-14.417721815407276,-14.43973982334137,-3.6971134897321463,-3.731613884369532,-2.8835443630814552,-2.8879479646682737,-78.09508895874023,-70.93806052207947,-9.76188611984253,-10.134008646011353,6,5,0.20700236782431602,-0.022018007934093475,-7.764959122985601,7.949943482875824,0.18498435989022255,0.034500394637385856,-0.004403601586818517,-0.813569126650691,0.8436659197012584,0.030096793050566895,0.20700236782431602,-0.022018007934093475,-0.6079306863248348,0.7929150462150574,0.18498435989022255,True,True,
legal40_depth_12x384_43022,5256,social-properties,4,direct,antonym,concept swap,boastful,humble,False,False,False,True,-25.2646062374115,-25.957597970962524,-15.910095393657684,-17.359567642211914,-5.0529212474823,-5.1915195941925045,-3.977523848414421,-4.3398919105529785,-72.86882400512695,-62.18713867664337,-10.409832000732422,-10.364523112773895,5,4,0.6929917335510254,-1.4494722485542297,-9.354510843753815,8.59803032875061,-0.7564805150032043,0.13859834671020455,-0.36236806213855743,-1.075397399067879,0.851627683639526,-0.223769715428352,0.6929917335510254,-1.4494722485542297,1.3271744847297668,-2.083654999732971,-0.7564805150032043,True,True,
legal40_depth_12x384_43022,5580,social-relations,0,direct,antonym,concept swap,boss,subordinate,True,True,False,False,-27.942981600761414,-23.739808559417725,-51.93678343296051,-49.337792813777924,-4.657163600126903,-3.956634759902954,-6.492097929120064,-6.1672241017222404,-70.74837875366211,-100.13749742507935,-8.843547344207764,-10.013749742507935,6,8,-4.203173041343689,2.5989906191825867,23.993801832199097,-25.5979842543602,-1.6041824221611023,-0.7005288402239485,0.32487382739782333,1.8349343289931612,-2.2105893418192863,-0.375655012826126,-4.203173041343689,2.5989906191825867,-5.39531683921814,3.7911344170570374,-1.6041824221611023,False,True,
legal40_depth_12x384_43022,5584,social-relations,4,direct,antonym,concept swap,boss,subordinate,True,True,False,False,-30.588545966893435,-27.858734745532274,-55.0388111025095,-51.80391108058393,-4.369792280984776,-3.9798192493617535,-6.115423455834389,-5.755990120064881,-84.78459596633911,-110.11482286453247,-9.420510662926567,-10.010438442230225,7,9,-2.7298112213611603,3.2349000219255686,24.450265135616064,-23.945176335051656,0.5050888005644083,-0.38997303162302277,0.3594333357695074,1.7456311748496125,-1.7761708707031278,-0.030539695853516236,-2.7298112213611603,3.2349000219255686,-0.8799617625772953,1.3850505631417036,0.5050888005644083,False,True,
legal40_depth_12x384_43022,5588,social-relations,8,direct,antonym,concept swap,boss,subordinate,True,True,False,False,-15.458950012922287,-14.344271689653397,-49.228824615478516,-46.45935606956482,-2.576491668820381,-2.390711948275566,-6.1536030769348145,-5.807419508695602,-61.97108381986618,-96.59869647026062,-7.7463854774832726,-9.659869647026062,6,8,-1.1146783232688904,2.7694685459136963,33.76987460255623,-32.11508437991142,1.654790222644806,-0.18577972054481506,0.34618356823921204,3.5771114081144333,-3.4167075604200363,0.16040384769439697,-1.1146783232688904,2.7694685459136963,-0.8577380478382111,2.512528270483017,1.654790222644806,False,True,
legal40_depth_12x384_43022,5592,social-relations,12,direct,antonym,concept swap,boss,subordinate,True,True,False,False,-28.797471523284912,-23.780941903591156,-58.32723951339722,-53.74491000175476,-4.799578587214152,-3.9634903172651925,-7.290904939174652,-6.718113750219345,-74.9441282749176,-104.2185435295105,-9.3680160343647,-10.42185435295105,6,8,-5.016529619693756,4.582329511642456,29.529767990112305,-29.963968098163605,-0.43420010805130005,-0.8360882699489598,0.572791188955307,2.4913263519605,-2.7546234329541526,-0.2632970809936541,-5.016529619693756,4.582329511642456,0.2553527355194092,-0.6895528435707092,-0.43420010805130005,False,True,
legal40_depth_12x384_43022,5596,social-relations,16,direct,antonym,concept swap,boss,subordinate,True,True,False,False,-29.549343466758728,-27.481775999069214,-61.20898103713989,-59.5694260597229,-4.924890577793121,-4.580295999844869,-7.651122629642487,-7.4461782574653625,-71.595547914505,-103.38698625564575,-8.949443489313126,-10.338698625564575,6,8,-2.067567467689514,1.6395549774169922,31.659637570381165,-32.08765006065369,-0.428012490272522,-0.34459457794825266,0.20494437217712402,2.7262320518493652,-2.865882257620494,-0.13965020577112952,-2.067567467689514,1.6395549774169922,-0.13180077075958252,-0.29621171951293945,-0.428012490272522,False,True,
legal40_depth_12x384_43022,5600,social-relations,20,direct,antonym,variable swap,boss,subordinate,True,True,False,False,-27.942981600761414,-23.739808559417725,-35.36132895946503,-32.51954424381256,-4.657163600126903,-3.956634759902954,-5.893554826577504,-5.4199240406354265,-70.74837875366211,-77.85428667068481,-8.843547344207764,-9.731785833835602,6,6,-4.203173041343689,2.841784715652466,7.418347358703613,-8.779735684394836,-1.3613883256912231,-0.7005288402239485,0.47363078594207764,1.2363912264506016,-1.4632892807324724,-0.2268980542818717,-4.203173041343689,2.841784715652466,0.3124394416809082,-1.6738277673721313,-1.3613883256912231,False,True,
legal40_depth_12x384_43022,5581,social-relations,1,direct,antonym,concept swap,boss,subordinate,False,False,True,True,-49.337792813777924,-51.93678343296051,-23.739808559417725,-27.942981600761414,-6.1672241017222404,-6.492097929120064,-3.956634759902954,-4.657163600126903,-100.13749742507935,-70.74837875366211,-10.013749742507935,-8.843547344207764,8,6,2.5989906191825867,-4.203173041343689,-25.5979842543602,23.993801832199097,-1.6041824221611023,0.32487382739782333,-0.7005288402239485,-2.2105893418192863,1.8349343289931612,-0.375655012826126,2.5989906191825867,-4.203173041343689,3.7911344170570374,-5.39531683921814,-1.6041824221611023,True,True,
legal40_depth_12x384_43022,5583,social-relations,3,direct,antonym,concept swap,boss,subordinate,False,False,True,True,-42.50874690711498,-44.95858213305473,-14.701396524906158,-13.933970876038074,-5.313593363389373,-5.619822766631842,-2.4502327541510263,-2.3223284793396792,-100.13749742507935,-70.74837875366211,-10.013749742507935,-8.843547344207764,8,6,2.4498352259397507,0.767425648868084,-27.807350382208824,31.02461125701666,3.2172608748078346,0.30622940324246883,0.12790427481134703,-2.8633606092383466,3.2974942872921624,0.434133678053815,2.4498352259397507,0.767425648868084,1.5817682892084122,1.6354925855994225,3.2172608748078346,True,True,
legal40_depth_12x384_43022,5605,social-relations,25,direct,antonym,variable swap,boss,subordinate,False,False,True,False,-32.582372253760695,-31.815265459939837,-14.701396524906158,-13.933970876038074,-5.430395375626783,-5.3025442433233065,-2.4502327541510263,-2.3223284793396792,-77.85428667068481,-70.74837875366211,-9.731785833835602,-8.843547344207764,6,6,-0.767106793820858,0.767425648868084,-17.880975728854537,17.881294583901763,0.00031885504722595215,-0.12785113230347633,0.12790427481134703,-2.9801626214757566,2.9802157639836273,5.3142507871584144e-05,-0.767106793820858,0.767425648868084,-10.775067811831832,10.775386666879058,0.00031885504722595215,False,True,
legal40_depth_12x384_43022,5623,social-relations,43,direct,antonym,variable swap,boss,subordinate,False,False,True,False,-22.757618837058544,-22.09597907215357,-11.061443662270904,-9.816680683288723,-3.7929364728430905,-3.6826631786922612,-1.8435739437118173,-1.6361134472147871,-64.30002152919769,-61.97108381986618,-8.037502691149712,-7.7463854774832726,6,6,-0.6616397649049759,1.2447629789821804,-11.69617517478764,12.279298388864845,0.5831232140772045,-0.11027329415082932,0.20746049649703013,-1.9493625291312733,2.046549731477474,0.09718720234620015,-0.6616397649049759,1.2447629789821804,-9.367237465456128,9.950360679533333,0.5831232140772045,False,True,
legal40_depth_12x384_43022,5582,social-relations,2,direct,antonym,concept swap,boss,subordinate,False,False,False,True,-13.933970876038074,-14.701396524906158,-44.95858213305473,-42.50874690711498,-2.3223284793396792,-2.4502327541510263,-5.619822766631842,-5.313593363389373,-70.74837875366211,-100.13749742507935,-8.843547344207764,-10.013749742507935,6,8,0.767425648868084,2.4498352259397507,31.02461125701666,-27.807350382208824,3.2172608748078346,0.12790427481134703,0.30622940324246883,3.2974942872921624,-2.8633606092383466,0.434133678053815,0.767425648868084,2.4498352259397507,1.6354925855994225,1.5817682892084122,3.2172608748078346,True,True,
legal40_depth_12x384_43022,5586,social-relations,6,direct,antonym,concept swap,boss,subordinate,False,False,False,True,-15.579963631927967,-16.977630587294698,-41.15439281053841,-39.267637588083744,-2.2257090902754237,-2.4253757981849566,-4.572710312282045,-4.363070843120416,-84.78459596633911,-110.11482286453247,-9.420510662926567,-10.010438442230225,7,9,1.3976669553667307,1.886755222454667,25.574429178610444,-22.290007000789046,3.284422177821398,0.1996667079095329,0.20963946916162968,2.3470012220066216,-1.937695044935459,0.4093061770711621,1.3976669553667307,1.886755222454667,0.2442022804170847,3.040219897404313,3.284422177821398,True,True,
legal40_depth_12x384_43022,7128,spatial-relations,0,direct,antonym,concept swap,above,below,True,True,False,False,-37.493576067499816,-35.259562087245286,-36.002217354718596,-40.09429967775941,-5.356225152499974,-5.037080298177898,-5.1431739078169425,-5.7277570968227725,-83.03133189678192,-83.5786920785904,-9.22570354408688,-9.2865213420656,7,7,-2.234013980254531,-4.092082323040813,-1.4913587127812207,-4.834737590514123,-6.326096303295344,-0.31914485432207584,-0.58458318900583,-0.21305124468303127,-0.6906767986448745,-0.9037280433279058,-2.234013980254531,-4.092082323040813,-2.0387188945896924,-4.287377408705652,-6.326096303295344,False,True,
legal40_depth_12x384_43022,7129,spatial-relations,1,direct,antonym,concept swap,above,below,True,True,False,False,-40.09429967775941,-36.002217354718596,-35.259562087245286,-37.493576067499816,-5.7277570968227725,-5.1431739078169425,-5.037080298177898,-5.356225152499974,-83.5786920785904,-83.03133189678192,-9.2865213420656,-9.22570354408688,7,7,-4.092082323040813,-2.234013980254531,-4.834737590514123,-1.4913587127812207,-6.326096303295344,-0.58458318900583,-0.31914485432207584,-0.6906767986448745,-0.21305124468303127,-0.9037280433279058,-4.092082323040813,-2.234013980254531,-4.287377408705652,-2.0387188945896924,-6.326096303295344,False,True,
legal40_depth_12x384_43022,7130,spatial-relations,2,direct,antonym,concept swap,above,below,True,True,False,False,-30.45720939617604,-27.538240435998887,-28.536086876876652,-31.455683608539402,-4.351029913739434,-3.934034347999841,-4.076583839553807,-4.4936690869342,-75.89903688430786,-76.59601992368698,-8.433226320478651,-8.510668880409664,7,7,-2.9189689601771533,-2.9195967316627502,-1.921122519299388,-3.9174431725405157,-5.838565691839904,-0.41699556573959295,-0.41708524738039277,-0.2744460741856267,-0.559634738934359,-0.8340808131199857,-2.9189689601771533,-2.9195967316627502,-2.618105558678508,-3.220460133161396,-5.838565691839904,False,True,
legal40_depth_12x384_43022,7131,spatial-relations,3,direct,antonym,concept swap,above,below,True,True,False,False,-31.455683608539402,-28.536086876876652,-27.538240435998887,-30.45720939617604,-4.4936690869342,-4.076583839553807,-3.934034347999841,-4.351029913739434,-76.59601992368698,-75.89903688430786,-8.510668880409664,-8.433226320478651,7,7,-2.9195967316627502,-2.9189689601771533,-3.9174431725405157,-1.921122519299388,-5.838565691839904,-0.41708524738039277,-0.41699556573959295,-0.559634738934359,-0.2744460741856267,-0.8340808131199857,-2.9195967316627502,-2.9189689601771533,-3.220460133161396,-2.618105558678508,-5.838565691839904,False,True,
legal40_depth_12x384_43022,7132,spatial-relations,4,direct,antonym,concept swap,above,below,True,True,False,False,-28.17022635322064,-25.016756207682192,-24.957658003550023,-27.785504755564034,-4.024318050460091,-3.5738223153831705,-3.5653797147928605,-3.9693578222234334,-73.72680854797363,-71.97855815291405,-8.191867616441515,-7.997617572546005,7,7,-3.1534701455384493,-2.827846752014011,-3.2125683496706188,-2.7687485478818417,-5.98131689755246,-0.45049573507692076,-0.40397810743057283,-0.45893833566723075,-0.39553550684026284,-0.8544738425074936,-3.1534701455384493,-2.827846752014011,-1.4643179546110332,-4.516998942941427,-5.98131689755246,False,True,
legal40_depth_12x384_43022,7133,spatial-relations,5,direct,antonym,concept swap,above,below,True,True,False,False,-27.785504755564034,-24.957658003550023,-25.016756207682192,-28.17022635322064,-3.9693578222234334,-3.5653797147928605,-3.5738223153831705,-4.024318050460091,-71.97855815291405,-73.72680854797363,-7.997617572546005,-8.191867616441515,7,7,-2.827846752014011,-3.1534701455384493,-2.7687485478818417,-3.2125683496706188,-5.98131689755246,-0.40397810743057283,-0.45049573507692076,-0.39553550684026284,-0.45893833566723075,-0.8544738425074936,-2.827846752014011,-3.1534701455384493,-4.516998942941427,-1.4643179546110332,-5.98131689755246,False,True,
legal40_depth_12x384_43022,7145,spatial-relations,17,indirect,antonym,concept swap,above,below,False,False,True,True,-14.994830496609211,-15.227697342634201,-15.296550460159779,-16.251948159188032,-2.1421186423727443,-2.1753853346620287,-2.1852214943085397,-2.3217068798840046,-82.90092611312866,-86.27074933052063,-9.211214012569851,-9.585638814502293,7,7,0.23286684602499008,-0.9553976990282536,0.3017199635505676,-1.024250816553831,-0.7225308530032635,0.03326669228928436,-0.13648538557546486,0.04310285193579544,-0.14632154522197593,-0.1032186932861805,0.23286684602499008,-0.9553976990282536,-3.0681032538414,2.3455724008381367,-0.7225308530032635,True,True,
legal40_depth_12x384_43022,7146,spatial-relations,18,indirect,antonym,concept swap,above,below,False,False,True,True,-32.60669729113579,-32.886482417583466,-31.42660826444626,-31.542577028274536,-6.521339458227158,-6.577296483516693,-6.285321652889252,-6.308515405654907,-73.87947416305542,-72.21969938278198,-10.554210594722203,-10.317099911825997,5,5,0.2797851264476776,-0.11596876382827759,-1.1800890266895294,1.3439053893089294,0.16381636261940002,0.05595702528953517,-0.023193752765655162,-0.23601780533790606,0.26878107786178607,0.032763272523880005,0.2797851264476776,-0.11596876382827759,0.4796857535839081,-0.31586939096450806,0.16381636261940002,True,True,
