seed,checkpoint,probe_set,packet_id,slot_mode,packet_type,gold_state_type,updated_conflict_heuristic,full_delta_T_retention,full_delta_U_retention,full_delta_N_retention_prior,full_net_T_minus_U_retention,full_net_T_minus_N_retention,full_binding_pair_sum_Tretention_Uretention,content_delta_T_retention,content_delta_U_retention,content_delta_N_retention_prior,content_net_T_minus_U_retention,content_net_T_minus_N_retention,content_binding_pair_sum_Tretention_Uretention,full_delta_T_update_use,full_delta_N_update_prior,full_net_T_minus_U_update_use,full_net_T_minus_N_update_use,full_binding_pair_sum_Tupdate_Uretention,content_delta_T_update_use,content_delta_N_update_prior,content_net_T_minus_U_update_use,content_net_T_minus_N_update_use,content_binding_pair_sum_Tupdate_Uretention
43022,chck_86M,extended_nontrain,rw2s0_007606,template,UNCHANGED_DISTRACTOR_USE,possession_artifact,,0.7969935588538646,0.056813578493893235,0.20218972098082277,0.44287474285811124,0.5948038378730418,0.4269035686738789,0.8685026718303561,0.05524601903744042,0.015771949430927634,0.4406471939291805,0.8527307223994285,0.46187434543389827,,,,,,,,,,
43022,chck_86M,extended_nontrain,rw2s0_011096,template,UNCHANGED_DISTRACTOR_USE,other_relation_state,,-0.7372296333312987,-0.26747739994898434,-0.344211233779788,-0.3746168288091818,-0.39301839955151063,-0.5023535166401415,-1.4348137360066175,-0.35128427669405937,-0.4452381068840623,-1.000172222033143,-0.9895756291225553,-0.8930490063503385,,,,,,,,,,
43022,chck_86M,extended_nontrain,rw2s0_017880,template,UNCHANGED_DISTRACTOR_USE,other_relation_state,,-1.029622561269207,-0.14017162664968064,-1.4643192657240434,0.9456982078991132,0.43469670445483644,-0.5848970939594438,-1.0380877886898816,-0.33349211647485655,-1.4742418259382237,0.9463408667594198,0.4361540372483421,-0.6857899525823691,,,,,,,,,,
43022,chck_86M,extended_nontrain,rw_002632,template,UNCHANGED_DISTRACTOR_USE,location_containment,,0.45965139230247587,0.06862186376626278,0.23347032967555742,0.18518464680528268,0.22618106262691845,0.2641366280343693,0.4843581730965525,0.05220137064655628,0.2480637076466034,0.19296488173616422,0.2362944654499491,0.2682797718715544,,,,,,,,,,
43022,chck_86M,extended_nontrain,rw_023936,template,UNCHANGED_DISTRACTOR_USE,location_containment,,0.7685820257303291,0.7137314855076728,0.3756143030009005,0.14179479263045525,0.3929677227294286,0.741156755619001,1.025842096656561,0.8771330663934349,0.47413592301309126,0.23556966967880744,0.5517061736434696,0.9514875815249979,,,,,,,,,,
43022,chck_86M,extended_nontrain,rw2s0_014674,template,UNCHANGED_DISTRACTOR_USE,location_containment,,0.0500479361999573,0.4490862102946267,-0.08480624406236359,0.17972261415173607,0.13485418026232088,0.249567073247292,0.05816136434718609,0.5617495658940501,-0.21813739654386222,0.3016071717498734,0.2762987608910483,0.3099554651206181,,,,,,,,,,
43022,chck_86M,extended_nontrain,rw2s1_018012,template,UNCHANGED_DISTRACTOR_USE,other_relation_state,,-0.14673452545804055,-0.7488556939591136,-0.6503771487623453,0.6228364002213556,0.5036426233043048,-0.44779510970857705,-0.0878718893176742,-1.094238215103923,-0.7429896162024567,0.8728859335450185,0.6551177268847825,-0.5910550522107986,,,,,,,,,,
43022,chck_86M,extended_nontrain,rw2s0_021141,template,UNCHANGED_DISTRACTOR_USE,possession_artifact,,-0.26167387918879603,-0.535939030814916,-0.5498991962522277,-0.15624166155854846,0.2882253170634317,-0.398806455001856,-0.27091423645615564,-0.832553780792902,-0.8493029057048265,0.04589374857023443,0.5783886692486708,-0.5517340086245288,,,,,,,,,,
43022,chck_86M,extended_nontrain,rw2s0_016104,template,UNCHANGED_DISTRACTOR_USE,status_condition_event,,0.8347436075409256,0.14891694542020595,0.17903923218448892,0.5025302226344746,0.6557043753564367,0.49183027648056576,1.177919675906499,0.24517480237409472,0.1409314473470058,0.5712314148743944,1.0369882285594931,0.7115472391402968,,,,,,,,,,
43022,chck_86M,extended_nontrain,rw2s0_021911,template,UNCHANGED_DISTRACTOR_USE,other_relation_state,,0.37265614478383213,0.4967513383931613,0.42278703866759315,-0.38342244434170425,-0.05013089388376102,0.43470374158849673,0.5423768771812318,0.6989841017872096,0.6807039348408583,-0.5105313079431661,-0.1383270576596265,0.6206804894842207,,,,,,,,,,
