seed,checkpoint,probe_set,slot_mode,packet_type,grouping,n_packets,mean_content_binding_pair_sum_Tretention_Uretention,se_content_binding_pair_sum_Tretention_Uretention,fraction_positive_content_binding_pair_sum_Tretention_Uretention,mean_content_binding_pair_sum_Tupdate_Uretention,se_content_binding_pair_sum_Tupdate_Uretention,fraction_positive_content_binding_pair_sum_Tupdate_Uretention,mean_content_delta_N_retention_prior,se_content_delta_N_retention_prior,fraction_positive_content_delta_N_retention_prior,mean_content_delta_N_update_prior,se_content_delta_N_update_prior,fraction_positive_content_delta_N_update_prior,mean_content_delta_T_retention,se_content_delta_T_retention,fraction_positive_content_delta_T_retention,mean_content_delta_T_update_use,se_content_delta_T_update_use,fraction_positive_content_delta_T_update_use,mean_content_delta_U_retention,se_content_delta_U_retention,fraction_positive_content_delta_U_retention,mean_content_net_T_minus_N_retention,se_content_net_T_minus_N_retention,fraction_positive_content_net_T_minus_N_retention,mean_content_net_T_minus_N_update_use,se_content_net_T_minus_N_update_use,fraction_positive_content_net_T_minus_N_update_use,mean_content_net_T_minus_U_retention,se_content_net_T_minus_U_retention,fraction_positive_content_net_T_minus_U_retention,mean_content_net_T_minus_U_update_use,se_content_net_T_minus_U_update_use,fraction_positive_content_net_T_minus_U_update_use,mean_full_binding_pair_sum_Tretention_Uretention,se_full_binding_pair_sum_Tretention_Uretention,fraction_positive_full_binding_pair_sum_Tretention_Uretention,mean_full_binding_pair_sum_Tupdate_Uretention,se_full_binding_pair_sum_Tupdate_Uretention,fraction_positive_full_binding_pair_sum_Tupdate_Uretention,mean_full_delta_N_retention_prior,se_full_delta_N_retention_prior,fraction_positive_full_delta_N_retention_prior,mean_full_delta_N_update_prior,se_full_delta_N_update_prior,fraction_positive_full_delta_N_update_prior,mean_full_delta_T_retention,se_full_delta_T_retention,fraction_positive_full_delta_T_retention,mean_full_delta_T_update_use,se_full_delta_T_update_use,fraction_positive_full_delta_T_update_use,mean_full_delta_U_retention,se_full_delta_U_retention,fraction_positive_full_delta_U_retention,mean_full_net_T_minus_N_retention,se_full_net_T_minus_N_retention,fraction_positive_full_net_T_minus_N_retention,mean_full_net_T_minus_N_update_use,se_full_net_T_minus_N_update_use,fraction_positive_full_net_T_minus_N_update_use,mean_full_net_T_minus_U_retention,se_full_net_T_minus_U_retention,fraction_positive_full_net_T_minus_U_retention,mean_full_net_T_minus_U_update_use,se_full_net_T_minus_U_update_use,fraction_positive_full_net_T_minus_U_update_use,updated_conflict_heuristic,gold_state_type
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type,200,0.144158745719371,0.04713877532638743,0.57,nan,nan,nan,-0.054090977956924594,0.06441108427481165,0.46,nan,nan,nan,0.1151375055955342,0.058514846362893544,0.565,nan,nan,nan,0.17317998584320782,0.06231627497923903,0.6,0.16922848355245879,0.06674554332383534,0.6,nan,nan,nan,0.11255409048817765,0.06809713469814689,0.58,nan,nan,nan,0.08054390234865734,0.036992450410047395,0.575,nan,nan,nan,-0.07068028618698856,0.05342054492569933,0.42,nan,nan,nan,0.06520442362307256,0.046462779774283106,0.56,nan,nan,nan,0.09588338107424213,0.05141778385367189,0.615,0.13588470981006112,0.05628083988079795,0.61,nan,nan,nan,0.07801558453027889,0.05688856793581392,0.545,nan,nan,nan,,
43022,chck_86M,extended_nontrain,template,UPDATED_USE,seed+checkpoint+probe_set+slot_mode+packet_type,1125,nan,nan,nan,-0.009077960548389895,0.017589163774729213,0.4711111111111111,nan,nan,nan,0.07937556625081271,0.03727519589750049,0.5448888888888889,nan,nan,nan,-0.03460843830827864,0.03449061008353043,0.4791111111111111,0.016452517211498846,0.03425743176379486,0.4568888888888889,nan,nan,nan,-0.11398400455909134,0.03301025032785401,0.44355555555555554,nan,nan,nan,-0.13457271602332238,0.033504072978029154,0.44533333333333336,nan,nan,nan,0.009386662949921788,0.015510067589866715,0.4791111111111111,nan,nan,nan,0.0787237541519291,0.03282151394506394,0.5457777777777778,nan,nan,nan,-0.03082643821865898,0.030313744491462877,0.48977777777777776,0.04959976411850256,0.02902023660929861,0.4622222222222222,nan,nan,nan,-0.10955019237058809,0.029763101066935447,0.4408888888888889,nan,nan,nan,-0.12155694698650585,0.0300894074490011,0.44177777777777777,,
43022,chck_86M,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type,200,0.144158745719371,0.04713877532638743,0.57,nan,nan,nan,-0.054090977956924594,0.06441108427481165,0.46,nan,nan,nan,0.1151375055955342,0.058514846362893544,0.565,nan,nan,nan,0.17317998584320782,0.06231627497923903,0.6,0.16922848355245879,0.06674554332383534,0.6,nan,nan,nan,0.11255409048817765,0.06809713469814689,0.58,nan,nan,nan,0.08054390234865734,0.036992450410047395,0.575,nan,nan,nan,-0.07068028618698856,0.05342054492569933,0.42,nan,nan,nan,0.06520442362307256,0.046462779774283106,0.56,nan,nan,nan,0.09588338107424213,0.05141778385367189,0.615,0.13588470981006112,0.05628083988079795,0.61,nan,nan,nan,0.07801558453027889,0.05688856793581392,0.545,nan,nan,nan,,
43022,chck_86M,balanced_heldout,template,UPDATED_USE,seed+checkpoint+probe_set+slot_mode+packet_type,200,nan,nan,nan,-0.034820927055535814,0.0346829607384402,0.425,nan,nan,nan,0.018511782949220904,0.07984602623343864,0.525,nan,nan,nan,-0.09996727331184344,0.07515243512355564,0.45,0.030325419200771798,0.07840554824775901,0.485,nan,nan,nan,-0.11847905626106434,0.0734451279916865,0.445,nan,nan,nan,-0.14303849605228797,0.07473891249670334,0.455,nan,nan,nan,-0.01710050847858109,0.029882732534842762,0.425,nan,nan,nan,0.04557504466624695,0.0685326124861279,0.53,nan,nan,nan,-0.0934966422506213,0.06736768718106853,0.44,0.05929562529345912,0.06696378864584097,0.515,nan,nan,nan,-0.13907168691686825,0.06370705345156161,0.45,nan,nan,nan,-0.16495968391945728,0.06667323372474501,0.425,,
43022,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type,200,0.10118180452861258,0.0466348510496419,0.575,nan,nan,nan,-0.10845172677218119,0.06233412985806389,0.415,nan,nan,nan,0.06483855098757438,0.057688183270425054,0.545,nan,nan,nan,0.1375250580696508,0.06276695187766665,0.57,0.17329027775975556,0.06679865012802395,0.6,nan,nan,nan,0.13134327372941793,0.06860006123959674,0.61,nan,nan,nan,0.047265795523217365,0.03719265884033772,0.565,nan,nan,nan,-0.11812852850969773,0.051797814897703263,0.405,nan,nan,nan,0.028734169530164198,0.04639565078274651,0.555,nan,nan,nan,0.06579742151627052,0.0526073158187251,0.56,0.1468626980398619,0.05623000027240552,0.615,nan,nan,nan,0.10197737034397542,0.0572211387233104,0.58,nan,nan,nan,,
43022,final,extended_nontrain,template,UPDATED_USE,seed+checkpoint+probe_set+slot_mode+packet_type,1125,nan,nan,nan,-0.004639596335994952,0.016945488732387503,0.4817777777777778,nan,nan,nan,0.14428202029767723,0.03668047782177037,0.5662222222222222,nan,nan,nan,-0.011671369320925044,0.03372853785436122,0.5013333333333333,0.0023921766489351415,0.03301054981291751,0.45155555555555554,nan,nan,nan,-0.15595338961860228,0.03285961999370199,0.42577777777777776,nan,nan,nan,-0.19142332523615452,0.03312579033696835,0.42044444444444445,nan,nan,nan,0.00872349740618577,0.014968003952957035,0.4791111111111111,nan,nan,nan,0.13551220126211763,0.03236002543312663,0.5768888888888889,nan,nan,nan,-0.016590114350554987,0.029420845509248113,0.5128888888888888,0.03403710916292653,0.028141775589832826,0.45511111111111113,nan,nan,nan,-0.15210231561267262,0.029506937771016897,0.42133333333333334,nan,nan,nan,-0.17744614236435013,0.029735290334847155,0.4097777777777778,,
43022,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type,200,0.10118180452861258,0.0466348510496419,0.575,nan,nan,nan,-0.10845172677218119,0.06233412985806389,0.415,nan,nan,nan,0.06483855098757438,0.057688183270425054,0.545,nan,nan,nan,0.1375250580696508,0.06276695187766665,0.57,0.17329027775975556,0.06679865012802395,0.6,nan,nan,nan,0.13134327372941793,0.06860006123959674,0.61,nan,nan,nan,0.047265795523217365,0.03719265884033772,0.565,nan,nan,nan,-0.11812852850969773,0.051797814897703263,0.405,nan,nan,nan,0.028734169530164198,0.04639565078274651,0.555,nan,nan,nan,0.06579742151627052,0.0526073158187251,0.56,0.1468626980398619,0.05623000027240552,0.615,nan,nan,nan,0.10197737034397542,0.0572211387233104,0.58,nan,nan,nan,,
43022,final,balanced_heldout,template,UPDATED_USE,seed+checkpoint+probe_set+slot_mode+packet_type,200,nan,nan,nan,-0.03292805980720106,0.03344304987058073,0.46,nan,nan,nan,0.06984103386977752,0.07728711167594558,0.565,nan,nan,nan,-0.08100203443142383,0.07401046568271823,0.475,0.015145914817021704,0.07648630562850971,0.475,nan,nan,nan,-0.15084306830120134,0.07218038189759662,0.44,nan,nan,nan,-0.1919262802566776,0.0737096905937954,0.425,nan,nan,nan,-0.017673241279015674,0.029162679005368466,0.44,nan,nan,nan,0.0877441810195052,0.06641624241166674,0.56,nan,nan,nan,-0.08499868018609393,0.06607996138502155,0.47,0.049652197628062576,0.06485337734382504,0.51,nan,nan,nan,-0.17274286120559912,0.06283912459857553,0.43,nan,nan,nan,-0.21318402635262007,0.06620997212669816,0.41,,
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,200,0.144158745719371,0.04713877532638743,0.57,nan,nan,nan,-0.054090977956924594,0.06441108427481165,0.46,nan,nan,nan,0.1151375055955342,0.058514846362893544,0.565,nan,nan,nan,0.17317998584320782,0.06231627497923903,0.6,0.16922848355245879,0.06674554332383534,0.6,nan,nan,nan,0.11255409048817765,0.06809713469814689,0.58,nan,nan,nan,0.08054390234865734,0.036992450410047395,0.575,nan,nan,nan,-0.07068028618698856,0.05342054492569933,0.42,nan,nan,nan,0.06520442362307256,0.046462779774283106,0.56,nan,nan,nan,0.09588338107424213,0.05141778385367189,0.615,0.13588470981006112,0.05628083988079795,0.61,nan,nan,nan,0.07801558453027889,0.05688856793581392,0.545,nan,nan,nan,,
43022,chck_86M,extended_nontrain,template,UPDATED_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,715,nan,nan,nan,0.007820680086769718,0.02122065401583055,0.4797202797202797,nan,nan,nan,0.08458193991577985,0.047665866091305575,0.5468531468531469,nan,nan,nan,-0.031602413440822694,0.04213407299507495,0.4825174825174825,0.04724377361436213,0.04454791507575685,0.46013986013986014,nan,nan,nan,-0.11618435335660254,0.04246370739465251,0.42937062937062936,nan,nan,nan,-0.1446377826602216,0.04237084681493791,0.43636363636363634,nan,nan,nan,0.020521065876812482,0.01848340982880949,0.4853146853146853,nan,nan,nan,0.08018838944376408,0.04137352433654962,0.5482517482517483,nan,nan,nan,-0.03570601368627612,0.036893861440919634,0.4881118881118881,0.07674814543990108,0.03777936112223458,0.4671328671328671,nan,nan,nan,-0.1158944031300402,0.0383007256932518,0.4307692307692308,nan,nan,nan,-0.13345883607116446,0.037893481506401275,0.427972027972028,True,
