seed,checkpoint,probe_set,slot_mode,packet_type,condition,grouping,n_packets,mean_delta_full_m_orig_new_minus_source,se_delta_full_m_orig_new_minus_source,fraction_positive_delta_full_m_orig_new_minus_source,mean_delta_full_m_source_minus_orig_new,se_delta_full_m_source_minus_orig_new,fraction_positive_delta_full_m_source_minus_orig_new,mean_delta_full_m_source_minus_swapped_new,se_delta_full_m_source_minus_swapped_new,fraction_positive_delta_full_m_source_minus_swapped_new,mean_delta_full_m_orig_new_minus_swapped_new,se_delta_full_m_orig_new_minus_swapped_new,fraction_positive_delta_full_m_orig_new_minus_swapped_new,mean_delta_full_gold_margin_vs_original_competitor,se_delta_full_gold_margin_vs_original_competitor,fraction_positive_delta_full_gold_margin_vs_original_competitor,mean_delta_full_retention_margin_vs_swapped_new,se_delta_full_retention_margin_vs_swapped_new,fraction_positive_delta_full_retention_margin_vs_swapped_new,mean_delta_content_m_orig_new_minus_source,se_delta_content_m_orig_new_minus_source,fraction_positive_delta_content_m_orig_new_minus_source,mean_delta_content_m_source_minus_orig_new,se_delta_content_m_source_minus_orig_new,fraction_positive_delta_content_m_source_minus_orig_new,mean_delta_content_m_source_minus_swapped_new,se_delta_content_m_source_minus_swapped_new,fraction_positive_delta_content_m_source_minus_swapped_new,mean_delta_content_m_orig_new_minus_swapped_new,se_delta_content_m_orig_new_minus_swapped_new,fraction_positive_delta_content_m_orig_new_minus_swapped_new,mean_delta_content_gold_margin_vs_original_competitor,se_delta_content_gold_margin_vs_original_competitor,fraction_positive_delta_content_gold_margin_vs_original_competitor,mean_delta_content_retention_margin_vs_swapped_new,se_delta_content_retention_margin_vs_swapped_new,fraction_positive_delta_content_retention_margin_vs_swapped_new,updated_conflict_heuristic,gold_state_type
43022,chck_86M,balanced_heldout,template,UPDATED_USE,U,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.07146304166883598,0.07067487640258666,0.53,-0.07146304166883598,0.07067487640258666,0.47,0.05929562529345912,0.06696378864584097,0.515,0.13075866696229507,0.06108146562540193,0.555,0.07146304166883598,0.07067487640258666,0.53,0.05929562529345912,0.06696378864584097,0.515,0.043071222740444524,0.08154340625105089,0.545,-0.043071222740444524,0.08154340625105089,0.455,0.030325419200771798,0.07840554824775901,0.485,0.07339664194121635,0.06816180430641243,0.53,0.043071222740444524,0.08154340625105089,0.545,0.030325419200771798,0.07840554824775901,0.485,,
43022,chck_86M,balanced_heldout,template,UPDATED_USE,N,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.04557504466624695,0.0685326124861279,0.53,-0.04557504466624695,0.0685326124861279,0.47,0.04340517994429222,0.07396753631541414,0.49,0.0889802246105392,0.06741422493201701,0.515,0.04557504466624695,0.0685326124861279,0.53,0.04340517994429222,0.07396753631541414,0.49,0.018511782949220904,0.07984602623343864,0.525,-0.018511782949220904,0.07984602623343864,0.475,0.058549999090506975,0.0858241328623078,0.48,0.07706178203972788,0.07441113090330066,0.52,0.018511782949220904,0.07984602623343864,0.525,0.058549999090506975,0.0858241328623078,0.48,,
43022,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,-0.028734169530164198,0.04639565078274651,0.445,0.028734169530164198,0.04639565078274651,0.555,-0.07189220218417935,0.05970648656441922,0.45,-0.10062637171434358,0.0585488707744864,0.43,0.028734169530164198,0.04639565078274651,0.555,-0.07189220218417935,0.05970648656441922,0.45,-0.06483855098757438,0.057688183270425054,0.455,0.06483855098757438,0.057688183270425054,0.545,-0.01381643645909974,0.07103298188551209,0.485,-0.07865498744667415,0.06703722801708734,0.445,0.06483855098757438,0.057688183270425054,0.545,-0.01381643645909974,0.07103298188551209,0.485,,
43022,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.07324320081381122,0.04971081116268351,0.575,-0.07324320081381122,0.04971081116268351,0.425,0.06579742151627052,0.0526073158187251,0.56,0.13904062233008171,0.05552788634881277,0.595,-0.07324320081381122,0.04971081116268351,0.425,0.06579742151627052,0.0526073158187251,0.56,0.06650472274184355,0.06052908400627961,0.56,-0.06650472274184355,0.06052908400627961,0.44,0.1375250580696508,0.06276695187766665,0.57,0.20402978081149437,0.06527571170487251,0.59,-0.06650472274184355,0.06052908400627961,0.44,0.1375250580696508,0.06276695187766665,0.57,,
43022,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.11812852850969773,0.051797814897703263,0.595,-0.11812852850969773,0.051797814897703263,0.405,-0.07535827469494402,0.05976575015531855,0.47,0.042770253814753655,0.06081377321614458,0.525,-0.11812852850969773,0.051797814897703263,0.405,-0.07535827469494402,0.05976575015531855,0.47,0.10845172677218119,0.06233412985806389,0.585,-0.10845172677218119,0.06233412985806389,0.415,-0.025954179969740004,0.07164212624567104,0.505,0.0824975468024412,0.07134307392169603,0.53,-0.10845172677218119,0.06233412985806389,0.415,-0.025954179969740004,0.07164212624567104,0.505,,
43022,final,extended_nontrain,template,UPDATED_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition,1125,-0.016590114350554987,0.029420845509248113,0.5128888888888888,0.016590114350554987,0.029420845509248113,0.4871111111111111,-0.22109312670290585,0.0317267678615853,0.40355555555555556,-0.23768324105346084,0.027646088271853598,0.3831111111111111,-0.016590114350554987,0.029420845509248113,0.5128888888888888,-0.22109312670290585,0.0317267678615853,0.40355555555555556,-0.011671369320925044,0.03372853785436122,0.5013333333333333,0.011671369320925044,0.03372853785436122,0.49866666666666665,-0.25104401802973064,0.03620562226546874,0.4151111111111111,-0.26271538735065564,0.03010361532322963,0.384,-0.011671369320925044,0.03372853785436122,0.5013333333333333,-0.25104401802973064,0.03620562226546874,0.4151111111111111,,
43022,final,extended_nontrain,template,UPDATED_USE,U,seed+checkpoint+probe_set+slot_mode+packet_type+condition,1125,0.16085602801379514,0.030732480425576233,0.5831111111111111,-0.16085602801379514,0.030732480425576233,0.41688888888888886,0.03403710916292653,0.028141775589832826,0.45511111111111113,0.1948931371767217,0.02902331519226156,0.5511111111111111,0.16085602801379514,0.030732480425576233,0.5831111111111111,0.03403710916292653,0.028141775589832826,0.45511111111111113,0.17975195591522947,0.03555247046166092,0.5831111111111111,-0.17975195591522947,0.03555247046166092,0.41688888888888886,0.0023921766489351415,0.03301054981291751,0.45155555555555554,0.18214413256416462,0.031434136212712155,0.5546666666666666,0.17975195591522947,0.03555247046166092,0.5831111111111111,0.0023921766489351415,0.03301054981291751,0.45155555555555554,,
43022,final,extended_nontrain,template,UPDATED_USE,N,seed+checkpoint+probe_set+slot_mode+packet_type+condition,1125,0.13551220126211763,0.03236002543312663,0.5768888888888889,-0.13551220126211763,0.03236002543312663,0.4231111111111111,-0.22750734843677128,0.03189118437320952,0.38755555555555554,-0.09199514717465362,0.030410171322665283,0.45511111111111113,0.13551220126211763,0.03236002543312663,0.5768888888888889,-0.22750734843677128,0.03189118437320952,0.38755555555555554,0.14428202029767723,0.03668047782177037,0.5662222222222222,-0.14428202029767723,0.03668047782177037,0.43377777777777776,-0.26104081665097745,0.036131545817733916,0.37866666666666665,-0.11675879635330018,0.033237905552761834,0.45066666666666666,0.14428202029767723,0.03668047782177037,0.5662222222222222,-0.26104081665097745,0.036131545817733916,0.37866666666666665,,
43022,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,-0.028734169530164198,0.04639565078274651,0.445,0.028734169530164198,0.04639565078274651,0.555,-0.07189220218417935,0.05970648656441922,0.45,-0.10062637171434358,0.0585488707744864,0.43,0.028734169530164198,0.04639565078274651,0.555,-0.07189220218417935,0.05970648656441922,0.45,-0.06483855098757438,0.057688183270425054,0.455,0.06483855098757438,0.057688183270425054,0.545,-0.01381643645909974,0.07103298188551209,0.485,-0.07865498744667415,0.06703722801708734,0.445,0.06483855098757438,0.057688183270425054,0.545,-0.01381643645909974,0.07103298188551209,0.485,,
43022,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,U,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.07324320081381122,0.04971081116268351,0.575,-0.07324320081381122,0.04971081116268351,0.425,0.06579742151627052,0.0526073158187251,0.56,0.13904062233008171,0.05552788634881277,0.595,-0.07324320081381122,0.04971081116268351,0.425,0.06579742151627052,0.0526073158187251,0.56,0.06650472274184355,0.06052908400627961,0.56,-0.06650472274184355,0.06052908400627961,0.44,0.1375250580696508,0.06276695187766665,0.57,0.20402978081149437,0.06527571170487251,0.59,-0.06650472274184355,0.06052908400627961,0.44,0.1375250580696508,0.06276695187766665,0.57,,
43022,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,N,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.11812852850969773,0.051797814897703263,0.595,-0.11812852850969773,0.051797814897703263,0.405,-0.07535827469494402,0.05976575015531855,0.47,0.042770253814753655,0.06081377321614458,0.525,-0.11812852850969773,0.051797814897703263,0.405,-0.07535827469494402,0.05976575015531855,0.47,0.10845172677218119,0.06233412985806389,0.585,-0.10845172677218119,0.06233412985806389,0.415,-0.025954179969740004,0.07164212624567104,0.505,0.0824975468024412,0.07134307392169603,0.53,-0.10845172677218119,0.06233412985806389,0.415,-0.025954179969740004,0.07164212624567104,0.505,,
43022,final,balanced_heldout,template,UPDATED_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,-0.08499868018609393,0.06607996138502155,0.47,0.08499868018609393,0.06607996138502155,0.53,0.04145130004815344,0.06806152396307803,0.52,-0.04354738013794048,0.05483619838559579,0.46,-0.08499868018609393,0.06607996138502155,0.47,0.04145130004815344,0.06806152396307803,0.52,-0.08100203443142383,0.07401046568271823,0.475,0.08100203443142383,0.07401046568271823,0.525,0.05702060872374538,0.07869340001318258,0.535,-0.023981425707678385,0.06252155915476831,0.475,-0.08100203443142383,0.07401046568271823,0.475,0.05702060872374538,0.07869340001318258,0.535,,
43022,final,balanced_heldout,template,UPDATED_USE,U,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.12818534616652616,0.06899701242947698,0.57,-0.12818534616652616,0.06899701242947698,0.43,0.049652197628062576,0.06485337734382504,0.51,0.1778375437945887,0.060228880926186834,0.565,0.12818534616652616,0.06899701242947698,0.57,0.049652197628062576,0.06485337734382504,0.51,0.11092424582525379,0.08006845474342254,0.56,-0.11092424582525379,0.08006845474342254,0.44,0.015145914817021704,0.07648630562850971,0.475,0.1260701606422755,0.0668300438047076,0.565,0.11092424582525379,0.08006845474342254,0.56,0.015145914817021704,0.07648630562850971,0.475,,
43022,final,balanced_heldout,template,UPDATED_USE,N,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.0877441810195052,0.06641624241166674,0.56,-0.0877441810195052,0.06641624241166674,0.44,-0.03257630873712268,0.0706803945281951,0.475,0.05516787228238258,0.06464703054949607,0.5,0.0877441810195052,0.06641624241166674,0.56,-0.03257630873712268,0.0706803945281951,0.475,0.06984103386977752,0.07728711167594558,0.565,-0.06984103386977752,0.07728711167594558,0.435,-0.03516395398458655,0.08114006037706042,0.45,0.034677079885190996,0.07172478018646938,0.48,0.06984103386977752,0.07728711167594558,0.565,-0.03516395398458655,0.08114006037706042,0.45,,
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-0.06520442362307256,0.046462779774283106,0.44,0.06520442362307256,0.046462779774283106,0.56,0.04187823417236086,0.05851024320472484,0.485,-0.023326189450711722,0.057515002327708634,0.475,0.06520442362307256,0.046462779774283106,0.56,0.04187823417236086,0.05851024320472484,0.485,-0.1151375055955342,0.058514846362893544,0.435,0.1151375055955342,0.058514846362893544,0.565,0.12687580158827214,0.07018581617557636,0.525,0.011738295992737919,0.06626027673077237,0.46,0.1151375055955342,0.058514846362893544,0.565,0.12687580158827214,0.07018581617557636,0.525,,
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,0.012811160907206326,0.05075691607794588,0.515,-0.012811160907206326,0.05075691607794588,0.485,0.09588338107424213,0.05141778385367189,0.615,0.10869454198144847,0.054845539882026874,0.58,-0.012811160907206326,0.05075691607794588,0.485,0.09588338107424213,0.05141778385367189,0.615,-0.0025834151073565585,0.06204995342949387,0.505,0.0025834151073565585,0.06204995342949387,0.495,0.17317998584320782,0.06231627497923903,0.6,0.1705965707358513,0.06532987408228721,0.595,0.0025834151073565585,0.06204995342949387,0.495,0.17317998584320782,0.06231627497923903,0.6,,
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,0.07068028618698856,0.05342054492569933,0.58,-0.07068028618698856,0.05342054492569933,0.42,0.012823646140619056,0.059113599808944546,0.485,0.08350393232760757,0.060520908623670114,0.545,-0.07068028618698856,0.05342054492569933,0.42,0.012823646140619056,0.059113599808944546,0.485,0.054090977956924594,0.06441108427481165,0.54,-0.054090977956924594,0.06441108427481165,0.46,0.07885246812016583,0.0711871479438709,0.545,0.13294344607709038,0.07146930180392369,0.555,-0.054090977956924594,0.06441108427481165,0.46,0.07885246812016583,0.0711871479438709,0.545,,
43022,chck_86M,extended_nontrain,template,UPDATED_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,715,-0.03570601368627612,0.036893861440919634,0.4881118881118881,0.03570601368627612,0.036893861440919634,0.5118881118881119,-0.08773108995644516,0.039947754779603654,0.44755244755244755,-0.12343710364272126,0.03376828424842725,0.4251748251748252,-0.03570601368627612,0.036893861440919634,0.4881118881118881,-0.08773108995644516,0.039947754779603654,0.44755244755244755,-0.031602413440822694,0.04213407299507495,0.4825174825174825,0.031602413440822694,0.04213407299507495,0.5174825174825175,-0.10499295744655714,0.04584275711890903,0.45734265734265733,-0.13659537088737983,0.0372393337972963,0.4153846153846154,-0.031602413440822694,0.04213407299507495,0.4825174825174825,-0.10499295744655714,0.04584275711890903,0.45734265734265733,True,
43022,chck_86M,extended_nontrain,template,UPDATED_USE,U,seed+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,715,0.09775282238488833,0.03948638294775366,0.5552447552447553,-0.09775282238488833,0.03948638294775366,0.44475524475524475,0.07674814543990108,0.03777936112223458,0.4671328671328671,0.17450096782478944,0.037834797363556646,0.5468531468531469,0.09775282238488833,0.03948638294775366,0.5552447552447553,0.07674814543990108,0.03777936112223458,0.4671328671328671,0.11303536921939888,0.04612892473610886,0.5566433566433566,-0.11303536921939888,0.04612892473610886,0.4433566433566434,0.04724377361436213,0.04454791507575685,0.46013986013986014,0.16027914283376102,0.041385357347400564,0.5538461538461539,0.11303536921939888,0.04612892473610886,0.5566433566433566,0.04724377361436213,0.04454791507575685,0.46013986013986014,True,
43022,chck_86M,extended_nontrain,template,UPDATED_USE,N,seed+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,715,0.08018838944376408,0.04137352433654962,0.5482517482517483,-0.08018838944376408,0.04137352433654962,0.45174825174825173,-0.10150369482784098,0.0407177115557155,0.427972027972028,-0.02131530538407689,0.03830469604993376,0.4755244755244755,0.08018838944376408,0.04137352433654962,0.5482517482517483,-0.10150369482784098,0.0407177115557155,0.427972027972028,0.08458193991577985,0.047665866091305575,0.5468531468531469,-0.08458193991577985,0.047665866091305575,0.45314685314685316,-0.12032138799866782,0.046572755950788615,0.42937062937062936,-0.035739448082887974,0.04216339905832572,0.46013986013986014,0.08458193991577985,0.047665866091305575,0.5468531468531469,-0.12032138799866782,0.046572755950788615,0.42937062937062936,True,
43022,chck_86M,extended_nontrain,template,UPDATED_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,410,-0.02231693465927787,0.05277483018123262,0.4926829268292683,0.02231693465927787,0.05277483018123262,0.5073170731707317,-0.18368841457606455,0.05355912135244308,0.4073170731707317,-0.20600534923534244,0.04958446944724718,0.4024390243902439,-0.02231693465927787,0.05277483018123262,0.4926829268292683,-0.18368841457606455,0.05355912135244308,0.4073170731707317,-0.03985065240640303,0.05971366996796874,0.47317073170731705,0.03985065240640303,0.05971366996796874,0.526829268292683,-0.20125057284567438,0.06033967932690898,0.4073170731707317,-0.2411012252520774,0.05326713778266755,0.4073170731707317,-0.03985065240640303,0.05971366996796874,0.47317073170731705,-0.20125057284567438,0.06033967932690898,0.4073170731707317,False,
43022,chck_86M,extended_nontrain,template,UPDATED_USE,U,seed+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,410,0.07848427892349406,0.05085986393383331,0.5365853658536586,-0.07848427892349406,0.05085986393383331,0.4634146341463415,0.0022556357165514685,0.0446855041135907,0.45365853658536587,0.08073991464004551,0.04571774934942467,0.5,0.07848427892349406,0.05085986393383331,0.5365853658536586,0.0022556357165514685,0.0446855041135907,0.45365853658536587,0.07716956935988784,0.058338807867918854,0.5219512195121951,-0.07716956935988784,0.058338807867918854,0.47804878048780486,-0.037244429930079814,0.05288535689569657,0.45121951219512196,0.03992513942980799,0.05001293980549427,0.4878048780487805,0.07716956935988784,0.058338807867918854,0.5219512195121951,-0.037244429930079814,0.05288535689569657,0.45121951219512196,False,
43022,chck_86M,extended_nontrain,template,UPDATED_USE,N,seed+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,410,0.0761695730942169,0.05396253248106666,0.5414634146341464,-0.0761695730942169,0.05396253248106666,0.4585365853658537,-0.2398572678123567,0.05302625789891142,0.37073170731707317,-0.16368769471813976,0.049604349156474964,0.44390243902439025,0.0761695730942169,0.05396253248106666,0.5414634146341464,-0.2398572678123567,0.05302625789891142,0.37073170731707317,0.07029615851800416,0.0596667904582592,0.5414634146341464,-0.07029615851800416,0.0596667904582592,0.4585365853658537,-0.279888967954567,0.059191441363069516,0.35853658536585364,-0.20959280943656286,0.05394776082303802,0.4292682926829268,0.07029615851800416,0.0596667904582592,0.5414634146341464,-0.279888967954567,0.059191441363069516,0.35853658536585364,False,
43022,chck_86M,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-0.06520442362307256,0.046462779774283106,0.44,0.06520442362307256,0.046462779774283106,0.56,0.04187823417236086,0.05851024320472484,0.485,-0.023326189450711722,0.057515002327708634,0.475,0.06520442362307256,0.046462779774283106,0.56,0.04187823417236086,0.05851024320472484,0.485,-0.1151375055955342,0.058514846362893544,0.435,0.1151375055955342,0.058514846362893544,0.565,0.12687580158827214,0.07018581617557636,0.525,0.011738295992737919,0.06626027673077237,0.46,0.1151375055955342,0.058514846362893544,0.565,0.12687580158827214,0.07018581617557636,0.525,,
