endpoint,n_sentences_filtered,row_context_loss,isolation_loss,context_gain,se_context_gain,removed_bad_sentences
chck82_slow_scale1p75,77,3.17406155114809,4.104510902544497,0.9304493513964072,0.1856213169035791,3
coherent86_repaired_alpha075,77,3.1586330997366034,4.097876981629872,0.9392438818932687,0.18244951074119056,3
dense_focus_seed62064_u0080,77,3.2335280769527475,4.197552581567185,0.9640245046144368,0.1816420742181628,3
dense_focus_seed62065_u0080,77,3.237205949059556,4.200095086469234,0.9628891374096773,0.18192866063343086,3
sparse_focus_seed62064_u0080,77,3.171209430584836,4.1086548364125175,0.9374454058276818,0.1802479184287403,3
