endpoint,anchor,n_common_sentences_filtered,delta_row_context_loss,delta_isolation_loss,delta_context_gain,se_delta_context_gain,fraction_endpoint_higher_context_gain
chck82_slow_scale1p75,coherent86_repaired_alpha075,77,0.015428451411486542,0.006633920914625035,-0.008794530496861507,0.010853916119588972,0.44155844155844154
dense_focus_seed62064_u0080,coherent86_repaired_alpha075,77,0.07489497721614392,0.09967559993731209,0.02478062272116817,0.027883146158893306,0.5064935064935064
dense_focus_seed62065_u0080,coherent86_repaired_alpha075,77,0.07857284932295254,0.10221810483936124,0.0236452555164087,0.028212619837419732,0.5064935064935064
sparse_focus_seed62064_u0080,coherent86_repaired_alpha075,77,0.012576330848232474,0.01077785478264559,-0.0017984760655868834,0.005663157849776176,0.4805194805194805
