sentence_uid,source,row_example_id,axis_row_index,sentence_words,row_words,char_start,char_end,mode,n_target_tokens,n_masked,target_truncated_right,loss,endpoint,endpoint_path,description
r2438_s03,open_subtitles,920002438,2438,10,160,308,361,row_context,13,1,False,2.9259955883026123,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2500_s08,open_subtitles,920002500,2500,10,160,724,770,row_context,11,1,False,2.2648184299468994,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2505_s06,open_subtitles,920002505,2505,8,160,614,667,row_context,11,1,False,0.08994441479444504,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2522_s02,open_subtitles,920002522,2522,10,160,232,276,row_context,11,1,False,0.3622526228427887,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2624_s04,simple_wiki,920002624,2624,8,160,444,483,row_context,17,4,False,1.025793194770813,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2661_s04,simple_wiki,920002661,2661,10,160,501,550,row_context,22,4,False,1.4068939685821533,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2665_s08,simple_wiki,920002665,2665,15,160,687,793,row_context,28,6,False,5.162899494171143,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2699_s01,simple_wiki,920002699,2699,21,160,127,243,row_context,34,7,False,6.325974464416504,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2704_s02,simple_wiki,920002704,2704,12,160,274,344,row_context,17,2,False,0.14892444014549255,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2815_s05,simple_wiki,920002815,2815,22,160,681,795,row_context,41,5,False,2.957948923110962,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2826_s05,simple_wiki,920002826,2826,22,160,543,657,row_context,49,8,False,1.0824284553527832,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2856_s04,simple_wiki,920002856,2856,17,160,518,601,row_context,33,4,False,0.8942549824714661,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2866_s01,simple_wiki,920002866,2866,14,160,76,165,row_context,35,8,False,4.10807991027832,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2907_s03,simple_wiki,920002907,2907,45,160,279,516,row_context,68,12,False,2.3755686283111572,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2941_s04,simple_wiki,920002941,2941,17,160,435,517,row_context,21,3,False,6.5396409034729,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2945_s00,simple_wiki,920002945,2945,11,160,0,66,row_context,21,2,False,4.339657783508301,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2992_s02,switchboard,920002992,2992,9,160,259,314,row_context,14,2,False,6.648901462554932,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2992_s04,switchboard,920002992,2992,23,160,452,572,row_context,29,4,False,2.626816749572754,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2994_s01,switchboard,920002994,2994,10,160,88,132,row_context,15,3,False,8.633042335510254,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2994_s02,switchboard,920002994,2994,17,160,146,230,row_context,24,2,False,0.49213555455207825,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2994_s06,switchboard,920002994,2994,32,160,560,741,row_context,44,5,False,3.295384168624878,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2996_s00,switchboard,920002996,2996,11,160,0,56,row_context,13,2,False,1.7850855588912964,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2997_s00,switchboard,920002997,2997,31,160,18,181,row_context,45,7,False,3.2088375091552734,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2997_s03,switchboard,920002997,2997,12,160,442,499,row_context,16,2,False,2.548633098602295,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2997_s04,switchboard,920002997,2997,16,160,500,568,row_context,22,3,False,1.5419249534606934,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2997_s06,switchboard,920002997,2997,10,160,731,776,row_context,12,3,False,5.527881622314453,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2998_s01,switchboard,920002998,2998,9,160,88,128,row_context,11,1,False,2.15533447265625,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2999_s01,switchboard,920002999,2999,45,160,139,344,row_context,58,8,False,3.116879940032959,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2999_s05,switchboard,920002999,2999,20,160,677,767,row_context,25,6,False,2.480947494506836,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0001_s04,bnc_spoken,920000001,1,23,160,714,837,isolation,26,4,False,3.743492603302002,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0006_s03,bnc_spoken,920000006,6,29,160,475,613,isolation,33,7,False,2.8434817790985107,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0008_s06,bnc_spoken,920000008,8,15,160,754,827,isolation,20,5,False,3.6968350410461426,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0029_s01,bnc_spoken,920000029,29,10,160,196,240,isolation,11,1,False,0.8634315729141235,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0045_s07,bnc_spoken,920000045,45,10,160,592,645,isolation,14,3,False,1.858765959739685,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0117_s03,bnc_spoken,920000117,117,41,160,408,621,isolation,55,6,False,5.806615829467773,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0141_s01,bnc_spoken,920000141,141,24,160,114,261,isolation,32,8,False,4.256258010864258,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0155_s04,bnc_spoken,920000155,155,26,160,802,952,isolation,31,8,False,3.5296010971069336,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0165_s03,bnc_spoken,920000165,165,32,160,567,740,isolation,37,4,False,2.1084182262420654,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0172_s02,bnc_spoken,920000172,172,45,160,144,389,isolation,65,11,False,4.698133945465088,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0179_s06,bnc_spoken,920000179,179,13,160,658,732,isolation,20,4,False,3.983736515045166,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0181_s02,bnc_spoken,920000181,181,17,160,259,349,isolation,20,1,False,5.2872314453125,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0213_s04,bnc_spoken,920000213,213,25,160,544,666,isolation,32,3,False,7.460354328155518,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0215_s04,bnc_spoken,920000215,215,14,160,789,869,isolation,18,2,False,6.182682037353516,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0367_s02,childes,920000367,367,18,160,266,369,isolation,24,1,False,0.0001934579631779343,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0451_s00,childes,920000451,451,16,160,15,103,isolation,23,4,False,3.7843899726867676,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0489_s05,childes,920000489,489,9,160,789,834,isolation,13,6,False,3.800795555114746,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0563_s03,childes,920000563,563,8,160,233,269,isolation,16,1,False,4.310395240783691,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0617_s02,childes,920000617,617,12,160,461,532,isolation,22,2,False,2.637519121170044,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0702_s00,childes,920000702,702,10,160,304,357,isolation,24,3,False,4.836941242218018,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0790_s02,childes,920000790,790,12,160,502,567,isolation,16,3,False,5.975379467010498,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0823_s08,childes,920000823,823,20,160,714,810,isolation,24,3,False,0.7341310977935791,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0893_s01,childes,920000893,893,9,160,290,336,isolation,14,2,False,4.82942008972168,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0898_s06,childes,920000898,898,8,160,690,725,isolation,11,1,False,0.0014913876075297594,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0928_s04,childes,920000928,928,8,160,838,882,isolation,13,3,False,7.520814418792725,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r1104_s06,childes,920001104,1104,9,160,732,776,isolation,15,4,False,5.048288345336914,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r1149_s01,childes,920001149,1149,13,160,232,302,isolation,21,4,False,3.012397050857544,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r1244_s01,gutenberg,920001244,1244,10,160,92,142,isolation,15,2,False,3.6075639724731445,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r1254_s05,gutenberg,920001254,1254,9,160,356,405,isolation,15,2,False,11.466364860534668,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r1317_s04,gutenberg,920001317,1317,37,160,352,541,isolation,39,8,False,4.656986713409424,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r1341_s05,gutenberg,920001341,1341,9,160,537,579,isolation,10,1,False,0.0009344025747850537,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r1385_s02,gutenberg,920001385,1385,10,160,158,200,isolation,14,1,False,0.12703566253185272,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r1408_s05,gutenberg,920001408,1408,8,160,590,641,isolation,16,2,False,8.898468017578125,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r1437_s02,gutenberg,920001437,1437,16,160,365,447,isolation,22,4,False,2.560454845428467,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r1448_s03,gutenberg,920001448,1448,15,160,231,321,isolation,19,1,False,8.58047103881836,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r1500_s03,gutenberg,920001500,1500,45,160,271,501,isolation,57,12,False,4.307722091674805,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r1555_s05,gutenberg,920001555,1555,10,160,635,685,isolation,12,1,False,8.483023643493652,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r1667_s00,gutenberg,920001667,1667,10,160,0,53,isolation,21,1,False,5.240467548370361,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r1682_s03,gutenberg,920001682,1682,10,160,253,309,isolation,18,3,False,5.597848892211914,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r1783_s00,gutenberg,920001783,1783,22,160,0,132,isolation,31,4,False,8.054726600646973,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r1802_s07,gutenberg,920001802,1802,11,160,796,842,isolation,14,5,False,6.228506565093994,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r1959_s02,open_subtitles,920001959,1959,10,160,196,248,isolation,13,2,False,5.9552531242370605,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r1988_s00,open_subtitles,920001988,1988,9,160,0,44,isolation,13,3,False,3.7500953674316406,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2010_s01,open_subtitles,920002010,2010,40,160,180,373,isolation,48,12,False,3.2076241970062256,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2023_s04,open_subtitles,920002023,2023,8,160,289,331,isolation,10,1,False,5.635568141937256,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2124_s00,open_subtitles,920002124,2124,8,160,133,184,isolation,20,3,False,7.979798793792725,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2127_s02,open_subtitles,920002127,2127,11,160,200,259,isolation,16,4,False,4.352532386779785,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2165_s04,open_subtitles,920002165,2165,8,160,722,764,isolation,11,1,False,8.338151931762695,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2171_s04,open_subtitles,920002171,2171,9,160,399,446,isolation,14,5,False,5.755656719207764,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2225_s04,open_subtitles,920002225,2225,9,160,682,724,isolation,10,1,False,1.7801015377044678,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2345_s06,open_subtitles,920002345,2345,12,160,548,597,isolation,22,2,False,4.017434120178223,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2438_s03,open_subtitles,920002438,2438,10,160,308,361,isolation,13,1,False,2.651610851287842,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2500_s08,open_subtitles,920002500,2500,10,160,724,770,isolation,11,1,False,4.090411186218262,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2505_s06,open_subtitles,920002505,2505,8,160,614,667,isolation,11,1,False,0.17262132465839386,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2522_s02,open_subtitles,920002522,2522,10,160,232,276,isolation,11,1,False,0.6059224009513855,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2624_s04,simple_wiki,920002624,2624,8,160,444,483,isolation,17,4,False,3.6850521564483643,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2661_s04,simple_wiki,920002661,2661,10,160,501,550,isolation,22,4,False,1.6067951917648315,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2665_s08,simple_wiki,920002665,2665,15,160,687,793,isolation,28,6,False,5.971917629241943,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2699_s01,simple_wiki,920002699,2699,21,160,127,243,isolation,34,7,False,5.989221096038818,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2704_s02,simple_wiki,920002704,2704,12,160,274,344,isolation,17,2,False,1.4276607036590576,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2815_s05,simple_wiki,920002815,2815,22,160,681,795,isolation,41,5,False,2.6926052570343018,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2826_s05,simple_wiki,920002826,2826,22,160,543,657,isolation,49,8,False,1.3282761573791504,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2856_s04,simple_wiki,920002856,2856,17,160,518,601,isolation,33,4,False,1.2982380390167236,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2866_s01,simple_wiki,920002866,2866,14,160,76,165,isolation,35,8,False,4.506619453430176,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2907_s03,simple_wiki,920002907,2907,45,160,279,516,isolation,68,12,False,2.8141896724700928,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2941_s04,simple_wiki,920002941,2941,17,160,435,517,isolation,21,3,False,8.19262409210205,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2945_s00,simple_wiki,920002945,2945,11,160,0,66,isolation,21,2,False,4.466639041900635,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2992_s02,switchboard,920002992,2992,9,160,259,314,isolation,14,2,False,7.049538612365723,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2992_s04,switchboard,920002992,2992,23,160,452,572,isolation,29,4,False,4.199995994567871,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2994_s01,switchboard,920002994,2994,10,160,88,132,isolation,15,3,False,9.221500396728516,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2994_s02,switchboard,920002994,2994,17,160,146,230,isolation,24,2,False,0.15647831559181213,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2994_s06,switchboard,920002994,2994,32,160,560,741,isolation,44,5,False,4.100422382354736,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2996_s00,switchboard,920002996,2996,11,160,0,56,isolation,13,2,False,1.9788893461227417,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2997_s00,switchboard,920002997,2997,31,160,18,181,isolation,45,7,False,3.057619571685791,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2997_s03,switchboard,920002997,2997,12,160,442,499,isolation,16,2,False,1.8251521587371826,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2997_s04,switchboard,920002997,2997,16,160,500,568,isolation,22,3,False,1.5428024530410767,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2997_s06,switchboard,920002997,2997,10,160,731,776,isolation,12,3,False,6.727175235748291,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2998_s01,switchboard,920002998,2998,9,160,88,128,isolation,11,1,False,1.7060497999191284,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2999_s01,switchboard,920002999,2999,45,160,139,344,isolation,58,8,False,4.408621788024902,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r2999_s05,switchboard,920002999,2999,20,160,677,767,isolation,25,6,False,3.0377895832061768,coherent86_repaired_alpha075,experiments/archive/functional_learning/data/automodel_repair/repaired_coherent86_alpha075,coherent86 repaired checkpoint with slow+private adapters registered
r0001_s04,bnc_spoken,920000001,1,23,160,714,837,row_context,26,4,False,3.586771011352539,sparse_focus_seed62064_u0080,experiments/archive/functional_learning/data/unchanged_focus_weighted_train/correspondence_focus_weighted/checkpoints/update_0080,sparse unchanged-Qwen focus seed62064 update80
r0006_s03,bnc_spoken,920000006,6,29,160,475,613,row_context,33,7,False,1.8912012577056885,sparse_focus_seed62064_u0080,experiments/archive/functional_learning/data/unchanged_focus_weighted_train/correspondence_focus_weighted/checkpoints/update_0080,sparse unchanged-Qwen focus seed62064 update80
r0008_s06,bnc_spoken,920000008,8,15,160,754,827,row_context,20,5,False,3.8556113243103027,sparse_focus_seed62064_u0080,experiments/archive/functional_learning/data/unchanged_focus_weighted_train/correspondence_focus_weighted/checkpoints/update_0080,sparse unchanged-Qwen focus seed62064 update80
r0029_s01,bnc_spoken,920000029,29,10,160,196,240,row_context,11,1,False,2.4299068450927734,sparse_focus_seed62064_u0080,experiments/archive/functional_learning/data/unchanged_focus_weighted_train/correspondence_focus_weighted/checkpoints/update_0080,sparse unchanged-Qwen focus seed62064 update80
r0045_s07,bnc_spoken,920000045,45,10,160,592,645,row_context,14,3,False,0.8496896624565125,sparse_focus_seed62064_u0080,experiments/archive/functional_learning/data/unchanged_focus_weighted_train/correspondence_focus_weighted/checkpoints/update_0080,sparse unchanged-Qwen focus seed62064 update80
