eval_set,window,target,feature,raw_r,raw_p,partial_startloss_r,partial_startloss_p,n
heldout,60to100,seed_main_raw,n_colons,0.011923378991393726,0.318828379720358,0.010012089868655429,0.40255657929397437,6992
heldout,60to100,seed_main_raw,n_semicolons,-0.03871423309897162,0.0012043466845555082,-0.02624622975238721,0.028188885580839547,6992
heldout,60to100,seed_main_raw,n_periods,0.017818317945329638,0.13628020049509468,-0.0012333571553189617,0.9178735408611175,6992
heldout,60to100,seed_main_raw,n_qmarks,0.019149510756091136,0.10935305663742055,0.010608013315291742,0.37513859692887574,6992
heldout,60to100,seed_main_raw,n_exclaims,0.001344321833637507,0.9105144235070521,0.004670750192014711,0.6961728208217792,6992
heldout,60to100,seed_main_raw,n_quotes,-0.0017536949285182693,0.8834361717211398,0.0019481812754246017,0.8706173265213645,6992
heldout,60to100,seed_main_raw,n_parens,0.0016889780436056367,0.8877086913546135,-0.0024889500643708908,0.8351629221499136,6992
heldout,60to100,seed_main_raw,n_digits,-0.039257851046209824,0.001025816636042778,-0.011281592599715345,0.3455747315877328,6992
heldout,60to100,seed_main_raw,n_capitals,0.013072793212433698,0.2744050251545805,0.019266933969695386,0.10719554180987116,6992
heldout,60to100,seed_main_raw,n_sentences_rough,0.019951612726841143,0.09527894900820258,0.0035103886519563367,0.7691547243220331,6992
heldout,60to100,seed_main_raw,whitespace_tokens,,,-0.0010561690679888568,0.9296388987613265,6992
heldout,60to100,seed_main_raw,type_token_ratio,-0.006608481640384697,0.580608272183653,-0.008537880971771387,0.47534626286901754,6992
heldout,60to100,seed_main_raw,avg_word_len,-0.013830204540195921,0.24755639782204927,-0.007395319644096942,0.5363900840823723,6992
heldout,60to100,interaction_raw,words_meta,,,0.0011748698675379705,0.9217552596616078,6992
heldout,60to100,interaction_raw,char_len,0.016121290378153116,0.1776971337106176,0.0025725650583939314,0.8297087643184486,6992
heldout,60to100,interaction_raw,n_commas,0.034297228065952465,0.004128108301234026,0.021560761706614466,0.07142609453419137,6992
heldout,60to100,interaction_raw,n_colons,-0.008671185147432698,0.4684810416444613,0.00631549238888878,0.5974987626935478,6992
heldout,60to100,interaction_raw,n_semicolons,-0.01077821562788113,0.3675246217238166,0.00010967680840341491,0.9926840313413517,6992
heldout,60to100,interaction_raw,n_periods,0.005275593033158384,0.6591697884517485,0.015179551546530121,0.20439375755825276,6992
heldout,60to100,interaction_raw,n_qmarks,-0.0005521746583518703,0.9631798638286185,0.00671430690744779,0.5745630044222565,6992
heldout,60to100,interaction_raw,n_exclaims,0.0038617699751802084,0.7468030534908664,0.0067650955829082395,0.5716723155284601,6992
heldout,60to100,interaction_raw,n_quotes,-0.02234284822334209,0.06173873319865292,-0.025895312553995537,0.030365113806049254,6992
heldout,60to100,interaction_raw,n_parens,-0.0015280928500233538,0.89834399296242,-0.0048350719181883255,0.6860436017206216,6992
heldout,60to100,interaction_raw,n_digits,0.07999362447665057,2.1062535691101297e-11,0.04906662453645286,4.0501410423462046e-05,6992
heldout,60to100,interaction_raw,n_capitals,-0.018194407141293785,0.12820034601739622,-0.02784090245982962,0.019909948112617405,6992
heldout,60to100,interaction_raw,n_sentences_rough,0.0045046100477560205,0.7064695059976863,0.015476189624114137,0.1956872101116401,6992
heldout,60to100,interaction_raw,whitespace_tokens,,,0.0011748698675379705,0.9217552596616078,6992
heldout,60to100,interaction_raw,type_token_ratio,0.00502419418802417,0.6744551286953839,0.01644879996256545,0.16904904464434067,6992
heldout,60to100,interaction_raw,avg_word_len,0.016121290378153123,0.1776971337106176,0.002572565058393914,0.8297087643184486,6992
heldout,60to100,data_main_residualized,words_meta,,,-0.002061422696386664,0.863168841352464,6992
heldout,60to100,data_main_residualized,char_len,0.019739730763350935,0.09884765269768628,0.020514042407179946,0.08630477542752175,6992
heldout,60to100,data_main_residualized,n_commas,0.018599187935109722,0.11992542582236501,0.021539405364415093,0.07170717136180157,6992
heldout,60to100,data_main_residualized,n_colons,-0.014191246468097374,0.23542735639486376,-0.020317054598605264,0.089366918465376,6992
heldout,60to100,data_main_residualized,n_semicolons,-0.020683788476934275,0.08373457653395962,-0.020930073612398924,0.0801159954748104,6992
heldout,60to100,data_main_residualized,n_periods,0.025734627445673675,0.03140882994671488,0.02761503289008245,0.02093546568264589,6992
heldout,60to100,data_main_residualized,n_qmarks,0.00841200873713812,0.48187906601480823,0.009744775660161322,0.41523600328665966,6992
heldout,60to100,data_main_residualized,n_exclaims,0.014607438351637882,0.22197465699861488,0.014637905917730013,0.2210119223725845,6992
heldout,60to100,data_main_residualized,n_quotes,-0.006927860613882561,0.5624552616136163,-0.006946803855963282,0.5613872224724911,6992
heldout,60to100,data_main_residualized,n_parens,-0.0006355680273964189,0.9576239105047951,-0.0006939598722292169,0.9537348534341162,6992
heldout,60to100,data_main_residualized,n_digits,0.0092176905783273,0.4409173371705664,0.009286321302569199,0.4375227660492635,6992
heldout,60to100,data_main_residualized,n_capitals,-0.055542085177512565,3.366585455208467e-06,-0.058125373748694024,1.152807870907497e-06,6992
heldout,60to100,data_main_residualized,n_sentences_rough,0.024861974628050714,0.03762997348367725,0.02786748653869674,0.01979218081062995,6992
heldout,60to100,data_main_residualized,whitespace_tokens,,,-0.002061422696386664,0.863168841352464,6992
heldout,60to100,data_main_residualized,type_token_ratio,0.029494248225208283,0.013649753172211052,0.03950470233296896,0.0009531230187847711,6992
heldout,60to100,data_main_residualized,avg_word_len,0.019739730763350952,0.09884765269768628,0.020514042407179994,0.08630477542752175,6992
heldout,60to100,seed_main_residualized,words_meta,,,-0.0010561690679877153,0.9296388987614003,6992
heldout,60to100,seed_main_residualized,char_len,-0.007116180018829869,0.5518814626272462,-0.0073953196440969295,0.5363900840823723,6992
heldout,60to100,seed_main_residualized,n_commas,-0.00030908699197503605,0.979384421577427,-0.0003579484242121414,0.9761263530203256,6992
heldout,60to100,seed_main_residualized,n_colons,0.006993338246804959,0.5587677381298025,0.010012089868655446,0.40255657929397437,6992
heldout,60to100,seed_main_residualized,n_semicolons,-0.02593738916397355,0.03009678158572746,-0.026246229752387197,0.028188885580839547,6992
heldout,60to100,seed_main_residualized,n_periods,-0.0011493734961644962,0.9234480067955403,-0.0012333571553189687,0.9178735408611175,6992
heldout,60to100,seed_main_residualized,n_qmarks,0.009157183685278205,0.44392256949894615,0.010608013315291745,0.37513859692887574,6992
heldout,60to100,seed_main_residualized,n_exclaims,0.0046610284195854525,0.6967738188726434,0.004670750192014707,0.6961728208217792,6992
heldout,60to100,seed_main_residualized,n_quotes,0.0019428687791627503,0.8709670446806286,0.0019481812754246052,0.8706173265213645,6992
heldout,60to100,seed_main_residualized,n_parens,-0.002279522413331265,0.8488580427430695,-0.002488950064370889,0.8351629221499136,6992
heldout,60to100,seed_main_residualized,n_digits,-0.011198215787144188,0.34915150671578243,-0.011281592599715343,0.3455747315877328,6992
heldout,60to100,seed_main_residualized,n_capitals,0.018410646136764033,0.12372621042441381,0.019266933969695397,0.10719554180987116,6992
heldout,60to100,seed_main_residualized,n_sentences_rough,0.003131792796539787,0.7934535617459267,0.003510388651956329,0.7691547243220331,6992
heldout,60to100,seed_main_residualized,whitespace_tokens,,,-0.0010561690679877153,0.9296388987614003,6992
heldout,60to100,seed_main_residualized,type_token_ratio,-0.006374390030236852,0.5940854933583954,-0.0085378809717714,0.47534626286901754,6992
heldout,60to100,seed_main_residualized,avg_word_len,-0.007116180018829869,0.5518814626272462,-0.007395319644096964,0.5363900840823723,6992
heldout,60to100,interaction_residualized,words_meta,,,0.001174869867540635,0.9217552596614309,6992
heldout,60to100,interaction_residualized,char_len,0.0024754624474263827,0.8360434617787953,0.0025725650583939817,0.8297087643184486,6992
heldout,60to100,interaction_residualized,n_commas,0.018617629048753,0.11955863686624507,0.02156076170661437,0.07142609453419137,6992
heldout,60to100,interaction_residualized,n_colons,0.004411304238179399,0.7122760027763596,0.00631549238888896,0.597498762693535,6992
heldout,60to100,interaction_residualized,n_semicolons,0.00010838623637188564,0.9927701163101872,0.00010967680840344527,0.9926840313413517,6992
heldout,60to100,interaction_residualized,n_periods,0.014145922092407703,0.2369265001140876,0.015179551546530135,0.20439375755825276,6992
heldout,60to100,interaction_residualized,n_qmarks,0.005796009096463765,0.6279820018940864,0.006714306907447858,0.5745630044222565,6992
heldout,60to100,interaction_residualized,n_exclaims,0.006751014607258602,0.5724730554525221,0.0067650955829082204,0.5716723155284601,6992
heldout,60to100,interaction_residualized,n_quotes,-0.025824698616328703,0.03082005350466402,-0.025895312553995593,0.030365113806049254,6992
heldout,60to100,interaction_residualized,n_parens,-0.004428234605970519,0.7112211611461833,-0.004835071918188253,0.6860436017206216,6992
heldout,60to100,interaction_residualized,n_digits,0.04870399676725058,4.616699148371501e-05,0.04906662453645286,4.0501410423462046e-05,6992
heldout,60to100,interaction_residualized,n_capitals,-0.026603558413718822,0.026112329615413783,-0.02784090245982953,0.019909948112617405,6992
heldout,60to100,interaction_residualized,n_sentences_rough,0.01380708063640318,0.24834787231999797,0.01547618962411416,0.1956872101116401,6992
heldout,60to100,interaction_residualized,whitespace_tokens,,,0.001174869867540635,0.9217552596614309,6992
heldout,60to100,interaction_residualized,type_token_ratio,0.012280689650906177,0.30454100956340324,0.016448799962565302,0.16904904464434642,6992
heldout,60to100,interaction_residualized,avg_word_len,0.0024754624474263784,0.8360434617787953,0.0025725650583939613,0.8297087643184486,6992
heldout,80to100,data_main_raw,words_meta,,,-0.008947410524214303,0.45443157385385796,6992
heldout,80to100,data_main_raw,char_len,0.028442388598266137,0.017389996019877944,0.03584948769764232,0.002716715424759998,6992
heldout,80to100,data_main_raw,n_commas,0.026851799077998527,0.02474875540798519,0.02953208411604987,0.013529589276164924,6992
heldout,80to100,data_main_raw,n_colons,-0.003695126415309909,0.7573781553493192,-0.00991007070582831,0.40736800032752235,6992
heldout,80to100,data_main_raw,n_semicolons,0.007253780777608349,0.5442176490053573,0.002583114060810837,0.829021235695456,6992
heldout,80to100,data_main_raw,n_periods,-0.014157397310351715,0.23654631094220177,-0.005932011519455201,0.6199369661362139,6992
heldout,80to100,data_main_raw,n_qmarks,0.004075607520307412,0.7333028114195602,0.007936238740619186,0.5070067695933975,6992
heldout,80to100,data_main_raw,n_exclaims,-0.02245664634039991,0.060424279535258,-0.017263924225943694,0.14890011459285035,6992
heldout,80to100,data_main_raw,n_quotes,-0.005003239030335372,0.675735422007844,-0.004188924768288558,0.7261817208812387,6992
heldout,80to100,data_main_raw,n_parens,-0.004767916640620406,0.6901765421188772,-0.009855073977417294,0.40997591243177134,6992
heldout,80to100,data_main_raw,n_digits,0.03381949923802155,0.004680640709265942,0.02108177808754636,0.07795099646203547,6992
heldout,80to100,data_main_raw,n_capitals,-0.004880613552686826,0.6832461543150764,-0.02012202688957351,0.09248417795842527,6992
heldout,80to100,data_main_raw,n_sentences_rough,-0.013602591490025698,0.255424097948822,-0.005810377748923901,0.6271299307148218,6992
heldout,80to100,data_main_raw,whitespace_tokens,,,-0.008947410524214303,0.45443157385385796,6992
heldout,80to100,data_main_raw,type_token_ratio,0.009983948473799884,0.40388036821450835,0.024745015707539356,0.038538577803147095,6992
heldout,80to100,data_main_raw,avg_word_len,0.028442388598266137,0.017389996019877944,0.03584948769764226,0.002716715424759998,6992
heldout,80to100,seed_main_raw,words_meta,,,0.004407154307021656,0.7125346471306652,6992
heldout,80to100,seed_main_raw,char_len,0.03223830218087676,0.007019307353573977,0.010659823791003085,0.3728106119525319,6992
heldout,80to100,seed_main_raw,n_commas,0.0739346485508651,6.02988289738512e-10,0.04541529188225138,0.00014538363938390925,6992
heldout,80to100,seed_main_raw,n_colons,-0.08472340676523961,1.2850209937000005e-12,-0.03375016124398819,0.004766174599222328,6992
heldout,80to100,seed_main_raw,n_semicolons,0.013519782118163392,0.2583291503160124,0.0009646516120599973,0.935721884802907,6992
heldout,80to100,seed_main_raw,n_periods,-0.05615252458197928,2.6241376502076086e-06,-0.033429418625591234,0.005180528937402443,6992
heldout,80to100,seed_main_raw,n_qmarks,-0.06722754473838939,1.835769994999542e-08,-0.0294786540595952,0.01369955270014314,6992
heldout,80to100,seed_main_raw,n_exclaims,0.0024753081336725867,0.8360535373494712,0.009223896764976676,0.4406097512947917,6992
heldout,80to100,seed_main_raw,n_quotes,-0.005874712984418614,0.623320913644855,0.0016308048371650521,0.8915519961186623,6992
heldout,80to100,seed_main_raw,n_parens,-0.02397844028651403,0.04496697070459905,0.007751558491742819,0.5169428710993473,6992
heldout,80to100,seed_main_raw,n_digits,0.07826105022251274,5.641953698897865e-11,0.07581065661007474,2.1933902677452706e-10,6992
heldout,80to100,seed_main_raw,n_capitals,0.031172319855369043,0.009140872481214006,0.05916506560577371,7.393654512434188e-07,6992
heldout,80to100,seed_main_raw,n_sentences_rough,-0.06385834545605876,9.080784387822347e-08,-0.03350357169074919,0.005081942071001493,6992
heldout,80to100,seed_main_raw,whitespace_tokens,,,0.004407154307021656,0.7125346471306652,6992
heldout,80to100,seed_main_raw,type_token_ratio,0.07577524928596072,2.2361635257340353e-10,0.02333218105401314,0.05106760389789234,6992
heldout,80to100,seed_main_raw,avg_word_len,0.03223830218087675,0.007019307353573977,0.010659823791003083,0.3728106119525319,6992
heldout,80to100,interaction_raw,words_meta,,,0.0018550946057613385,0.8767487622309327,6992
heldout,80to100,interaction_raw,char_len,0.008417675448615413,0.48158391640802284,0.0011769671832685892,0.9216160309970896,6992
heldout,80to100,interaction_raw,n_commas,0.007054907055784295,0.5553110950074517,-0.0003201517029723811,0.9786465972454512,6992
heldout,80to100,interaction_raw,n_colons,-0.0009298338402008292,0.9380371588359755,0.016254559533593498,0.17413915809948607,6992
heldout,80to100,interaction_raw,n_semicolons,-0.0011311618874612654,0.9246573189352486,0.00032083413175911825,0.978601091672008,6992
heldout,80to100,interaction_raw,n_periods,-0.03368767296476408,0.004844467792735174,-0.02254389770734559,0.059432241471880386,6992
heldout,80to100,interaction_raw,n_qmarks,-0.017842562094699352,0.13574776529799143,-0.008971760674152045,0.45320455905165197,6992
heldout,80to100,interaction_raw,n_exclaims,-0.029166997710473347,0.014729025433074066,-0.02344145127743474,0.04998990617132218,6992
heldout,80to100,interaction_raw,n_quotes,-0.05077321532922412,2.161264053904381e-05,-0.0518937732966781,1.4156984955555542e-05,6992
heldout,80to100,interaction_raw,n_parens,-0.005170488149846312,0.6655434460911943,-0.0025229386148262136,0.8329448966722882,6992
heldout,80to100,interaction_raw,n_digits,0.026673172225923174,0.025723543975023345,0.022479478375620594,0.06016336551511849,6992
heldout,80to100,interaction_raw,n_capitals,-0.005630975260890786,0.6378039545055577,-0.01132068509640191,0.3439057748397778,6992
heldout,80to100,interaction_raw,n_sentences_rough,-0.036814558292846813,0.0020779458239970168,-0.025552559190754838,0.032628478940379665,6992
heldout,80to100,interaction_raw,whitespace_tokens,,,0.0018550946057613385,0.8767487622309327,6992
heldout,80to100,interaction_raw,type_token_ratio,-0.0034837271959101026,0.7708588027032853,-0.00711123167481781,0.5521580498127207,6992
heldout,80to100,interaction_raw,avg_word_len,0.008417675448615419,0.48158391640802284,0.001176967183268568,0.9216160309970896,6992
heldout,80to100,data_main_residualized,words_meta,,,-0.008947410524212466,0.45443157385394756,6992
heldout,80to100,data_main_residualized,char_len,0.034571541454574806,0.003838266802128941,0.03584948769764231,0.002716715424759998,6992
heldout,80to100,data_main_residualized,n_commas,0.02561858572025077,0.032181569752803216,0.029532084116049878,0.013529589276164924,6992
heldout,80to100,data_main_residualized,n_colons,-0.007016144047045959,0.5574861396403687,-0.009910070705828323,0.40736800032752235,6992
heldout,80to100,data_main_residualized,n_semicolons,0.002554876495392421,0.8308619044173347,0.002583114060810829,0.829021235695456,6992
heldout,80to100,data_main_residualized,n_periods,-0.005545295237562345,0.6429285101270393,-0.005932011519455215,0.6199369661362139,6992
heldout,80to100,data_main_residualized,n_qmarks,0.006900985143674309,0.5639722087799279,0.007936238740619184,0.5070067695933975,6992
heldout,80to100,data_main_residualized,n_exclaims,-0.017223511127289353,0.14985382927867427,-0.01726392422594369,0.14890011459285035,6992
heldout,80to100,data_main_residualized,n_quotes,-0.004178549075976587,0.72683277857417,-0.004188924768288556,0.7261817208812387,6992
heldout,80to100,data_main_residualized,n_parens,-0.009034182439640596,0.45006765402627263,-0.009855073977417295,0.40997591243177134,6992
heldout,80to100,data_main_residualized,n_digits,0.021024008680508015,0.07876975000578543,0.021081778087546358,0.07795099646203547,6992
heldout,80to100,data_main_residualized,n_capitals,-0.019226963239719924,0.10792614043940056,-0.020122026889573513,0.09248417795842527,6992
heldout,80to100,data_main_residualized,n_sentences_rough,-0.005211124752117118,0.6630763073559958,-0.005810377748923914,0.6271299307148218,6992
heldout,80to100,data_main_residualized,whitespace_tokens,,,-0.008947410524212466,0.45443157385394756,6992
heldout,80to100,data_main_residualized,type_token_ratio,0.018478688514703585,0.12234385765825317,0.024745015707539363,0.038538577803147095,6992
heldout,80to100,data_main_residualized,avg_word_len,0.034571541454574806,0.003838266802128941,0.03584948769764227,0.002716715424759998,6992
heldout,80to100,seed_main_residualized,words_meta,,,0.004407154307020255,0.7125346471307482,6992
heldout,80to100,seed_main_residualized,char_len,0.01027982723762464,0.39009258963290494,0.010659823791003071,0.3728106119525319,6992
heldout,80to100,seed_main_residualized,n_commas,0.03939700102178979,0.0009842319251270988,0.045415291882251435,0.00014538363938390925,6992
heldout,80to100,seed_main_residualized,n_colons,-0.023894480667985142,0.04572305845267074,-0.033750161243988296,0.004766174599222052,6992
heldout,80to100,seed_main_residualized,n_semicolons,0.0009541064280841152,0.9364230504221684,0.0009646516120599977,0.935721884802907,6992
heldout,80to100,seed_main_residualized,n_periods,-0.03125010720072911,0.008968617421247426,-0.033429418625591234,0.005180528937402443,6992
heldout,80to100,seed_main_residualized,n_qmarks,-0.025633270415570793,0.032082890511498374,-0.02947865405959524,0.01369955270014314,6992
heldout,80to100,seed_main_residualized,n_exclaims,0.009202304556561982,0.4416804167864835,0.009223896764976695,0.4406097512947917,6992
heldout,80to100,seed_main_residualized,n_quotes,0.001626765440387261,0.8918189609081474,0.001630804837165073,0.8915519961186623,6992
heldout,80to100,seed_main_residualized,n_parens,0.007105882083322036,0.5524571412065236,0.007751558491742777,0.5169428710993593,6992
heldout,80to100,seed_main_residualized,n_digits,0.07560291622587303,2.456255106319001e-10,0.07581065661007477,2.1933902677452706e-10,6992
heldout,80to100,seed_main_residualized,n_capitals,0.056533297948589314,2.2435480873695273e-06,0.05916506560577364,7.393654512434188e-07,6992
heldout,80to100,seed_main_residualized,n_sentences_rough,-0.0300481826253527,0.011981373739121148,-0.033503571690749204,0.005081942071001493,6992
heldout,80to100,seed_main_residualized,whitespace_tokens,,,0.004407154307020255,0.7125346471307482,6992
heldout,80to100,seed_main_residualized,type_token_ratio,0.017423634365864037,0.14517637807152936,0.02333218105401322,0.05106760389789234,6992
heldout,80to100,seed_main_residualized,avg_word_len,0.01027982723762463,0.39009258963290494,0.010659823791003062,0.3728106119525319,6992
heldout,80to100,interaction_residualized,words_meta,,,0.0018550946057611876,0.8767487622309473,6992
heldout,80to100,interaction_residualized,char_len,0.0011350111920766987,0.9244016975436996,0.0011769671832685992,0.9216160309970896,6992
heldout,80to100,interaction_residualized,n_commas,-0.0002777262117315011,0.9814757354597761,-0.00032015170297240627,0.9786465972454365,6992
heldout,80to100,interaction_residualized,n_colons,0.011507923050627178,0.33598360787574694,0.01625455953359354,0.17413915809948607,6992
heldout,80to100,interaction_residualized,n_semicolons,0.0003173269018920139,0.9788349607768312,0.0003208341317591226,0.978601091672008,6992
heldout,80to100,interaction_residualized,n_periods,-0.021074228899018395,0.07805759436712804,-0.022543897707345578,0.059432241471880386,6992
heldout,80to100,interaction_residualized,n_qmarks,-0.007801426991863055,0.5142499603762599,-0.008971760674152032,0.45320455905165197,6992
heldout,80to100,interaction_residualized,n_exclaims,-0.023386577213422292,0.050528704820329014,-0.023441451277434737,0.04998990617132218,6992
heldout,80to100,interaction_residualized,n_quotes,-0.051765235818822176,1.4867364650172957e-05,-0.05189377329667812,1.4156984955554342e-05,6992
heldout,80to100,interaction_residualized,n_parens,-0.0023127870762389867,0.8466796021160401,-0.0025229386148261984,0.8329448966722882,6992
heldout,80to100,interaction_residualized,n_digits,0.022417878916082514,0.060869443310533476,0.022479478375620587,0.06016336551511849,6992
heldout,80to100,interaction_residualized,n_capitals,-0.010817120829400019,0.3657978122908591,-0.011320685096401894,0.3439057748397778,6992
heldout,80to100,interaction_residualized,n_sentences_rough,-0.022917197372151712,0.055339216596192925,-0.02555255919075483,0.032628478940379665,6992
heldout,80to100,interaction_residualized,whitespace_tokens,,,0.0018550946057611876,0.8767487622309473,6992
heldout,80to100,interaction_residualized,type_token_ratio,-0.005310412271624,0.6570637336092339,-0.007111231674817843,0.5521580498127207,6992
heldout,80to100,interaction_residualized,avg_word_len,0.0011350111920766987,0.9244016975436996,0.001176967183268578,0.9216160309970896,6992
