model,temperature,calib_mean_nll_T1,calib_best_mean_nll,qwen_delta_spec_T1,qwen_delta_spec_Tfit,qwen_delta_spec_rank,common_both_T1,common_both_Tfit,common_both_rank,common_delta_swing_T1,common_delta_swing_Tfit,common_delta_rank_swing
coherent86,1.1,3.984628384961532,3.970562770160345,0.0,0.0,0.0,20,20,20,0.0,0.0,0.0
sparse_focus_seed62064,1.1,3.951609981747774,3.945547106862068,0.0016755534936156529,0.0020556717821293463,-5.413194444444444,21,21,21,-0.048805143435796276,-0.04505175134965353,2.2390476190476343
densemask_sparselabel_seed62064,1.1,4.020669095103557,4.002054626817027,0.16915138190405235,0.14678859990740117,66.97135416666667,21,21,20,0.6098623828660873,0.544357630638849,117.79809523809524
clean_pres_lambda1_eval_seed62064,1.1,4.004602749932271,3.9881073019825495,0.11859455001954403,0.10074590770928708,42.69649305555556,21,21,20,0.3872227815503166,0.3458756791693823,74.87380952380953
clean_pres_lambda1_eval_seed62065,1.1,4.001655974926857,3.9855350261124283,0.11796560996315547,0.10040695615591377,43.14145833333334,21,21,20,0.3827994826577958,0.34194786750134953,73.13380952380952
