seed,arm,checkpoint,uid,entity_type,numops,n_items,accuracy,report
43022,C,chck_90M,regular_2_ops,regular,2,405,19.51,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_90M/Entity/chck_90M/full_deberta_maxgeom_clean_seed43022_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_90M,regular_3_ops,regular,3,425,22.82,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_90M/Entity/chck_90M/full_deberta_maxgeom_clean_seed43022_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_90M,regular_4_ops,regular,4,388,24.48,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_90M/Entity/chck_90M/full_deberta_maxgeom_clean_seed43022_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_90M,regular_5_ops,regular,5,94,27.66,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_90M/Entity/chck_90M/full_deberta_maxgeom_clean_seed43022_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_100M,ambiref_0_ops,ambiref,0,508,30.51,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_100M,ambiref_1_ops,ambiref,1,428,15.19,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_100M,ambiref_2_ops,ambiref,2,413,20.34,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_100M,ambiref_3_ops,ambiref,3,409,24.45,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_100M,ambiref_4_ops,ambiref,4,434,27.42,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_100M,ambiref_5_ops,ambiref,5,123,24.39,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_100M,move_contents_0_ops,move_contents,0,516,44.77,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_100M,move_contents_1_ops,move_contents,1,437,16.7,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_100M,move_contents_2_ops,move_contents,2,399,18.05,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_100M,move_contents_3_ops,move_contents,3,406,23.65,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_100M,move_contents_4_ops,move_contents,4,353,21.81,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_100M,move_contents_5_ops,move_contents,5,116,30.17,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_100M,regular_0_ops,regular,0,517,43.33,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_100M,regular_1_ops,regular,1,409,12.47,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_100M,regular_2_ops,regular,2,405,19.51,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_100M,regular_3_ops,regular,3,425,23.53,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_100M,regular_4_ops,regular,4,388,23.97,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,C,chck_100M,regular_5_ops,regular,5,94,26.6,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_80M,ambiref_0_ops,ambiref,0,508,34.45,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_80M,ambiref_1_ops,ambiref,1,428,15.65,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_80M,ambiref_2_ops,ambiref,2,413,19.85,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_80M,ambiref_3_ops,ambiref,3,409,19.32,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_80M,ambiref_4_ops,ambiref,4,434,26.96,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_80M,ambiref_5_ops,ambiref,5,123,24.39,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_80M,move_contents_0_ops,move_contents,0,516,54.65,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_80M,move_contents_1_ops,move_contents,1,437,13.04,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_80M,move_contents_2_ops,move_contents,2,399,17.04,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_80M,move_contents_3_ops,move_contents,3,406,16.75,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_80M,move_contents_4_ops,move_contents,4,353,21.81,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_80M,move_contents_5_ops,move_contents,5,116,22.41,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_80M,regular_0_ops,regular,0,517,53.58,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_80M,regular_1_ops,regular,1,409,9.54,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_80M,regular_2_ops,regular,2,405,18.27,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_80M,regular_3_ops,regular,3,425,16.94,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_80M,regular_4_ops,regular,4,388,16.75,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_80M,regular_5_ops,regular,5,94,21.28,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_80M/Entity/chck_80M/full_dose_max_repeat_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_90M,ambiref_0_ops,ambiref,0,508,34.45,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_90M,ambiref_1_ops,ambiref,1,428,14.49,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_90M,ambiref_2_ops,ambiref,2,413,19.61,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_90M,ambiref_3_ops,ambiref,3,409,21.03,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_90M,ambiref_4_ops,ambiref,4,434,28.8,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_90M,ambiref_5_ops,ambiref,5,123,24.39,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_90M,move_contents_0_ops,move_contents,0,516,56.01,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_90M,move_contents_1_ops,move_contents,1,437,14.87,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_90M,move_contents_2_ops,move_contents,2,399,17.29,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_90M,move_contents_3_ops,move_contents,3,406,20.2,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_90M,move_contents_4_ops,move_contents,4,353,22.38,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_90M,move_contents_5_ops,move_contents,5,116,21.55,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_90M,regular_0_ops,regular,0,517,55.9,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_90M,regular_1_ops,regular,1,409,11.25,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_90M,regular_2_ops,regular,2,405,19.51,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_90M,regular_3_ops,regular,3,425,15.53,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_90M,regular_4_ops,regular,4,388,20.88,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_90M,regular_5_ops,regular,5,94,23.4,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_90M/Entity/chck_90M/full_dose_max_repeat_chck_90M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_100M,ambiref_0_ops,ambiref,0,508,33.86,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_100M,ambiref_1_ops,ambiref,1,428,15.19,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_100M,ambiref_2_ops,ambiref,2,413,20.1,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_100M,ambiref_3_ops,ambiref,3,409,20.78,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_100M,ambiref_4_ops,ambiref,4,434,28.34,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_100M,ambiref_5_ops,ambiref,5,123,24.39,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_100M,move_contents_0_ops,move_contents,0,516,55.23,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_100M,move_contents_1_ops,move_contents,1,437,14.87,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_100M,move_contents_2_ops,move_contents,2,399,17.54,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_100M,move_contents_3_ops,move_contents,3,406,19.21,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_100M,move_contents_4_ops,move_contents,4,353,21.53,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_100M,move_contents_5_ops,move_contents,5,116,20.69,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_100M,regular_0_ops,regular,0,517,55.32,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_100M,regular_1_ops,regular,1,409,10.76,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_100M,regular_2_ops,regular,2,405,18.27,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_100M,regular_3_ops,regular,3,425,16.0,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_100M,regular_4_ops,regular,4,388,19.07,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43022,R,chck_100M,regular_5_ops,regular,5,94,24.47,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_repeat_chck_100M/Entity/chck_100M/full_dose_max_repeat_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43122,V,chck_80M,ambiref_0_ops,ambiref,0,508,28.15,experiments/archive/relation_learning/data/vc_seed_replication/outputs/D_V_43122_chck_80M/Entity/chck_80M/D_V_43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43122,V,chck_80M,ambiref_1_ops,ambiref,1,428,15.42,experiments/archive/relation_learning/data/vc_seed_replication/outputs/D_V_43122_chck_80M/Entity/chck_80M/D_V_43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43122,V,chck_80M,ambiref_2_ops,ambiref,2,413,23.97,experiments/archive/relation_learning/data/vc_seed_replication/outputs/D_V_43122_chck_80M/Entity/chck_80M/D_V_43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43122,V,chck_80M,ambiref_3_ops,ambiref,3,409,25.92,experiments/archive/relation_learning/data/vc_seed_replication/outputs/D_V_43122_chck_80M/Entity/chck_80M/D_V_43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43122,V,chck_80M,ambiref_4_ops,ambiref,4,434,35.71,experiments/archive/relation_learning/data/vc_seed_replication/outputs/D_V_43122_chck_80M/Entity/chck_80M/D_V_43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43122,V,chck_80M,ambiref_5_ops,ambiref,5,123,30.89,experiments/archive/relation_learning/data/vc_seed_replication/outputs/D_V_43122_chck_80M/Entity/chck_80M/D_V_43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43122,V,chck_80M,move_contents_0_ops,move_contents,0,516,47.29,experiments/archive/relation_learning/data/vc_seed_replication/outputs/D_V_43122_chck_80M/Entity/chck_80M/D_V_43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43122,V,chck_80M,move_contents_1_ops,move_contents,1,437,17.39,experiments/archive/relation_learning/data/vc_seed_replication/outputs/D_V_43122_chck_80M/Entity/chck_80M/D_V_43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43122,V,chck_80M,move_contents_2_ops,move_contents,2,399,19.8,experiments/archive/relation_learning/data/vc_seed_replication/outputs/D_V_43122_chck_80M/Entity/chck_80M/D_V_43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43122,V,chck_80M,move_contents_3_ops,move_contents,3,406,24.38,experiments/archive/relation_learning/data/vc_seed_replication/outputs/D_V_43122_chck_80M/Entity/chck_80M/D_V_43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43122,V,chck_80M,move_contents_4_ops,move_contents,4,353,31.16,experiments/archive/relation_learning/data/vc_seed_replication/outputs/D_V_43122_chck_80M/Entity/chck_80M/D_V_43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
43122,V,chck_80M,move_contents_5_ops,move_contents,5,116,36.21,experiments/archive/relation_learning/data/vc_seed_replication/outputs/D_V_43122_chck_80M/Entity/chck_80M/D_V_43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/best_temperature_report.txt
