seed,contrast,group,slope_delta_per_op,mean_delta
43022,VminusC,ALL_TYPES,1.7665957024696584,3.478780880716834
43022,VminusR,ALL_TYPES,3.645166175292696,4.012009970428907
43022,CminusR,ALL_TYPES,1.878570472823038,0.5332290897120733
43122,VminusC,ALL_TYPES,1.7067150540557048,2.94988208922629
43122,VminusR,ALL_TYPES,2.538898708228586,2.5266512133430665
43122,CminusR,ALL_TYPES,0.8321836541728813,-0.42323087588322356
cross_seed_mean,VminusC,ALL_TYPES,1.7366553782626812,3.214331484971562
cross_seed_mean,VminusR,ALL_TYPES,3.0920324417606406,3.2693305918859865
cross_seed_mean,CminusR,ALL_TYPES,1.3553770634979596,0.054999106914424924
