seed,group,contrast,n,late_mean_delta_accuracy_pct,late_mean_acc_a,late_mean_acc_b,mean_relevant_updates,mean_total_ops,checkpoints_a,checkpoints_b,n_checkpoints_a,n_checkpoints_b,note
43022,ALL,HMminusHV,6780,2.831858407079647,28.1858407079646,25.353982300884955,1.9960176991150442,7.359587020648967,chck_100M;chck_80M;chck_90M,chck_100M;chck_80M;chck_90M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,ALL,HMminusC,6780,3.1415929203539825,28.1858407079646,25.04424778761062,1.9960176991150442,7.359587020648967,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,ALL,HVminusC,6780,0.30973451327433565,25.353982300884955,25.04424778761062,1.9960176991150442,7.359587020648967,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,ALL,HMminusR,6780,2.8613569321533916,28.1858407079646,25.32448377581121,1.9960176991150442,7.359587020648967,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,ALL,HVminusR,6780,0.02949852507374473,25.353982300884955,25.32448377581121,1.9960176991150442,7.359587020648967,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,ALL,HMminusV,6780,0.3883972468043275,28.1858407079646,27.797443461160274,1.9960176991150442,7.359587020648967,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,ALL,HVminusV,6780,-2.4434611602753193,25.353982300884955,27.797443461160274,1.9960176991150442,7.359587020648967,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_0,HMminusHV,304,-2.4122807017543835,41.33771929824562,43.75,0.0,0.0,chck_100M;chck_80M;chck_90M,chck_100M;chck_80M;chck_90M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_0,HMminusC,304,2.850877192982459,41.33771929824562,38.48684210526316,0.0,0.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_0,HVminusC,304,5.2631578947368425,43.75,38.48684210526316,0.0,0.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_0,HMminusR,304,-2.850877192982452,41.33771929824562,44.18859649122807,0.0,0.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_0,HVminusR,304,-0.43859649122806843,43.75,44.18859649122807,0.0,0.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_0,HMminusV,304,-0.548245614035082,41.33771929824562,41.8859649122807,0.0,0.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_0,HVminusV,304,1.8640350877193015,43.75,41.8859649122807,0.0,0.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_1,HMminusHV,257,0.0,41.63424124513619,41.63424124513619,0.0,1.0,chck_100M;chck_80M;chck_90M,chck_100M;chck_80M;chck_90M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_1,HMminusC,257,5.188067444876786,41.63424124513619,36.4461738002594,0.0,1.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_1,HVminusC,257,5.188067444876786,41.63424124513619,36.4461738002594,0.0,1.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_1,HMminusR,257,-1.8158236057068748,41.63424124513619,43.45006485084306,0.0,1.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_1,HVminusR,257,-1.8158236057068748,41.63424124513619,43.45006485084306,0.0,1.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_1,HMminusV,257,2.983138780804154,41.63424124513619,38.651102464332034,0.0,1.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_1,HVminusV,257,2.983138780804154,41.63424124513619,38.651102464332034,0.0,1.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_10,HMminusHV,36,5.555555555555557,28.703703703703706,23.14814814814815,0.0,10.0,chck_100M;chck_80M;chck_90M,chck_100M;chck_80M;chck_90M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_10,HMminusC,36,-5.555555555555554,28.703703703703706,34.25925925925926,0.0,10.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_10,HVminusC,36,-11.11111111111111,23.14814814814815,34.25925925925926,0.0,10.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_10,HMminusR,36,-12.037037037037035,28.703703703703706,40.74074074074074,0.0,10.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_10,HVminusR,36,-17.59259259259259,23.14814814814815,40.74074074074074,0.0,10.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_10,HMminusV,36,-6.4814814814814845,28.703703703703706,35.18518518518519,0.0,10.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_10,HVminusV,36,-12.037037037037042,23.14814814814815,35.18518518518519,0.0,10.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_11,HMminusHV,32,3.125,34.375,31.25,0.0,11.0,chck_100M;chck_80M;chck_90M,chck_100M;chck_80M;chck_90M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_11,HMminusC,32,1.0416666666666643,34.375,33.333333333333336,0.0,11.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_11,HVminusC,32,-2.0833333333333357,31.25,33.333333333333336,0.0,11.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_11,HMminusR,32,4.166666666666668,34.375,30.208333333333332,0.0,11.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_11,HVminusR,32,1.0416666666666679,31.25,30.208333333333332,0.0,11.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_11,HMminusV,32,3.125,34.375,31.25,0.0,11.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_11,HVminusV,32,0.0,31.25,31.25,0.0,11.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_12,HMminusHV,30,11.11111111111111,32.22222222222222,21.11111111111111,0.0,12.0,chck_100M;chck_80M;chck_90M,chck_100M;chck_80M;chck_90M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_12,HMminusC,30,-4.44444444444445,32.22222222222222,36.66666666666667,0.0,12.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_12,HVminusC,30,-15.55555555555556,21.11111111111111,36.66666666666667,0.0,12.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_12,HMminusR,30,-12.222222222222221,32.22222222222222,44.44444444444444,0.0,12.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
