seed,group,contrast,n,late_mean_delta_accuracy_pct,late_mean_acc_a,late_mean_acc_b,mean_relevant_updates,mean_total_ops,checkpoints_a,checkpoints_b,n_checkpoints_a,n_checkpoints_b,note
43022,rel0_total_ops_12,HVminusR,30,-23.333333333333332,21.11111111111111,44.44444444444444,0.0,12.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_12,HMminusV,30,-1.1111111111111143,32.22222222222222,33.333333333333336,0.0,12.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_12,HVminusV,30,-12.222222222222225,21.11111111111111,33.333333333333336,0.0,12.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_2,HMminusHV,212,-7.704402515723274,37.10691823899371,44.81132075471698,0.0,2.0,chck_100M;chck_80M;chck_90M,chck_100M;chck_80M;chck_90M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_2,HMminusC,212,-2.987421383647799,37.10691823899371,40.094339622641506,0.0,2.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_2,HVminusC,212,4.716981132075475,44.81132075471698,40.094339622641506,0.0,2.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_2,HMminusR,212,-9.59119496855346,37.10691823899371,46.698113207547166,0.0,2.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_2,HVminusR,212,-1.8867924528301856,44.81132075471698,46.698113207547166,0.0,2.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_2,HMminusV,212,-2.830188679245289,37.10691823899371,39.937106918238996,0.0,2.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_2,HVminusV,212,4.874213836477985,44.81132075471698,39.937106918238996,0.0,2.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_3,HMminusHV,172,-1.5503875968992205,41.86046511627907,43.41085271317829,0.0,3.0,chck_100M;chck_80M;chck_90M,chck_100M;chck_80M;chck_90M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_3,HMminusC,172,0.7751937984496138,41.86046511627907,41.08527131782946,0.0,3.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_3,HVminusC,172,2.3255813953488342,43.41085271317829,41.08527131782946,0.0,3.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_3,HMminusR,172,-7.558139534883722,41.86046511627907,49.418604651162795,0.0,3.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_3,HVminusR,172,-6.0077519379845015,43.41085271317829,49.418604651162795,0.0,3.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_3,HMminusV,172,1.356589147286826,41.86046511627907,40.50387596899225,0.0,3.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_3,HVminusV,172,2.9069767441860463,43.41085271317829,40.50387596899225,0.0,3.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_4,HMminusHV,131,-1.5267175572519136,38.93129770992366,40.458015267175576,0.0,4.0,chck_100M;chck_80M;chck_90M,chck_100M;chck_80M;chck_90M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_4,HMminusC,131,-2.544529262086513,38.93129770992366,41.475826972010175,0.0,4.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_4,HVminusC,131,-1.0178117048345996,40.458015267175576,41.475826972010175,0.0,4.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_4,HMminusR,131,-10.68702290076336,38.93129770992366,49.61832061068702,0.0,4.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_4,HVminusR,131,-9.160305343511446,40.458015267175576,49.61832061068702,0.0,4.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_4,HMminusV,131,2.0356234096692063,38.93129770992366,36.895674300254456,0.0,4.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_4,HVminusV,131,3.56234096692112,40.458015267175576,36.895674300254456,0.0,4.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_5,HMminusHV,104,-2.8846153846153797,39.743589743589745,42.628205128205124,0.0,5.0,chck_100M;chck_80M;chck_90M,chck_100M;chck_80M;chck_90M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_5,HMminusC,104,-1.9230769230769198,39.743589743589745,41.666666666666664,0.0,5.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_5,HVminusC,104,0.9615384615384599,42.628205128205124,41.666666666666664,0.0,5.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_5,HMminusR,104,-16.98717948717949,39.743589743589745,56.73076923076923,0.0,5.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_5,HVminusR,104,-14.10256410256411,42.628205128205124,56.73076923076923,0.0,5.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_5,HMminusV,104,1.923076923076927,39.743589743589745,37.82051282051282,0.0,5.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_5,HVminusV,104,4.807692307692307,42.628205128205124,37.82051282051282,0.0,5.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_6,HMminusHV,88,-5.3030303030303045,43.56060606060606,48.86363636363637,0.0,6.0,chck_100M;chck_80M;chck_90M,chck_100M;chck_80M;chck_90M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_6,HMminusC,88,-3.030303030303031,43.56060606060606,46.59090909090909,0.0,6.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_6,HVminusC,88,2.2727272727272734,48.86363636363637,46.59090909090909,0.0,6.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_6,HMminusR,88,-16.28787878787879,43.56060606060606,59.84848484848485,0.0,6.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_6,HVminusR,88,-10.984848484848484,48.86363636363637,59.84848484848485,0.0,6.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_6,HMminusV,88,3.030303030303031,43.56060606060606,40.53030303030303,0.0,6.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_6,HVminusV,88,8.333333333333336,48.86363636363637,40.53030303030303,0.0,6.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_7,HMminusHV,66,-3.030303030303024,39.3939393939394,42.42424242424242,0.0,7.0,chck_100M;chck_80M;chck_90M,chck_100M;chck_80M;chck_90M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_7,HMminusC,66,5.050505050505052,39.3939393939394,34.343434343434346,0.0,7.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_7,HVminusC,66,8.080808080808076,42.42424242424242,34.343434343434346,0.0,7.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_7,HMminusR,66,-20.2020202020202,39.3939393939394,59.5959595959596,0.0,7.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_7,HVminusR,66,-17.171717171717177,42.42424242424242,59.5959595959596,0.0,7.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_7,HMminusV,66,7.070707070707073,39.3939393939394,32.323232323232325,0.0,7.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_7,HVminusV,66,10.101010101010097,42.42424242424242,32.323232323232325,0.0,7.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_8,HMminusHV,63,2.6455026455026385,35.978835978835974,33.333333333333336,0.0,8.0,chck_100M;chck_80M;chck_90M,chck_100M;chck_80M;chck_90M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_8,HMminusC,63,-5.820105820105823,35.978835978835974,41.7989417989418,0.0,8.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_8,HVminusC,63,-8.465608465608462,33.333333333333336,41.7989417989418,0.0,8.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_8,HMminusR,63,-14.285714285714292,35.978835978835974,50.264550264550266,0.0,8.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_8,HVminusR,63,-16.93121693121693,33.333333333333336,50.264550264550266,0.0,8.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_8,HMminusV,63,7.407407407407401,35.978835978835974,28.571428571428573,0.0,8.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_8,HVminusV,63,4.761904761904763,33.333333333333336,28.571428571428573,0.0,8.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_9,HMminusHV,46,0.0,42.028985507246375,42.028985507246375,0.0,9.0,chck_100M;chck_80M;chck_90M,chck_100M;chck_80M;chck_90M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_9,HMminusC,46,-1.4492753623188435,42.028985507246375,43.47826086956522,0.0,9.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_9,HVminusC,46,-1.4492753623188435,42.028985507246375,43.47826086956522,0.0,9.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_9,HMminusR,46,-18.84057971014493,42.028985507246375,60.869565217391305,0.0,9.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_9,HVminusR,46,-18.84057971014493,42.028985507246375,60.869565217391305,0.0,9.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_9,HMminusV,46,3.6231884057971016,42.028985507246375,38.405797101449274,0.0,9.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel0_total_ops_9,HVminusV,46,3.6231884057971016,42.028985507246375,38.405797101449274,0.0,9.0,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel_eq0,HMminusHV,1541,-1.9467878001297905,39.77936404931862,41.726151849448414,0.0,3.388059701492537,chck_100M;chck_80M;chck_90M,chck_100M;chck_80M;chck_90M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
43022,rel_eq0,HMminusC,1541,0.3244646333549639,39.77936404931862,39.45489941596366,0.0,3.388059701492537,chck_100M;chck_80M;chck_90M,80M;90M;100M,3,3,HM/HV use available checkpoints; use shared_hm_hv_contrasts.csv for exact HM-HV shared-checkpoint comparison.
