seed,arm,group,n,n_checkpoints,late_mean_accuracy_pct,mean_relevant_updates,mean_total_ops,mean_prefix_words,checkpoints,late_mean_stale_pick_pct_among_wrong_stale_available_not_gold
43022,HM,ALL,6780,3,28.1858407079646,1.9960176991150442,7.359587020648967,120.59041297935103,chck_100M;chck_80M;chck_90M,36.084137112809614
43022,HM,rel0_total_ops_0,304,3,41.33771929824562,0.0,0.0,61.473684210526315,chck_100M;chck_80M;chck_90M,nan
43022,HM,rel0_total_ops_1,257,3,41.63424124513619,0.0,1.0,69.715953307393,chck_100M;chck_80M;chck_90M,nan
43022,HM,rel0_total_ops_10,36,3,28.703703703703706,0.0,10.0,143.72222222222223,chck_100M;chck_80M;chck_90M,nan
43022,HM,rel0_total_ops_11,32,3,34.375,0.0,11.0,148.96875,chck_100M;chck_80M;chck_90M,nan
43022,HM,rel0_total_ops_12,30,3,32.22222222222222,0.0,12.0,157.36666666666667,chck_100M;chck_80M;chck_90M,nan
43022,HM,rel0_total_ops_2,212,3,37.10691823899371,0.0,2.0,77.93867924528301,chck_100M;chck_80M;chck_90M,nan
43022,HM,rel0_total_ops_3,172,3,41.86046511627907,0.0,3.0,85.88372093023256,chck_100M;chck_80M;chck_90M,nan
43022,HM,rel0_total_ops_4,131,3,38.93129770992366,0.0,4.0,93.36641221374046,chck_100M;chck_80M;chck_90M,nan
43022,HM,rel0_total_ops_5,104,3,39.743589743589745,0.0,5.0,100.5673076923077,chck_100M;chck_80M;chck_90M,nan
43022,HM,rel0_total_ops_6,88,3,43.56060606060606,0.0,6.0,107.64772727272727,chck_100M;chck_80M;chck_90M,nan
43022,HM,rel0_total_ops_7,66,3,39.3939393939394,0.0,7.0,117.81818181818181,chck_100M;chck_80M;chck_90M,nan
43022,HM,rel0_total_ops_8,63,3,35.978835978835974,0.0,8.0,127.47619047619048,chck_100M;chck_80M;chck_90M,nan
43022,HM,rel0_total_ops_9,46,3,42.028985507246375,0.0,9.0,134.91304347826087,chck_100M;chck_80M;chck_90M,nan
43022,HM,rel_eq0,1541,3,39.77936404931862,0.0,3.388059701492537,88.73329007138221,chck_100M;chck_80M;chck_90M,nan
43022,HM,rel_ge1,5239,3,24.775720557358277,2.5831265508684864,8.527772475663294,129.96087039511357,chck_100M;chck_80M;chck_90M,36.084137112809614
43022,HM,rel_ge2,3916,3,27.502553626149133,3.1179775280898876,9.274770173646578,136.0349846782431,chck_100M;chck_80M;chck_90M,36.14162944654215
43022,HM,rel_ge3,2650,3,29.68553459119497,3.6520754716981134,9.80188679245283,140.93735849056603,chck_100M;chck_80M;chck_90M,35.84064111965572
43022,HM,rel_ge4,1420,3,32.23004694835681,4.216901408450704,10.112676056338028,143.64225352112675,chck_100M;chck_80M;chck_90M,34.64624781349079
43022,HM,rel_updates_0,1541,3,39.77936404931862,0.0,3.388059701492537,88.73329007138221,chck_100M;chck_80M;chck_90M,nan
43022,HM,rel_updates_1,1323,3,16.70445956160242,1.0,6.316704459561603,111.98185941043084,chck_100M;chck_80M;chck_90M,31.212121212121215
43022,HM,rel_updates_2,1266,3,22.93312269615587,2.0,8.171406003159557,125.77330173775671,chck_100M;chck_80M;chck_90M,36.53619662131875
43022,HM,rel_updates_3,1230,3,26.747967479674795,3.0,9.44308943089431,137.81463414634146,chck_100M;chck_80M;chck_90M,37.370675022848935
43022,HM,rel_updates_4,1112,3,32.254196642685855,4.0,10.02158273381295,142.931654676259,chck_100M;chck_80M;chck_90M,38.385769243909174
43022,HM,rel_updates_5,308,3,32.142857142857146,5.0,10.441558441558442,146.2077922077922,chck_100M;chck_80M;chck_90M,20.007792713812584
43022,HM,total_ops_0,304,3,41.33771929824562,0.0,0.0,61.473684210526315,chck_100M;chck_80M;chck_90M,nan
43022,HM,total_ops_1,331,3,36.75730110775428,0.22356495468277945,1.0,69.66465256797584,chck_100M;chck_80M;chck_90M,nan
43022,HM,total_ops_10,733,3,27.512505684402,2.8076398362892223,10.0,141.51841746248294,chck_100M;chck_80M;chck_90M,34.74450386215092
43022,HM,total_ops_11,828,3,25.201288244766506,2.9504830917874396,11.0,149.18961352657004,chck_100M;chck_80M;chck_90M,36.88802237189334
43022,HM,total_ops_12,919,3,27.239753355096116,3.115342763873776,12.0,158.37431991294886,chck_100M;chck_80M;chck_90M,35.81765071810919
43022,HM,total_ops_2,339,3,29.105211406096362,0.4424778761061947,2.0,77.53687315634218,chck_100M;chck_80M;chck_90M,56.666666666666664
43022,HM,total_ops_3,358,3,32.402234636871505,0.723463687150838,3.0,85.74022346368714,chck_100M;chck_80M;chck_90M,61.111111111111114
43022,HM,total_ops_4,369,3,27.82294489611563,1.005420054200542,4.0,93.0,chck_100M;chck_80M;chck_90M,39.03318903318903
43022,HM,total_ops_5,393,3,26.717557251908396,1.3231552162849873,5.0,101.42493638676845,chck_100M;chck_80M;chck_90M,33.333333333333336
43022,HM,total_ops_6,446,3,26.756352765321374,1.6591928251121075,6.0,109.03363228699551,chck_100M;chck_80M;chck_90M,38.42640075973409
43022,HM,total_ops_7,508,3,24.868766404199476,2.045275590551181,7.0,117.93897637795276,chck_100M;chck_80M;chck_90M,32.82279518234574
43022,HM,total_ops_8,592,3,27.42117117117117,2.285472972972973,8.0,126.08952702702703,chck_100M;chck_80M;chck_90M,35.099077254664245
43022,HM,total_ops_9,660,3,26.161616161616163,2.5196969696969695,9.0,134.4,chck_100M;chck_80M;chck_90M,35.84540807332981
43022,HV,ALL,6780,3,25.353982300884955,1.9960176991150442,7.359587020648967,120.59041297935103,chck_100M;chck_80M;chck_90M,51.261896169510905
43022,HV,rel0_total_ops_0,304,3,43.75,0.0,0.0,61.473684210526315,chck_100M;chck_80M;chck_90M,nan
