seed,group,contrast,n,n_checkpoints,late_mean_delta_accuracy_pct,late_mean_acc_a,late_mean_acc_b,checkpoints
43022,ALL,HMminusHV,6780,3,2.8318584070796455,28.1858407079646,25.353982300884955,chck_80M;chck_90M;chck_100M
43022,rel0_total_ops_0,HMminusHV,304,3,-2.4122807017543857,41.33771929824562,43.75,chck_80M;chck_90M;chck_100M
43022,rel0_total_ops_1,HMminusHV,257,3,-2.3684757858670005e-15,41.63424124513619,41.63424124513619,chck_80M;chck_90M;chck_100M
43022,rel0_total_ops_10,HMminusHV,36,3,5.555555555555557,28.703703703703706,23.14814814814815,chck_80M;chck_90M;chck_100M
43022,rel0_total_ops_11,HMminusHV,32,3,3.125,34.375,31.25,chck_80M;chck_90M;chck_100M
43022,rel0_total_ops_12,HMminusHV,30,3,11.11111111111111,32.22222222222222,21.11111111111111,chck_80M;chck_90M;chck_100M
43022,rel0_total_ops_2,HMminusHV,212,3,-7.704402515723274,37.10691823899371,44.81132075471698,chck_80M;chck_90M;chck_100M
43022,rel0_total_ops_3,HMminusHV,172,3,-1.550387596899223,41.86046511627907,43.41085271317829,chck_80M;chck_90M;chck_100M
43022,rel0_total_ops_4,HMminusHV,131,3,-1.5267175572519112,38.93129770992366,40.458015267175576,chck_80M;chck_90M;chck_100M
43022,rel0_total_ops_5,HMminusHV,104,3,-2.884615384615382,39.743589743589745,42.628205128205124,chck_80M;chck_90M;chck_100M
43022,rel0_total_ops_6,HMminusHV,88,3,-5.303030303030302,43.56060606060606,48.86363636363637,chck_80M;chck_90M;chck_100M
43022,rel0_total_ops_7,HMminusHV,66,3,-3.0303030303030263,39.3939393939394,42.42424242424242,chck_80M;chck_90M;chck_100M
43022,rel0_total_ops_8,HMminusHV,63,3,2.6455026455026407,35.978835978835974,33.333333333333336,chck_80M;chck_90M;chck_100M
43022,rel0_total_ops_9,HMminusHV,46,3,-2.3684757858670005e-15,42.028985507246375,42.028985507246375,chck_80M;chck_90M;chck_100M
43022,rel_eq0,HMminusHV,1541,3,-1.946787800129788,39.77936404931862,41.726151849448414,chck_80M;chck_90M;chck_100M
43022,rel_ge1,HMminusHV,5239,3,4.237449895018134,24.775720557358277,20.538270662340143,chck_80M;chck_90M;chck_100M
43022,rel_ge2,HMminusHV,3916,3,4.690160027238679,27.502553626149133,22.812393598910454,chck_80M;chck_90M;chck_100M
43022,rel_ge3,HMminusHV,2650,3,5.899371069182391,29.68553459119497,23.78616352201258,chck_80M;chck_90M;chck_100M
43022,rel_ge4,HMminusHV,1420,3,6.24413145539906,32.23004694835681,25.985915492957744,chck_80M;chck_90M;chck_100M
43022,rel_updates_0,HMminusHV,1541,3,-1.946787800129788,39.77936404931862,41.726151849448414,chck_80M;chck_90M;chck_100M
43022,rel_updates_1,HMminusHV,1323,3,2.897455278407659,16.70445956160242,13.80700428319476,chck_80M;chck_90M;chck_100M
43022,rel_updates_2,HMminusHV,1266,3,2.1590310689836762,22.93312269615587,20.774091627172194,chck_80M;chck_90M;chck_100M
43022,rel_updates_3,HMminusHV,1230,3,5.501355013550135,26.747967479674795,21.246612466124663,chck_80M;chck_90M;chck_100M
43022,rel_updates_4,HMminusHV,1112,3,7.104316546762591,32.254196642685855,25.149880095923262,chck_80M;chck_90M;chck_100M
43022,rel_updates_5,HMminusHV,308,3,3.1385281385281387,32.142857142857146,29.004329004329005,chck_80M;chck_90M;chck_100M
43022,total_ops_0,HMminusHV,304,3,-2.4122807017543857,41.33771929824562,43.75,chck_80M;chck_90M;chck_100M
43022,total_ops_1,HMminusHV,331,3,1.3091641490433024,36.75730110775428,35.448136958710975,chck_80M;chck_90M;chck_100M
43022,total_ops_10,HMminusHV,733,3,4.638472032742155,27.512505684402,22.874033651659847,chck_80M;chck_90M;chck_100M
43022,total_ops_11,HMminusHV,828,3,2.415458937198069,25.201288244766506,22.785829307568438,chck_80M;chck_90M;chck_100M
43022,total_ops_12,HMminusHV,919,3,4.787812840043524,27.239753355096116,22.451940515052595,chck_80M;chck_90M;chck_100M
43022,total_ops_2,HMminusHV,339,3,-3.933136676499507,29.105211406096362,33.03834808259587,chck_80M;chck_90M;chck_100M
43022,total_ops_3,HMminusHV,358,3,4.096834264432029,32.402234636871505,28.30540037243948,chck_80M;chck_90M;chck_100M
43022,total_ops_4,HMminusHV,369,3,3.523035230352304,27.82294489611563,24.299909665763323,chck_80M;chck_90M;chck_100M
43022,total_ops_5,HMminusHV,393,3,4.240882103477522,26.717557251908396,22.476675148430875,chck_80M;chck_90M;chck_100M
43022,total_ops_6,HMminusHV,446,3,1.9431988041853512,26.756352765321374,24.813153961136024,chck_80M;chck_90M;chck_100M
43022,total_ops_7,HMminusHV,508,3,2.690288713910762,24.868766404199476,22.178477690288712,chck_80M;chck_90M;chck_100M
43022,total_ops_8,HMminusHV,592,3,4.72972972972973,27.42117117117117,22.69144144144144,chck_80M;chck_90M;chck_100M
43022,total_ops_9,HMminusHV,660,3,2.373737373737375,26.161616161616163,23.78787878787879,chck_80M;chck_90M;chck_100M
