arm,dose,rho,dose_name,data_arm,checkpoint,words,BLiMP,Supplement,EWoK,Entity,COMPS,Reading,cheap6_no_GlobalPIQA,cheap5_no_GlobalPIQA_Reading,EWoK_plus_Entity_sum,source_type,per_target,label
,1.0,,dose1,,chck_10M,10000000.0,2.010000000000005,-1.1299999999999955,-1.509999999999998,1.0399999999999991,-0.269999999999996,-0.129999999999999,0.0016666666666722563,0.028000000000005798,-0.46999999999999886,,,dose1_repeat_minus_clean
,1.0,,dose1,,chck_20M,20000000.0,0.4799999999999969,-0.4100000000000037,1.6400000000000006,-0.6600000000000001,-0.5799999999999983,-0.11500000000000021,0.05916666666666259,0.09399999999999409,0.980000000000004,,,dose1_repeat_minus_clean
,1.0,,dose1,,chck_30M,30000000.0,1.1599999999999966,0.39000000000000057,2.1699999999999946,4.100000000000001,0.1600000000000037,-0.03000000000000025,1.3250000000000028,1.5959999999999965,6.269999999999982,,,dose1_repeat_minus_clean
,1.0,,dose1,,chck_40M,40000000.0,0.9799999999999969,1.990000000000002,3.8700000000000045,-1.75,0.03999999999999915,0.1999999999999993,0.8883333333333283,1.0259999999999962,2.1200000000000045,,,dose1_repeat_minus_clean
,1.0,,dose1,,chck_50M,50000000.0,0.8999999999999986,2.479999999999997,-0.3499999999999943,1.2399999999999984,0.22999999999999687,0.11499999999999932,0.7691666666666706,0.8999999999999986,0.8900000000000006,,,dose1_repeat_minus_clean
,1.0,,dose1,,chck_60M,60000000.0,1.0600000000000023,1.1700000000000017,-0.5700000000000003,0.16000000000000014,0.75,0.7149999999999999,0.5474999999999994,0.5140000000000029,-0.4099999999999966,,,dose1_repeat_minus_clean
,1.0,,dose1,,chck_70M,70000000.0,1.1500000000000057,0.5200000000000031,1.4600000000000009,1.3500000000000014,0.4099999999999966,0.8049999999999997,0.9491666666666703,0.9780000000000015,2.8100000000000023,,,dose1_repeat_minus_clean
,1.0,,dose1,,chck_80M,80000000.0,2.0,1.740000000000002,0.7600000000000051,1.6900000000000013,0.3100000000000023,0.45500000000000007,1.1591666666666711,1.3000000000000043,2.450000000000003,,,dose1_repeat_minus_clean
,1.8209293539856442,,dose1p82,,chck_10M,10000000.0,2.1300000000000026,-2.1599999999999966,-1.5300000000000011,0.8200000000000003,0.0800000000000054,-0.16500000000000004,-0.13749999999999574,-0.1319999999999979,-0.7099999999999937,,,dose1p82_repeat_minus_clean
,1.8209293539856442,,dose1p82,,chck_20M,20000000.0,0.9099999999999966,0.3100000000000023,0.519999999999996,-0.3200000000000003,-0.3299999999999983,-0.4900000000000002,0.10000000000000142,0.21799999999999642,0.19999999999998863,,,dose1p82_repeat_minus_clean
,1.8209293539856442,,dose1p82,,chck_30M,30000000.0,-1.7199999999999989,0.10000000000000142,2.0999999999999943,-0.09999999999999787,-0.28999999999999915,0.3649999999999993,0.07583333333333542,0.017999999999993577,1.9999999999999858,,,dose1p82_repeat_minus_clean
,1.8209293539856442,,dose1p82,,chck_40M,40000000.0,-0.05000000000000426,2.25,1.3000000000000043,-1.5399999999999991,-0.19999999999999574,0.21999999999999886,0.3299999999999983,0.35199999999999676,-0.23999999999999488,,,dose1p82_repeat_minus_clean
,1.8209293539856442,,dose1p82,,chck_50M,50000000.0,0.4299999999999997,2.3999999999999986,0.4200000000000017,2.0,-0.2700000000000031,0.8300000000000001,0.9683333333333408,0.9960000000000022,2.4200000000000017,,,dose1p82_repeat_minus_clean
,1.8209293539856442,,dose1p82,,chck_60M,60000000.0,0.6099999999999994,2.8000000000000043,0.38000000000000256,1.9200000000000017,-0.030000000000001137,0.7750000000000004,1.0758333333333425,1.1360000000000028,2.3000000000000114,,,dose1p82_repeat_minus_clean
,1.8209293539856442,,dose1p82,,chck_70M,70000000.0,0.9699999999999989,-1.1700000000000017,0.3300000000000054,3.3200000000000003,0.0799999999999983,0.7699999999999996,0.7166666666666686,0.7060000000000031,3.6500000000000057,,,dose1p82_repeat_minus_clean
,1.8209293539856442,,dose1p82,,chck_80M,80000000.0,1.6800000000000068,-1.6000000000000014,1.4500000000000028,2.849999999999998,-0.1700000000000017,0.11000000000000121,0.7199999999999989,0.8419999999999987,4.299999999999997,,,dose1p82_repeat_minus_clean
,2.641480921798262,,dose2p64,,chck_10M,10000000,2.3100000000000023,-1.0999999999999943,-1.4299999999999997,1.8900000000000006,0.17999999999999972,0.9299999999999997,0.46333333333333826,0.37000000000000455,0.46000000000000796,,,dose2p64_repeat_minus_clean
