endpoint,word,child_aoa,model_aoa_word_count,model_aoa_log10_word_count,n_subword_tokens,n_model_points,n_child_points,first_word_count,last_word_count,threshold,best_perf,ceiling
densemask_sparselabel_seed62064,ankle,-2.46180297130791,21371514.699889846,7.329835303750019,2,18,16,1000000.0,89168037.0,-16.518800569730967,-13.629480083783468,-19.408121055678468
densemask_sparselabel_seed62064,arm,-1.5192091314497425,5319193.577723028,6.725845795586075,1,18,16,1000000.0,89168037.0,-8.892760287303712,-8.08146004676819,-9.704060527839234
densemask_sparselabel_seed62064,asleep,-1.46091278772187,17559425.80457056,7.244510310318164,1,18,16,1000000.0,89168037.0,-7.016507774805376,-4.328955021771518,-9.704060527839234
densemask_sparselabel_seed62064,aunt,-1.4287787552296292,8372882.142408197,6.922874978075365,1,18,16,1000000.0,89168037.0,-8.806906353015686,-7.9097521781921385,-9.704060527839234
densemask_sparselabel_seed62064,baby,-1.440473709865766,12559185.848143961,7.098961487082804,1,18,16,1000000.0,89168037.0,-8.31638415351906,-6.928707779198885,-9.704060527839234
densemask_sparselabel_seed62064,bad,-1.276928269655372,5424269.483117905,6.7343412575779995,1,18,16,1000000.0,89168037.0,-8.025821055550361,-6.34758158326149,-9.704060527839234
densemask_sparselabel_seed62064,ball,-0.7603570844515516,9022146.529005004,6.955309876211209,1,18,16,1000000.0,89168037.0,-8.13108959056833,-6.5581186532974245,-9.704060527839234
densemask_sparselabel_seed62064,bath,-0.5281629323024715,14721581.416048555,7.167954465121967,1,18,16,1000000.0,89168037.0,-9.005722509403014,-8.307384490966797,-9.704060527839234
densemask_sparselabel_seed62064,bathroom,-0.5190702223656797,44502650.55296636,7.648385878087596,1,18,16,1000000.0,89168037.0,-8.474986835601042,-7.24591314336285,-9.704060527839234
densemask_sparselabel_seed62064,beach,-1.050828904789142,19176978.979837205,7.282780192212952,1,18,16,1000000.0,89168037.0,-8.25081725631305,-6.797573984786868,-9.704060527839234
densemask_sparselabel_seed62064,beads,-1.5543126150183681,33020468.651259817,7.518783232803568,1,18,16,1000000.0,89168037.0,-8.783198963726004,-7.862337399612773,-9.704060527839234
densemask_sparselabel_seed62064,bed,-0.3976256109868187,8524611.795262063,6.930674610654057,1,18,16,1000000.0,89168037.0,-8.438257281560684,-7.172454035282135,-9.704060527839234
densemask_sparselabel_seed62064,bedroom,0.16326872498446734,10989236.549173592,7.04096752190501,1,18,16,1000000.0,89168037.0,-9.087005251724506,-8.46994997560978,-9.704060527839234
densemask_sparselabel_seed62064,better,-0.6520994464877465,5003662.018562442,6.699287966802641,1,18,16,1000000.0,89168037.0,-7.79760219015577,-5.891143852472306,-9.704060527839234
densemask_sparselabel_seed62064,bib,-0.3431513364892942,29345951.51529898,7.46754819567424,1,18,16,1000000.0,89168037.0,-8.94666845259963,-8.189276377360025,-9.704060527839234
