endpoint,word,child_aoa,model_aoa_word_count,model_aoa_log10_word_count,n_subword_tokens,n_model_points,n_child_points,first_word_count,last_word_count,threshold,best_perf,ceiling
clean_pres_seed62065,high,1.925878502075044,1911779.579668263,6.281437818456794,1,18,16,1000000.0,89685369.0,-8.441195969362045,-7.178331410884857,-9.704060527839234
clean_pres_seed62065,hold,4.6703772287403105,8552068.781064715,6.932071185081538,1,18,16,1000000.0,89685369.0,-8.4758849368284,-7.247709345817566,-9.704060527839234
clean_pres_seed62065,home,1.494611298547168,1381199.785940585,6.140256502370126,1,18,16,1000000.0,89685369.0,-8.325490574617172,-6.946920621395111,-9.704060527839234
clean_pres_seed62065,horse,1.4888265986992277,8746651.632397084,6.941841829493191,1,18,16,1000000.0,89685369.0,-7.6447460249851,-5.585431522130966,-9.704060527839234
clean_pres_seed62065,hose,1.7348128734721626,11067517.28565368,7.044050208948437,2,18,16,1000000.0,89685369.0,-16.169366116390492,-12.930611177102515,-19.408121055678468
clean_pres_seed62065,hot,1.491558265663425,10087771.309555847,7.003795228191935,1,18,16,1000000.0,89685369.0,-8.7536827550123,-7.803304982185364,-9.704060527839234
clean_pres_seed62065,house,1.8632653466651823,6785069.466249433,6.831554298370755,1,18,16,1000000.0,89685369.0,-7.5699807748983154,-5.435901021957397,-9.704060527839234
clean_pres_seed62065,hungry,1.5037473247241349,2753377.7958237757,6.439865805793821,1,18,16,1000000.0,89685369.0,-9.411133474686727,-9.11820642153422,-9.704060527839234
clean_pres_seed62065,hurry,1.3587618001260002,40679116.61846395,7.609371513279908,1,18,16,1000000.0,89685369.0,-8.046200765416675,-6.388341002994114,-9.704060527839234
clean_pres_seed62065,hurt,1.3484210413564874,10454042.241886336,7.019284250628871,1,18,16,1000000.0,89685369.0,-8.881773601550844,-8.059486675262452,-9.704060527839234
clean_pres_seed62065,ice,1.3553981308956047,9289634.631749192,6.967998633204019,1,18,16,1000000.0,89685369.0,-8.54060764171579,-7.377154755592346,-9.704060527839234
clean_pres_seed62065,jar,1.7351018232170528,42551368.392612025,7.628913530949506,1,18,16,1000000.0,89685369.0,-8.698954267721465,-7.6938480076036955,-9.704060527839234
clean_pres_seed62065,jeans,1.461884473471686,13247882.635436343,7.122146471991519,2,18,16,1000000.0,89685369.0,-17.01175719287381,-14.61539333006915,-19.408121055678468
clean_pres_seed62065,juice,1.446094044914823,11172891.799886564,7.048165593007516,1,18,16,1000000.0,89685369.0,-8.36563779272535,-7.027215057611466,-9.704060527839234
clean_pres_seed62065,jump,3.7983143629948692,8699887.938434659,6.939513658591848,1,18,16,1000000.0,89685369.0,-9.13754390336969,-8.571027278900146,-9.704060527839234
clean_pres_seed62065,keys,3.271228599363355,88344122.14283742,7.946177659605656,1,18,16,1000000.0,89685369.0,-9.27908570625284,-8.854110884666444,-9.704060527839234
clean_pres_seed62065,knife,3.124802417626794,12645678.20347638,7.101942126059149,1,18,16,1000000.0,89685369.0,-8.732952426452423,-7.761844325065613,-9.704060527839234
clean_pres_seed62065,lady,1.7836974023668393,4562524.5944114085,6.659205218546914,1,18,16,1000000.0,89685369.0,-8.723185192127014,-7.742309856414795,-9.704060527839234
clean_pres_seed62065,last,1.4202864912726478,83497744.20020184,7.921674742613684,1,18,16,1000000.0,89685369.0,-8.147068177242065,-6.590075826644897,-9.704060527839234
clean_pres_seed62065,later,6.525774870585948,5105665.548499527,6.708052362524949,1,18,16,1000000.0,89685369.0,-8.305521504659438,-6.906982481479645,-9.704060527839234
clean_pres_seed62065,leg,1.239940629714643,38311787.65648094,7.583332416959114,1,18,16,1000000.0,89685369.0,-8.903278134841706,-8.102495741844177,-9.704060527839234
clean_pres_seed62065,lick,1.5459221131173484,8433658.398707211,6.926016006145176,2,18,16,1000000.0,89685369.0,-15.037019226111939,-10.66591739654541,-19.408121055678468
clean_pres_seed62065,like,4.651409038050489,1210468.9289225172,6.082953646177023,1,18,16,1000000.0,89685369.0,-7.337851889509942,-4.971643251180649,-9.704060527839234
clean_pres_seed62065,lips,5.947583115231251,8281401.4059287,6.918103835741674,1,18,16,1000000.0,89685369.0,-8.68336168386438,-7.662662839889526,-9.704060527839234
clean_pres_seed62065,listen,1.6777589868794707,7792009.864103302,6.891649493655328,1,18,16,1000000.0,89685369.0,-8.220681737441803,-6.737302947044372,-9.704060527839234
clean_pres_seed62065,long,1.5229674731983254,2033380.400535417,6.308218633138432,1,18,16,1000000.0,89685369.0,-7.9690142528007275,-6.233967977762222,-9.704060527839234
clean_pres_seed62065,love,1.5789278747062703,1178196.0265584646,6.071217553753359,1,18,16,1000000.0,89685369.0,-8.417656456012512,-7.131252384185791,-9.704060527839234
clean_pres_seed62065,lunch,5.606624583605874,14792540.804846082,7.17004277594094,1,18,16,1000000.0,89685369.0,-8.106625460166718,-6.509190392494202,-9.704060527839234
clean_pres_seed62065,mailman,5.418696373243078,40230793.396204524,7.604558597428232,2,18,16,1000000.0,89685369.0,-16.479565116920043,-13.551009178161621,-19.408121055678468
clean_pres_seed62065,make,1.5599345998029244,2477420.3570069843,6.393999701878463,1,18,16,1000000.0,89685369.0,-7.568178217191482,-5.4322959065437315,-9.704060527839234
clean_pres_seed62065,man,2.0235573120849835,2915488.761070659,6.464711371596747,1,18,16,1000000.0,89685369.0,-7.307079853195931,-4.910099178552628,-9.704060527839234
clean_pres_seed62065,meat,5.273675231882963,10771704.16946818,7.032284417582792,1,18,16,1000000.0,89685369.0,-8.589769798595691,-7.47547906935215,-9.704060527839234
clean_pres_seed62065,melon,3.92148419514573,8055674.248905888,6.906101896130096,2,18,16,1000000.0,89685369.0,-16.470342013396788,-13.532562971115112,-19.408121055678468
clean_pres_seed62065,milk,1.725722475766666,10790898.822024593,7.033057620511261,1,18,16,1000000.0,89685369.0,-8.653836385984206,-7.603612244129181,-9.704060527839234
clean_pres_seed62065,mommy,1.6167922730740232,11542170.850241052,7.062287498561083,1,18,16,1000000.0,89685369.0,-8.848589168567443,-7.993117809295654,-9.704060527839234
clean_pres_seed62065,money,5.77900764902437,7135404.056957115,6.853418570966896,1,18,16,1000000.0,89685369.0,-7.751714699048783,-5.7993688702583315,-9.704060527839234
