endpoint,word,child_aoa,model_aoa_word_count,model_aoa_log10_word_count,n_subword_tokens,n_model_points,n_child_points,first_word_count,last_word_count,threshold,best_perf,ceiling
clean_pres_seed62064,ankle,-2.46180297130791,21774622.81923417,7.337950640880894,2,18,16,1000000.0,89685369.0,-16.518800569730967,-13.629480083783468,-19.408121055678468
clean_pres_seed62064,arm,-1.5192091314497425,5320311.066323613,6.725937025234606,1,18,16,1000000.0,89685369.0,-8.892760287303712,-8.08146004676819,-9.704060527839234
clean_pres_seed62064,asleep,-1.46091278772187,17613218.26060225,7.245838716848752,1,18,16,1000000.0,89685369.0,-7.016507774805376,-4.328955021771518,-9.704060527839234
clean_pres_seed62064,aunt,-1.4287787552296292,8373066.293373567,6.922884529728818,1,18,16,1000000.0,89685369.0,-8.806906353015686,-7.9097521781921385,-9.704060527839234
clean_pres_seed62064,baby,-1.440473709865766,15508931.466804408,7.190581876855737,1,18,16,1000000.0,89685369.0,-8.31638415351906,-6.928707779198885,-9.704060527839234
clean_pres_seed62064,bad,-1.276928269655372,5458863.481904528,6.737102233379619,1,18,16,1000000.0,89685369.0,-8.025821055550361,-6.34758158326149,-9.704060527839234
clean_pres_seed62064,ball,-0.7603570844515516,9022688.130004965,6.955335946200787,1,18,16,1000000.0,89685369.0,-8.13108959056833,-6.5581186532974245,-9.704060527839234
clean_pres_seed62064,bath,-0.5281629323024715,14541219.154312558,7.162600819851362,1,18,16,1000000.0,89685369.0,-9.005722509403014,-8.307384490966797,-9.704060527839234
clean_pres_seed62064,bathroom,-0.5190702223656797,44674394.15274094,7.650058671577109,1,18,16,1000000.0,89685369.0,-8.474986835601042,-7.24591314336285,-9.704060527839234
clean_pres_seed62064,beach,-1.050828904789142,19269073.344383977,7.284860829803493,1,18,16,1000000.0,89685369.0,-8.25081725631305,-6.797573984786868,-9.704060527839234
clean_pres_seed62064,beads,-1.5543126150183681,33228111.243608758,7.521505655759871,1,18,16,1000000.0,89685369.0,-8.783198963726004,-7.862337399612773,-9.704060527839234
clean_pres_seed62064,bed,-0.3976256109868187,8577059.890253844,6.933338442596709,1,18,16,1000000.0,89685369.0,-8.438257281560684,-7.172454035282135,-9.704060527839234
