checkpoint,file,identical,sha
chck_80M,model.safetensors,True,7ea04ff0105c327334d5ccf9800332086cc8feab3703f2d5deda93db02ec6497
chck_80M,config.json,True,2ed28483121ddea2ce5ed2256acb75d4b3d998e0466c4485e716b517558a588a
chck_80M,tokenizer.json,True,a9cbb830495cb92bbb2996adc256207746282ee67f4f8d40a4f646a634ec139a
chck_90M,model.safetensors,True,d5886d08695969c4169a45427dc1c60aaea1223c05c4932d82db457d497bc779
chck_90M,config.json,True,2ed28483121ddea2ce5ed2256acb75d4b3d998e0466c4485e716b517558a588a
chck_90M,tokenizer.json,True,a9cbb830495cb92bbb2996adc256207746282ee67f4f8d40a4f646a634ec139a
chck_100M,model.safetensors,True,ec7890d1b16ba9b3161594a8ec0a51b0cda52f9809d9e46714a53cbfd2a22b3f
chck_100M,config.json,True,2ed28483121ddea2ce5ed2256acb75d4b3d998e0466c4485e716b517558a588a
chck_100M,tokenizer.json,True,a9cbb830495cb92bbb2996adc256207746282ee67f4f8d40a4f646a634ec139a
