ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.4985180794309425,1109,0.32868998221695317,0.6554373522458629,1692,0.022241778438910842
variable swap,2564,0.500780031201248,1036,0.4040561622464899,0.809375,1280,-0.039518553763628006
material,840,0.46190476190476193,293,0.3488095238095238,0.6482300884955752,452,-0.3336577881127596
other,490,0.5163265306122449,122,0.24897959183673468,0.5147679324894515,237,0.30415268056094646
negation,190,0.5789473684210527,44,0.23157894736842105,0.55,80,0.5135955810546875
number,80,0.6125,16,0.2,0.5161290322580645,31,0.5582713968469761
variable_swap,30,0.5,14,0.4666666666666667,0.9333333333333333,15,-2.2509854398667812
game,20,0.4,8,0.4,0.6666666666666666,12,0.3722681999206543
active-passive,30,0.6,6,0.2,0.5,12,0.28429585695266724
