label,checkpoint,group,n,accuracy_pct,recency_available_n,recency_pick_pct_among_available,recency_not_gold_available_n,recency_not_gold_pick_pct,mean_relevant_updates,mean_total_ops,mean_ops_after_last_relevant,simulation_match_pct
coherent86,eval,lastop_recency_not_gold,1347,24.72160356347439,1347,32.962138084632514,1347,32.962138084632514,1.8106904231625836,7.705270972531552,2.9955456570155903,100.0
coherent86,eval,lastop_recency_not_gold_available,1528,24.607329842931936,1528,34.75130890052356,1528,31.93717277486911,1.9299738219895288,7.786649214659686,2.6407068062827226,100.0
coherent86,eval,rel1_postrel_ops0,345,19.130434782608695,345,19.71014492753623,23,8.695652173913043,1.0,4.573913043478261,0.0,100.0
coherent86,eval,rel1_postrel_ops_gt0,978,16.05316973415133,294,34.35374149659864,294,34.35374149659864,1.0,6.931492842535787,3.355828220858896,100.0
coherent86,eval,rel1_stale_available_not_gold,16,31.25,7,57.142857142857146,6,16.666666666666668,1.0,8.5,2.25,100.0
coherent86,eval,rel2_postrel_ops0,391,29.41176470588235,391,31.202046035805626,43,16.27906976744186,2.0,7.040920716112532,0.0,100.0
coherent86,eval,rel2_postrel_ops_gt0,875,20.685714285714287,293,38.225255972696246,293,38.225255972696246,2.0,8.676571428571428,2.672,100.0
coherent86,eval,rel2_stale_available_not_gold,489,22.494887525562373,273,34.065934065934066,151,35.09933774834437,2.0,8.366053169734151,1.822085889570552,100.0
coherent86,eval,rel3_postrel_ops0,469,32.19616204690831,469,36.46055437100213,67,29.850746268656717,3.0,8.867803837953092,0.0,100.0
coherent86,eval,rel3_postrel_ops_gt0,761,24.441524310118265,242,36.36363636363637,242,36.36363636363637,3.0,9.797634691195794,2.38107752956636,100.0
coherent86,eval,rel3_stale_available_not_gold,296,28.04054054054054,164,34.75609756097561,65,29.23076923076923,3.0,9.54054054054054,1.4256756756756757,100.0
coherent86,eval,rel4_postrel_ops0,501,34.131736526946106,501,36.92614770459082,40,35.0,4.0,9.684630738522953,0.0,100.0
coherent86,eval,rel4_postrel_ops_gt0,611,30.27823240589198,152,35.526315789473685,152,35.526315789473685,4.0,10.297872340425531,2.009819967266776,100.0
coherent86,eval,rel4_stale_available_not_gold,326,30.368098159509202,184,33.15217391304348,39,28.205128205128204,4.0,10.13803680981595,0.9785276073619632,100.0
coherent86,eval,rel5_postrel_ops0,144,41.666666666666664,144,42.361111111111114,8,12.5,5.0,10.083333333333334,0.0,100.0
coherent86,eval,rel5_postrel_ops_gt0,164,25.609756097560975,45,26.666666666666668,45,26.666666666666668,5.0,10.75609756097561,1.7134146341463414,100.0
coherent86,eval,rel5_stale_available_not_gold,94,39.361702127659576,53,41.509433962264154,14,21.428571428571427,5.0,10.106382978723405,1.053191489361702,100.0
coherent86,eval,rel_eq0,1541,37.18364698247891,321,23.98753894080997,321,23.98753894080997,0.0,3.388059701492537,3.388059701492537,100.0
coherent86,eval,rel_eq0_irrelevant_ops_1,257,38.521400778210115,65,12.307692307692308,65,12.307692307692308,0.0,1.0,1.0,100.0
coherent86,eval,rel_eq0_irrelevant_ops_10,36,27.77777777777778,12,50.0,12,50.0,0.0,10.0,10.0,100.0
coherent86,eval,rel_eq0_irrelevant_ops_11,32,25.0,10,30.0,10,30.0,0.0,11.0,11.0,100.0
coherent86,eval,rel_eq0_irrelevant_ops_12,30,26.666666666666668,4,25.0,4,25.0,0.0,12.0,12.0,100.0
coherent86,eval,rel_eq0_irrelevant_ops_1to3,641,38.68954758190328,166,16.265060240963855,166,16.265060240963855,0.0,1.8673946957878316,1.8673946957878316,100.0
coherent86,eval,rel_eq0_irrelevant_ops_2,212,39.62264150943396,43,23.25581395348837,43,23.25581395348837,0.0,2.0,2.0,100.0
coherent86,eval,rel_eq0_irrelevant_ops_3,172,37.7906976744186,58,15.517241379310345,58,15.517241379310345,0.0,3.0,3.0,100.0
coherent86,eval,rel_eq0_irrelevant_ops_4,131,40.458015267175576,38,23.68421052631579,38,23.68421052631579,0.0,4.0,4.0,100.0
coherent86,eval,rel_eq0_irrelevant_ops_4to6,323,42.10526315789474,76,28.94736842105263,76,28.94736842105263,0.0,4.86687306501548,4.86687306501548,100.0
coherent86,eval,rel_eq0_irrelevant_ops_5,104,41.34615384615385,23,43.47826086956522,23,43.47826086956522,0.0,5.0,5.0,100.0
coherent86,eval,rel_eq0_irrelevant_ops_6,88,45.45454545454545,15,20.0,15,20.0,0.0,6.0,6.0,100.0
coherent86,eval,rel_eq0_irrelevant_ops_7,66,27.272727272727273,23,34.78260869565217,23,34.78260869565217,0.0,7.0,7.0,100.0
coherent86,eval,rel_eq0_irrelevant_ops_8,63,28.571428571428573,15,46.666666666666664,15,46.666666666666664,0.0,8.0,8.0,100.0
coherent86,eval,rel_eq0_irrelevant_ops_9,46,41.30434782608695,15,20.0,15,20.0,0.0,9.0,9.0,100.0
coherent86,eval,rel_eq0_irrelevant_ops_ge7,273,29.67032967032967,79,35.44303797468354,79,35.44303797468354,0.0,8.981684981684982,8.981684981684982,100.0
coherent86,eval,rel_eq0_irrelevant_ops_gt0,1237,37.5909458367017,321,23.98753894080997,321,23.98753894080997,0.0,4.22069523039612,4.22069523039612,100.0
coherent86,eval,rel_eq0_total_ops0,304,35.526315789473685,0,nan,0,nan,0.0,0.0,0.0,100.0
coherent86,eval,rel_ge1,5239,25.081122351593816,2876,33.866481223922115,1207,34.05136702568351,2.5831265508684864,8.527772475663294,1.7066234014124833,100.0
coherent86,eval,rel_ge1_postrel_ops0,1850,30.43243243243243,1850,32.810810810810814,181,24.30939226519337,2.842162162162162,7.996756756756756,0.0,100.0
coherent86,eval,rel_ge1_postrel_ops_0,1850,30.43243243243243,1850,32.810810810810814,181,24.30939226519337,2.842162162162162,7.996756756756756,0.0,100.0
coherent86,eval,rel_ge1_postrel_ops_1,1200,27.166666666666668,369,30.352303523035232,369,30.352303523035232,2.7025,8.214166666666667,1.0,100.0
coherent86,eval,rel_ge1_postrel_ops_10,15,6.666666666666667,5,20.0,5,20.0,1.1333333333333333,11.466666666666667,10.0,100.0
coherent86,eval,rel_ge1_postrel_ops_11,6,0.0,4,75.0,4,75.0,1.0,12.0,11.0,100.0
coherent86,eval,rel_ge1_postrel_ops_2,817,23.990208078335375,255,38.03921568627451,255,38.03921568627451,2.5813953488372094,8.664626682986537,2.0,100.0
coherent86,eval,rel_ge1_postrel_ops_3,513,23.976608187134502,157,40.76433121019108,157,40.76433121019108,2.415204678362573,9.015594541910332,3.0,100.0
coherent86,eval,rel_ge1_postrel_ops_4,343,14.577259475218659,106,45.283018867924525,106,45.283018867924525,2.250728862973761,9.177842565597668,4.0,100.0
coherent86,eval,rel_ge1_postrel_ops_5,214,10.74766355140187,56,28.571428571428573,56,28.571428571428573,2.0186915887850465,9.686915887850468,5.0,100.0
coherent86,eval,rel_ge1_postrel_ops_6,143,13.286713286713287,32,37.5,32,37.5,1.8391608391608392,9.937062937062937,6.0,100.0
coherent86,eval,rel_ge1_postrel_ops_7,75,6.666666666666667,23,21.73913043478261,23,21.73913043478261,1.48,10.24,7.0,100.0
coherent86,eval,rel_ge1_postrel_ops_8,40,17.5,13,38.46153846153846,13,38.46153846153846,1.325,10.3,8.0,100.0
coherent86,eval,rel_ge1_postrel_ops_9,23,4.3478260869565215,6,66.66666666666667,6,66.66666666666667,1.3043478260869565,11.130434782608695,9.0,100.0
coherent86,eval,rel_ge1_postrel_ops_gt0,3389,22.159929182649748,1026,35.76998050682261,1026,35.76998050682261,2.4417232221894363,8.817645323104161,2.638241369135438,100.0
coherent86,eval,rel_ge3,2650,30.0,1553,36.767546683837736,554,34.11552346570397,3.6520754716981134,9.80188679245283,1.2532075471698114,100.0
coherent86,eval,rel_ge3_postrel_ops0,1114,34.29084380610413,1114,37.432675044883304,115,30.434782608695652,3.708258527827648,9.392280071813286,0.0,100.0
coherent86,eval,rel_ge3_postrel_ops_gt0,1536,26.888020833333332,439,35.07972665148064,439,35.07972665148064,3.611328125,10.098958333333334,2.162109375,100.0
coherent86,eval,rel_updates_0,1541,37.18364698247891,321,23.98753894080997,321,23.98753894080997,0.0,3.388059701492537,3.388059701492537,100.0
coherent86,eval,rel_updates_1,1323,16.855631141345427,639,26.447574334898277,317,32.49211356466877,1.0,6.316704459561603,2.4807256235827664,100.0
coherent86,eval,rel_updates_2,1266,23.380726698262244,684,34.21052631578947,336,35.416666666666664,2.0,8.171406003159557,1.8467614533965244,100.0
coherent86,eval,rel_updates_3,1230,27.398373983739837,711,36.427566807313646,309,34.95145631067961,3.0,9.44308943089431,1.473170731707317,100.0
coherent86,eval,rel_updates_4,1112,32.014388489208635,653,36.60030627871363,192,35.416666666666664,4.0,10.02158273381295,1.10431654676259,100.0
coherent86,eval,rel_updates_5,308,33.116883116883116,189,38.62433862433863,53,24.528301886792452,5.0,10.441558441558442,0.9123376623376623,100.0
coherent86,eval,reported_numops_0,1541,37.18364698247891,321,23.98753894080997,321,23.98753894080997,0.0,3.388059701492537,3.388059701492537,100.0
coherent86,eval,reported_numops_1,1274,15.934065934065934,614,25.570032573289904,301,32.89036544850498,1.0,6.229199372056515,2.502354788069074,100.0
coherent86,eval,reported_numops_2,1217,22.843056696795397,654,34.25076452599389,332,35.24096385542169,1.9597370583401807,8.054231717337716,1.8742810188989318,100.0
coherent86,eval,reported_numops_3,1240,28.14516129032258,714,36.41456582633053,313,34.82428115015974,2.9290322580645163,9.390322580645162,1.5153225806451613,100.0
coherent86,eval,reported_numops_4,1175,31.23404255319149,688,36.627906976744185,206,35.43689320388349,3.9191489361702128,10.04595744680851,1.1046808510638297,100.0
coherent86,eval,reported_numops_5,333,35.13513513513514,206,39.320388349514566,55,23.636363636363637,4.915915915915916,10.483483483483484,0.8858858858858859,100.0
coherent86,eval,stale_available_not_gold,1221,27.354627354627354,681,34.801762114537446,275,31.636363636363637,2.994266994266994,9.25962325962326,1.4471744471744472,100.0
coherent86,eval,total_ops_0,304,35.526315789473685,0,nan,0,nan,0.0,0.0,0.0,100.0
coherent86,eval,total_ops_1,331,32.93051359516616,139,12.949640287769784,68,11.764705882352942,0.22356495468277945,1.0,0.7764350453172205,100.0
coherent86,eval,total_ops_10,733,26.875852660300136,372,38.97849462365591,165,40.60606060606061,2.8076398362892223,10.0,2.2742155525238745,100.0
coherent86,eval,total_ops_11,828,26.08695652173913,442,35.52036199095023,212,34.905660377358494,2.9504830917874396,11.0,2.3659420289855073,100.0
coherent86,eval,total_ops_12,919,27.094668117519042,444,38.06306306306306,204,35.78431372549019,3.115342763873776,12.0,2.4689880304678997,100.0
coherent86,eval,total_ops_2,339,30.678466076696164,131,19.84732824427481,66,19.696969696969695,0.4424778761061947,2.0,1.4188790560471976,100.0
coherent86,eval,total_ops_3,358,27.932960893854748,180,20.0,97,15.463917525773196,0.723463687150838,3.0,1.8044692737430168,100.0
coherent86,eval,total_ops_4,369,28.726287262872628,171,25.146198830409357,87,26.436781609195403,1.005420054200542,4.0,2.105691056910569,100.0
coherent86,eval,total_ops_5,393,27.2264631043257,179,33.5195530726257,86,33.72093023255814,1.3231552162849873,5.0,2.346055979643766,100.0
coherent86,eval,total_ops_6,446,28.251121076233183,225,28.88888888888889,100,27.0,1.6591928251121075,6.0,2.318385650224215,100.0
coherent86,eval,total_ops_7,508,25.0,261,32.18390804597701,114,29.82456140350877,2.045275590551181,7.0,2.2401574803149606,100.0
coherent86,eval,total_ops_8,592,27.195945945945947,311,37.942122186495176,160,38.125,2.285472972972973,8.0,2.429054054054054,100.0
coherent86,eval,total_ops_9,660,26.818181818181817,342,38.01169590643275,169,37.8698224852071,2.5196969696969695,9.0,2.3848484848484848,100.0
coherent86,eval,type_ambiref,2315,25.615550755939523,1098,35.33697632058288,517,36.36363636363637,2.0872570194384448,7.525701943844492,2.127861771058315,100.0
coherent86,eval,type_move_contents,2227,29.815895823978448,1043,29.913710450623203,489,26.789366053169733,1.8792096991468343,7.292321508756174,2.092501122586439,100.0
coherent86,eval,type_regular,2238,28.15013404825737,1056,33.23863636363637,522,32.37547892720306,2.0178731009830204,7.254691689008043,2.0446827524575513,100.0
