target,frame_id,subtype,alt_a,alt_b,form,delta1,delta2,correct_margin_c1,correct_margin_c2,interaction,min_signed_margin,crossed_success,same_a_bias,same_b_bias,prior_ratio
legal40k_depth12_100M_seed43022,D_0001,open_closed,open,closed,explicit_final_state,3.8609085381031036,-4.54032326489687,3.8609085381031036,4.54032326489687,8.401231802999973,3.8609085381031036,True,False,False,4.846875
legal40k_depth12_100M_seed43022,D_0001,open_closed,open,closed,full_v3,-4.2663078755140305,4.383895855396986,-4.2663078755140305,-4.383895855396986,-8.650203730911016,-4.383895855396986,False,False,False,4.846875
legal40k_depth12_100M_seed43022,D_0001,open_closed,open,closed,initial_plus_last,-4.329627901315689,4.158119201660156,-4.329627901315689,-4.158119201660156,-8.487747102975845,-4.329627901315689,False,False,False,4.846875
legal40k_depth12_100M_seed43022,D_0001,open_closed,open,closed,last_event_only,-1.5264445543289185,-1.8968954682350159,-1.5264445543289185,1.8968954682350159,0.3704509139060974,-1.5264445543289185,False,False,True,4.846875
legal40k_depth12_100M_seed43022,D_0001,open_closed,open,closed,no_context,-1.8138513565063477,-1.8138513565063477,-1.8138513565063477,1.8138513565063477,0.0,-1.8138513565063477,False,False,True,4.846875
legal40k_depth12_100M_seed43022,D_0002,open_closed,open,closed,explicit_final_state,3.677284359931946,-4.19261572510004,3.677284359931946,4.19261572510004,7.869900085031986,3.677284359931946,True,False,False,4.846875
legal40k_depth12_100M_seed43022,D_0002,open_closed,open,closed,full_v3,-4.028023958206177,3.783612184226513,-4.028023958206177,-3.783612184226513,-7.81163614243269,-4.028023958206177,False,False,False,4.846875
legal40k_depth12_100M_seed43022,D_0002,open_closed,open,closed,initial_plus_last,-4.210185065865517,3.7428216859698296,-4.210185065865517,-3.7428216859698296,-7.953006751835346,-4.210185065865517,False,False,False,4.846875
legal40k_depth12_100M_seed43022,D_0002,open_closed,open,closed,last_event_only,-0.3405858278274536,-1.2190752029418945,-0.3405858278274536,1.2190752029418945,0.8784893751144409,-0.3405858278274536,False,False,True,4.846875
legal40k_depth12_100M_seed43022,D_0002,open_closed,open,closed,no_context,-0.44132423400878906,-0.44132423400878906,-0.44132423400878906,0.44132423400878906,0.0,-0.44132423400878906,False,False,True,4.846875
legal40k_depth12_100M_seed43022,D_0003,empty_full,empty,full,explicit_final_state,5.983719885349274,-5.713642030954361,5.983719885349274,5.713642030954361,11.697361916303635,5.713642030954361,True,False,False,4.861915367483296
legal40k_depth12_100M_seed43022,D_0003,empty_full,empty,full,full_v3,-7.104189891368151,6.124135255813599,-7.104189891368151,-6.124135255813599,-13.22832514718175,-7.104189891368151,False,False,False,4.861915367483296
legal40k_depth12_100M_seed43022,D_0003,empty_full,empty,full,initial_plus_last,-6.874497525393963,5.554392695426941,-6.874497525393963,-5.554392695426941,-12.428890220820904,-6.874497525393963,False,False,False,4.861915367483296
legal40k_depth12_100M_seed43022,D_0003,empty_full,empty,full,last_event_only,3.1603732109069824,0.42237281799316406,3.1603732109069824,-0.42237281799316406,2.7380003929138184,-0.42237281799316406,False,True,False,4.861915367483296
legal40k_depth12_100M_seed43022,D_0003,empty_full,empty,full,no_context,1.23394775390625,1.23394775390625,1.23394775390625,-1.23394775390625,0.0,-1.23394775390625,False,True,False,4.861915367483296
legal40k_depth12_100M_seed43022,D_0004,open_closed,open,closed,explicit_final_state,3.611775480210781,-3.905389852821827,3.611775480210781,3.905389852821827,7.517165333032608,3.611775480210781,True,False,False,4.846875
legal40k_depth12_100M_seed43022,D_0004,open_closed,open,closed,full_v3,-3.95503231883049,3.8613528683781624,-3.95503231883049,-3.8613528683781624,-7.8163851872086525,-3.95503231883049,False,False,False,4.846875
